time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
1,relative_humidity_900_min,-2.893834777380156,4.536507304943167,2.3553219412289943,-1.8558727693417911,-1.0279153812726627,0.5173161134873707,-0.4271833569280374,0.3592604843810515,1.9113224344024722,-0.44061632270259,-0.036274737628859036,-0.9631397263757264,-0.05814230109100374,-0.12713634479279412
2,relative_humidity_900_min,-3.316603620127045,4.08177304141585,2.0892871710611347,-1.6601882882468324,-1.2153559828713325,0.7506240440028294,-0.5756215695819399,0.15651510176201988,1.229683822501087,-0.034290772547393295,0.07082202550596074,0.35474229181224076,-0.36678203540823434,-0.011342777328356824
3,relative_humidity_900_min,-3.2926962323918763,4.178995300021068,2.344450593606195,-1.3562771464754801,-0.7066669104120773,1.0038384756515528,0.07137911701199745,-0.13797214014498296,-0.6351952544181015,0.1753028737986711,0.01848979575225281,0.3559627964603073,0.16302375503488672,-0.015698885377712305
4,relative_humidity_900_min,-2.7446671239331772,4.1270372696488655,2.650679941130921,-0.6373435503695539,-0.468237138783346,1.2056132289161359,0.7038792150698406,0.07398441459285383,-1.6219873492644084,0.43782096973623513,0.009165175069615082,-0.008552153035983005,0.64504318099068,-0.1121978730322408
5,relative_humidity_900_min,-2.784812647671108,4.324217875023254,1.1176956477050313,-0.11386830189211648,0.7059506105641113,0.23353905865618518,0.37474285249615114,-0.1366682277543761,-1.3342625051550567,-0.002557511658232177,0.09916467540668446,0.3032877979100179,-0.02040961057254978,0.19989641409176978
6,relative_humidity_900_min,-2.5722008818894846,4.212630937796528,0.025867660940400883,0.7339198769327342,1.3102983620125577,-0.06852398812959001,0.08125838256932248,-0.3896436663382375,-0.6836291634448158,-0.24860782004766657,-0.01837377940265259,-0.025161756130902466,-0.5458960425162356,0.17471120188037467
7,relative_humidity_900_min,-2.6140288116547787,3.7114155280173784,-0.41532468186620963,1.422696829433547,1.7303384209277128,-0.724445709146702,0.20347013535842418,-0.436820577373817,-0.3754808868374896,-0.3078879342590829,-0.1773271058863886,-0.5899723720802215,-0.5891472163022788,-0.0622269246125448
8,relative_humidity_900_min,-2.610534865573169,3.594490947727221,-0.7576477045744044,1.7184639583593246,1.7681369434764698,-1.0626329946149657,-0.1762186889166753,-0.11239329192089689,0.6378770093059628,-0.4183939204746657,-0.2358449673298548,-0.3593462132363399,-0.18966228844823524,0.045386026430178895
9,relative_humidity_900_min,-2.9585296177178733,3.128548784069267,-1.3462295200686505,1.990927004059919,0.9425617565379527,-0.9482305476977961,-0.2679033244206247,0.3102637839295588,0.6166718919182714,-0.2481363073545714,0.03753225516009597,0.09658873274112126,0.6609993126221607,-0.017869708659779323
10,relative_humidity_900_min,-3.3757530030740903,1.8592488481777234,-1.552163930173378,1.5756266534933665,-0.17892098396042086,-0.918291012430419,-0.33775680089981663,0.5353793300299573,0.37519801411635406,-0.03798064220531353,0.1149343837145835,0.4512078044053937,0.6543315447538433,0.1448595948120176
11,relative_humidity_900_min,-3.265697494847178,-0.3194515893857265,-1.9915677694792198,0.5411616872753069,-1.137558833275366,-0.7210079015885074,-0.6634693412327729,0.6810216799328491,0.41228488451476575,0.5627121661176683,0.030329092684808188,0.8953280409137658,0.3180324049097519,-0.026983230013594373
12,relative_humidity_900_min,-3.1255662218359817,-1.297051793099971,-1.5638636055382507,0.27996772126370256,-1.4873708226707716,-0.7521871418311853,-0.558596023822603,0.7198430111833561,0.0004430533289138802,0.7939590736018527,0.14441030093375168,0.4783477910742435,0.04922648951268712,-0.2416019194241054
13,relative_humidity_900_min,-3.1634200660334186,-1.7370640331953842,-1.427176304770133,0.20680319760500046,-1.6898566183928057,-0.7562014355557243,-0.3086656466063083,0.37942069560828856,-0.3359509949076121,0.5833818407627529,0.3695723469182933,-0.05617058843492152,-0.35936610728746654,-0.07556682240083501
14,relative_humidity_900_min,-2.9802275512879097,-2.259860398776241,-1.601124789104764,0.2601716120181917,-1.8546447276978502,-0.4765966896598666,0.036638076413966936,0.09160906222999177,-0.8113467654083641,-0.01629368789219209,0.03868721268797942,-0.4136110095141448,-0.6186344107340931,-0.07138200582482837
15,relative_humidity_900_min,-3.0768598128077445,-2.5953220838288327,-1.9641120665888843,-0.16951729728329387,-1.4564740584979048,-0.09259439948045742,0.5824240309526576,-0.5335975684289278,-0.6812981274168769,-0.4878501514667225,-0.09883616248449996,-0.5692387274263642,-0.4410911290458283,-0.24054440424254955
16,relative_humidity_900_min,-2.651861606422139,-3.0874808186183618,-2.2128166079266394,-0.6613089797335251,-0.9508050568904457,0.26406490983523895,0.807640955809119,-0.9430734403047658,0.1299399688855929,-0.8792548452297771,-0.2035977608016876,-0.20686146790744803,-0.039710750182007246,-0.02505181514176917
17,relative_humidity_900_min,-2.3080226807845983,-2.9286260194422513,-2.246545958402963,-0.7266677567580943,-0.03514798511790763,0.7780898027748054,1.3565514048851068,-0.781904956382851,0.25228873869656954,-0.525632721230462,-0.4861615348548729,-0.19000384521092015,0.4374478719209852,0.4333934598899558
18,relative_humidity_900_min,-2.050167226506182,-3.0995058603429717,-1.743637004507023,-0.8198064772811822,0.8152342767624228,1.0523853368633984,0.9725936417920505,-0.9181237194242429,0.4842751845196822,-0.16028450486455711,-0.32537056842846657,0.07013051966928474,0.6540910809520663,0.3108685818820471
19,relative_humidity_900_min,-1.6659841124608064,-2.6893868985207376,-1.5293762361778112,-0.7661795314163724,1.6578539586913386,1.140964404100839,0.4725108088177609,-0.4977268577663056,0.426731903892583,0.2723105781798211,0.35080819912881306,0.47058518738524374,0.09017898339185709,-0.05728504450735919
20,relative_humidity_900_min,-1.0698480394021908,-2.715873191950952,-1.2085266084972213,-0.8747319352209192,2.154283655416876,1.076616358720499,-0.27981036053157765,0.05526511461899725,0.18705898166800614,0.6540747071075741,0.6519515472709924,0.16807678890075178,-0.4220852853384021,-0.5404099166407581
21,relative_humidity_900_min,-0.5391027227854205,-2.9662686844495667,-0.5327093015758866,-0.7087254877353125,1.9538665818134406,1.0595076702326014,-0.8634822082167972,0.6536369266914808,-0.004380239658171214,0.9921018981348714,0.4577146146987788,-0.13772884366560983,-0.2724530713953035,-0.28937402883651037
22,relative_humidity_900_min,0.1289040280080859,-3.4619586644102083,0.806624404679479,-1.0908951070431785,0.911553211451888,-0.037314260596429366,-1.4189156645938716,1.5993993210053106,-0.1976975829502747,0.45801959142953164,-0.7564303348671342,-0.4674269142725391,-0.2162985475818086,0.6487273156836997
23,relative_humidity_900_min,0.39376765062314617,-3.938472747036463,1.6681904242430006,-1.1021148508823262,0.6000439230825027,-0.7890168567462866,-0.6368122149819175,1.518955166578976,-0.4426381442099036,-0.5721528227115953,-1.01291151094882,-0.0459255651524829,0.08184434216095572,0.5781241968876363
24,relative_humidity_900_min,0.7907628846769338,-3.9290145026396415,2.915664624343247,-0.6568779280510826,0.534892022390779,-1.0771037721119534,-0.4347415532168679,0.5360998689991233,-0.3895623964496246,-1.096413753145008,-0.18297663395788868,0.33473207570513835,0.44097446834331944,-0.6374339412309235
25,relative_humidity_900_min,1.0211926306641703,-3.568587878679792,3.4316874246345948,-0.3441383373654808,0.3999921471700392,-1.2561902225447295,-0.10518837787482291,-0.7326901900711431,-0.10559606423961163,-1.051389195002399,0.8616560990954777,0.20236186396726127,0.46249368027686355,-0.44841472596299603
