time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8
1,relative_humidity_400_mean,-3.6574270810460208,-2.6779301334273016,1.8345857746787686,2.33897058545517,-0.9323521035365729,0.6020241863032764,-0.17173121948088627,-0.605582651108386
2,relative_humidity_400_mean,-3.798370752569585,-2.7084065178344265,1.8526036374721495,2.0851502737792975,-0.5212554427584468,0.3335677859191196,0.020698453439129065,-0.3635885843084814
3,relative_humidity_400_mean,-4.339331702442511,-1.9439617321077147,1.0911152714883694,0.5583063652758747,0.7208736911156535,-0.4339982127635079,0.9066512734001798,0.8091719395048543
4,relative_humidity_400_mean,-4.397271062671374,-1.8707400486293113,0.8811760027215764,0.30070562912993654,0.5693766727542137,-0.6054383572903985,0.35906666049143726,0.7504815625306013
5,relative_humidity_400_mean,-4.4529925644607475,-1.7762022616513873,0.5421611247856951,-0.14069336289221943,0.4608965677702368,-0.5811406663373082,-0.12378475849039683,0.416993627266118
6,relative_humidity_400_mean,-4.457042304346913,-1.6229657819338599,0.09298424123264545,-0.540821895120778,0.32164574535851337,-0.49408108302715964,-0.535308652294412,0.09026734891917823
7,relative_humidity_400_mean,-4.377049169540257,-1.4863856208147912,-0.23092259406328397,-0.8844490541368902,0.2050570989697825,-0.2750346772429162,-0.7095500535115646,-0.11424382758160412
8,relative_humidity_400_mean,-4.307488316542212,-1.2301527560709964,-0.2683398296187388,-1.0035157298933433,0.10050051545420124,-0.28911086340674497,-0.5942017777976643,-0.28275462578030797
9,relative_humidity_400_mean,-4.096320733241499,-0.9261586461564323,-0.37162614822916495,-1.2120627254425687,0.034635561081821815,-0.13084763220598172,-0.3201654581478499,-0.2691997942463768
10,relative_humidity_400_mean,-3.830210044023085,-0.4306145888941444,-0.5190001800585883,-1.1738476286197468,-0.016149014851179345,0.15134154503056488,-0.018323184803616274,-0.5058499822470269
11,relative_humidity_400_mean,-3.617827184505404,0.07414513152597228,-0.6935009162294766,-1.0597098020566411,0.10195476431831094,0.4977144594822101,0.2759725991677645,-0.46183071810287263
12,relative_humidity_400_mean,-3.3914104501566706,0.5167983411054852,-0.8917926083142569,-0.7832344414961147,0.03779068973809173,0.6959608507481312,0.5904699459083342,-0.33583671778439744
13,relative_humidity_400_mean,-2.8778396482633295,1.1452432214218469,-1.2319313075001863,-0.34874889055245184,-0.07712055078570916,1.0315502517995507,0.50067776489453,0.1531455443478598
14,relative_humidity_400_mean,-2.4698991456081743,1.6079715746113048,-1.3911632220388437,-0.012056580971687693,-0.23316799569620278,0.9479976551819718,0.4380632015569158,0.17094269190863634
15,relative_humidity_400_mean,-1.9348340530283863,1.8877936533607158,-1.511091049070404,0.14839382134918286,-0.42889052485191625,0.5686776236072275,0.2907220611855398,0.27926007415939047
16,relative_humidity_400_mean,-1.4071783746040154,2.16291820515491,-1.4629768343996485,0.37376447764706444,-0.6169955601696734,0.1480105110456494,0.0601080956519467,0.3582114122350211
17,relative_humidity_400_mean,-0.9955372183239021,2.296385942596171,-1.4743352426489755,0.538229626254128,-0.8444899487370878,-0.3271879983637209,-0.20028511464638354,0.35936775306825675
18,relative_humidity_400_mean,-0.5940225684364459,2.489675925797054,-1.30652865691796,0.6526878941822006,-0.75349025611953,-0.6129516967653874,-0.2908812280923553,0.21912269562572148
19,relative_humidity_400_mean,-0.04576659063430693,2.7126892062139096,-0.8510280682083954,0.6207734743033944,-0.5135541810813359,-0.7718018985946414,-0.3093050156839241,-0.003897777674939625
20,relative_humidity_400_mean,0.3220925901453154,2.8092502312684897,-0.33830560343779514,0.6814048738365915,-0.10767862406158954,-0.8289678211240354,-0.23456456914221854,-0.28505981063947666
21,relative_humidity_400_mean,0.7892975969724965,2.8647481840928926,0.15242450770281965,0.5248665559581391,0.5111853747575762,-0.8153048629439417,0.06892733863711045,-0.26142870974499727
22,relative_humidity_400_mean,1.301136717420402,2.860204654550024,0.7214059787731325,0.4335369523627372,0.9833388148273402,-0.3454589475815157,0.1589395766249935,-0.3728854825245742
23,relative_humidity_400_mean,1.6603395409868698,2.647335725133167,1.1836261845982243,0.4006143165456214,1.2850721430554062,0.05543120602728786,0.18629360054755897,-0.4394770544627575
24,relative_humidity_400_mean,2.0237879870514424,2.1424138053886352,2.081083566675266,0.09778844268040632,0.7418226341090223,0.47848195061139875,-0.06779146827172465,-0.12650999039286817
25,relative_humidity_400_mean,2.673442785378608,1.7078398238336256,2.4308798399399225,-0.22204456079932836,0.5359355231934098,0.5734378684362694,-0.19376149985830127,0.1821788325922178
26,relative_humidity_400_mean,3.045294923908709,1.1506574500599225,2.4838971602128903,-0.5632976730046274,0.07947682612441771,0.5717772703031418,-0.3381682235072059,0.43899941375500706
