time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,relative_humidity_300_mean,-4.3285878970343745,1.4185429125601117,2.965599651735637,1.6304364237738704,-0.7730588562717553,0.33022348260947654,-0.17591710272761812
2,relative_humidity_300_mean,-4.413301889322505,1.443125718340563,2.7930993153206622,1.3902164103312276,-0.5600632279558383,0.3690825892981069,-0.11435745958859482
3,relative_humidity_300_mean,-4.5709717404914185,1.0727598017088638,1.0998296235099496,-0.42765219006295524,0.5908505290354219,-0.20670366361549522,0.16306295669209184
4,relative_humidity_300_mean,-4.481951107608754,1.0389359320069904,0.7277329463799439,-0.6522778681566777,0.731173386606512,-0.35020725795666335,0.3077645878011787
5,relative_humidity_300_mean,-4.322159740324082,0.9244503772331708,0.46906605772771154,-0.7450392087721103,0.7116610224767117,-0.42733996295822524,0.2682641980074937
6,relative_humidity_300_mean,-4.235674187684843,0.8320336368802849,0.222509664650473,-0.74529965998675,0.5610169342224143,-0.44662138830062137,0.2447594499187466
7,relative_humidity_300_mean,-4.265680242407246,0.7494147161794856,-0.05367255990807945,-0.6864831652492566,0.3302016351376054,-0.3436507189153173,0.137154020928559
8,relative_humidity_300_mean,-4.2000450883887295,0.6352084939146269,-0.333387537721017,-0.5708073308201151,0.17864271505633555,-0.1584534833947863,0.01648921077879144
9,relative_humidity_300_mean,-4.023720390825987,0.5934657028953849,-0.7180391332744126,-0.5264066691951701,-0.038808656806910494,0.027701243433854977,-0.20665060047885656
10,relative_humidity_300_mean,-3.84199553019227,0.4839538983591619,-0.9762897195113159,-0.42799915463549815,-0.22452572087294803,0.3317173668934278,-0.40736844689549584
11,relative_humidity_300_mean,-3.5253962697571892,0.40544389043933404,-1.1872868868383795,-0.3755702999416813,-0.4024291237655977,0.4525449818668599,-0.5138835532386983
12,relative_humidity_300_mean,-3.1686359677969973,0.18149614921031493,-1.3530481070286766,-0.30611474468073563,-0.5328783609913723,0.4637799787855072,-0.39526130561331424
13,relative_humidity_300_mean,-2.613791009144391,-0.2836546597365557,-1.5354256433486693,-0.12384919036400834,-0.6724718833345958,0.4339350256163008,0.031730794832436134
14,relative_humidity_300_mean,-2.2463435819617805,-0.6631629374926153,-1.534291084887667,0.072515615739804,-0.6511475134767021,0.3626523494659069,0.17707695064243398
15,relative_humidity_300_mean,-1.790593015870758,-1.0431499936606379,-1.4495775560687392,0.29537221376089856,-0.5583503287333805,0.1380640686898164,0.2224757974141977
16,relative_humidity_300_mean,-1.4977883881259364,-1.3101365212422693,-1.223232465841093,0.6260441025549941,-0.4142353872832957,-0.13839710715420894,0.25197122844440767
17,relative_humidity_300_mean,-0.9535588370006142,-1.5212709860357905,-0.9918392258108093,0.9568100083599802,-0.21769436439191228,-0.33829555005790196,0.22058942267562276
18,relative_humidity_300_mean,-0.4013657703380412,-1.8237208537344087,-0.6076209963236677,1.1525812124614492,0.01969925769729776,-0.5383648873549757,0.19728702014351945
19,relative_humidity_300_mean,-0.0008045264378140344,-2.0259989618676038,-0.2970361278080798,1.1174398844057605,0.28782794873785356,-0.6044815070398843,0.14047421634802582
20,relative_humidity_300_mean,0.40746730650021157,-1.9813160905641751,-0.08515385887281123,0.8557046969480041,0.5871691585415915,-0.4099077829574012,-0.0704498468812639
21,relative_humidity_300_mean,0.937431494030977,-1.9772283308638723,0.06292231837572768,0.5717272889343978,0.8900825119594767,-0.2631671491706565,-0.17432258948618845
22,relative_humidity_300_mean,1.6000759679529641,-2.1038834405584343,0.6390965775497728,-0.07352384562052677,1.1798830073084219,0.6132286544051992,-0.5474441415074672
23,relative_humidity_300_mean,1.936610982910864,-2.023604668813102,0.8345380054345878,-0.24075190679008923,0.999367864312645,0.7024505390715486,-0.4546286302248604
24,relative_humidity_300_mean,2.5515227522116657,-1.8705903545645766,1.0020209914998615,-0.7163561954348816,0.16003213431906158,0.6821722899478689,0.24183663652952123
25,relative_humidity_300_mean,3.0528383629862708,-1.601050146577311,1.0868687845451797,-0.8363072155078298,-0.3070441964939622,0.4931746423467946,0.20933051510039977
26,relative_humidity_300_mean,3.5052629612528707,-1.301182208513942,1.0990361521571463,-0.82123471909889,-0.5567990972806885,0.25342756459174937,0.3369493634643617
27,relative_humidity_300_mean,3.699132344834091,-0.8479817480171603,1.0176568370663477,-0.7534095763866995,-0.82835790426282,-0.10038733626859977,0.26344547115356254
28,relative_humidity_300_mean,3.8816865535910265,-0.3232157041563221,0.8439371349924595,-0.6710074280284017,-0.8547980334877264,-0.37874032352469783,0.25024581704845883
