time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
1,large_scale_snowfall_max,-1.8244295759111708,4.679092172631136,-3.213936823055954,0.5795151317210477,0.8829942516946466,1.389203539207114,0.5696957238394026,-1.078133027240421,0.4827872580029311,-0.363534139046819,0.25056802874836087,-0.8387668423301802,-0.23687329467378163,-0.004864232022280565
2,large_scale_snowfall_max,-1.845848229727936,4.787030961867324,-3.290277850459016,0.2457137536519452,1.0018687517151452,0.9563871862422187,0.6877296190944647,-0.5751601752012069,0.35071597073988,-0.011174007828186514,0.12423965599567448,-0.26016350949439954,-0.043236961010902644,-0.14836858281033805
3,large_scale_snowfall_max,-2.5988984555826806,4.14483747909339,-2.9323437502405456,-0.0011583387981309434,0.47551947478615847,-0.09913190652137165,0.03113343473297237,0.11391916014398383,0.05035097421102771,0.037531639630061855,0.1391789116956574,-0.12684569084047242,0.04985437635374441,-0.4736805741356367
4,large_scale_snowfall_max,-2.6953198515654786,3.9992931584190368,-2.349055881420544,0.03188183000656801,0.35453489090510787,-0.12089169342074176,-0.16344780153037428,0.8150518053738397,-0.35083067867967216,0.24779961322307378,-0.21578807789071225,1.2837015385419344,0.14463557654936354,0.49020483719295566
5,large_scale_snowfall_max,-3.723385936153008,3.398291052424257,-1.3438375670506997,-0.43047847450402726,-0.024208871743937977,-0.44514598754801893,-1.484916207460183,1.6194970403223212,-0.1557272839242588,0.14369014199500665,-0.31391639892880335,0.4976878501334982,-0.35382184282233176,0.3619843791276733
6,large_scale_snowfall_max,-4.366298629792337,1.7139813178630212,0.7978792019125827,-1.1600706001077612,-0.5278657251088558,-1.467422102240948,-1.4683099752938271,1.332176573113443,0.47982582654713646,-0.41193005854560805,0.04188067035993843,-0.5135655735601161,-0.015224923943718468,-0.635285291704004
7,large_scale_snowfall_max,-4.4339491654768866,1.2497740275982447,1.5904138722512373,-1.1530511882132002,-1.022924385910577,-1.5003343650579397,-1.1307233883785786,0.5472556213171678,0.3398142045698095,-0.08394105119527866,-0.010522535226600255,-0.1426016118112395,0.46332050298163646,-0.1727124686278234
8,large_scale_snowfall_max,-4.486333171723521,0.8056553384203817,1.53597007449197,-0.5271827018868394,-1.1010353166115414,-0.9590947629641882,-0.10607945107048924,-1.2001523212909755,0.03458467074016231,-0.4200228151158798,0.2793915820845037,-0.4756337550637216,0.2775218964869346,0.7212197182566241
9,large_scale_snowfall_max,-4.473884709162754,0.7946259405123643,1.3774854324328942,-0.4223828282322947,-1.296487065302408,-0.7344678749635177,0.5511937061172838,-1.3866809762663719,-0.17060930377599842,-0.37820473183513836,0.027430889894840143,-0.2923290271274492,0.09682827978149093,0.5108440681171836
10,large_scale_snowfall_max,-3.9816136725798437,0.4322208938068673,1.456293301145492,-1.1093107293524804,-1.4468668292415023,-0.3220134309298215,1.10579597532833,-1.050460066497374,-0.2975275894509826,0.20849079623554498,0.1921005678080911,0.17353929488794934,-0.2833492434889165,0.0749695905235878
11,large_scale_snowfall_max,-3.582386565924814,-0.21790776883088456,1.2292904576706434,-1.3676639607639525,-1.491330792479645,0.09976780477934959,1.7075157698156624,-0.7197339382066816,-0.3771115757399622,0.4770368734774977,0.21181643663107716,0.5690326852150434,-0.43104032302403694,-0.47647337626585
12,large_scale_snowfall_max,-3.572072587420162,-0.9423122862068802,2.059675121216158,-1.3926868464438376,0.6946092051656677,1.5542906947668906,1.674345222161713,0.8713106345560003,0.06965798759038098,0.3332377039044216,-0.07805230831048755,0.6135559873584217,-0.24543442069956728,-0.1893454448104819
13,large_scale_snowfall_max,-3.5586189652241127,-1.8339072492659974,2.2157304290304567,-0.4958563281935098,1.8965814038432225,1.5003398151852254,0.87433890239939,0.9499834838198857,0.10418563646124013,-0.20211414616128345,-0.3946355523095977,0.17982722264870385,0.4281200301266094,-0.06732153276988305
14,large_scale_snowfall_max,-3.7477442721720307,-1.9197261590151993,1.9125013542387408,0.16438347116213398,2.254776751896513,1.3092271725883515,-0.6185736299363999,-0.12532223433742568,0.07946054733872972,-0.11214477806065658,-0.5129836811899426,0.049814381454416745,0.5717666563704248,0.3928304903980738
15,large_scale_snowfall_max,-3.168920678998876,-2.7196094336579444,1.3889871303919803,1.2092490651454924,1.4035336461378034,1.0326448166484838,-1.052156118193184,-0.4179064097741386,0.5429743286998685,-0.9095740816908279,-0.23278215184453274,-0.47221573684714657,-0.36204128957988796,-0.14027935487370502
16,large_scale_snowfall_max,-2.8253705125668236,-3.107839724619858,0.33974177100211234,1.7393502821363538,0.868984801122057,0.3262775977494549,-1.5597632239539108,-0.5109378772120314,-0.1864005296141071,-0.142702625255369,0.13156734406831452,-0.035926937076365975,-0.2014369998608369,-0.13455486120500465
17,large_scale_snowfall_max,-2.3872103158882796,-2.9553511177213,-0.6005320530869915,2.093217126432896,-0.015373034474493029,-0.047606885530156795,-1.3408415451374622,-1.0513236391734069,-0.624061549344119,0.43358939439536415,0.293729458719655,0.44835366051434494,-0.14010883100588217,-0.36680267606095646
18,large_scale_snowfall_max,-1.6851794160792484,-3.14021825933253,-0.9524463313722576,1.4902765213387033,-1.0169188887642289,-0.14001985571616746,-0.6540457519495158,-0.31891298541581725,-0.5262137157888831,0.9902589779547819,0.29455733506568965,0.5916997656164926,-0.14689263097317493,-0.13848146156223592
19,large_scale_snowfall_max,-0.5356480549875234,-3.2181053752125957,-1.9600591005780146,1.3725061565652146,-0.8664177250622541,0.1703580050691616,0.20053047509072583,0.46697614725461833,-0.3642492798204271,0.9875760802268156,-0.22447475746971013,-0.3930866318835206,0.005650508915033589,0.29430904276646735
20,large_scale_snowfall_max,-0.17928582795401124,-3.2207505724076295,-1.715064684365517,0.877130695154713,-1.2391229404470236,-0.25584734744197507,0.6491436845234967,0.5992529126023618,-0.13274862700885645,0.7792279397574198,-0.4207677541049519,-0.9055913732515091,-0.06240991033357899,-0.026634837729193728
21,large_scale_snowfall_max,0.4870328099703143,-3.2391688970766905,-1.5655421584150597,0.6657743022739168,-1.3833926702089963,-0.012992750819332946,0.7152153128749158,0.9398303426059548,0.48882606261182293,0.14786463915173123,-0.21438563070477226,-0.5703877930419243,0.04000476161581933,0.20430599673700636
22,large_scale_snowfall_max,1.0825395718548942,-2.7532146625892175,-1.5428194746864212,0.14746783629704383,-0.9867908700704064,-0.07284240781086719,1.3555507957496542,1.062636053375544,0.8519769806568278,-0.27323840738060756,0.21043565403150896,0.027894523703261776,0.5688935400852171,0.013549333339616467
23,large_scale_snowfall_max,1.7924143394340728,-2.7873410931658107,-0.9195515505795148,0.3534188001841073,0.06191339790221917,-0.8666153087129091,0.9798604369657058,0.2502057716709072,0.19683393395706586,-0.9540091038172582,0.8937703856793944,0.23016448285438207,0.5547345271695754,-0.2622974425023118
24,large_scale_snowfall_max,2.5591011887738877,-2.341408076897264,-0.7108048903180879,0.34745507500184564,1.6590179455820468,-1.4638237245465167,0.8714858203311391,0.22279127905105783,-0.35114718777800286,-0.9913165633360025,0.4540485834651899,-0.04962781322600076,-0.16734830017922958,-0.1285874395115294
25,large_scale_snowfall_max,3.1372246138311506,-1.5216636367944256,-0.7018931679254533,0.02705565971860276,2.5431686082402956,-1.485890889935224,0.41780592761037605,0.1716100848384117,-0.6637142081440643,-0.590126129844527,0.013809737956743317,0.20451583719120325,-0.49266235676339587,0.49811041228705616
26,large_scale_snowfall_max,4.031368166266392,0.015533780112088478,-0.46999466333975487,-0.9621660269208001,2.4833608524103488,-1.2133015369212514,0.3325433730388039,-0.4516383301325193,-0.8001715986863943,0.12532929500526113,-0.3652644793203532,0.10252548648871061,-0.13931222342320648,0.01973735984536361
