time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,surface_pressure_min,-3.789554751504322,4.775205461527965,1.6057524725880958,1.2463241302376062,2.024932139252686,-1.230788447681244,0.8673644279629262,-0.23237320976735445,-0.32506466630998176
2,surface_pressure_min,-3.9647899179658643,4.59092204363925,1.552645538620446,0.9438798181541082,1.8819310135444838,-0.982911247552447,0.8808131765855454,-0.15181152772661607,-0.04276409297834888
3,surface_pressure_min,-4.4606638301614145,3.879752103680386,1.4836282702098071,0.5109432420399197,0.9124323460935921,0.20172434011330836,-0.13603423547378568,-0.05642110906162742,0.0830047736745795
4,surface_pressure_min,-4.734243422207834,3.254345806732947,1.290288692483417,0.39571708556967283,0.3278153657569362,0.7100070309908414,-0.6536205065903254,-0.07743236942659969,0.3291601075817017
5,surface_pressure_min,-4.844205277568175,2.9270837225636277,1.2510993547847504,0.1492988879648882,-0.0878493890041723,0.5736501376510517,-0.698488615774477,0.019159176787465926,0.3017495510632084
6,surface_pressure_min,-4.873009322075135,2.550880578052221,1.1164446257881284,-0.15568817918295408,-0.5831345178913473,0.7418500961062602,-0.8086218129917953,-0.01735088163595232,0.20367728066830496
7,surface_pressure_min,-4.926200473084057,2.0752562478509473,0.823255867934646,-0.32887608148146247,-0.9931570558307868,0.8222823255843532,-0.7075109500851827,0.06409720837930194,0.18135326971111004
8,surface_pressure_min,-4.938857321634123,1.7427933511193228,0.5498041496157927,-0.6211899021470385,-1.3259356855712274,0.6073361383112015,-0.48588802269382764,0.09656346023729472,-0.026806541521502074
9,surface_pressure_min,-4.785705379206143,1.4117370496572126,0.22797850958857796,-0.8958300049522775,-1.6720982033621417,0.11014316121486603,0.18339396718229958,0.24856079817538482,-0.5850365549916052
10,surface_pressure_min,-4.630182566003213,0.87022253189451,-0.3854298351519972,-1.1753460203383692,-1.5645866470986212,-0.6033163113315506,0.9635289793651077,0.5130603074035557,-0.8264373353670221
11,surface_pressure_min,-4.5988722797531,-0.35607411944588924,-1.3013937376722267,-1.225607610121172,-1.169485950998219,-0.40885349073602667,0.9612685417892902,0.5674180858638473,-0.0474161332724973
12,surface_pressure_min,-4.231254849340299,-1.3776585128824628,-2.2556996866449195,-1.0256494753381147,-0.5486035192526134,-0.6533655575223185,0.7570477566405401,0.17867058837231467,1.1211460498572188
13,surface_pressure_min,-3.626284921392446,-2.221940091107764,-2.421274977309148,-0.7660653598593004,-0.05693483860989561,-0.5130855597156951,0.41024476242051194,-0.4822157995206929,0.8621155374982785
14,surface_pressure_min,-3.3431755627173763,-2.596053012899864,-2.282668052217101,-0.35007307122644554,0.30308265104346693,-0.3585611064067006,-0.23418894355615785,-0.8183299256458925,-0.08046597825782247
15,surface_pressure_min,-3.229909003470817,-2.7664175472781363,-2.2004671224804477,-0.21415878263740165,0.44027202686245454,-0.3462993991212707,-0.3010992263956306,-0.6471472571677953,-0.3170427586992619
16,surface_pressure_min,-2.999150660357533,-3.366962214463824,-1.949000698598228,0.166997702659003,0.8395501064811196,-0.07713963533842087,-0.2933520644515543,-0.49663557918407125,-0.21555309427953173
17,surface_pressure_min,-2.605280193693201,-3.520593211179469,-1.7401893102346537,-0.0786624835517485,1.244670385155974,-0.03619434301454338,-0.4839869560419284,-0.3135056943468323,-0.25243277775847
18,surface_pressure_min,-2.2009805904374917,-3.7700372136948745,-0.9923299190584102,0.13678666441324064,1.1939048212728756,-0.012481407828418861,-0.840089608361026,0.02201169839608423,-0.4651569728037039
19,surface_pressure_min,-1.276164305132261,-4.042815043888779,0.06044579219115526,1.4460482969328148,0.6941202311149978,0.2645700989135072,-0.5208196182260953,1.1938543479940134,-0.5419840571201364
20,surface_pressure_min,-0.26727096707804543,-4.28869831344508,0.7235331009927248,1.5751727371646709,0.18794761486050973,0.454826008518082,0.17597472396753575,1.1597648538948362,-0.09943019952845368
21,surface_pressure_min,0.38467910003442046,-4.475391520899589,1.3736746891584535,1.6260683550032788,0.03275452438630542,0.7024958548974028,0.6040528124497606,0.639033140546059,0.4375685012998511
22,surface_pressure_min,1.322602062106631,-3.9442863688740912,2.235509866643645,1.5543563156393332,-0.3196904749760027,0.7154480961789739,0.8967814394339108,-0.14920525693455136,0.4364253075448665
23,surface_pressure_min,2.8610330401391857,-3.0029792310586623,3.056411949524939,0.7398480238273403,-0.8676695861837672,0.34969677640889446,0.4238205984372401,-1.0918690671324711,0.01634723611291656
