time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16
1,relative_humidity_800_min,-3.2182611287451106,-2.275315011748073,-1.8935752652107771,0.10274764921572456,3.008702518960232,1.8145731863522918,-0.07823630492733671,-0.46535943881282915,0.7396159950689518,0.3637140459795093,1.4594382478393915,0.05376274323798054,0.2443064452234466,-0.20304709490739864,0.144061225772695,-0.6094118395098428
2,relative_humidity_800_min,-3.6554949220251953,-2.920986411110478,-2.0049119149136843,-0.07964328867325955,1.813595533922043,1.0135316877076948,-0.14147620671015299,-0.4776600604372051,0.16338882800746338,-0.07198571594012174,0.35127719107921396,0.3011026110497592,-0.13728334668181313,0.23979208172687536,-0.29116823177722073,0.46588439355529465
3,relative_humidity_800_min,-3.5458811661649907,-3.17068895522118,-2.041159485320196,-0.6103574060591578,1.5607179820819275,0.014562720810014581,-0.337027956810424,-0.5890911992344855,-0.2430864859610209,-0.007710090334137127,-0.5580752555604221,0.24487195441234885,-0.10457852286030148,0.5214642270528301,-0.05218829512899325,0.751847557376352
4,relative_humidity_800_min,-3.6062209004801176,-2.3014097155991284,-1.457050156967329,-1.1125953323708784,1.2496485924874556,-0.8492183300384144,-0.19957088456489228,-0.2910197251749641,-0.6840970705700723,-0.34390387385573595,-1.388334511723114,-0.2665722195551955,-0.2509240677329536,0.24567572691385348,0.09868746968328826,-0.3863112562975323
5,relative_humidity_800_min,-3.667101920182836,-2.0929042895205416,-0.8050803846038447,-1.4201030963195078,0.5020541900785566,-1.4219577759782787,0.24363905468568467,0.16019299999623765,-0.30668273514482636,-0.5830275918193364,-0.5376283801853866,-0.5817695411222371,0.0900985587842297,-0.21253898729219467,-0.15258316163810687,-0.2874072478726303
6,relative_humidity_800_min,-3.7207987258602584,-1.9951039886862645,-0.46285676009964344,-1.3265550537525554,-0.41565012969702636,-1.5036534509141988,0.4904020192829536,0.26068804282708546,0.33412175294632923,-0.3801612640638187,0.32176843092056023,-0.5728149889121049,-0.027347334188081537,-0.2511529777853225,0.14193062281340316,-0.29544408530292593
7,relative_humidity_800_min,-3.880960107852766,-1.8485747086415893,0.15378172936116524,-0.965209310428024,-0.8730832279702363,-1.4554310319378783,0.4558606833080278,0.39215746590019573,0.22796596464321425,0.05247277346345271,0.42605411849343455,-0.16155094698129216,0.2947506251771275,-0.4739162205133961,0.07943439399073343,0.27116802410389435
8,relative_humidity_800_min,-3.896511174670319,-1.5160951695507425,0.8184338498439567,-0.4229325771906291,-1.3431882546915581,-1.2197302012598374,0.4134443989122833,0.4580007344428855,0.23939266388588376,0.36170968885463833,0.4357953613520082,0.13710099556671604,0.4969850672787914,-0.4803408027416663,-0.06676667382250001,0.2031299874775725
9,relative_humidity_800_min,-4.158159696583882,-1.2734854715546644,0.8249360177363927,0.09419823842560532,-1.6701567196580767,-0.3276925938821778,-0.0822778116260918,0.8833551139555677,0.1463164770518853,0.4028567221879878,0.5686909589384244,0.4724038308628976,-0.47554499169970466,-0.05973080819695114,-0.1062751199291289,0.22884880460462095
10,relative_humidity_800_min,-4.096329589596871,-1.0257185983362427,0.6221553497823314,0.4268983972687003,-1.5108449535082098,0.09580932687371971,-0.4290573670127488,0.730523894482078,-0.17104937176988302,0.2885207709918655,0.04424663026533914,0.8735495640399147,-0.5339913492968946,0.3594263965021566,-0.11969151339887839,-0.14327103263904417
11,relative_humidity_800_min,-3.9159284538402037,-0.4449006498647985,0.762501130890399,0.8260937308809589,-1.7224410436570832,0.619273267264348,-0.7775152502237535,0.08190145301072392,-0.5300911304873263,0.37670709635338556,-0.07064743217623547,0.4150504399478118,-0.098665560905061,0.2865122914578247,-0.033341688657572234,-0.3257248876138762
12,relative_humidity_800_min,-3.620399816592219,-0.11550897895326831,0.6397204774427889,1.255453586477702,-1.3512152768565509,1.2686489271486154,-1.1042132905636235,-0.17863401184103445,-0.8890252045115504,0.36024703624816634,-0.39970931252578773,0.2180816598132086,0.5080787484116874,0.28657178547958245,0.13552866008272385,-0.47820627525248444
13,relative_humidity_800_min,-3.1761427301318443,0.7981225707535964,0.8093676270044656,1.3462440574766759,-0.7357120426479565,1.892907870353379,-0.9742453942738606,-0.35387875143076375,-0.034692303349596,0.05857247943320963,-0.4294070467461273,-0.8445429462663653,0.3562236824030178,-0.580537597881544,0.22600728590135816,0.06588042496692877
14,relative_humidity_800_min,-2.987903825610975,1.8566351358951472,0.7171002391420502,1.3216570905538023,-0.683749583234295,1.4880099288175006,-0.29427631412483285,-0.0890602685241148,0.4251491216800571,-0.21726531744055816,-0.37561561159158596,-0.809885838279951,0.0373624574540999,-0.3213776215713228,0.008728927962383073,0.41450536814430466
15,relative_humidity_800_min,-2.722714852915926,2.8138170550526125,0.9558119258228633,1.4899695447313863,-0.21202224220627972,0.5651097943766374,0.5315969318335227,0.12292019114345942,0.82047598669461,-0.9919135398271065,0.021215433367161106,-0.4633661556847637,-0.4575073800096169,0.14922989536643202,-0.10936857592806644,0.4463480078404199
16,relative_humidity_800_min,-2.2742195002284085,2.8114614753930542,1.234075421430539,1.8260649655424763,0.1632355962320969,-0.14272769184698886,1.2624678706835792,-0.10877945537428972,0.788053230031989,-1.3491454942175758,0.23090058617053333,0.06042205740990654,-0.3006041496129463,0.6528202162665229,0.23180614364956112,-0.35985611219414493
17,relative_humidity_800_min,-1.6568846481170285,2.843720079062892,1.5965396407845343,1.581530819704347,0.5713920605469636,-0.9787807947887283,1.7893536094501068,-1.0480935539777025,-0.25563513044654546,-0.29404605245955434,-0.0512021304044083,0.5584941298196631,0.6711294077671255,0.18717673949730038,-0.17188340220459047,-0.019851437169524335
18,relative_humidity_800_min,-0.8864688029221373,3.3453601681473675,1.5004121446640435,0.62363275265362,1.238791628967479,-0.5122306199187623,1.4712913946949593,-0.7440593931578456,-0.5786555691565969,0.8682808923448628,-0.2265370615007744,0.3707453632299846,0.26101171680237745,-0.3841829891891859,-0.12045782699726566,-0.12363247551841085
19,relative_humidity_800_min,-0.378984294525894,3.6659963319347173,1.1702644627120193,-0.511847225724924,1.470456254219983,-0.2068941561108781,0.3875307643533472,-0.4658055778414012,-0.662131193884268,1.4644207484815575,-0.010422200657621184,-0.12267450103057088,-0.6458255944336173,-0.14889160338511248,0.0038625914422792786,0.24930900120562374
20,relative_humidity_800_min,0.41942549984209754,3.7753562139873242,1.008042862796289,-0.9727051655073786,1.2998956943148186,-0.579521805540789,-0.6392799154113086,0.6445187400969432,-0.10135030256267431,0.9100276206018542,0.03447978013855578,-0.3436021090448226,-0.5576389199880181,0.056596109370631385,0.1899709129519882,0.06996262389850573
21,relative_humidity_800_min,1.1618205205383074,3.436418652161216,0.8656419641130625,-1.3556385815808163,1.3544787604310484,-0.5155559072909316,-1.2819968282048584,1.5779819574809881,0.39703698830733003,0.29321966429296703,-0.05325692894691246,-0.27117124815460275,0.39918837305172494,0.5622958481627587,0.22906441884442824,-0.16353811785846997
22,relative_humidity_800_min,1.7486494907595787,3.280683172603224,0.1389976896790903,-1.404661190371261,1.0233898256436138,-0.28900314529801224,-1.3366040699154906,0.9269731809389213,0.27567847023382547,-0.7029846246102637,0.2650385805961256,0.4443949905577324,0.7465696779383065,0.19159221131064436,0.051344921641763026,0.07153214708120895
23,relative_humidity_800_min,2.0619385739296088,3.072071315600752,-0.6986702496147088,-1.907219669387919,0.048355601772300395,0.17055557321996898,-1.1724335506133752,-0.22105301460795207,0.09538286106993456,-0.8665149173000878,-0.13112377272023631,0.5376647086559093,0.038333263087182455,-0.5573233460150209,-0.6396171138641731,0.3120574630552174
24,relative_humidity_800_min,2.456478086787939,2.4492915755454185,-1.0158008613695277,-2.045707018526106,-0.8379188985026282,0.47070106339201845,-0.6777980131635075,-1.1203672222056384,-0.2226392305740877,-0.7793309002825491,-0.022243448478567417,0.44962827343384665,-0.4290775606170052,-0.5622287940282688,-0.16435302567484686,-0.3801292713632392
25,relative_humidity_800_min,2.6465225534964003,1.8685594164134627,-2.102906285654714,-1.8720184934233328,-1.7897548690876326,-0.12733991096623373,0.08228620450411074,-1.0960898320248549,-0.13961546831188273,-0.027604522438869347,0.6143107937014591,-0.27912854615868943,-0.5308655154255681,0.18041001943537346,0.6397267207010942,-0.0913860731310176
26,relative_humidity_800_min,3.4023005599225407,0.965145021994259,-2.3995198148373413,-1.697986205157171,-2.042740569301475,-0.15040698713101627,0.32323814277859436,-1.080050590362039,-0.07980893944837342,0.365546449792905,0.34072543846550407,-0.08327638073284356,0.4615866884065276,0.46239815605009144,0.2109485122873262,0.13103863697621315
27,relative_humidity_800_min,3.566493367639449,0.21731469216707353,-2.671200685590651,-0.5665092000486328,-1.383201575384504,0.6502021332600137,1.1009773567775722,0.14577613201445982,1.0261772286796558,0.8697283106424125,-0.5821331435596455,-0.3059867621906353,0.5832432131302827,0.5913688663775064,-0.5154149565659686,0.113812948943774
28,relative_humidity_800_min,3.7661109904176304,0.28012131318047645,-3.1677866304313893,0.5926422116130716,-0.20172512291598446,0.9674400256507026,1.3630357606463233,1.3823125159308458,0.5043308079725046,0.5320644227307604,-0.27155988444396273,-0.1550111704160089,-0.4178052706913529,-0.30663688568421904,-0.48142842158784155,-0.4047873892221246
