time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27
1,relative_humidity_700_max,1.6004754722840695,3.471962947550501,2.0791966456683233,-1.5314937972793354,3.8600664094640385,0.5171869777028671,-0.5796177846904934,1.3350237290346831,-0.06140831888873604,0.38775221103415547,-0.3575854432437805,0.27475292439259286,-0.31618388153458254,1.6307520889744413,-0.2727128092087778,-0.7875805066922545,0.49740606356777545,-0.5043666602667041,0.4789743226225815,-0.11941176574552989,0.22252285857783977,-0.23327345949080636,0.5163597934033829,-0.5957900786391258,0.13571600319727842,0.6240834543544307,0.403120346552059
2,relative_humidity_700_max,2.832956659116094,3.4767143867298356,1.7481931563475477,-1.453339026648784,3.327421729182809,0.2650922247507105,-0.3562408263423525,1.0005184639038835,-0.07007600321701161,0.22729041358764232,0.3707538000877631,0.036128834364133236,-0.7305892273999999,0.5913847476842679,-0.7279001866924959,-0.23548464328261492,0.0725144524885219,-0.21326391646424633,-0.45451462301622075,0.3075479382078544,0.6836225248578132,-0.8269894808880087,-0.9092258321052858,-0.008744801122085508,0.22141865647535874,-0.23605573049039696,-0.027604671470349496
3,relative_humidity_700_max,2.3302511732654394,4.598133050703712,2.393083104925253,-0.25008544766257934,2.377741562912484,0.37175615760420333,0.673276800467371,-1.0034907878985273,-0.15000959566007313,-0.42936293202860254,1.2883955469704185,0.4008553009667611,-0.8031506469083396,-1.4366712236852608,0.5462144759538705,-0.20036074654544211,-0.6880462070576441,1.2987495718393125,0.09838094955662108,-0.43689192850614356,-0.7667886906327239,1.0159304310985044,0.5809898870015809,0.179957457587782,-0.28873225592013774,-0.44788913633885874,0.3307668542897918
4,relative_humidity_700_max,3.4673925735398545,3.0099157507344763,1.8367475542150375,0.08739833618112586,0.6416527099468858,1.0876207384025276,0.7345471218767999,-0.6906236526021963,0.20375079158868917,-0.7386151730585723,-0.06509638109537645,-0.8297772283110504,1.580609342079045,-1.0716044866773362,0.007447115217239622,0.7113936488569611,0.9888132324468741,0.5487707393171802,-0.7201943594275891,-0.3019523624695746,-0.13741157942097523,-0.04880779230796499,-0.42372173100266275,0.3807437726804597,-0.31189415918298197,-0.6186506980140535,-0.6388372535267002
5,relative_humidity_700_max,3.6110660890198334,0.9601089747440006,1.412416794031327,0.05891043854096244,-0.37525291560885693,2.0330863505655037,1.465633197518048,-2.2114055241213326,-0.06500616551774153,-1.0812462993976484,-0.7729129263801566,-0.3662402589217667,0.9542466875719249,0.12707098980959958,0.3434311942717484,0.5951703056722117,0.012156165606260639,-0.5017639131927801,-0.053378902337447263,0.6472365506101262,0.30680217927813613,-0.3527095285954346,-0.03919810783079694,0.26246059122950727,0.46747069397848356,0.7880594919477635,-0.6867117920951613
6,relative_humidity_700_max,2.4282476819844234,0.2368079200236058,2.1512339664813123,2.8835549565063516,-1.6744693343724881,0.8308135041145746,2.242979729291129,-1.5478652689159917,-0.1917889328998701,0.10870668182534851,-0.0037245771700607725,-0.7110151026695158,-0.08775534186529954,0.8062231979694757,0.24887491546621007,1.1904318666358291,-0.16825975293512474,0.28026863844246125,-0.06961261852332769,-0.3044279277202319,0.04869088974316037,0.4449849234650534,0.16759106079602346,0.20672337366898058,0.49686405073586093,0.75278844395833,1.0199679654785405
7,relative_humidity_700_max,4.270558327457782,-0.09651021723689847,1.710966786150885,1.3254072424191394,-1.0839921795692185,-1.6736313354701335,1.8933974175783528,0.9388206831630116,-0.2728175292118827,1.259358717627279,-0.7523800897565479,0.10944006018094388,0.30563358733507906,0.719576423195855,2.1812855426487636,-1.0935938432109278,-0.45780862666093536,-1.0749938083509105,0.5928070233434973,0.17787406959489566,0.012950849689850665,-0.5473317360558871,0.051726741703757365,-0.2800319877271919,-0.38118156109356804,-0.17569220295612048,-0.07036757610565143
8,relative_humidity_700_max,4.489106015624878,0.02461031683136559,0.8583934218286399,1.4746179291569022,-2.181858157291327,-1.9133102346751352,0.9814904456063953,2.110072536515804,-0.46405587240636786,1.022719954554494,-0.3982264340003405,0.6173684886016564,0.18023735846150252,-0.9073524198900426,0.2222365509938289,-0.5621714002505651,0.27702147917081105,-0.5042399917930261,-0.8413836148529429,-1.384435641461809,0.13796064548475898,0.33179111554441065,-0.6665132297508307,0.15421822149554412,-0.47300230577620844,-0.1581369287598154,0.18977713440609223
9,relative_humidity_700_max,4.954056662065671,-0.09822741506668858,-0.05198001427635967,0.9416105474952138,-1.0860478522458292,-2.219735222851097,-1.0709522880968163,1.5377488593689554,-1.5450140792928828,0.10489391803496657,0.08285041751859702,-0.2495561437482263,-1.6832715515890284,0.31215905830465257,-1.090466887473553,-0.03956125240347693,-0.9025272235151812,0.1776259522500031,-0.11845148572099319,0.8868080724668795,-0.803564058893963,0.765583872405592,0.23407052082044855,0.4678421118447279,0.7098383470408259,0.14023845206329547,-0.6045865979863622
10,relative_humidity_700_max,5.167245950923407,-0.3159292570724757,-1.0108542760554269,-1.0651846835110568,-1.1680686486323661,-0.8847014840359486,-1.0002198960957058,-0.2967963764416635,-0.6098489446901519,0.08947375892670882,-0.5049480741456144,0.13027689845124693,-0.771516286848559,-0.48686863353663296,-1.8147350231745747,0.9338291310124414,-0.29566850111549725,0.60802144942348,0.9627010818055883,0.39713095081884664,-0.6259662246057948,-0.8252460789477445,-0.6894808206327909,-0.17145867736932144,-0.7296791315621097,0.27873966286016577,0.09617477834828987
11,relative_humidity_700_max,5.147710562513463,-1.0159136359968302,-0.9167648559430848,-0.28931328895201047,-1.0067374152654747,-0.6024980489563229,-1.7074772784761905,-0.9797579862587524,0.61745350678699,0.5272207001693048,-1.4232115492634108,1.1999177554011702,0.6116707304869815,-1.0235467962091498,-0.539720674020691,1.0193393112887403,1.4833763722513487,-0.14135554872762546,0.4042156460128777,0.18799991655987008,0.8342111563482432,-0.28494457771282505,1.1935530285449916,-0.572128461483583,-0.18445339214046175,0.006077333090389217,0.3185190641489604
12,relative_humidity_700_max,4.380629742281841,-2.47520021727947,-2.179296094458451,-1.8568796657976514,-0.25809654825433026,-0.25671864762885255,-2.2190026526305817,-1.952065246031368,-0.04030692469346129,0.44712732858931226,0.15090212485041998,0.40934605133193364,-0.20046533716691778,-0.25527253876541517,1.5904414101544586,-1.1908540418759872,-0.14846395629486683,0.5501038152310399,0.18200036295771008,-0.11195312967153365,0.15848104247504624,0.38459854609550426,0.27563497645327,-0.5501483527525663,0.9686748804012631,-0.6143951267339014,-0.28171002735706546
13,relative_humidity_700_max,3.420149655586011,-2.487254607944961,-3.012560651499761,-1.3151835970384653,0.7824748407711917,1.203250828383756,-1.9479750757256307,-0.6697330597669188,-0.12529452903655994,-0.5651939247551053,1.6685084422131513,0.30981646518904454,0.12429991613887112,0.5871702486677995,1.0254776960209933,0.4072753067807882,-1.0708613097126918,-0.51258068212064,0.08233473926950674,-0.03390636213546905,0.2488270475312683,-0.5636361103933178,-0.49176816760929054,1.4221044638585043,-0.1953886258764219,0.052713874796357876,0.3173188490628445
14,relative_humidity_700_max,2.33839014855017,-2.1772891148732487,-2.539988152389162,0.24831809568663682,-0.004405919382502679,0.3546179607156355,-0.21826679910169677,-0.543118538675473,1.5120996450894675,-1.4505730344038805,2.5551150028265432,-0.3106341477504679,-0.9711147945481502,0.7623200370619171,-0.7989686769136282,-0.4573643087068503,0.8257825845243437,-0.70845583017475,-0.673238723518897,-0.7693979635988908,0.3694880592680396,1.162367912795282,-0.17527600198311924,-0.6580331775280776,-0.7012511584916764,0.440886907929369,0.1941070768335188
15,relative_humidity_700_max,1.2600274106026152,-2.7113670234838163,-2.1269741192888785,1.3410866590920345,0.22368124466666217,1.3681880205987524,1.937191445746243,0.008449187927631035,2.1122936855044716,-0.3213132064384267,-0.6443473820821471,-1.7081458899274882,-1.1909497804521696,0.9523890467613193,-0.363093931123561,-0.6317179754241181,-0.15017946169282329,-0.10817727911227647,-1.1453664216158397,0.08531181020707737,-1.1517775868559608,-0.9982809194901004,0.7772795880603073,-0.22144008012013464,-0.17662014655245628,-0.35787492179926134,-0.41542399803812824
16,relative_humidity_700_max,0.15789329379892175,-1.8889044744466967,-3.2945059789845663,1.7045439259954627,1.0880233384967226,0.7737396636333225,2.1915819503786693,1.8320490329523675,1.042642160235431,0.14698440603361257,-0.6656180439442754,-1.1154074927983477,0.02889276750232993,-0.08874342896607065,-0.6390053022244702,-0.34384286668018177,0.80011285398908,0.8899406537460003,1.6828454413792553,0.22492880406035842,1.1002793030508786,0.4832172204613529,-0.4081879459609969,0.6916558863162173,0.704221463481077,-0.6300379814771214,0.4086675224292167
