time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,large_scale_snowfall_mean,6.289600281658936,-1.745234999640206,-0.8423303595590089,3.0524702083740234,-0.4495380858253121,0.5916226815574478,1.4346021306914987
2,large_scale_snowfall_mean,6.39876837261565,-1.7039384741124892,-1.047157165543967,2.766958899869867,-0.7066465343708445,0.45389638836963686,-0.0657385177381194
3,large_scale_snowfall_mean,6.629554394864611,-1.6211690783980879,-0.8755554769477033,2.026995121671719,-0.4630988092961302,-0.05707630608789869,-0.9547094621386494
4,large_scale_snowfall_mean,6.6525857818890985,-1.7047360816104804,-0.5063750323083229,1.006081694880168,-0.27054386024921495,-0.43814679094826037,-0.8372116960225182
5,large_scale_snowfall_mean,6.711803200778344,-1.797130188610683,-0.12800485497196037,-0.07411526898012419,0.4620225216864198,-0.7678505685513635,-0.3406123512146202
6,large_scale_snowfall_mean,6.603036423899538,-1.6622367897890427,-0.020417911035216535,-0.7550738752796545,0.6750249704360524,-0.8365333677772393,0.050730695750897156
7,large_scale_snowfall_mean,6.341651123945825,-1.2518120161369166,-0.13670515948941725,-1.3285004816505142,0.9543703357170787,-0.6628796783789129,0.4286742980450043
8,large_scale_snowfall_mean,5.90174227346729,-0.6854112764058714,-0.15583447962979521,-1.8884600562252114,0.8477540358170416,-0.3563313159263639,0.6653734246460001
9,large_scale_snowfall_mean,5.4987912327191735,0.18376690982595895,-0.12607408445782245,-2.310029578299796,0.5945352060913102,-0.11547973769476766,0.21020835428057397
10,large_scale_snowfall_mean,4.865395051503015,1.004971134842557,0.12512651372437616,-2.253313148269883,-0.11212195322587953,0.8008718211918415,-0.32431464195946735
11,large_scale_snowfall_mean,3.983495734656703,1.9698141804892093,0.5310306008636153,-1.904338595124424,-0.6231579016798985,1.119910606396263,-0.48928011330361143
12,large_scale_snowfall_mean,3.059430091802168,2.9947858484666816,1.3020151408687142,-0.9630697585500361,-0.9592578074071696,1.0887931764687484,0.019283472124952
13,large_scale_snowfall_mean,1.992000841374315,3.7177149621119923,1.8640738540120763,-0.1881900025129072,-0.9782891731865667,0.8016992651934363,0.2615790840945935
14,large_scale_snowfall_mean,0.4396696718745683,4.484750743495758,1.6206560778269021,0.7960165777145412,-0.6364021138980893,-0.20643045631470075,0.04405260744174687
15,large_scale_snowfall_mean,-0.4164257072504588,4.548961698897332,1.5380950531596513,1.1017496082795835,-0.13321862827333694,-0.44258232183136703,-0.029593303746933877
16,large_scale_snowfall_mean,-1.2832122411399725,4.278995039353645,1.2664691592134019,1.2053142533626686,0.16716728717791043,-0.7212679845087934,0.07747074866438618
17,large_scale_snowfall_mean,-1.9308451457674318,3.91683184825438,0.7022747907094791,0.8459995182365349,0.5588265430118565,-0.8662751648362604,0.04908950272206262
18,large_scale_snowfall_mean,-2.5752603531892513,3.3068625411579133,-0.017791191102637268,0.5560071859384706,0.8052501419354468,-0.6939984266963112,0.0378663700653475
19,large_scale_snowfall_mean,-3.079167772013112,2.4859834637054927,-0.8355072897983139,0.23657240315256317,1.0657773834263744,-0.08920647334061894,-0.09625296382744115
20,large_scale_snowfall_mean,-3.336111390421131,1.855443352360162,-1.4445907286109452,0.15623857372448668,1.0545052874767344,0.32450144187977703,-0.03619200442811075
21,large_scale_snowfall_mean,-3.430792502523874,1.4126452572262587,-1.898797788795084,0.28934679203606106,0.8441388323878269,0.3662689660235579,-0.11823168750363765
22,large_scale_snowfall_mean,-3.488498448457761,0.8944188175549004,-2.189207815663137,0.2950482258377226,0.5084990039240732,0.4036075591756319,-0.3073045134805802
23,large_scale_snowfall_mean,-3.5553834483914635,0.37197431715589613,-2.2393452119068082,0.07144151341593721,0.2211995936096171,0.34404013454564547,-0.2161709543926201
24,large_scale_snowfall_mean,-3.5907874559896378,0.12085258604978341,-2.01848682540168,-0.12180576136320302,-0.11494046210620189,0.33404357797769757,0.041280901258791136
25,large_scale_snowfall_mean,-3.6715204475947734,-0.23565284277023418,-1.8762365332104518,-0.3568704715597006,-0.3349769464582903,0.13450996631483425,0.09728119120457616
26,large_scale_snowfall_mean,-3.6804642623827064,-0.7835282356718644,-1.5973141947105882,-0.6463201874063322,-0.5172798088544357,0.2744075288103681,0.2829658530412433
27,large_scale_snowfall_mean,-3.7572000719347867,-1.1315233530436428,-1.2767484802099738,-0.7037057513981423,-0.8265908225047331,0.03378247815340139,0.2554778510000174
28,large_scale_snowfall_mean,-3.8772139919944513,-1.5256163693863978,-0.7046282276112372,-0.7544880352821388,-1.098432505004803,-0.3449989340049502,0.17062895539586906
29,large_scale_snowfall_mean,-3.764537345870824,-1.6594417820341252,-0.14842612542906816,-0.8805193025622037,-1.1679936149248669,-0.6131879045863011,0.11816122727509176
30,large_scale_snowfall_mean,-3.8604733089337144,-1.9530517561694056,0.4952996760004932,-0.6275282392624926,-1.0293439054678635,-0.7315895570264904,-0.021481252020919883
31,large_scale_snowfall_mean,-3.8683166455556472,-2.369796910138292,0.9978264299779458,-0.23786375898677597,-0.7029700819231912,-0.6830295757816047,-0.06431599377639524
32,large_scale_snowfall_mean,-3.8195375886617637,-2.53686028147931,1.3821779501681395,-0.017846506059374764,-0.43478789410240876,-0.48770273971008776,-0.1304399039080229
33,large_scale_snowfall_mean,-3.817868468640337,-2.8302469915119635,1.648617514270776,0.11730995279652573,-0.10538483347169954,-0.21362771500770203,-0.09778752916004811
34,large_scale_snowfall_mean,-3.724689722671254,-3.266184269536062,1.93461934041575,0.24658700377082066,0.3415119611245613,0.20108647807022237,-0.030997113345943895
35,large_scale_snowfall_mean,-3.528635753466406,-3.434996780039963,2.2223289369920995,0.4857029362242754,0.9503328451876194,0.8722211640133372,-0.027221010856244926
36,large_scale_snowfall_mean,-3.310582404198487,-3.6502042244628687,2.454923898189719,0.7561983094869563,1.6140597932210106,1.1829317848681502,-0.05687165487876621
