time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,10m_orientation_of_wind_std,-4.997819889284109,4.101084280525122,1.7060034466546987,2.156272949885577,-0.12757445322006514,0.5968067893318326,0.5456610402569965,-0.0726029860255117,-0.2904304542602681,0.8513838472913915
2,10m_orientation_of_wind_std,-4.990567458060067,3.9909032718648656,1.5382947557184221,1.877953114809127,0.006601907253621822,0.4804276742698453,0.3675025502302727,0.11210896926399071,-0.1271846264680891,0.1931178178165281
3,10m_orientation_of_wind_std,-4.932801662197554,3.8164249266383568,1.2769375725597274,1.4793405108467768,0.18886853892653802,0.1767651682155282,0.14138984149698858,0.05589177323150216,0.1467756533752203,-0.356395524547983
4,10m_orientation_of_wind_std,-4.882472670329856,3.514940021244912,1.0428001516433283,0.9813243967132514,0.18491225310868653,-0.19544274662561986,-0.16729887738509422,0.06061080427430443,0.05454093083655004,-0.6351589587695092
5,10m_orientation_of_wind_std,-4.771484193962057,3.0405385763917927,0.7737206474807057,0.05037007964909818,0.17634540557927186,-0.4143645640993602,-0.41045201570603396,0.14651033119963525,0.0984853944981463,-0.641300282633091
6,10m_orientation_of_wind_std,-4.506015564373871,2.4657190935583504,0.5455609855898319,-0.8557822162066835,-0.027736073492254352,-0.5611048253713021,-0.6287991708151305,0.06314420692893093,0.20870055056785414,-0.015530000530276634
7,10m_orientation_of_wind_std,-4.2593889223134225,1.838255693602219,0.23994234565380385,-1.3646911372459123,-0.18689919576051167,-0.7269810608102091,-0.6360458263698506,-0.17604099463397643,0.25574678372399,0.26277086737128474
8,10m_orientation_of_wind_std,-4.033490668408838,1.1843361749441443,-0.12315137056485538,-1.6060847192007786,-0.3477793259658627,-0.6477553571822783,-0.6028663182443142,-0.2859061004805596,-0.014739644853280871,0.2864317296864521
9,10m_orientation_of_wind_std,-3.9859770074527745,0.7970451068608125,-0.3641812676041474,-1.6865529605551275,-0.3609709412618378,-0.32214685647756675,-0.2148426042689702,-0.5033112451715285,-0.1143750207315283,0.23309158463963242
10,10m_orientation_of_wind_std,-3.7397690510169617,0.21022350799068398,-0.7724146774635159,-1.7130441564618109,-0.3404016042147812,-0.0932459349816988,-0.0014385839231888524,-0.15355098096785724,-0.004185887684498878,0.005464642206844902
11,10m_orientation_of_wind_std,-3.564358662862484,-0.5726719322095641,-1.216539307106598,-1.579578371198617,-0.5656301869501031,0.3070177575781709,0.6949894271116791,0.23239222365769746,0.11692378712974148,0.16377981323505353
12,10m_orientation_of_wind_std,-3.203448176297498,-1.166592123289334,-1.6949647666152325,-1.363689948474587,-0.37558661558947504,0.6012298989820339,1.0650413491505266,0.15455075086035905,0.3476181323296611,0.26217172380366655
13,10m_orientation_of_wind_std,-3.0408979902946554,-1.5117375046366313,-2.0380872237747827,-0.4602224606974409,-0.17268372536478366,0.5571744547554324,0.8380898717799159,0.11782557667253228,0.07112481785427184,-0.37496202756877905
14,10m_orientation_of_wind_std,-2.9643304659205034,-1.8367762821912803,-2.1497326045485674,-0.46741626692355287,0.20685364022965536,0.38885253680319104,0.6172186582732587,-0.021305747286278504,-0.4134930418976694,-0.30997859667752425
15,10m_orientation_of_wind_std,-2.571224410429468,-2.29678338344724,-2.3280312458084147,-0.11967312626393282,0.6473219866675929,0.33515409608018054,0.15919625557865752,0.11534653677593296,-0.5458947243024457,-0.2325557574193573
16,10m_orientation_of_wind_std,-2.3327826180467652,-2.614659464721216,-2.2439809412683975,0.18255270250445868,0.9822710997294564,0.26473639054562836,-0.5765879645343422,0.25854624764344014,-0.5187471966694452,0.003915156187189108
17,10m_orientation_of_wind_std,-1.8598703713175926,-3.1388771209637847,-1.8858281417002998,0.7320229524260732,0.9901227425110956,0.30942727577547696,-0.7136636704797809,0.30372207218471936,-0.16471760719536147,0.1462989488041853
18,10m_orientation_of_wind_std,-1.262707167569147,-3.5902910027202086,-1.48981622854228,1.1254524534360373,1.0496413023562317,-0.027834929825923217,-0.6920715760747455,0.19802130240962945,0.0875953353460169,0.1983828658336052
19,10m_orientation_of_wind_std,-0.7751906994923706,-3.9175156944896634,-1.025965509797263,1.3695929706061771,0.5887539675645875,-0.20578108313656138,-0.3984076368645164,-0.088161030892517,0.3746403843396452,0.14867046627696606
20,10m_orientation_of_wind_std,-0.33751808183340476,-3.9670904571459586,-0.5621315595063545,1.4987321038472108,0.07985259508442726,-0.38318348506840494,0.13083614898909696,-0.3261898845413388,0.7545435940825583,0.1425148758299377
21,10m_orientation_of_wind_std,0.35750069433505793,-3.7395015480875426,0.6308458746482295,1.1629728567153488,-0.6732953237430223,-0.4758546478169663,0.38071036021500865,-0.6346524874813841,0.5091378906128077,-0.09429185810030176
22,10m_orientation_of_wind_std,1.1994376624317722,-3.338085862403758,1.3424821749380462,0.8147591558075229,-1.1208109477459907,-0.6479108698792577,0.3046216801317592,-0.5138732222778442,-0.1406116140283938,-0.268272327424888
23,10m_orientation_of_wind_std,1.6004988916151115,-2.9072519081254207,2.181420363653801,0.3949800915777003,-1.4008303901493264,-0.7764726820462421,0.163918383128637,-0.050656270173469166,-0.5453905863948045,-0.058980268974934594
24,10m_orientation_of_wind_std,2.118558182688127,-2.486992584441651,2.8552636542926493,-0.006207943025460703,-1.201096086053198,-0.5347121501390896,-0.046871867667400376,0.4274712721895697,-0.49650203471659005,0.10817662592043015
25,10m_orientation_of_wind_std,2.5139038899559387,-2.06167325289196,3.321724622189423,-0.18597583216290803,-0.8838115484406629,-0.06660112958502601,-0.2387426281935712,0.7929973009910912,-0.22926094738450295,0.10010501997104174
26,10m_orientation_of_wind_std,2.9035812521703264,-1.3475589876414216,3.4499108975392834,-0.7979733830327682,0.06262974478004325,0.7761227449687722,-0.11070592559832015,0.607963573489041,0.3352897670005608,-0.1634538740709468
27,10m_orientation_of_wind_std,3.323383087206287,-0.8551904173666393,3.4245386063023315,-1.039514302611252,0.5404349329469897,0.9915250033086735,-0.23109258580025416,0.16116626546699847,0.4173298089040674,-0.003785926051531877
28,10m_orientation_of_wind_std,4.144639679355624,-0.25643534126060114,3.0371107277513185,-0.7877696599290435,1.068700281313056,1.0725112569238229,-0.04261653475800975,-0.3637564968676541,0.1881509983148653,0.029556372388874735
29,10m_orientation_of_wind_std,4.9820055073091405,0.5587569106707753,2.252225424060765,-0.6460961858676276,1.4468410495775208,0.37741363345593004,0.10612221533657906,-0.7799547976141794,-0.17858860874861907,-0.06331795934965424
30,10m_orientation_of_wind_std,5.746134859012051,1.4264292762595545,0.6673768832152948,-0.3737696244171978,1.5385939708493752,-0.6487332482037996,0.472579995483706,-0.41924464447892823,-0.5516648757985346,-0.11687544924476606
31,10m_orientation_of_wind_std,6.247441368913605,2.26338403092341,-0.8087180004264425,-0.15622247657659838,1.2491025705086871,-1.0675933662954258,0.5047441341485662,0.21499944064468868,-0.07889961731181964,0.24957313144419874
32,10m_orientation_of_wind_std,6.474058084640679,2.6247371879829,-1.7358719683035648,0.08122099998350732,0.6784488765785816,-1.0833968182541611,0.3241620928350739,0.49151120414620747,0.17608386988228586,0.21207104393563883
33,10m_orientation_of_wind_std,6.537975560970314,2.6350786250575355,-2.360458149609845,0.22358825452053585,-0.32107989496994793,-0.40468049675626444,0.20487535929173384,0.35471115445150847,0.368751055406326,-0.16206909619113097
34,10m_orientation_of_wind_std,6.3991341991121775,2.6062710467504413,-2.363247108122504,0.3333510063173569,-0.8547135303038419,0.11687967391221647,-0.13201539831718195,0.11793534275849102,0.20692521817196122,-0.19375986802964348
35,10m_orientation_of_wind_std,6.387755292267463,2.3311459042400866,-2.552671321218343,0.22046862213307541,-1.3478876242717233,0.7588471265934108,-0.39723192891178416,-0.04594802771960311,-0.0018962420509272817,0.11942888423123466
36,10m_orientation_of_wind_std,6.076107519479727,2.20041123252792,-2.5703677419102435,0.5253095490724674,-1.3775093980680246,1.1729047710550133,-0.7799082495259705,-0.552271432627644,-0.30178124187975003,-0.026217641289836325
