time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24
11,10m_magnitude_of_wind_min,-4.1718363865362935,0.23279331046599103,0.5047940696398341,0.1939433591009542,2.2597809325295293,0.10650043202710442,1.2330023369346086,-0.7992200455031713,0.21469104019111854,0.5596254207661362,-1.313148241634378,-0.3561604691840527,0.44185536519448043,-0.20318265082241335,-0.9565869129610765,0.542889133986617,0.568756620771874,0.448551896909713,-0.6127593253509648,-0.5607066992231964,-0.20793635295069202,0.3504888564642179,-0.2771916848830639,1.0964171186490916
12,10m_magnitude_of_wind_min,-4.388911255336536,-0.037681117455825586,-0.9227563740468632,-0.03324347234804632,2.346849165736374,0.34635825455097224,0.9700185792554903,-0.8308138202689931,0.44788178167291703,-0.023587795963803716,-1.6654262534196207,1.4759525888176594,0.005492807871879853,0.08689165043644796,-0.3510653793662962,-0.07837455600287133,-1.270807588746495,-1.2117755687601415,0.15983153781057458,0.9872021579771413,0.018039457225814643,0.07041322409103776,-0.32058498196153296,-0.5496094232243321
13,10m_magnitude_of_wind_min,-3.475839638998181,2.014187303546049,0.3278351773554702,-0.7531590027430224,3.4531966541643286,1.4984952719918412,0.32500361037856895,0.34840210707430447,0.8645040084019643,-0.12207453452676915,-0.9705261858234868,0.7332661366431578,-0.64778364889198,-0.9682889789883292,-0.8050733924953275,-0.11698279975122444,0.6019036753830851,0.7596864265371016,0.2621407016105254,0.03612434855511864,0.043645634513963597,0.12951555656795635,0.02802109665465277,0.05333797857435058
14,10m_magnitude_of_wind_min,-3.1874376955916817,4.023689893422372,0.4580140919597836,-1.371421854358437,1.8206017424222363,0.6603595512334722,-0.4915576280472945,0.21975204441125679,0.2908714312480654,-0.8490337277415319,-0.03652532687875691,0.6139459313884243,-0.47008075741274213,-0.6368944100738261,0.1437780192469361,-0.6051110590637049,0.2977041050078938,-0.6731659909501597,1.1368467516930068,-0.6921836024331919,0.06803755203990193,-0.13014286341089462,0.10593806980509697,-0.21877551734218403
15,10m_magnitude_of_wind_min,-2.595061301197366,4.298937382773754,-0.10382719905807727,-0.6953223317797809,2.34171800082445,-0.07835648850819701,-0.3643236431154022,0.5759803732922195,0.2738262049987226,-0.017937269890622987,1.6568716039399518,0.40195507784867246,-0.3297114697304623,1.2418597011355468,0.6740539826679806,0.4044272954712928,0.5600479218180717,-0.2611000262370838,0.0885966158087768,0.057239930212098784,-0.08338064907296684,-0.6388328275454561,0.3982908642173888,0.18486111344866832
16,10m_magnitude_of_wind_min,-2.9093208346144843,4.504357088258431,0.8766925754454293,-0.20715044652892597,1.184453031558794,0.7187084643536831,-1.2263959407764466,-0.016248415171773136,0.013178634568739992,0.43034246851800867,1.7859354931918054,0.42033356110927345,-0.5845194672188864,1.3025182187264412,0.7457863099101056,0.03005687198509178,0.0036235788498929344,0.8662841156149936,-0.28207713699888093,0.23332299934697232,0.9802305826625585,0.14506528426043142,-0.8425763608234389,-0.03687124088640948
17,10m_magnitude_of_wind_min,-1.4876136000004758,5.229424102530508,0.3996034676245091,-0.6340220311893789,0.18981633050502203,1.0493329178632902,-0.49702050670583736,0.8511859218273173,-0.2790610124824803,0.5957512906639418,0.5855844431020634,-1.5922014528580728,2.0294545945355944,-0.41430329409048133,-0.14493561387309292,-0.5430430939463609,-0.11965403629085591,-0.7916492529145617,-0.48967417194323515,-1.0342819812337531,-0.40647007591103473,0.16066539953997683,0.029117198918344397,-0.7042205439730268
18,10m_magnitude_of_wind_min,-0.8826708074269721,4.905238106835149,-0.8360806580659328,-1.2613482998162477,-2.101508436470335,0.21760077528519797,-0.9841359279189307,1.0972339800766593,0.745551477820997,1.4931075768033388,-0.4174104092602379,0.08144843838925932,0.6689860751956965,0.4088320723953829,-0.5326498139316201,0.7509667872985872,-0.9465584205074113,-0.1645081055714996,-0.30952611020385423,0.7513467112689293,-0.09933374451867664,0.027014729659808594,1.1282000465420006,0.4310740174037285
19,10m_magnitude_of_wind_min,-0.689400706307665,3.9186349315345628,-0.14718501671436984,0.02701307097216253,-2.7823509945631844,1.7346482737315432,-0.3815083010008927,-0.7863578326047296,2.4380301127337587,-0.7722390809653746,-0.9367655394148804,-0.7177147000982163,-0.022261666093907978,-0.40594446424083597,1.2186341621011079,-0.818984694373337,0.013301267797056758,0.596152386430185,-0.592322595874006,0.7676824841034764,-0.3447438605750215,0.10933282526085739,-0.11893317894288793,0.2367785284998597
20,10m_magnitude_of_wind_min,2.4232370334782467,4.182850801645765,-0.5510262203153091,-0.8693884315769363,-3.201024555193277,-0.0798539894539407,-0.5657210123271643,-1.2726734815342742,-0.7823850053445205,-0.3229705769561518,-0.5062030014598152,0.1715429637095713,-0.00686408445944503,-1.1512443462782853,-0.2197492983351012,-0.3332491383145499,-0.1301184577785957,0.01172574821364219,0.6247527009555383,0.1949932211364304,0.1783289261882236,-0.7664927882930138,-0.5890907391739487,0.27479604362629645
21,10m_magnitude_of_wind_min,1.8882511139437133,4.514976229998148,-1.7549171518248483,0.22944256515940872,-2.6724325230170765,-1.1883354075732095,0.7107881895294353,-0.6648080980213564,-0.8224750718127452,-0.9499029268032111,0.12876114941573996,0.11446685081347159,-0.16662633335759916,-0.14023247762111277,-1.5791383191929014,0.7852493562232442,0.3419825601516333,0.7334025098338075,0.12389751393720815,-0.6773728168075909,0.8540789929148523,0.6384403039481068,0.22878260007891585,-0.25187312048130106
22,10m_magnitude_of_wind_min,1.839223373518075,3.851031209436659,-1.8123019830589373,0.37892586699824543,-1.2630209999904498,-2.4211194543343915,2.952275736293182,-0.8669815747300024,-0.31132803859525615,-0.3019805540270629,0.7020439707370832,1.0100426453351172,-0.5081250491891629,0.4358821026691272,0.6122007099215615,0.3861351859895093,-0.4106057506301021,-0.034104127662967706,0.5654595655695132,-0.20502881896559833,-1.1726515280712932,0.478920069926565,-0.15376089438203333,-0.2129297483876569
23,10m_magnitude_of_wind_min,4.168649351713629,2.043026610278966,-0.0025816322082503145,2.3282842221298665,-0.5654870202055454,-0.2857199892216743,2.28262096073119,0.9001099291040151,-1.4269078454903719,1.244207517846099,-0.43454555552368085,0.31184060040281786,-0.3313279555142675,0.050355137554085216,0.6033098223036529,-0.1362619899299685,1.601152534474939,-0.7625694368732845,-1.091604534393966,0.603275941719118,-0.11000774074069727,-0.5884988867194084,-0.3180630257242131,0.01336428434772999
24,10m_magnitude_of_wind_min,4.351867279784048,-0.1858158540955733,-0.6200151019555997,4.025240189988281,-0.664121352587437,2.8808449512161785,0.0009791004404572834,3.288955296124659,-0.467886498552215,-1.5084922091228627,-1.4860083147627738,-0.23405126089123232,-0.5337551477501259,1.2754177247676306,-0.4292448932853514,-0.24691656226434242,-0.2169444710258389,0.36404140232521776,0.41274102748206754,-0.27780859486218573,-0.04599148867715223,-0.004910011729514461,-0.18766147895113303,-0.16840673676836745
25,10m_magnitude_of_wind_min,4.4778871437608,-0.4719172654967753,1.3155500616107632,3.6931116077522077,1.5640187937378924,-0.0015040379190297555,-0.04400132349363584,-0.5382667777399944,-0.4072019127229635,-0.6050811388029291,0.7976351943037406,1.6565655729772217,1.2851220112571424,-1.0388603446835958,0.3685263931008765,0.3678940396266283,-1.4990496472962103,0.34509977877860376,-0.8404032963649068,-0.567113276546926,0.3892114190734672,-0.7747958283179041,0.23296981759196214,0.27637370324268384
26,10m_magnitude_of_wind_min,4.017004056542864,-1.400287854883245,-3.5282627521703547,2.9545942912324543,1.5467074632091555,1.1752884344614833,-1.024157937790149,-1.0761621461502024,-0.30368030146342245,-0.13135252658720736,1.4353668658444931,0.04202757230393952,-0.2392349817848712,-0.9225504719196304,-0.32585318219717224,-0.9556374698318377,0.7940663837277381,-0.8773465155142692,-0.17177969714697444,0.5711822714297128,0.1963301188820434,1.0974410770889884,0.7120353376299686,0.1789449168089504
27,10m_magnitude_of_wind_min,3.7285780266072033,-2.4848063808354084,-1.4055434860923377,3.621737920812598,0.22462529872490214,0.7424057117877693,-1.2425481863522458,-2.29393777355756,2.1977856997746823,0.716513485008027,0.08414599331267154,-0.8534040044173569,0.7306951091702223,1.0116416569955666,0.032469902268516496,0.9477990040727082,0.1443771585617212,0.12457978205467664,0.8422472002735856,-0.22702374259182556,-0.43201266180556497,-0.20998021617358367,-0.36856009864413924,-0.1586902855526979
28,10m_magnitude_of_wind_min,4.79049804692269,-0.9316940898090565,-2.6074742647434985,-0.8029212845300053,1.4240386031822514,-2.3156836698926795,-1.8172537534551156,0.2808488201027414,-0.6471317581750149,2.9102474382127688,-1.422807242378913,0.4480608058945389,-0.5596285681418495,0.403547085585343,0.6708007110175463,-1.1644838564740525,-0.32220883833151,1.0442463262379558,0.07246631747261399,-0.6346676968265937,-0.19534828752902503,0.15190790988135547,0.16767281110597207,-0.22074198411415555
29,10m_magnitude_of_wind_min,5.498914322363556,-0.5095048750043925,1.5351264951249948,-0.5271407197825925,-0.12537374233149876,0.10849933183336556,-2.1625770565845883,0.5853718334267826,-0.7295930611171432,1.3877416555651227,0.05738947057306697,-0.3691098174503363,-1.0193030247986197,-1.3967307856942308,-0.7921487974915965,1.3198730635206413,-0.13364458489281866,-0.6310082347843522,0.4766928934079669,0.45552678491821164,0.0620084505186619,-0.26717479780816594,-0.547408370109879,-0.12355783374351054
30,10m_magnitude_of_wind_min,4.264807368218993,-0.933979530030255,4.598607322228252,-0.6499704994429447,-0.45600051970311606,-0.46304606556613037,-0.1057598140226676,-1.197846117606569,0.5876498310896514,-0.3235813080590623,0.3130492387704576,-0.3117756893166484,-1.5537497145889974,-0.17136467690077004,-0.7005701570497895,-0.8438272261307408,-0.1286833471451158,0.5287639382715559,-1.0119702152527406,0.12544411909328662,-0.09061527367922448,0.08579908949272612,0.22180653935133995,-0.4396248999360226
31,10m_magnitude_of_wind_min,4.524152125522766,-0.7404988176449547,5.114552130047692,-0.585703138608632,0.8073588552193239,0.27536314380905585,0.07877878578104898,0.29381488417306584,0.027820169720907298,-0.5362787651303103,-0.4581126715851607,-0.19116167571546291,-0.40026878672014893,-0.4642722924672498,1.6234723370605595,1.4954820087597516,0.17422641351656395,-0.042779623218483255,0.24931025242175062,-0.1878884470490551,-0.44515687378621394,0.7815450480717465,0.5484391386197348,-0.21977358555882692
32,10m_magnitude_of_wind_min,4.03868355879332,-1.8095554915794254,4.870108948348473,-1.2632680613777099,-1.2924338882060817,0.968723691520218,0.9422888296697626,-0.7245100222013503,-0.12485981550298497,0.9004474108696002,0.3086488207254013,0.48098041447311524,0.6191919133548783,1.5943713426366122,-1.0824747577885663,-1.366608799644162,-0.0865828846139082,-0.8562504970733402,0.6786162667134916,-0.28671594425935293,0.0526535118875675,0.0592586367222155,-0.0006898289726615061,0.6005451600884085
33,10m_magnitude_of_wind_min,5.656591005391883,-2.1687318524251475,-0.30350107801235393,-2.5150766969421117,1.7252402376791711,-0.2569846446277662,0.6571492294206935,1.1350647478812386,-0.8565643503103179,-0.8818998790415893,1.2396575902144509,-0.1479509686895178,1.869614222788025,-0.33007259762909896,-0.3050684582421578,-0.4747661413950485,-0.08333425507003084,1.3248667188068022,0.6143198401468694,1.256777542447369,-0.5277045202606937,0.20906369454881216,-0.36291013481550966,0.0980070765524322
34,10m_magnitude_of_wind_min,5.256744654744325,-1.2840262433639942,-1.1448519915623956,-2.893526547058931,0.8118713952129091,-1.2939265877617019,-1.113975422737945,-1.3522457197594833,-0.8058729862651604,-1.8969705962341503,-1.7432983642206041,-0.33500537429131777,0.9354345676601612,1.292701539952451,0.862794706695412,0.2706252350577636,0.6517686058888698,-0.6440041692338244,-0.2746920885255419,0.11328578465298624,0.9256155204140961,-0.028974858726798364,0.1280501826143991,-0.045045665784652605
35,10m_magnitude_of_wind_min,4.380105336211991,-2.560147960862744,-3.2473287707932315,-3.168398780755579,0.7558826534827509,-0.8824076830049981,-0.5807787653360522,1.1326325095087808,1.2587306448076243,-1.644515735644628,0.6440902415478915,-0.4431721815362147,-1.0738093050104858,-0.04916203877942658,-0.5545787944408404,0.10228377809790556,-0.43683926720955224,-0.6635210113022733,-0.9285081810498663,-0.6607445469249837,-0.6982057818319962,-0.46887062724807826,-0.31233173913174983,0.4652197880614432
36,10m_magnitude_of_wind_min,3.455727867111771,-3.877615291008133,-1.5754424370149391,-1.624479448286376,-0.4154610417342389,0.4288617553336676,3.561515993970585,1.0264404771311986,2.5439924702394876,1.306225696506707,0.5386629651596083,-0.5049870095820278,-0.052583768536985945,-0.5438010932513053,0.40632276598383177,0.14375245815836005,-0.07173185632045521,0.01096381082283478,0.34053173987868224,-0.23277285177303886,1.2719948658301796,-0.22033189327069916,0.2168829193516636,-0.21953377645948896
