time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,relative_humidity_925_std,-5.458706856105144,3.8530724360958506,1.1928777072205623,1.4075819631786393,2.9241834741394617,-0.6065641949686204,-0.4477772453035443,0.17511915285013818,1.22432882548141
2,relative_humidity_925_std,-5.680013180059774,3.6906566815037145,1.3156416911510864,1.244284477339214,1.9368101408923133,-0.5407663321500881,-0.28359309189065024,0.057048646437846115,0.19800840059293037
3,relative_humidity_925_std,-5.828334794071725,3.4888491160618154,1.7563011656894632,0.8372333992897889,0.7673492336209607,-0.2643891468456583,0.13317829897982372,-0.019966883439597283,-0.639223478930623
4,relative_humidity_925_std,-5.8738398580221265,3.1555454021501737,1.671208912293212,0.3129636752367496,-0.12248690358511757,-0.09576696005639887,0.5226312069395626,-0.016505380004399554,-0.8989815869595209
5,relative_humidity_925_std,-5.823163722618423,2.7596416295422292,1.395594652720503,-0.010023134789191939,-0.8961119817386977,-0.06284677626057447,0.853190968242116,-0.16353588009730793,-0.7392641311398579
6,relative_humidity_925_std,-5.743428429835757,2.505992387939126,0.8540301670948137,-0.2515790385386732,-1.511448313874581,0.06650399402627989,0.8281414537486651,-0.2876835441039195,-0.32167862665025254
7,relative_humidity_925_std,-5.434417597832774,1.919017632127481,-0.16830650548054235,-0.3353410440083801,-2.088752954295696,0.45569121183552164,0.16207746335781986,-0.17495261576208573,0.47332580962909726
8,relative_humidity_925_std,-5.066611768303172,1.225740567456506,-0.7996932981921662,-0.4449156170640685,-2.1645053838460946,0.5624781663486587,-0.219537831251672,-0.037596561877595455,0.7975738912817257
9,relative_humidity_925_std,-4.5456919701885905,0.2199817417910874,-1.3900037921463697,-0.815296892132053,-1.4428648014092227,0.23934912992751392,-0.8921247576820076,0.2984322881084602,0.563460882738033
10,relative_humidity_925_std,-3.959456785905827,-0.7845661943312585,-2.013447998016125,-1.1445797905538055,-0.32615172680744753,0.0018391292933917795,-1.175862773772744,0.5934666695510878,0.24113512293908385
11,relative_humidity_925_std,-3.308367378156163,-1.6163390062814236,-2.1250052680059404,-1.2818715276145534,0.36921252703058244,0.03896074692301601,-1.154790727238252,0.5085715629667839,-0.20702117113860274
12,relative_humidity_925_std,-2.9299211239635556,-2.310428345182005,-2.0072278206188487,-1.3180717362730665,0.7982023549536658,0.18365247469726445,-0.7009244150353809,0.25212033776080206,-0.44449186628869575
13,relative_humidity_925_std,-2.4267863697334855,-2.7877345977690164,-1.8509478127585268,-1.2979620940656098,1.139460408875344,0.5101472821692101,-0.3356023779527724,-0.009525204759632587,-0.5799457726256096
14,relative_humidity_925_std,-1.7617556422241012,-3.2706860213819073,-1.8228977767670917,-0.9105788506527556,1.0984268852690602,0.6178110932775208,0.10289374227781119,-0.5465630819397951,-0.43007922983559177
15,relative_humidity_925_std,-1.3578042718253616,-3.435065550298189,-1.722590129413665,-0.2628565884452434,0.8546115979029175,0.5019924121418853,0.6318671246549418,-0.7422016370143114,-0.11305878310334488
16,relative_humidity_925_std,-0.7569930527755191,-3.597544091432676,-1.568127652807404,0.09625123218675477,0.6565549628054529,0.1820489470758537,1.0537840262724207,-0.8365273351698723,0.148753724829323
17,relative_humidity_925_std,-0.2495740027774404,-3.4910398361281723,-1.333474421816997,0.6385164463476138,0.4120120263158201,-0.20560676219786922,1.277951248307026,-0.4959801509236334,0.3810984107503294
18,relative_humidity_925_std,0.2568140737614935,-3.424017511729958,-0.7802200042793235,1.2643425934045052,0.037011408996740096,-0.48862037558715565,1.061471103641639,0.04352610239288304,0.4546979547846563
19,relative_humidity_925_std,0.7312219393068011,-3.315134071826277,-0.4990757789238274,1.7919420378515458,-0.5365828276309086,-0.7428696665221555,0.675602434947481,0.5727536544607015,0.4857504504999001
20,relative_humidity_925_std,1.2400250260221017,-3.2521803580583493,-0.10723219139890777,2.3289340642319556,-0.810421060034689,-1.0272073326959326,0.3831928181520822,0.655125665427169,0.04788702752826628
21,relative_humidity_925_std,1.6315102812373214,-3.270923547714205,0.6278987254132009,1.886182560045033,-0.7030441726330942,-1.0270497162833523,-0.1502142544151159,0.6525428210033504,-0.37422515697298436
22,relative_humidity_925_std,2.1384159606670985,-3.2593972380444938,1.343246225125137,1.4546131441113823,-0.3870921689984589,-0.5241203664734707,-0.6840625003170236,0.256714343769816,-0.5553933721960586
23,relative_humidity_925_std,2.5188540053120936,-2.9804657709245146,2.038498680992308,0.9340132471331379,-0.2900577811139197,-0.34254762843842224,-1.0816568860616098,-0.01947384408270208,-0.432115988679113
24,relative_humidity_925_std,2.5746353066714094,-2.5698329299887313,2.6071240995201457,0.48939236687237725,-0.1641690075188914,-0.10678661511817605,-1.1711494845140809,-0.5334629958211421,-0.025080664833979336
25,relative_humidity_925_std,2.768736093949602,-2.1517733339032734,2.8879836541810255,0.06141713170999229,-0.23445411859028734,0.5395831558123418,-0.816826965813704,-0.7127179531203724,0.2940916823726353
26,relative_humidity_925_std,2.8980000804756325,-1.441281742460922,3.0013265112093217,-0.582373152402122,-0.12245739143434982,1.1508564804609451,-0.07204106286723283,-0.46375148212374956,0.5043552698126101
27,relative_humidity_925_std,3.1716497557836982,-0.8722267501480133,2.895806193794687,-1.4195171632509378,0.3185469410138516,1.3099526210432209,0.2748088670924472,-0.0874761873525251,0.24697416754264612
28,relative_humidity_925_std,3.4966751198848556,-0.31294367040293253,2.246914146452006,-2.1432421607619005,0.41053252162202564,0.9492534459985512,0.6746699262261868,0.4470140132177967,0.04330005015105388
29,relative_humidity_925_std,4.19433814476022,0.6949027616553862,1.1750227365270167,-2.69741386841872,0.3947329284003406,0.18833245908004528,0.7034524364941959,1.1218337529600515,0.041625555083219315
30,relative_humidity_925_std,4.768849930207756,1.9521450023751308,-0.010752359716044588,-2.593364323225771,0.062173960999774895,-1.1593827852776981,0.5828528089398445,1.0402633853371341,-0.026661350557001477
31,relative_humidity_925_std,5.208334506327639,2.674654230359706,-0.5897426905239496,-1.7232654699467158,0.05530538586297472,-1.7859907902082932,0.11901746312297132,0.04671345065167021,0.19215987211396265
32,relative_humidity_925_std,5.455838556734648,3.685743211391791,-1.0745957220779982,-1.0338565664388277,0.0087653896651607,-1.6311229335773576,-0.14798052130123365,-1.090320948672242,-0.050707752580274656
33,relative_humidity_925_std,5.634391773751543,4.00602151064663,-1.5986059767503544,-0.15198070200708252,-0.4339102988306062,-0.6745320221347199,-0.4595196715009281,-1.086927093460159,-0.14161875125650816
34,relative_humidity_925_std,5.889554216636207,4.064830073558467,-1.6872286529143712,0.9265011953722407,-0.4306077283889379,0.3246857345719935,-0.3251213835756031,-0.5218109290022996,-0.018327516713047515
35,relative_humidity_925_std,5.842731231259582,4.148936691996375,-1.9129101568387559,1.9994363206248016,0.006066183660816927,1.4353185470028083,-0.06775485132113028,0.35545598680389734,-0.09191182182969714
36,relative_humidity_925_std,5.784290801649228,4.09784949135486,-1.94738925993728,2.7444838656537467,0.41516028870373756,2.0277133731099273,0.14575741041765247,0.770277875027761,-0.2487400758401214
