time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23
1,relative_humidity_925_max,-3.5158141393613223,-1.5418648607307228,-1.4995018821394437,-0.5272019772194757,-1.523531977408037,-0.7641015999138739,3.082353851409023,0.34302028484947417,-1.1525715005818657,1.0341613504310962,-0.5977748057250512,2.0240743303707296,1.8125817139113753,-0.357766722368797,-0.7434350398012681,0.49345291380503425,0.7903903692008177,-0.6124021276102563,0.5818487231950512,-0.2771886892692611,-0.31074100780694064,-0.458378302286606,0.19740773626043057
2,relative_humidity_925_max,-3.644502567130173,-0.9155004901687397,-1.6593316116599517,-0.9968217901158556,-0.8985967182876377,-0.6773673459002575,3.6768639296881025,0.3370253808075417,-0.7107329022543767,-0.0342359372950532,0.4889660770483022,-1.2777592242474747,-0.7038044993845426,0.6233212473436677,-0.8185683284366724,-0.6558270019637411,-0.3449075092881789,0.013033282631734014,-0.40454242310124744,0.5347114286285682,0.0421245769036967,-0.34240577667194283,0.007889610991644517
3,relative_humidity_925_max,-3.8164040515945237,-0.6867552782854184,-0.619871782278516,-1.3106770203397193,-1.6335804964229719,-0.9627462618182336,2.8503873439468785,-0.5353575351143324,0.31019488935093825,-0.6051207528108682,-0.12734193992406614,-0.8738936009406015,-1.096363446368357,-0.5773726006120299,-0.21138734691814903,-0.16119931765886508,0.40499627782251285,0.11021760811838596,-0.5482064725850985,0.6014101678938903,-0.0392358489762793,0.861760512353525,0.15551403853147566
4,relative_humidity_925_max,-3.8617197967607146,-1.3452656410198347,-0.9130018489404812,-1.217269111226398,-0.6021148024053793,-0.743262967035154,0.3057448773480248,0.763744889472187,-0.40005873990975077,0.033742716606587786,0.1525571520528574,-0.1236154273500811,-0.07627017472350861,-0.7282101815843801,1.8513263404209812,-0.7245806753200305,-0.332149212119722,1.2747063989781675,0.8397701507557902,-0.8662461604134131,0.01338442685096886,-0.3161496795513044,-0.11871929221426424
5,relative_humidity_925_max,-3.4279933304331345,-1.2140860040861772,-1.148109770315404,-1.3835991711926856,-1.271051358626378,0.262524260890253,-0.9247160214472387,-1.5436923149493984,-1.127852877096199,-0.7290510103030668,0.48231377144110593,1.5505746606108728,0.5065339981439154,0.982773213169213,0.8303198363326209,0.22849472365011067,-0.43207743004656163,0.39171191237831093,-0.7129657203205527,-0.24966831069323217,0.0015487084930449018,0.6361195709765967,-0.3551600144556406
6,relative_humidity_925_max,-4.022578132959497,-1.2171459573247434,-0.7490981542073849,-0.7007167233600049,-0.298206215081784,0.6072908787962404,-1.0157080500769833,-0.795800382735105,0.2534925938826206,-1.0460559833428489,0.4703009318845207,-0.0018704209915860078,0.4449977511646142,0.35124077089037936,0.283900234332147,0.04920459462845408,-0.17650473156655924,0.20833103601381836,-0.3201006704602066,-0.17484735958902134,-0.4645506781453418,-0.10174554615245676,0.3799676721948417
7,relative_humidity_925_max,-3.6019192748234086,-1.9017751845358144,-0.754269931446642,-1.5537194607464524,-0.08537424483040512,0.37690585591480147,-1.5179099378517336,-0.9124557391748489,-0.36513539274242574,-1.376741998934697,0.054714732803530994,-0.6111656199702242,-0.222881975456383,-0.45142372047438994,-0.06290363794806356,-0.4701534920474426,0.47710473946489307,-0.1596268771351125,0.8613698405025074,0.11114257048429613,0.7944179605176653,-0.863201672008214,-0.5215810178482928
8,relative_humidity_925_max,-4.383824236849628,-1.329337398035242,-1.0147288547904318,-0.8773980185022242,-0.06568909255641979,0.04857531424959529,-1.0987315247891583,-0.5782180314203257,0.3206094578464804,-0.8126795758952746,-0.27281548631729197,-0.15976200736192386,-0.11718471534618452,-0.14418283393970313,0.14014655863911687,0.028886996494694082,-0.11762600054807514,-0.8240741811511512,-0.011890069598854011,0.4645069353887171,0.0709938299138721,-0.059278516286492465,0.17697862238510603
9,relative_humidity_925_max,-4.292943925657591,-0.8189374804400701,-0.05829132771948312,-0.5223737619412465,-0.4625567251914989,0.02958772890270079,-1.9689335312493308,-1.0721140478411315,-0.12956708836320427,0.9014522568800384,-0.6768658645763223,-0.32578045932457367,-0.5517202663867798,-0.07446255517330692,0.6689086639504577,0.08486257337173773,0.2694932058987728,-0.771716569705672,0.09206885801515109,-0.0018452678257462535,0.014776180278901499,0.9330108125153994,0.5084036904764163
10,relative_humidity_925_max,-4.324262437872153,-0.3733531347543,0.26869638174954474,-0.8854315919869471,0.9084079594719744,-0.9464758655750632,-2.2707337010072486,0.7878271791212152,-0.11873956164308326,3.40087334026193,-1.8160075103453133,-0.22527856788863973,-0.351534798473041,-0.07109820201411768,-0.8011956011603895,-0.8242729153110235,-0.6539842933535664,0.0806829990465036,-0.3108463717828492,-0.23562758156102515,-0.41577861380395115,0.04326636040283453,-0.34280731459541214
