time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11
1,2m_temperature_min,-2.3273111770507753,3.7810873826454223,-0.47275359133180267,2.2645847537424633,0.21813376503737716,-0.7508923442732133,-0.7642428341437394,0.253802965532067,0.05084303605597095,0.24126942618462816,-0.15694037389965043
2,2m_temperature_min,-2.216754796845567,3.555049975186127,-0.49837371878023645,1.6706787476370124,-0.13133107281418044,-0.9063555876403488,-0.6365748778726537,0.6224234053647845,0.11646911445422663,0.09679911643026168,0.05110369697895501
3,2m_temperature_min,-2.467931250444362,3.4125133647843575,-0.667081320583785,0.9359816888923074,0.2745978598390125,-0.13241202087199985,-0.2060901444151541,-0.31687932742868075,0.09684040516774936,-0.2321254541475057,0.10819343870848601
4,2m_temperature_min,-2.5912492784981134,2.918178959789136,-0.43585182771526065,0.4283102890756646,0.3698615489677661,0.45490108426444664,0.21951590111950978,-0.5553384729891343,-0.13589963349421535,-0.3121884729484638,0.028146981633625286
5,2m_temperature_min,-2.6390770522453804,2.5049230937314557,-0.68015721914055,-0.1312692385501141,0.24125210856097898,0.3171899104547343,0.31018573861576143,-0.4337542096841887,0.005545361220683117,-0.23449203158155646,0.054513217703690546
6,2m_temperature_min,-2.726926800570311,2.1521679517458874,-0.709548561238538,-0.54965291807471,0.12694260857758577,0.4724053001062384,0.5600017257927812,-0.3944523725659342,-0.08465220533590222,-0.043451768515958396,-0.10210844964948082
7,2m_temperature_min,-2.510047248669751,1.7028170317598592,-0.6584980777957088,-1.0197922117059792,-0.029838686638788647,0.4477827721597671,0.8419918709952695,-0.3111523287756852,-0.08386470639729336,0.3470001999130593,-0.1513797483430554
8,2m_temperature_min,-2.553215611292452,1.2536388002058005,-0.291959494721821,-1.3556443165602967,-0.4448880440724182,0.5412862603096638,0.4494494811256758,0.18384639745169,-0.14306541666232545,0.3494530300792574,-0.014928895699707161
9,2m_temperature_min,-2.3919375986656664,0.7410701421040709,0.025616771505354113,-1.4698814185774212,-0.6863429278542406,0.6533224924869293,0.02278729067017559,0.4948026606398376,-0.027931650772744492,0.007965385900249304,0.14147987545812565
10,2m_temperature_min,-2.4355882000141422,-0.0615319907191876,0.6184611992949497,-1.4621200207836247,-0.7374106026824961,0.2189626862744217,-0.19762420428291758,0.791181646188882,0.48872914914521975,-0.12438874318179599,0.3297584289239818
11,2m_temperature_min,-2.1368558612946873,-0.9401005298536407,1.0678892497434262,-1.2004099470422116,-0.5817768632390606,0.0576485088330598,-0.28550880167893217,0.5415368648931087,0.11516843841840284,-0.09786469977390715,0.029519485776183133
12,2m_temperature_min,-1.8770808481037637,-1.6128699531372261,1.3515470868460033,-0.9564149437320251,-0.29237914139102306,-0.45945888452744504,-0.4585937629719319,0.09625819228601054,-0.11484132190671922,-0.040377907184719106,-0.31077093482184154
13,2m_temperature_min,-1.8098084349975991,-2.0721441905524274,1.6699608540283686,-0.6448484840592317,-0.22454319616461058,-0.5993169630762767,-0.4706800582803406,-0.27934489733948387,-0.23767519315362154,-0.18139086268965202,-0.24710107679444884
14,2m_temperature_min,-1.9032104866031716,-2.0799547006706756,1.6362041017722286,-0.37751195032910334,-0.13426920443813758,-0.6505293600904141,-0.3211852366997807,-0.4941325360499681,-0.20463918173732476,0.028553320083417478,-0.11735629187925944
15,2m_temperature_min,-1.8251721010189164,-2.4466777807149085,1.2602764327878138,-0.09341985986648457,0.047600897299260966,-0.66814070023718,-0.20256830742220155,-0.4959489675034879,-0.10241052568386944,-0.0919364147410384,0.04583577185994278
16,2m_temperature_min,-1.453642462696965,-2.7519993490523484,0.857036756530612,0.39063523791320437,0.3599809838160213,-0.44801144552442335,0.0527897920165151,-0.5776796357390387,0.04025178422405205,0.1489902467317503,0.15840554922532632
17,2m_temperature_min,-1.1118078500645066,-2.895917014037836,0.47602308718079567,0.6310495824882414,0.88477539836195,-0.29731727723974377,0.5343868599864127,-0.16766098645140787,0.4687223068299373,0.2719489771320206,0.37271790841209135
18,2m_temperature_min,-1.0102257471115281,-3.0649350813132212,0.01495307765168673,0.9052400152615586,1.0279887437630362,-0.24320665614727047,0.7305349409159186,0.31884436320830345,0.3345678990905653,0.11916912761016701,0.18332359149152316
19,2m_temperature_min,-0.7105739300298252,-2.7249880727705116,-0.6288128679318398,1.0850948979989627,0.8318272279214444,-0.03199264525729613,0.6257742944660342,0.7069522638970859,-0.19441194866494693,-0.11019420518439971,-0.06143004903276691
20,2m_temperature_min,-0.4384689202121179,-2.721438594506192,-0.5826180946408764,1.0393191704260762,0.3530055426693953,0.6487746941056922,0.17678463385010282,0.6373129430398582,-0.31150002230977136,-0.25497874231913936,-0.2941201627066665
