time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18
1,mean_surface_sensible_heat_flux_max,4.160478517522112,1.5712391153539498,-1.2124974346907653,2.150965652723068,1.7329701152892418,2.1104394002769378,1.0114213189502896,0.6417723968150683,-0.009666096517180462,0.746029074529098,-0.578014704068887,0.27770555000337094,0.4415262573776252,-0.2434507369542787,-0.41023930833379524,-0.13480371435056268,0.007546638014227833,0.05648349073378103
2,mean_surface_sensible_heat_flux_max,3.9528710025675653,1.4818201915360705,-1.6024341719229924,1.9428748808762744,1.6092325234117861,1.6994555940698628,0.9589582882789606,0.32388276583712144,-0.3667815309173181,0.32000593166171204,-0.36401450636003807,-0.12304571835916102,0.06864098878620505,0.23761387425415167,0.3070201235542564,0.07600306601303905,-0.08297274570334723,-0.012567586203137795
3,mean_surface_sensible_heat_flux_max,4.188856674042269,1.3849827869736449,-1.466218346056203,0.9488677933667754,0.8602450772057073,0.18089706253762297,0.3721298207398598,-0.16282742338365452,-0.160104813433263,-0.6742143917609036,0.9011805497375522,-0.27014619939799395,-0.7108071972690057,0.5299230903418557,0.45940917822367405,-0.22391336541204565,0.07965013563570228,-0.245363333962549
4,mean_surface_sensible_heat_flux_max,4.392859161291785,1.4965102739990688,-1.4519293560835942,0.3999945502226513,0.5350499125178353,-0.81218945086236,-0.2299162847838359,-0.10538014763637424,0.09238455590074474,-0.6864428026929325,0.8812903626853378,-0.2300228803864663,-0.2544741204464839,0.4778052583112658,0.005917311048563619,0.23874833977187362,-0.229944260428584,-0.30237717871211695
5,mean_surface_sensible_heat_flux_max,4.287851227587327,1.6259031845264589,-1.8790338538344313,-0.21530275678661898,0.252878352771364,-1.2082750213324458,-0.49860748166931435,-0.710588773921413,0.12300457417491051,-0.14324319836538968,0.4322800973795646,-0.2384996196423062,0.0028038512656552704,-0.6291512018315136,-0.021798220670625475,-0.11346925272055662,-0.13652348399219574,0.7423238592858881
6,mean_surface_sensible_heat_flux_max,4.115509801567696,1.578195359265292,-1.9662415897802343,-0.48739310728722224,-0.2689781210984007,-1.2708988413847768,-0.6135024929079116,-0.7055154439908902,0.31016232860503135,0.021466045219717726,-0.09257103826912534,-0.1391925213911406,0.3292805632424544,-0.39837793247843534,-0.43154133210996587,0.046972982546802905,-0.030244799507142893,0.29366357039923885
7,mean_surface_sensible_heat_flux_max,3.74278179627565,1.0665079513182685,-1.5915174009723345,-0.8402445101379502,-0.8676041408610172,-1.159517624023663,-0.7238983379553974,-0.23913332365504397,0.4800538938270493,0.3854494706637557,-0.43678347361918435,0.24274023616199156,0.12761619064202076,-0.28518648056203283,-0.3334423106251582,0.0613420971396418,0.4264479780912435,-0.32218032855624246
8,mean_surface_sensible_heat_flux_max,3.707756365070682,0.6390181869258669,-0.6378903262001107,-0.9754226511456818,-1.2821720297617902,-0.7168959039404353,-0.8567344604320062,-0.1570481307279408,0.19565053454054582,0.4693704654870169,-0.8618987479946737,0.48098621060360097,0.01847866802460041,0.3087992890363062,0.6522769671693193,0.34995634776345,0.3923198026842529,-0.6999381319983858
9,mean_surface_sensible_heat_flux_max,3.407237743755765,0.2996247972273891,0.16612427284244038,-1.8533831458550483,-1.583565427703602,0.504275412429654,-0.8716745458546976,1.1093940907999473,-0.3500869717456296,-0.0344588575721516,-0.6498756115892417,0.2925215761300927,0.2084416784197821,0.25770193423295906,0.3460402319860392,-0.4271316022381236,-0.27112864936675424,0.467028349711014
10,mean_surface_sensible_heat_flux_max,2.91514691432243,-0.3783984197859669,1.1040861184374158,-1.8691329560754226,-1.3285347613770528,1.3520411246273234,-0.7107727235975778,0.6780900451364362,-0.42747488212141765,-0.5738212734307409,-0.025095525691766683,-0.27775655995264387,0.3524938122061175,0.27126601940552075,0.07777069780334678,0.04516253622486219,-0.5860708099672832,0.07099527447873921
11,mean_surface_sensible_heat_flux_max,2.27237181049078,-0.6094324513589122,1.455100447191142,-1.6144097733508538,-1.145581780220597,1.2165557640036393,-0.4039667730240668,0.40617394359112086,-0.6882312778464935,-0.7185156169307975,0.5396712778854144,0.07703973004333328,-0.004803463447661555,0.1990050356836182,-0.590675588765663,-0.0712160825938105,0.10640870853081356,-0.2655382452612832
12,mean_surface_sensible_heat_flux_max,2.914876305063033,-0.745256446232616,1.9452550228987495,-1.0556553056645788,-0.5301120821387232,1.0798651162336128,0.4008743287364826,0.3152873434152964,0.061404832602464605,0.5108561213039308,0.7380558424737834,0.5375984435628852,-0.6212605040594851,-0.6350652175677587,-0.2939280281448337,-0.17010583007358707,0.5063997535410122,0.11924391898300558
13,mean_surface_sensible_heat_flux_max,2.223493669889206,-1.621080956618561,2.301337688739341,-0.9197404543300572,-0.1956420407014419,0.8961442510626849,0.959270643000198,-0.406523749215641,0.750374071440042,0.34195445662023194,0.4646179030669276,-0.2911346534666352,-0.08802588133592659,-0.5607955635983439,0.39258504627667645,0.3000072470592744,0.18608525684256133,0.11729649242702866
14,mean_surface_sensible_heat_flux_max,2.2243221332731884,-1.8520002164653335,1.9765214962429354,-0.27209228282096753,0.18733931427645337,0.041626137283643595,1.286832233731426,-0.5292604235597259,0.301888413348996,-0.41895335758303515,-0.5043259861964584,-0.6294957521343635,0.18528254340970027,-0.12413254955670937,-0.46808798539919994,0.6633068811493289,0.005366199645888419,-0.5029218008866261
15,mean_surface_sensible_heat_flux_max,1.6179799277583669,-2.0574111775789685,2.0934930167758705,-0.12284169361453337,0.01956328684862479,-0.2348600231217495,1.0612280428409921,-0.49101694014335306,0.9460525158356355,0.2713446690771951,-0.32225931075085973,-0.48133480725650624,-0.3747952914764623,0.18741285625141924,0.6078296041879983,0.1754501844433935,-0.2582074215110762,0.4464399403128629
16,mean_surface_sensible_heat_flux_max,1.6234941586969849,-1.5444346416959243,2.2844453278058388,0.749306827449509,0.594131081626524,-1.3629793233045016,0.5503090541342868,-0.83934761332621,-0.10215249912756592,-0.20801623462038463,-0.5956991178312454,-0.21596666343491072,0.36763918238488014,0.5046241182068115,-0.5683714096296304,-0.47870799375846257,-0.14861658096741942,-0.022278602287297042
17,mean_surface_sensible_heat_flux_max,0.8538260702755281,-1.978315234134813,1.8859692920262525,0.7269746922609582,0.8366005091717057,-1.1716454837081896,0.14350273008534095,-0.629587862800261,-0.26830303386317056,0.5342013831701684,0.03752076032625365,0.5769458340370187,0.08770305281752504,0.41953564920930075,0.16227537454111762,-0.6098084336862953,-0.040913373524444484,0.04215830362392758
18,mean_surface_sensible_heat_flux_max,0.48558192939793615,-1.7865370808733987,1.7316387071317343,1.168631325665068,0.9105222979629056,-1.119114493187314,-0.3020755995885082,0.21436379352196852,-0.6048684194016284,0.5445403013844514,0.3864697841737276,0.7656718186347449,-0.03120016672942674,-0.015812588800632302,0.15753831433243476,-0.2768515784423331,-0.09640151287497566,-0.1098722680980194
19,mean_surface_sensible_heat_flux_max,-0.4168105067934167,-2.113294289164073,1.1057804462888414,1.8599652793195407,0.290443579024417,-0.9178993295885843,-0.8857960790265416,0.5429303830095913,-0.9597610538439708,-0.23878484843231365,0.16679163746647493,0.033276334374773966,0.07174987510727368,-0.19136346266373566,-0.11946981312418607,0.2268305908849632,0.019948422406940645,0.1530437500279401
20,mean_surface_sensible_heat_flux_max,-0.9044619697338863,-2.0303734867541854,0.3259143794457673,1.8307605993093619,0.3565656245824532,-0.6507250988323702,-1.449245560122839,0.9036780925754812,-0.4587754142885468,-0.40594731897278,-0.13602996836444103,-0.18129608276390216,-0.05954946230839738,-0.3001766333220971,-0.018894265157363723,0.5108135105574554,0.07397886342585422,0.15780207426642193
21,mean_surface_sensible_heat_flux_max,-2.2828634488855877,-1.8631063380319512,-0.13070259119280728,1.3538420767922734,0.7482424547782571,-0.4264970435256899,-1.1604332220378057,1.5230280561049294,0.642611946048591,-0.043849437470753413,0.2544762711098745,-0.6293054742032683,0.47005987826603934,-0.3588754844531867,0.30517001277027095,0.12181463359646845,0.12887211527374212,-0.27966055750098073
22,mean_surface_sensible_heat_flux_max,-2.5960748547653316,-2.197991507142047,-1.179671827127906,0.4895923692633643,0.13183515504990267,0.6179677876191613,-0.7887673669269127,0.15721340177341128,1.666443090837638,-0.19557490958442658,-0.059220519556107444,1.0387588713507687,-0.4896206568849216,0.0443521821982709,0.022251181548705787,0.005178641051150675,-0.0998021327144796,-0.018245021059843283
23,mean_surface_sensible_heat_flux_max,-3.451182179118562,-2.282712446504686,-1.7108331718284233,-0.13596011416385917,0.666771895325041,0.9270422121369628,-0.445243912576851,-0.5118499954020114,1.145333868981331,-0.7821385049419705,-0.12111475857882151,0.3935667731047365,-0.11051359954457099,0.4946581716447172,-0.5298997640026446,-0.004202693579120435,-0.28103835513333414,0.10483476810593234
24,mean_surface_sensible_heat_flux_max,-3.1010241552570115,-2.330002171508545,-1.5325242715632976,-0.7036736266239336,0.8104451289976872,0.7351444575476357,-0.07052148093675703,-0.4977732248235657,-0.0701461186515754,-0.9798321496536947,-0.2554800043067633,-0.11782425686367244,0.06073723950328353,-0.2362090391386486,0.10605476320612983,-0.2045734823484289,0.4418746096171562,0.12827774564446276
