time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,mean_surface_net_short_wave_radiation_flux_min,1.3915194905412136,-5.070626348025159,-3.407747090235731,0.32176836634658046,-0.00918529368899616,-0.27964328702859453,2.114462653675153,3.190194841948438,0.20176548736573555,-0.26756494377136814
2,mean_surface_net_short_wave_radiation_flux_min,-0.3155042696727755,-5.433095366270506,-2.6015325960179,1.9329801977131815,-0.494094168592123,-0.5955063271319289,0.6214991438274071,3.084628601669123,0.3332760127251971,0.12655221830201616
3,mean_surface_net_short_wave_radiation_flux_min,-3.985312129704603,-2.9399553463957973,1.053930522913788,3.4016939740946994,-2.468245168950963,-1.1029731519087513,-1.4673962888708256,0.4185298711967955,-0.08319202834800733,1.023072273264593
4,mean_surface_net_short_wave_radiation_flux_min,-4.843505393076304,-1.8833079583044667,2.1044077078992265,2.676814578626677,-2.4292344882052515,-1.6097080940619284,-1.0264850365832618,-0.15416222486261405,0.06378392464859237,0.7792875297953322
5,mean_surface_net_short_wave_radiation_flux_min,-5.436079382217282,-0.9587470294132271,2.5089015006027093,1.3436057889655146,-2.3653756188810915,-1.7090487046992995,-0.18483337209969616,-0.363277291719022,0.33267078696095015,0.12682686785984562
6,mean_surface_net_short_wave_radiation_flux_min,-5.639624633441384,-0.18666787098204612,2.0610731350333715,0.1021578188532887,-3.045995343853601,-0.5369045433309091,0.8265729321711093,-0.6141059530249936,-0.2638714028150636,-0.27468558516889235
7,mean_surface_net_short_wave_radiation_flux_min,-5.484832444774302,0.8362085155960784,1.302196448140707,-1.3479468872869262,-2.8648506425248517,0.5811924790037682,1.5899110920275799,-0.5375685081891124,-0.5986178454194461,-0.4573389132307959
8,mean_surface_net_short_wave_radiation_flux_min,-4.734927597634083,2.435957859722407,-0.1275039065635793,-2.4190088731191643,-2.724243740083807,1.7147357435315342,1.2180292040139864,-0.10398552698087994,-0.30940152855042985,-0.40056617551485446
9,mean_surface_net_short_wave_radiation_flux_min,-2.9997724071645426,4.186722846183722,-1.5088443836182412,-3.0286543292911006,-1.8722627945579153,1.9054607564564827,0.4955503637292778,0.07933996384589503,0.22483388532085433,-0.5310525695421779
10,mean_surface_net_short_wave_radiation_flux_min,-0.44551422511832695,5.3445797688020065,-2.9326534917483094,-2.4804637766053412,-1.193160316901822,1.7497525286418827,-0.8296341711784848,0.37808924499920493,0.4750089681712598,-0.1911652664882407
