time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16
1,k_index_max,-2.134613487147181,1.821671228310211,0.04793731077718762,1.1674135534395456,1.069510839273965,1.0506430582769435,0.3664919556695746,-0.4659407901820517,0.5034805254187291,-0.012772647507193435,0.1370388973383221,0.1180146548482461,-0.026020546912945988,-0.08136009667634023,-0.06182020681721705,0.24331020296414604
2,k_index_max,-2.208417333591258,2.057008395477276,-0.04318686575197565,1.0754449374684765,1.0300075385830036,0.8597240719665814,0.08967693361551284,-0.12451560891889762,0.10086490371294958,-0.12955697609190256,-0.007906454433429255,0.022337171898707504,-0.024280367671151333,0.2543018287973108,0.1536344223076045,-0.2600729111882337
3,k_index_max,-2.1402684265183853,1.7775336145858696,0.24339404119758107,0.6970754091123897,-0.03109448164193094,-0.28000391591364876,-0.7212472616368732,0.0737810279691002,-0.3682973419242773,0.31288793123481407,-0.5750264442075913,0.0355101858555844,0.04416849584043254,0.10467521735376485,0.03687933182900622,-0.026724519458539566
4,k_index_max,-2.3484531631063916,1.9208552679605313,0.529504164626673,0.29371124251847874,-0.03662035260351398,-0.5978277733626591,-0.6260876819951788,0.2369474046572532,-0.39670667218892547,0.00219394166585657,-0.026174111948332808,-0.1333086147999387,0.06840980520257192,0.010279582304303682,-0.15015300994952302,0.19895133159792536
5,k_index_max,-2.4057008008950582,1.6777268052796426,0.5392246732631586,0.010249508195356036,-0.3370521480412859,-0.6872139894564835,-0.14279545279125497,-0.08731993111578384,-0.12244365923913768,-0.25284849843467144,0.09979143491158798,-0.24680684344018103,0.10063193967209667,-0.1845136234629363,-0.08037861588765138,0.030628703828167226
6,k_index_max,-2.628886815864406,1.2110908425068625,0.6281072352343179,-0.3801702548858068,-0.4249578445655666,-0.7437764177749712,0.17730587590569397,-0.071798159663581,-0.053516280075568294,-0.13980705499714557,0.4144519743964629,-0.23097479845015556,-0.17920085084967077,-0.14710594260944274,0.20373962923310365,-0.15589436177643756
7,k_index_max,-2.719392638893357,0.6133647330145789,0.478502469044267,-0.8244558394320829,-0.4636265258983064,-0.47077121697334323,0.610809052342517,0.13024751775403248,0.04787385359059768,0.1472258047040075,0.2362680058988414,0.062761634311832,-0.29810885373644375,-0.04848161599571362,0.16689781000467,-0.12901425862595572
8,k_index_max,-2.7377826413402784,0.09515871239724959,0.33999929701543363,-0.9367482451469615,-0.609941582729803,-0.04229395489861291,0.63249200241793,0.09276657139253355,0.167638254632122,0.20874053272712553,0.07128123997978214,0.27457879748624636,-0.09203034755131723,0.09245712715752752,0.02977239989575792,0.025279880439030906
9,k_index_max,-2.646358906689826,-0.14907437972541376,0.3316402796471424,-1.1318111167773965,-0.6335414961094219,0.37926889635972083,0.34305934175871355,-0.059478366664347866,0.08075124568031238,0.17671167770001595,-0.003122283588763518,0.4589278888021471,0.14016825591984927,0.06534898237765041,-0.1798587231720706,0.27902374177019007
10,k_index_max,-2.364011727539248,-0.6304594083814911,0.1014529308780368,-1.1620586232652677,-0.4341013869986142,0.5749250498382152,0.1475705718310791,-0.15935863597689778,-0.14037379166153116,0.041184812734965194,-0.23917849925058715,0.10487408674749978,0.32893610137188956,0.18158064937651464,-0.25045281466837066,-0.038339089321805395
11,k_index_max,-2.2394154432947952,-1.2003910786089942,-0.12401249233622835,-0.9345033754362059,0.03279185955208818,0.7042578900034806,0.06060125936407534,-0.19010038583222835,-0.39759393215596367,-0.2960189529303016,-0.38212520644520265,-0.16029592331724257,0.09090941897384112,0.044469186581987424,0.055777998079684095,-0.30030782368817993
12,k_index_max,-2.0417225663397183,-1.4883541424404043,-0.15148165500615451,-0.8108547134467674,0.4381977474847217,0.5023495063715833,-0.48673985678096354,-0.250491220431297,-0.23257326220129132,-0.334701520234468,-0.2718932748045953,-0.29963650254999735,-0.12789397453473186,-0.2500365133853392,-0.012400205609985292,0.12402086946409738
13,k_index_max,-1.7735674869644253,-1.8862028900286953,-0.6901290029642991,-0.6587821665784298,0.702134605053923,0.22281941115019369,-0.40966215302570713,-0.25172764105706513,-0.11525706286776034,-0.02431671860368783,0.41814687735812817,-0.2481195908263742,-0.14655103764847655,-0.13864862312476037,0.042945065738730845,0.0465237714510158
14,k_index_max,-1.9292937079828203,-1.420294712254633,-0.23994450657176844,-0.3866010936050188,0.930323875049749,-0.2507562413944067,-0.373162203821174,0.755202883857132,0.17971327337122522,0.03197717708531213,0.22293119969436595,0.08897040896732651,-0.20421067145478985,0.040334157880649736,0.09342363799160842,0.17092233087729256
15,k_index_max,-1.5923793160927264,-1.4703217689102666,-0.09533671574100487,0.1980364318261837,0.7068305881184175,-0.3433830303060758,-0.4158567195666606,0.5747951668922224,0.3848950914471917,0.11888768528903605,-0.021652986325079344,0.1365019356262162,0.10987974757445929,0.18147034045955587,0.09748091739233014,-0.057243604018107505
16,k_index_max,-1.3250708561342033,-1.3804140926234107,-0.11237152950251023,0.805391964649568,0.31655546040591687,-0.7269555183457399,-0.08773558452960013,0.0019766168958315197,0.7200018233826184,0.29259127583477984,0.013654222847080281,-0.06706465399876704,0.3597115783269033,-0.00923491960239791,-0.17112266729966527,-0.12067112501648809
