time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
1,surface_latent_heat_flux_min,-2.701960706673254,-2.2716956557692116,-2.0825012054981915,1.7117905466289587,2.1570265209759563,1.0090770954582824,1.4858846897136189,-0.4389226879567141,-0.20165128230796567,0.800817681254602,0.7908555880479192,0.08086692138048797,0.06445237723720754,-0.036913153738448015
2,surface_latent_heat_flux_min,-2.846974315972874,-2.367694226618227,-1.8171624891359377,1.4942174028580115,1.484835540387175,0.6022591329178023,0.6166832764107861,0.04269962291952702,0.4938735645768559,-0.31354163070535024,-0.7272335873236222,0.03389011496739372,-0.18060050809509307,0.3635277353478905
3,surface_latent_heat_flux_min,-3.2105425588717518,-2.5816923836552403,-1.2305972147932187,1.0888013779528298,0.2285795457425106,0.24117341772819373,-0.8898313916688937,-0.35900327800348825,0.20523648480489487,-0.3735995886311518,-0.5029970555671189,0.2774736424912682,0.17312335339683904,-0.2966857757560159
4,surface_latent_heat_flux_min,-3.284007106793299,-2.317237723582989,-1.0025893236739325,0.6346132944717569,-0.013438185477342785,-0.166792463898692,-1.0559942873148056,-0.1549550013578865,0.113917220274597,-0.39754890869254633,-0.22665075895967918,-0.069101246808748,0.2611404840802918,-0.3985193264121578
5,surface_latent_heat_flux_min,-3.4963175033753666,-2.207399564430811,-0.625139426780937,0.24441915572802614,-0.4873793515227829,-0.6861671046656942,-0.8322432975984755,0.2518669946829931,-0.45468810168069707,-0.07395599406107979,0.24001845078366063,-0.15781218273319117,-0.25189813629206226,-0.21982790451273437
6,surface_latent_heat_flux_min,-3.428826325266723,-2.104538771614482,-0.4423746763554589,-0.10831886445015236,-0.7980465283653667,-0.7112915724632917,-0.686186944106339,0.4209060983594638,-0.4857724129290114,0.09868244073396773,0.46942449879926473,-0.20526965423044619,-0.3183517039555362,0.13123411485100797
7,surface_latent_heat_flux_min,-3.3801651525067835,-1.7773604947260166,0.1517478136587077,-0.48200129879076725,-1.4743648025555791,-0.5835739897715395,-0.06858180430028082,0.5139681696135113,-0.16182821522423987,0.11096026071020026,0.28322527990840474,0.014164512781722271,0.13708199040905797,0.6412134556029893
8,surface_latent_heat_flux_min,-3.1316482692739425,-0.9227256407870329,1.3578908628196331,-1.098642033883216,-1.423619504667152,-0.40817408484115747,0.8405867576716876,0.48325026732508164,-0.05033125794116452,0.4869344217955648,-0.3031834615597089,0.2487023451278362,0.3593019984932001,0.2460799460791036
9,surface_latent_heat_flux_min,-2.951896956087101,-0.38852225842268945,1.8153711817691112,-1.3334726471755174,-1.1882586109085262,-0.05883525197737918,0.8505567723886953,0.2898553884569013,0.0685703175888714,0.29333724993980503,-0.4135021440100098,-0.017478187258418112,0.07255252463470653,-0.17043932268632858
10,surface_latent_heat_flux_min,-2.82700705844993,0.24399406150314698,1.9563930628905235,-1.3543797970072569,-0.4917479584033595,0.27983260635562657,0.7042920884603245,0.08701459564664818,0.5219257180048702,0.07767748231080145,0.28798083559719856,-0.15568710224942248,-0.3510193369883821,-0.5721164446570021
