time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,surface_pressure_mean,-2.2594310344017314,3.1603433778112637,-2.2603629308695896,1.268042923939885,2.309181805869127,0.7454771899627671,-0.23641040155929505
2,surface_pressure_mean,-2.4091902041432856,3.0394991369410347,-2.0690185174044085,0.8629108184942714,1.552504618450514,0.5189534474801484,-0.01623062835936724
3,surface_pressure_mean,-2.7756171690830356,2.3690741010509946,-1.6718805092678075,0.612296887075973,0.3577119016555227,-0.20456310574593956,-0.033696571492159245
4,surface_pressure_mean,-2.878097208659957,2.2565257276901063,-1.257234328354664,0.2867764637158879,-0.3972635721951168,-0.7622108477271429,0.29700633444749297
5,surface_pressure_mean,-2.9549883842057802,2.169150779102633,-0.9820741648752744,0.05575643825660276,-0.695059348260575,-0.80557623197883,0.3515458287177306
6,surface_pressure_mean,-3.0099651994954093,1.9995458235088577,-0.6666178664785076,-0.13085620450389363,-0.9478045282696843,-0.8290507982782815,0.2953297336957774
7,surface_pressure_mean,-3.0070726192598234,1.7941431736078917,-0.4206586051572792,-0.37839155744320646,-1.2099878077870743,-0.6729404779707229,0.11916745558550203
8,surface_pressure_mean,-2.9917868862687524,1.4205990475544585,-0.11413687532416768,-0.5675279075078248,-1.3563289695353598,-0.11466634207528785,-0.10524758357184906
9,surface_pressure_mean,-2.831739977472346,1.0454488437736167,0.1532133310630918,-0.6471297996627994,-1.2907461478198348,0.5849996306484114,-0.3833310779205927
10,surface_pressure_mean,-2.7630974266481063,0.5415212376017796,0.3327305874708886,-0.6475905668270154,-1.0082688286309902,1.0797111735002416,-0.6526085374534512
11,surface_pressure_mean,-2.716760430581612,0.0044763783402380665,0.8094307393895073,-0.6520603988197297,-0.6648896450503866,1.0931624763292382,-0.3500610576100789
12,surface_pressure_mean,-2.833902996630867,-0.4417705500427441,1.3149803059133691,-0.7668413620337138,-0.25963690338257994,0.8865764535681886,-0.008779614093449371
13,surface_pressure_mean,-3.1173502418126424,-0.5509840616514957,1.558725396434505,-0.8125431485826293,0.29703998089902833,0.38635679512802357,0.27007486188245766
14,surface_pressure_mean,-3.3039684983239233,-0.774971472477038,1.824955843704722,-0.7709727534452492,0.6970855883010454,0.043407573162082894,0.46626467607463484
