time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26
1,relative_humidity_600_max,4.0979504015358295,2.942844999177795,-2.456706436409211,2.6155034598477243,0.6462207659099808,-1.3625396306830664,2.46900788441536,1.43792801374245,0.2028413922828976,2.39874071400346,0.21963945106500024,-1.0316968426781197,0.2769557165371144,-0.06325316881080603,1.422241153390827,-0.2668329902222354,0.7021784910329044,-0.35714236232224256,0.23124911767954465,-0.06667448916747086,-0.6663977700720243,0.4537600002731855,0.6430899097909634,0.020110640806312464,-0.3766153665522392,0.3871283313419258
2,relative_humidity_600_max,3.7145877785041237,2.9770255680931763,-2.7084734968673283,2.3243842228213256,-0.9159678773784982,-2.8286481917343886,2.215078560775724,0.2297884049084696,-0.1567179116071971,0.1903928140937947,0.46501110677558255,0.4748877923194006,0.03413162308694181,0.28117115939654996,-0.6347837528358211,0.7977884393717234,0.5455327480282648,0.9611481743115167,-0.5268862405289473,-0.1786337635151014,0.9076005145654447,0.047254122233388283,-0.4085584792763183,0.499908685665591,-0.27214360055256875,0.010745210121605035
3,relative_humidity_600_max,3.750689063294762,2.504531228079483,-3.276562293624934,1.345029055723952,-1.3798246570796795,-1.4104902434522324,0.33435784905055094,-0.08737096524656561,0.03609043322809996,-0.8320016833985445,-1.7419546984449374,1.005981828773521,-0.7265746099740511,-0.8669241647333574,-0.7121794337221361,0.08201091699281941,-1.2116214247932573,-0.7725358757360841,1.1897858586509564,0.6720901867092214,-0.08330773064379302,-0.47355118920588785,0.7453573963556708,-0.3155719080797967,0.9779497592911858,-0.16829005351747753
4,relative_humidity_600_max,5.360486807209222,1.8655372495253697,-1.0775713024913829,0.7797657271339175,-1.3007959682320964,0.47725590241269583,-2.0009729694282377,-1.2499606219383241,-0.11708029580559064,-1.2047277473570486,-0.8990677097364198,0.553726360877653,0.386018068201454,-0.8587163843615152,-0.3437708096300464,-0.23795775633489025,-0.6638906649143708,0.4950344695392481,-0.09210521414317895,-0.8637371072940317,-0.9322948263259718,0.49099410232097496,-0.3879934001430852,0.7796233478050321,-0.8926296824411729,0.596749408865097
5,relative_humidity_600_max,4.55721727319361,2.2856089115354297,-1.6559160707723535,0.06963646809024246,-0.18416986877830074,-0.22271237808648925,-1.6158749509950414,-1.355324032895145,-0.6471993927645261,-0.16277803598811083,0.18888084117723916,-0.24705217873459995,-0.33605394689749046,2.5049619860053474,0.08295525903714573,-0.6994189595850567,-0.7398125364826342,-0.1601709208317487,-1.2911569097050497,-0.9582857313482375,-0.16938773575678515,0.13757633140823355,-0.1369266018612478,-0.8815933057361646,0.5023665365831735,0.08849931208932978
6,relative_humidity_600_max,4.332341773632996,2.8664112520381626,-1.8005321355773467,-1.207125564493951,-1.581108706070912,2.6106249917770854,-0.2735725629721585,-0.16966594749199157,1.4235000793516037,-0.06820754016663363,1.9385874396109204,-0.6009399659441684,0.1122019575980228,-1.1791792332290374,-0.03754087184577596,-1.0497024897023655,0.01249528577434717,-0.5096997255422253,-0.5436641544390981,0.23552720628392607,-0.09451423455067752,-0.9538260559874502,-0.23857339137166986,0.36376163207547013,0.4051317354597242,-0.02446690951227734
7,relative_humidity_600_max,5.488334957806218,0.9287529712870018,-1.2168669651383317,-2.585899680729948,-0.48569775822249156,1.222062499590635,0.3204226846755718,-0.7084531299426451,0.9285049229009275,-0.8739675777414094,0.9517620370645782,0.20807181260283966,0.7976934811221212,0.5943200871472881,0.48135024165474066,-0.011724131257434366,0.3433123920878061,-0.33513760973989215,0.021403877418225865,1.465359550369399,0.004290810368060726,-0.1159656274756756,-0.13822261623052934,-0.429307909649849,-0.6208672038355936,-0.8204028805366652
8,relative_humidity_600_max,4.586380973176852,-0.059835763162458755,-0.41373326425581913,-2.254997073254706,-0.8047584251979061,3.001516500682265,0.16553260855871504,-0.1362415541550131,-0.3040599149758456,1.247253199882961,-0.6697762571291698,0.042061766748802375,-0.8704324121001022,0.9341083169922394,-0.8707849919856898,0.5569833456202304,0.5122679799583422,0.8503818043986804,1.5525042658043011,-0.3585093140366434,1.3429799191883423,0.09498481941848672,0.37623858045762276,-0.25607263864561125,-0.33069565127289846,0.22168495491180243
9,relative_humidity_600_max,5.495121718303273,-1.002801527914189,1.2911374146106767,-2.41267606988682,1.2310650047387193,0.8462978506991409,1.22732849434174,-0.1453326527867809,-0.20942249850610895,-0.16076655618634733,-1.2062237294831955,0.07032012663751452,-0.2726774866802535,-1.4273222717530532,0.5020258506704668,1.6445758169238334,0.40410504489658367,-0.154578269484192,-0.7096578490283185,-0.24971839875771437,-0.061341661817670715,0.6715415589382976,-0.9874264457263191,-0.47760863581895435,0.7357055102061312,0.12388031336417536
10,relative_humidity_600_max,4.731624677476199,-1.5943725743752934,1.4098702653692357,-2.341792411421322,2.384494904062293,0.2910861897058965,0.4625783177500304,1.011102952493373,-1.030457309292907,-1.0652798340009346,0.0042187429888620506,0.29008158846335763,0.4281342770181003,0.5292896872954623,0.760794312181553,0.7508216258327436,0.5414858369138922,0.41270482147239657,-0.07730745882124258,-0.9276504634356195,-0.3361819127980517,-0.7733040026754242,0.8305760092950208,0.8308812957566052,0.24034745910236915,-0.41683368033099477
