time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,surface_sensible_heat_flux_std,3.159945486556264,2.7414326728258818,0.211005613670083,1.672143837217159,1.1655341088063274,0.6409101565191659,-0.41139071866631827,0.12832115923457782,0.049380310882401135
2,surface_sensible_heat_flux_std,3.3346915069671903,2.4130557051050263,-0.11552983206548745,1.5143375430839536,0.5401676699493816,0.4686725543917597,-0.01298834126697327,-0.012071888960148595,-0.0011063650639111635
3,surface_sensible_heat_flux_std,3.5793177201896955,2.1185800831095563,-0.45208871077317925,0.5078174772343647,-0.1794201583253817,0.15048272559006834,0.4064899447739691,0.058986957865157764,0.040615458255431176
4,surface_sensible_heat_flux_std,3.441615008709584,1.3540687676461034,-0.80471944076224,-0.235681819347071,-0.8054682140092022,-0.109646300180132,0.421177145989822,-0.09743240768005342,-0.04958381900776033
5,surface_sensible_heat_flux_std,3.303430034886662,0.912854071067581,-0.8462564339294417,-0.6676762269848485,-0.972008301305596,-0.23126751104366344,0.17695804729088357,-0.1299163700376252,0.05814388763552726
6,surface_sensible_heat_flux_std,3.14482020125023,0.3733343012169424,-0.6838399668109878,-0.8847162152500113,-0.9470418132669195,-0.2840825665375302,-0.0815552108895663,-0.09999097388668138,0.0031157067703227494
7,surface_sensible_heat_flux_std,2.9122528751258736,-0.2874164462806101,-0.23173736687668328,-1.0330159348487826,-0.5500138125839759,-0.4204277109471822,-0.2939965942227978,0.028820823343894617,-0.05415780559709742
8,surface_sensible_heat_flux_std,2.533969865199034,-0.8870159133977183,0.26783385007820293,-1.1043331543014374,-0.13538546903844959,-0.49533048268318186,-0.27797953624015476,0.3245534820548571,-0.21078797505081176
9,surface_sensible_heat_flux_std,2.123452116006218,-1.1293871774835074,0.6943945657656847,-0.8407260742885294,0.3454897536061345,-0.42206537144957595,-0.5593592679117376,0.5219327647400855,-0.2356127804296909
10,surface_sensible_heat_flux_std,1.7543545245097707,-1.095009482045805,0.8539600746475955,-0.6400120669663646,0.804774308974795,-0.31819580079755877,-0.5333722288682148,0.35350251166927216,0.19578948828526743
11,surface_sensible_heat_flux_std,1.5458289982745492,-1.2520628428883713,0.7094665942165682,-0.3276285141694964,0.9770186673723997,-0.4810767860059367,-0.03984128369230864,-0.05386453770946626,0.5273181739014523
12,surface_sensible_heat_flux_std,1.4655244537294818,-1.6514834885350187,0.5480170740605583,0.016904328361995603,0.8818339472589788,-0.577377228058472,0.41251693522193605,-0.3801567306937422,0.09253859629920931
13,surface_sensible_heat_flux_std,1.2223940907546145,-1.7552947300438067,0.38938355514593587,0.1477789113637694,0.6879951793578851,-0.22785869067280048,0.8577577865442125,-0.48334682098368575,-0.08218592189587406
