time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15
1,10m_orientation_of_wind_min,5.528546918902906,3.9523587723346183,0.9181457139286323,-1.8976475134295516,0.5780265397728335,0.0017807931220944514,-0.8661692600907681,-0.9550755576708595,-0.10607116818500754,0.04262889371687276,-0.5075347038953453,0.7734435654795216,0.2367899615317602,-0.642411155623226,-0.4549239227759567
2,10m_orientation_of_wind_min,5.6387357747065945,4.098495657677435,0.9857111888784327,-2.011154436292572,0.5835297538959833,-0.02029688217622548,-0.7468087075751437,-0.7696702241550897,-0.07193289838947627,0.08768433943311976,-0.310611150266827,0.47044421179744994,0.0462561539914793,-0.043703313784447625,-0.09480772039806244
3,10m_orientation_of_wind_min,5.49342293034161,4.076173185239407,0.8914793726062609,-1.6117058987093746,-0.14369612003838594,-0.3466791921130554,-0.6355733446825413,-0.6902735321887655,0.021651504272019735,0.05282199843960138,-0.12092034152831559,-0.029809276740838962,0.002907857946884146,0.3849691304977024,0.13834040636079334
4,10m_orientation_of_wind_min,5.292246353416506,3.868109923099052,0.8598067098307807,-1.3518976809001038,-0.5361971396827311,-0.5406873875558367,-0.6279683924749688,-0.5471548620862774,0.30023502472365976,0.03945021748440567,-0.06962061726019,-0.1783857911222362,-0.10338141350341894,0.4522302774853707,0.17474094427280393
5,10m_orientation_of_wind_min,5.103017955216558,3.6246912804743325,0.4574125497703291,-0.43852935519660563,-1.1843618200513861,-0.50013579765475,0.052472818765803037,0.9327497170280066,-0.0706448378853235,-0.04056664105210823,0.6219478604229466,-1.0568135298899355,0.24349415626687954,0.2916994908828189,0.13374277334430587
6,10m_orientation_of_wind_min,4.422089224908514,2.5425866219263082,0.35494372010423064,2.286829082568853,-0.755668419090507,0.21761592595394144,2.3149009120615007,1.5996112373221678,0.27202559913215263,0.19421437279243287,0.6832031304200022,-0.42626856153811005,-0.6535569490933443,0.7074405232108072,0.25362106413990937
7,10m_orientation_of_wind_min,2.9157020472188906,1.6835838746057294,0.2339947127000342,2.9215513377446545,-0.7759866006881955,0.23388793514158235,0.8570289447886812,2.240877455038456,0.08292332325250933,0.4866778711945904,-0.5587402543237134,0.8274378877995913,-0.48317370805225784,-0.8458575686018898,-0.16228259679305743
8,10m_orientation_of_wind_min,2.776329375588646,-0.7317286350500288,-2.1903027161310296,3.257263738731084,0.752072895815237,-0.1960697751317649,-0.22389867759937063,0.707352314405195,-1.0047127997206189,-0.7523350323803671,-0.12460783044034798,-0.16661882754559978,0.49270656620489706,-0.8612841098159743,-0.6125069929548285
9,10m_orientation_of_wind_min,2.7916904112086818,-1.326944162205718,-2.324194814431013,2.408364797521475,0.506545077061889,1.0409337618136412,-0.6465988383845573,0.8619829984006822,-0.5913889274436667,0.13476322046952746,0.2552052851482991,-0.13796515361879683,0.6849571829996252,0.023863301102754645,-0.3267526635261564
10,10m_orientation_of_wind_min,1.987564318272762,-2.305994983708968,-2.5273676895387402,2.5793275085282095,0.5983395757462101,1.2010168682448294,-0.3728356127345096,0.3998959929907258,-0.3221748246344591,-0.08272723130563824,0.4922302196743613,-0.34583390456865387,0.5587474937838878,0.057429317989044125,0.4021764373618208
11,10m_orientation_of_wind_min,1.6701310433194305,-2.6694617818236637,-2.511574688181319,2.093933732132629,0.6807110166672035,1.0467170532175398,-0.8144993442083558,-1.1484747612905108,0.04566313836742996,-0.04307004710437667,-0.0905911191760316,0.2983997516378123,0.27522991899475163,0.38569191358661564,0.6441929120546208
