time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
1,100m_orientation_of_wind_min,5.531405455646353,3.9879016891267858,0.6493810730463098,-2.0565389857346914,0.6911206725081966,0.07738602649244267,-0.8001831011580542,-0.954917902500822,0.0035797311401802403,0.39965345594824897,0.7981473620761605,0.689970462434777,0.846133970129153,0.21947793582929598
2,100m_orientation_of_wind_min,5.668613608000807,4.17835942788412,0.6882084724363898,-2.0905155396774684,0.5652867831083064,0.023775271992895853,-0.6726609068655007,-0.7953091591425261,0.06392674673337481,0.254310249230344,0.25187542152556114,0.1500218453214958,-0.013961631932247281,-0.29779593655446046
3,100m_orientation_of_wind_min,5.476782240548551,4.048486989666442,0.6053474743426149,-1.5645102477744768,-0.29838161926716505,-0.32888468252918845,-0.5755236429824904,-0.8242830863525851,0.1394364802611251,0.06691121726347571,-0.0886211631439825,-0.24567447086832211,-0.2620914574533578,-0.29406150285707333
4,100m_orientation_of_wind_min,5.3421890052967775,3.9090231839048384,0.5347275561497505,-1.4123296057463295,-0.6379317001841371,-0.4487548898674342,-0.48411936407159056,-0.8917930483911739,0.23401681220715081,-0.03533995325205908,-0.05288605223474456,-0.2680722451717004,-0.43328085999115123,-0.24959448979302068
5,100m_orientation_of_wind_min,5.105907370800752,3.741638729568388,0.33710194275818905,-0.36752324235053735,-1.2244347835926852,-0.5352312189551752,-0.00545340431881284,0.8015636618142844,0.022902073091991493,-0.2960550830529113,-0.9396902048753006,-0.7697298711280958,-0.035497071055550694,0.36544059179187116
6,100m_orientation_of_wind_min,4.359385452797839,2.4653751048127823,0.6483299826616061,2.219170740390999,-0.8293877680941399,0.26144923710914425,2.1271420559831644,1.8182705149344482,0.03325233449722352,-0.33504889025096024,-0.8194294390552282,-0.21106564698460734,-0.928155534431309,-0.291826538453602
7,100m_orientation_of_wind_min,2.9017714322290535,1.636261687068724,0.6118780813104114,2.8234142944292175,-0.8222892170150559,0.10448171048170075,0.7895861230968704,2.358198433357016,0.36917272759822595,0.4483661970671313,0.4313171350534915,1.1843711973324416,0.1670532817592352,0.2079490087720261
8,100m_orientation_of_wind_min,2.871299399356273,-0.510995035130755,-1.5982592426461655,3.4661860151875397,0.8498755826913458,-0.5672280291965932,-0.4818997542655657,0.9570860588536957,-0.9823481896826531,-0.41394982145898934,0.21719799123935843,0.4114729328777403,1.0116573101968336,0.2306297865096421
9,100m_orientation_of_wind_min,2.763520213133987,-1.3039681187032208,-1.8985735422728747,2.7702066760537947,0.6899217182767922,0.7571735975834792,-0.8313205930345676,1.0177801412752656,-0.5014588800270368,0.3074388226417457,-0.13714538140797783,-0.3898656393100006,0.5721542174050244,-0.2913988923988359
10,100m_orientation_of_wind_min,1.9341985456817097,-2.3058493116985628,-2.0385710354294773,2.924539738675807,0.7957486155044752,0.9579557480605968,-0.4692206201049943,0.5563988124675012,-0.34961823549309784,0.06399356432991764,-0.07260163626333159,-0.7801705805873129,0.1004684671670793,0.2571043996521249
11,100m_orientation_of_wind_min,1.5954283291887226,-2.8435652342951463,-2.1066257101600097,2.2491984815844717,0.7494265964185987,0.8937879261217176,-0.6954685852920646,-1.1292799012894859,-0.13028094459375933,0.1973631490790223,0.6222089012037878,-0.5646871215911461,-0.26382114077150964,-0.04915809225225079
12,100m_orientation_of_wind_min,1.6331847523765317,-2.953176138066861,-2.1935308969613576,2.1073641145008706,0.7219041196386906,0.8423024964685436,-0.6045026124765148,-1.06751249017191,-0.14346545258661306,0.19799177552453667,0.5789158022693508,-0.5320828769617703,-0.34068367701178426,-0.0932755115655355
13,100m_orientation_of_wind_min,1.5788946080324393,-3.3631140315704737,-2.4705019272771955,1.2665457311299906,0.7443064793653109,0.03214003217256753,0.22378840110410145,-1.2136897012648753,-0.1455109150496182,0.4873660330121946,-0.020738621720915187,0.7804762366247047,-0.8515390357233192,-0.20532774679156673
14,100m_orientation_of_wind_min,1.2049844853889942,-3.750607771542414,-2.4782695281594553,-1.1551112417310592,0.28809638524490366,-0.8218998911347594,-0.40655910624407365,-0.4902000076160195,-0.3397895047646347,-0.40130073224617496,-0.6396523543106729,0.6376984745837564,-0.5914195371009963,0.6207390572131313
15,100m_orientation_of_wind_min,0.9971794993676465,-3.832075891093232,-2.1912959082443177,-1.4879910333316253,0.5535861209324022,-0.9496953825920988,-0.24867995482609895,-0.2086873610574241,0.027214937073811844,-0.7568780461479185,-0.7543987413389125,0.7918996343858433,-0.46017592225752785,0.33208927529069454
16,100m_orientation_of_wind_min,0.8924166673527366,-3.7001861711557384,-2.054363241600571,-1.8873396366133057,0.8724117673446606,-1.4932096974079418,0.2645575603035841,0.07302157128907978,1.1994050653684272,-1.749157168874594,-0.4910974863686917,0.20453279887487358,0.49905401930320226,-0.6040499727223821
17,100m_orientation_of_wind_min,0.555236827628882,-3.1966869143786596,-1.344458478165761,-2.6664601278954483,0.360019861148777,-1.8274045379821995,1.6326105974401977,0.7807319316742437,2.059405962781627,-0.32700864596503143,1.243881027406367,-0.8264020915558252,0.6237821949682162,-0.1545471071392926
18,100m_orientation_of_wind_min,0.46139692485228795,-2.903619809203617,-0.13944809934947872,-2.742614993419751,-0.7835511727079757,-1.0866930097833436,1.6972459404756284,0.5226916025638207,-0.596878528049091,2.011939224730693,1.1260434058185766,-0.3372832713626047,-0.6882663300126665,0.8268224786634915
19,100m_orientation_of_wind_min,-0.7139388549530231,-3.356259957361758,0.7310444374091727,-2.7251677997888235,-1.220983648349132,-0.08302962526366522,1.0420908866066905,-0.20509578883571322,-1.562699742605267,1.5828635126302109,-1.176696357751195,0.7405445206113296,0.6958204851136212,-0.9097158766144964
20,100m_orientation_of_wind_min,-0.7916649852586687,-3.1646390029424567,1.14221381647815,-2.0305736539842782,-1.4894312671948353,0.8922833473260839,-0.2630337096822368,0.18784294598317844,-1.26724908685729,0.11242257135765077,-0.15706177126597531,-1.0408165445801996,1.0507784659210366,-0.4473501302829051
