time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8
1,relative_humidity_400_std,-4.257114604075494,4.176633285871023,2.6808304154636415,0.7447907419635611,-0.9905132341038213,-0.09437600409076567,1.3140797492878278,0.4468063602477675
2,relative_humidity_400_std,-4.460697921128775,4.124332685948551,2.633541379243586,0.5513534902084705,-0.7976042249477159,0.14980655042828808,0.6758205990377333,-0.14321899948149427
3,relative_humidity_400_std,-4.833478663200958,3.57733467471113,1.952779997513263,0.325464879711582,-0.5425890753089387,0.9506247702670624,-0.8822837856849938,-0.1985700765065649
4,relative_humidity_400_std,-5.093100110547744,3.2375161992221555,1.373252776457135,0.1851927772603659,0.5473259563284668,0.3100688475462382,-0.8155290750080233,-0.045742253283355946
5,relative_humidity_400_std,-4.941735054365777,2.885889913089228,0.6079049389790218,-0.015281747611578975,1.1287638533030961,-0.201089186907793,-0.660140303221213,-0.09994205269819487
6,relative_humidity_400_std,-4.926552154296038,2.0590366072941904,-0.2748419155314143,-0.31219508282522174,1.349750364261031,-0.6834847657492054,-0.32315961877894317,-0.16373613905789688
7,relative_humidity_400_std,-4.898864770214347,1.2154269658385681,-1.1453375776435262,-0.5655070011945025,0.9882825513462897,-0.9120081750091986,-0.022833809686648405,-0.30733845784056996
8,relative_humidity_400_std,-4.81114154709582,0.7947763175309219,-1.5568102738359169,-0.9850710801198053,0.6207408666728211,-1.0187627187958304,0.0712296418908403,0.01638997812610478
9,relative_humidity_400_std,-4.738549741699181,0.36484267036532175,-1.9924314906682448,-1.0112473977515284,0.07834579124106493,-0.7669890630371449,0.10308331482563843,0.40668209861405097
10,relative_humidity_400_std,-4.450991418576944,-0.27543830075625075,-2.0313372075168408,-0.9606194895672964,-0.5927995610585295,-0.41078080641886094,0.2742633348629392,0.4211428216144272
11,relative_humidity_400_std,-4.25923536504113,-0.697322772576012,-2.117903386026204,-0.8518044060669338,-1.025280960081339,0.27827400610037417,0.16577007576604397,0.49192366914153274
12,relative_humidity_400_std,-4.126146494180146,-1.2688985614618398,-1.7365393636821247,-0.41186021109282756,-1.1043429465545156,0.7251131400960499,0.2047363231517372,0.2741720002795615
13,relative_humidity_400_std,-3.618481573852714,-1.8572703495802878,-1.291655597478312,-0.136610568943069,-0.9546252295332006,1.0783271396475074,-0.019236577907731735,-0.3330544112921671
14,relative_humidity_400_std,-3.23072227991432,-2.372160040832821,-1.0603008149648276,0.24155607137425703,-0.568234758744606,0.9872307970622688,-0.07340919065037999,-0.4168196926682824
15,relative_humidity_400_std,-2.5398570056279297,-2.759134994646044,-0.7321966620931196,0.7260148500309219,0.049844327986271156,0.8417650250811972,-0.13869593530494437,-0.676407207393312
16,relative_humidity_400_std,-2.0726557897283393,-3.0343711425351962,-0.1976124011273119,1.4256682997439807,0.5314646819682859,0.48536291499671785,0.015813646238930053,-0.545216722076815
17,relative_humidity_400_std,-1.2850924603965073,-3.172964001591751,0.2661759365911519,1.5415456568228214,0.8624766402622223,-0.01612350563692105,0.5785674685678818,-0.2601107325959072
18,relative_humidity_400_std,-0.7305204366350845,-3.218086239921596,0.48606632599721517,1.4776256204694982,0.9677569888481857,-0.11968834949106498,0.5360454792376831,0.20229216922105656
19,relative_humidity_400_std,-0.023486455665515722,-3.36655610561699,0.794174850946795,1.3275790335416828,0.8599925444033958,-0.1336724704666835,0.2439779928798908,0.4320415635395276
20,relative_humidity_400_std,0.5631667608764284,-3.2567327893788316,1.260936580779019,0.954431467441516,0.3861104443733956,-0.23141918715127777,-0.04211826601250567,0.7239577303356333
21,relative_humidity_400_std,1.0240370288648695,-3.1392629034012365,1.356930245615863,0.4478464829293055,-0.06894824029729732,-0.24427164751967373,-0.6342219971655797,0.6172250270354764
22,relative_humidity_400_std,1.6916441666678974,-2.903087210663547,1.274832234776653,-0.150493410900966,-0.8017297465260305,-0.61608671475601,-0.6150189014077766,0.35481526616095377
23,relative_humidity_400_std,2.081953058872221,-2.455204166055101,1.2960708567518395,-0.6630438904568191,-0.9901843428146727,-0.6022027024304939,-0.6991940998202324,-0.05376851548434181
24,relative_humidity_400_std,2.6503247563874566,-1.9108805974541818,1.5511820584614593,-1.145723025230814,-0.9603686834739106,-0.5916685720477703,-0.28310805219644736,-0.4451092237503423
25,relative_humidity_400_std,3.270991425221629,-1.5340355088383748,1.488527554254506,-1.406382962040706,-0.48823289290316274,-0.5562930093091464,0.13617395086983755,-0.34686007586640794
26,relative_humidity_400_std,3.756921268350998,-1.0243225579539137,1.1638652679881556,-1.7011878613960945,-0.0507318648395686,-0.35027006126187704,0.2943841234516483,-0.315920713628522
27,relative_humidity_400_std,4.217668167743247,-0.4502269831482066,0.6711783271379291,-1.6258418646165678,0.5317697003201456,0.07095398256495021,0.3544255536169869,-0.26262059865357534
28,relative_humidity_400_std,4.663563929450493,0.19740222349418618,0.250753104498623,-1.5191345342621108,0.831894329409118,0.42009384418750423,0.5016999702351687,-0.19849513689351414
29,relative_humidity_400_std,4.977871572135403,0.9250895909204608,0.13987227054476342,-1.2630375642071903,0.7727986662720818,0.7807482061070652,0.44851450728776654,-0.09066802724105981
30,relative_humidity_400_std,5.424726977373264,1.507329477982547,-0.2429662164060226,-0.6953022715718097,0.5914770366160179,0.9152847165956703,0.1750427173061393,0.1498253521984883
31,relative_humidity_400_std,5.777768884230655,1.9695859647512266,-0.6129771854232785,-0.14356147218908205,0.5123730304092864,0.9135515146274192,-0.19678864514859434,0.39915282233107996
