time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22
1,mean_surface_net_long_wave_radiation_flux_min,-2.9954075983270374,-2.7304151930801175,-0.9137983211915577,3.477021756425425,0.15799811748072623,0.5886749666606708,-1.609127532123311,-0.7329525957339101,0.3683843782909848,-0.314178130735213,0.2949072561777897,-0.14487474576968537,0.7787952516495211,-0.40697932995793157,-0.5201361610711092,-0.0894713312463745,-0.12272445979714451,0.47930481725549273,-0.17959554853077997,0.3744397565684616,-0.29158869002597865,-0.08394464264794914
2,mean_surface_net_long_wave_radiation_flux_min,-3.4558311616685744,-2.9533205086092087,-1.1166718514771203,3.201992062361409,0.3424984484456853,0.28983469967211134,-1.3863518923092695,-0.4623463923016574,0.29486112866791564,-0.14081528631652276,-0.13087631724598844,0.0027518983874032024,0.3165451045225506,-0.27498453993376215,0.08754222258759223,0.2721937050169184,0.08044104988293152,-0.21595891354072816,0.24466319865332742,-0.46629529102184764,-0.17343596337151346,-0.5882731918731138
3,mean_surface_net_long_wave_radiation_flux_min,-4.255551236488603,-2.78289653197574,-1.2946643463550533,2.8684325756077156,0.6182997799310553,0.12664603687974166,-0.4010851577730904,-0.2678894208696332,-0.18878087867879018,0.19099671253998046,-0.10816360954322089,-0.1126569772158538,-0.8514840279166968,0.29876826646535065,0.12688506933902705,-0.009110041524733853,-0.2340257843111331,-0.44536060859420473,-0.1617838588551539,-0.27907597864688843,0.1585802170165194,0.8461317991561385
4,mean_surface_net_long_wave_radiation_flux_min,-3.9156430322830738,-2.4591662140649952,-1.2169700911296157,1.7560577012395964,0.6030635253494462,-0.0024735613245194725,0.9821222191024821,1.2918670644398489,0.09889661571960127,0.22699366661546985,0.09018773031900038,0.18264897614471065,-0.33339633000327284,1.1128121349764062,0.23267033439442372,-0.7453385074090975,0.717248986690217,0.14062517114089557,0.2497034233984735,0.3351702813010758,0.48183518998870045,-0.022685504459130014
5,mean_surface_net_long_wave_radiation_flux_min,-4.5680086128229656,-2.111004039095842,-0.43729499081239365,0.4790984656580912,0.08152748158524784,-0.0030340301553559252,1.3690416557920135,1.1315429182794066,-0.6156852978987702,0.4136025943759693,-1.1869297111740642,-0.6671648063184183,-0.06074974978987177,-0.0019551784936982838,-0.03247401368797323,0.44837852881464746,-0.2174195692224532,0.09637909840959721,-0.10456224483303904,0.2743507271165829,-0.032504425203214164,-0.10518962769465964
6,mean_surface_net_long_wave_radiation_flux_min,-4.2690408600122,-2.0942480602688183,0.38496765614270917,-0.5979743533060926,-0.04509366961608426,0.27583024528955274,2.1030287965585837,0.8926971596393125,-0.6435319491388494,-0.1071438383031331,-0.06936166215076787,0.20647591339703522,0.29870643119226786,-1.0521428197179414,0.12810042162560897,0.7567251895343328,-0.1946700755832451,-0.05318462120611665,-0.09475648552574842,-0.0655942544297137,-0.03717013311058918,-0.1993416793087996
7,mean_surface_net_long_wave_radiation_flux_min,-4.42440631730879,-1.6714936211671583,0.5851088441941494,-1.4218598508823324,-0.5062780162003123,0.15226625198215746,1.9463404740806904,0.14577416173056518,0.6812248502576355,-0.11094565744857886,1.3889918425129457,0.20030473955479122,-0.008596317794849252,0.08849140205411114,-0.2695081506661391,-0.05511190995074549,-0.1122000462887273,0.0765791633807424,0.023758567131625153,-0.22298576972585638,-0.5405385670419068,-0.11020789739820717
8,mean_surface_net_long_wave_radiation_flux_min,-4.145816914484249,-1.8152120934673242,0.30280855410092133,-2.1498065378349978,-0.9620927071482802,0.10584617046052323,0.5029659364581425,-0.42331426652633314,1.1575460867586118,-0.49955885376463827,0.5080165080369522,0.28331297620707824,0.07816681444913216,-0.1483604768364423,0.4138502352973024,-0.572642137339139,0.4179307841028291,0.0395236726592459,-0.3934387311851496,-0.0004153501907557291,0.02480930209934454,-0.016579447070437688
9,mean_surface_net_long_wave_radiation_flux_min,-4.571364889853544,-1.2017099966740388,0.5574162670527286,-2.103540490961134,-1.3018442271549553,0.3503175791052227,-0.6412173554051313,-0.7303398754936292,-0.06429402192515977,0.1741921379529713,0.40421452032811983,0.040242644039420225,-0.41658351442401365,-0.6000905811956124,-0.4152116831822493,-0.1270856318486791,-0.4887395127244345,-0.17864910676789908,0.17199137000738918,0.1780685225002469,0.8055920964674285,0.28882645317511024
10,mean_surface_net_long_wave_radiation_flux_min,-3.874405313835585,-1.3845984663335624,1.0448434660989838,-2.4967175851429757,-1.1236485571753436,0.11126292965370062,-0.8985799017249156,-1.3993821615241888,0.06814218910949398,0.4699550040662569,-0.4887433991306243,0.7345179614614616,0.018256625768558066,0.9102455962545734,0.32162570198753615,0.9532566170613482,-0.03708936230312649,-0.06671222268493317,0.23745869815526713,-0.2117487029905874,-0.05278386657753049,0.12024404870197561
