time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22
1,100m_magnitude_of_wind_min,-3.8358556572929112,-2.964062033389467,1.6183947499731095,-1.676476583375128,2.088678171659857,-1.6329527469571172,-2.0545952750715015,0.2868991413770869,0.6094130266883652,-1.5553118982454528,1.121432873438035,-0.672612879140347,-0.4481502366813031,-1.2134439593556643,0.7465560490196282,0.21669846257512185,0.11950349231610005,1.2905130092714185,-0.3881399851755997,-0.2099186069495027,0.044588115015519604,0.24844283319583324
2,100m_magnitude_of_wind_min,-4.449209943517922,-3.4619155341055494,1.4215916736554577,-1.391519842395003,2.0474366763146254,-0.7532906999487585,-1.407653139652594,0.8638225897803682,-0.10158265500270142,-0.6578889041446176,0.37276362454832185,-0.16359296042362587,0.3480521858067977,0.08845223544480608,0.10434664630363746,-0.13905277462737967,0.07798222484807056,-1.034098292494037,-0.7270643202538227,0.36465620421012246,-0.03897486862022712,-0.2777853342007802
3,100m_magnitude_of_wind_min,-4.313180460877828,-3.756642873685348,1.3221434156396965,-0.6182509389694557,2.4679412121904383,0.30984361178683756,-0.8145257075086233,-0.8074495437466742,-0.44119028139093774,0.7762184719701929,-0.6127971501796101,0.4071601848495814,0.20340560861224816,0.839227626732049,-0.45404941087810863,-0.5461384554552702,0.2664383201916937,-0.2982297191162273,-0.02428697593328769,-0.17301749946128575,-0.08989270898188266,-0.6160582669885514
4,100m_magnitude_of_wind_min,-4.426108770658697,-3.564664325700859,1.0320817752706826,0.7710987897846944,2.1388785393432603,0.3291712056956702,-0.19158403803358154,0.022132432652612197,-0.42741321822332745,-0.0827779110551652,-0.16912404612918097,0.667582318289147,-0.5936302864037297,0.8508571883920095,-0.8374142719778422,0.09477950770397696,-0.21976234921520504,-0.016717577219269895,0.0729899631280304,-0.0770007591298077,0.21636985750364435,0.18608576023139373
5,100m_magnitude_of_wind_min,-4.584601619891146,-2.9525158550696013,1.1057837134161894,0.5952690389489427,0.8106822851805195,0.8592608768380373,0.37578623840454545,-0.9582938254157194,-0.35317983941483294,0.7601236336271648,-1.1659560285795043,-0.35367938258032133,0.09459028133983903,-0.04128578507254267,-0.5167151572942229,0.20066938022548256,0.1997047041295799,-0.32116166040245464,0.4101551681165307,0.3390429232106678,0.5150311430496869,0.7682678279274864
6,100m_magnitude_of_wind_min,-4.857413278266417,-2.5216180310305965,1.2670591708195804,0.9468708081184966,0.14443634630740554,1.2232897565757856,0.5755658489558982,0.08505900784356231,-0.14257782469290842,1.009921111873251,-0.17218154977069236,-0.3271735628365669,-0.010087434037078156,-0.1415576968639202,0.3004768589130413,0.4395807361012782,0.1304778366515098,-0.17325292018457286,-0.119921943588226,0.39561631938747044,-0.12062454616203798,0.4459963216892164
7,100m_magnitude_of_wind_min,-4.6663728905700275,-1.590364588900164,1.0275440982405342,1.0135397417074172,-0.5393120553234833,1.3242148344953788,1.6136424433103607,0.8922013656881242,0.33767366474629645,-0.281389239300896,-0.5630649757087086,-0.07150395615698323,-0.5052575697687597,-0.7954539655167571,0.37620557017274675,-0.03404317018292636,0.028277461512383906,0.2775380554570672,0.1902027217723035,-0.06591692382455366,-0.7349168727411018,-0.2515944126370397
8,100m_magnitude_of_wind_min,-4.214674763355201,-1.3119777587424113,0.6789103744157077,1.5248266465063738,-0.9212206104513145,1.062560243032332,2.3233216271357087,-0.29489396852548194,-0.017551143401657258,-0.001110031970628236,-0.1656629038927193,-0.1414378751636749,0.21444074356434475,-0.49735687419100144,0.21321299381294206,0.026405167896605065,-0.30411876423788564,0.6809706021007921,-0.017566218292317328,-0.5450672682458123,0.7300150386788101,0.039658903339956725
9,100m_magnitude_of_wind_min,-4.56230554936082,-1.0934648357220333,0.2993966237001857,1.293565334763419,-0.7549746268873194,1.0086454794279038,1.7310253941680263,1.90577374935327,-0.06370930092898909,-0.8000936208905645,0.6569011048292268,1.1283449420685663,-0.16081672895743254,-0.07285405445872231,0.5925221752191435,-0.018049964359749194,-0.4081955020594339,-0.04566864281511314,0.25258510558718594,-0.17335397889555726,-0.006735850476022493,-0.3424734974747611
10,100m_magnitude_of_wind_min,-4.417122090613537,-0.5342214808778669,0.07183699819719579,0.9174219135951128,-1.9513636958188298,-0.37793746964320146,0.7877487157721957,-0.6464570988263999,1.0730394740673423,-0.560221944418007,0.9344324393814124,0.15007141368871996,0.32559784295828764,0.02601321215857417,0.24701566987313395,-0.43559523838927944,0.046897963053924276,-0.39751770264340597,0.5372240139013669,0.3965193898597382,-0.5038866804138213,-0.31696194697619806
