,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,47.002182,46.57754,48.94435,50.62203,52.33609,18.823498,17.519217,18.093555,22.602526,26.832762,27.310146,14.334152,13.466507,13.952121,14.752137
1,2,82.22635,85.95566,86.257645,83.66076,75.819275,68.5507,68.4664,60.376842,55.787956,59.848896,55.426563,62.849945,73.335884,77.35055,74.002914
2,3,52.233406,56.380993,63.198,63.5611,67.69857,71.12758,77.09482,82.000175,80.817055,75.66634,69.9786,67.753944,71.52336,72.02051,73.375336
4,5,59.880466,69.23922,82.85623,87.92945,87.42154,77.118454,68.73397,63.64847,57.408646,49.242863,43.13737,46.727043,46.539448,45.940586,41.5444
5,6,58.957817,61.487778,63.245922,52.988922,51.929646,50.909615,46.3941,43.285835,42.06597,48.75636,51.028393,50.432804,56.62135,64.1076,71.72044
6,7,39.262253,42.00327,44.977848,48.91405,53.78535,60.837147,65.759384,68.7107,71.23526,73.54553,71.21391,69.298775,48.495506,41.387093,43.07405
7,8,68.80783,71.91192,72.2558,72.1903,71.51689,66.75719,64.19891,61.27694,59.98595,60.286137,61.33165,63.24743,62.389694,59.121162,55.625416
10,11,268097.53,273742.88,281881.97,280661.2,271918.1,288682.0,56951.707,61521.746,62481.496,63354.625,67320.14,70656.15,72355.09,70482.92,68802.0
11,12,53.782745,55.565098,54.34413,53.77856,57.23415,62.523632,64.99668,66.8986,68.139206,67.880646,65.0147,62.999504,61.548214,60.596333,54.32517
12,13,39.250843,38.3563,37.673832,36.932453,36.597218,36.929657,38.115437,35.52949,33.623848,33.918396,35.112946,37.641026,46.33405,58.403946,72.125694
15,16,89.03636,76.7033,79.9025,79.90674,76.59961,76.372696,75.30091,74.080574,72.31348,61.935837,57.640427,54.70734,53.144344,43.916733,44.563427
18,19,55.966496,60.55243,70.02177,72.747154,75.68359,75.77642,75.04388,75.35393,72.39735,66.31165,62.06213,57.646248,54.068825,53.37671,53.555218
20,21,46.015915,47.54765,50.39544,52.83778,51.22107,39.103294,33.193394,25.721949,25.745888,27.874521,29.754406,31.31198,29.21661,29.121422,28.077122
25,26,52.25366,53.73093,46.347073,63.00682,60.180054,57.20414,57.50175,58.54267,61.30011,64.667145,61.587048,60.792557,63.01353,67.185555,73.89194
26,27,29.38582,27.99943,27.233898,26.417952,26.364716,27.073162,27.458502,28.977406,30.560028,30.160488,28.867592,30.786034,32.65656,33.62368,33.586254
28,29,71.93649,75.56935,75.10269,78.52817,82.69069,82.17427,79.37792,72.220535,72.08018,76.93691,76.69892,74.9491,72.70767,68.51075,62.86644
30,31,40.8174,40.899323,46.72175,48.804714,54.80247,59.497974,62.65161,57.61552,59.462017,62.45589,67.54487,64.96897,61.053608,57.29366,49.42152
31,32,64.58329,70.23826,74.34866,74.83196,74.02965,77.635994,80.64253,75.76184,75.765625,74.63695,75.1811,75.77774,79.70954,72.85132,63.482796
32,33,56.875397,70.8423,78.078224,80.0182,73.07752,66.21812,67.06871,69.6219,69.45568,66.81494,55.32432,48.1086,43.616108,41.037823,41.63503
33,34,86.83169,82.305725,89.529335,92.49266,97.08795,88.72759,95.78931,103.39115,105.39131,96.4501,87.98228,82.51673,73.609024,67.32484,64.75646
37,38,54.080585,50.29544,51.08747,52.11584,53.789738,63.81019,69.17656,69.33395,68.60132,69.010056,72.422935,68.45919,58.13734,43.788403,39.875046
38,39,60.58244,63.982014,57.05509,55.49073,53.716618,59.967896,60.231647,59.14328,53.533234,48.47877,42.336464,35.442646,29.898352,28.856249,28.41648
42,43,105.1365,101.47751,100.2189,98.46917,98.54846,105.938705,112.17989,116.181885,114.41389,110.04205,102.5867,96.59357,92.28955,90.29262,89.95145
43,44,79.276695,83.67925,88.95239,95.37868,99.165276,109.47726,116.225945,126.88838,131.8782,136.20474,136.41331,137.31155,130.31096,123.17644,111.03697
44,45,35.33465,27.876839,28.000095,26.87855,27.757132,27.474878,33.233192,37.86206,42.58813,43.15572,43.36054,38.06405,36.27216,38.27717,38.346386
45,46,54.702168,57.63883,59.20907,64.820404,65.3263,63.14583,61.015114,60.33877,59.946316,60.7249,62.117348,60.043633,56.448387,47.168907,42.38528
46,47,59.33565,59.45383,62.221542,70.478935,72.84505,67.791306,58.97912,63.41628,73.078,70.12266,57.393345,54.1818,57.400295,57.674995,59.178577
47,48,103.89783,100.00415,96.966225,94.16554,91.91058,91.16474,86.530136,84.00483,80.3925,76.33581,72.64635,70.79069,66.34286,60.344543,54.01504
48,49,39.131744,44.760162,51.751858,59.39365,60.337322,63.585335,60.607487,58.144398,65.890686,65.32494,64.38886,58.602764,52.870243,44.85899,37.832787
49,50,70.5502,71.78066,75.69954,76.3573,81.32632,70.68671,63.644005,58.053997,57.744026,61.87383,64.668045,63.81993,62.257668,60.505547,61.75526
50,51,210427.61,189352.77,197167.6,200582.64,201789.44,192772.33,187492.73,175397.47,169534.64,169349.34,175615.38,190340.3,195110.08,248117.28,249737.64
52,53,195870.08,210901.12,228645.42,250806.47,246700.94,234761.9,221128.16,209208.53,207717.55,188142.64,175307.11,168740.1,163189.5,151675.72,135086.06
53,54,222927.06,245182.86,264218.38,274610.56,269642.5,254823.75,250298.48,235921.38,225413.12,220179.55,225381.11,234425.53,258473.97,283750.03,282839.0
55,56,213082.36,204752.3,200408.08,198386.27,204226.17,202785.44,187337.73,183784.12,181620.89,174415.17,172881.28,162100.58,142320.22,128734.05,116003.73
57,58,167786.97,183104.03,178980.36,168134.16,141427.94,128313.55,128269.01,136513.31,167088.56,181023.86,200455.53,209774.34,200442.2,180308.53,161145.02
59,60,196600.89,195538.44,195931.27,192949.81,203920.06,218259.89,241103.62,235882.48,225015.84,211998.39,186880.86,163726.48,153727.23,148945.5,135919.77
60,61,179932.06,156080.3,138452.11,124044.984,130916.45,139263.9,141229.05,143012.34,143019.66,153335.78,154238.61,132412.83,99455.99,85045.06,82848.67
61,62,205422.19,205632.16,200151.73,209432.8,224588.42,240938.88,223379.89,215640.08,196289.47,186668.03,175135.22,156556.4,141961.27,140342.58,141773.81
62,63,232864.05,293421.38,345596.28,364856.4,392780.62,401802.16,354023.53,337954.6,324693.0,312227.44,293845.28,277884.72,266651.12,265152.22,263212.0
63,64,243348.61,236890.14,229946.16,235680.11,241063.28,245503.38,253419.03,278199.7,285764.1,294893.25,309147.9,303240.03,269270.8,234098.95,189817.2
64,65,296126.12,293229.56,283387.7,269708.84,259743.05,249531.31,246061.31,258004.25,273159.78,293353.56,242970.81,232470.47,232849.06,253407.47,273627.94
65,66,298472.44,305832.25,320615.28,338466.16,282002.84,286307.47,304490.12,298691.9,281276.34,254079.97,233787.42,216840.23,197761.95,181021.69,170978.44
66,67,245754.77,124353.516,125893.586,131734.48,129025.07,134023.72,133414.84,145518.55,161222.17,175718.28,183662.84,187838.56,198703.88,205990.98,196577.3
67,68,242343.5,266677.3,286008.44,317956.3,357047.7,379675.03,373004.3,357296.16,341743.94,325950.0,327625.3,324232.6,310771.62,292992.7,238459.78
68,69,245144.53,242823.9,229454.44,213894.05,203164.28,204196.66,214305.7,220520.39,251453.92,275511.97,292093.8,283890.28,279936.62,264960.78,251291.53
70,71,165669.5,160232.52,153220.1,147404.1,146830.66,149555.86,142527.34,142290.75,149714.77,152527.3,144274.31,144650.67,153792.5,143532.33,130603.305
71,72,209124.52,216804.9,230471.56,264492.84,287324.72,328065.7,350369.53,343359.78,304266.44,256805.03,216729.1,198758.47,185985.55,169574.64,156342.84
72,73,352822.84,384560.56,416224.66,431358.03,413794.4,409342.34,380604.28,360083.56,348959.66,355129.38,354453.88,353557.7,312420.53,294347.44,274637.2
75,76,291641.47,298256.78,308674.8,331346.06,344274.38,342103.88,304306.34,295451.4,276668.4,301376.7,321938.6,333388.7,346914.56,355646.0,358574.7
76,77,162621.1,161914.73,157435.81,156434.14,149409.97,142044.22,144675.55,147347.45,148683.92,141449.05,138250.34,134875.83,138286.03,142830.0,149522.83
77,78,249923.27,282505.6,306771.5,326405.53,341382.56,345236.6,337197.97,323873.56,319379.44,316178.25,306072.25,276005.16,261568.6,233742.38,202226.56
78,79,202268.12,236360.22,272765.62,291543.94,294518.53,283643.1,254392.8,226504.9,200188.67,191099.69,204320.56,226537.19,231942.06,220909.31,210968.06
79,80,165378.16,171033.3,173263.47,188466.22,203398.31,223148.64,235976.23,248301.44,260199.22,279451.16,268051.7,256621.52,239245.2,227320.97,231829.6
80,81,198767.47,204931.6,211311.14,226376.16,263279.3,294525.47,314619.4,300249.16,279506.66,258518.56,221411.84,184474.89,182723.16,175917.0,171530.83
81,82,221034.22,235219.17,241676.72,223623.58,216546.84,209638.69,206738.73,200665.95,194882.03,186556.64,184286.28,179763.17,180252.16,183772.28,191329.61
82,83,231460.14,241601.3,269223.47,295884.16,318752.94,328866.44,327905.75,309890.06,293172.03,285271.44,281939.78,282801.47,285005.72,257926.75,259090.22
84,85,177798.05,208301.88,224002.02,200088.22,193411.2,166534.89,146182.77,135198.89,129245.805,145036.7,167128.31,180886.16,187785.88,186958.38,194416.56
85,86,151846.72,138282.44,135106.12,151648.9,165958.61,165769.14,161326.56,152233.66,141366.19,134992.47,129531.2,126481.46,120738.766,99935.99,96490.05
86,87,167596.36,186334.5,189698.33,194816.08,187445.62,171907.0,160103.25,154788.73,135609.83,97182.164,81818.12,77358.09,65720.08,55336.996,58889.44
88,89,197276.16,215178.06,190512.8,199815.95,191748.69,179016.56,156446.23,140165.55,140036.94,140623.36,167624.58,182444.44,186479.84,187495.06,178067.88
89,90,397728.0,396730.9,388409.7,381146.12,366928.16,352877.84,297227.78,282137.38,252975.34,221206.27,193995.64,181437.5,177335.31,163226.11,151408.69
92,93,47286.188,52699.56,62903.98,77006.89,92701.336,98423.1,101503.89,105608.23,106788.84,97212.305,77061.77,49183.88,46441.44,60472.61,63770.64
94,95,211954.47,217930.45,217802.56,215671.25,206738.9,196114.42,196019.27,207640.88,207568.25,188513.81,164656.62,152220.83,162466.1,166632.98,174089.31
