time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11
1,mean_top_net_short_wave_radiation_flux_mean,-1.606487357550134,5.18902912150223,-3.121932738277909,-1.8131871210879578,2.8269930144156206,2.7608918651821934,-0.00868780822391095,-0.5243283430421436,-0.5606816650131737,0.722695273804833,-0.6529977022413234
2,mean_top_net_short_wave_radiation_flux_mean,-3.7942227123950545,3.8883426082618997,-1.5696912218607146,-2.365143913269961,2.5742647761020185,1.3834865897768982,1.0799870974670003,-0.34472007835461743,-0.18823792349927093,0.07407544488653454,0.15052812690066764
3,mean_top_net_short_wave_radiation_flux_mean,-5.055890449828191,2.306708436393814,0.1356470086994413,-2.2093522434459993,0.8786054436130848,0.21540913596465833,1.3940155045826939,-0.0022749067166005,0.23519598061377053,-0.9855432052732686,0.7852190221186164
4,mean_top_net_short_wave_radiation_flux_mean,-5.556723747765507,0.52715746179227,1.6580731420495922,-1.8229511802724767,-0.11360055600347298,0.048325181473232344,1.2979073079721029,-0.04012066418787629,0.5221470334254761,-0.6295736599216992,0.5368501626054168
5,mean_top_net_short_wave_radiation_flux_mean,-5.590873660694563,-0.7127927596532767,2.453705002372965,-1.1312108298782462,-0.7900502559868328,0.3258329517287809,0.8647110852317548,-0.1785653653368595,0.745978380177023,-0.07016288388430661,0.25016302154218073
6,mean_top_net_short_wave_radiation_flux_mean,-5.469388439340311,-1.7263872709185826,2.4498553304846125,-0.172748184108141,-0.8942670934261416,0.7028159998554725,0.2866456585686399,-0.1809541897503606,0.8944887301886183,0.13241918950137976,-0.1409175485294578
7,mean_top_net_short_wave_radiation_flux_mean,-5.127985870753576,-2.6796387997553635,1.9766496990380131,0.9160488983172453,-0.6485706260220876,0.8269062504667778,-0.5180472682291046,-0.2933043992782132,0.9713540234250284,0.11917725933079838,-0.5513070172286978
8,mean_top_net_short_wave_radiation_flux_mean,-3.9870067820281996,-3.981477423674181,0.818166450662066,1.7439646633007653,-0.18566230013732607,0.6110829111965467,-1.0273985099397187,-0.7867839396662661,0.8102785599977586,-0.19646358521709512,-0.6746374403353995
9,mean_top_net_short_wave_radiation_flux_mean,-1.6714740208888905,-5.2468263290989094,-1.0815931152498353,2.1384237821695273,0.45338356209212877,0.013975555179133002,-0.926418896704015,-1.3396361939162733,0.4936598596667434,-0.5167638239341701,-0.35787219607260445
10,mean_top_net_short_wave_radiation_flux_mean,1.2165988365009708,-5.520702562929894,-2.8927811667643453,1.653503009762802,0.6660304791363952,-0.718270647615806,-0.15589006889823867,-1.534634806986954,0.1769054837844691,-0.21243723107224166,0.12880260951744762
