time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11
1,mean_vertically_integrated_moisture_divergence_std,-4.114908633740001,2.6938311256444396,-1.3927920273328724,-0.47901276353569133,1.7511334360327653,0.8162599209499716,0.35854740477051367,1.0226486668852146,-0.22634052455054054,0.13265536328983804,0.04232551291795363
2,mean_vertically_integrated_moisture_divergence_std,-4.344203214974083,2.6670330835179046,-1.3742136365105821,-0.16178753731183448,1.2519461643216758,0.4278367163635616,0.059932439888127825,0.08261725062423407,-0.12497689189908605,-0.07625553887373719,-0.14017541029723213
3,mean_vertically_integrated_moisture_divergence_std,-4.112399445512816,2.401682513055907,-1.2957375728041025,-0.29597437914182423,-0.03270827883760822,0.16401299771938893,-0.08235849223772437,-0.5465711096207214,0.2577578141359252,-0.2063535141651251,-0.36578568402176104
4,mean_vertically_integrated_moisture_divergence_std,-3.949079068017723,2.251468186037089,-1.313501160488487,-0.3097705419528692,-0.5957042859915731,0.3840187087083137,-0.27520103083691616,-0.5974880628307156,0.3433614210945343,-0.13981113018815683,-0.09689614205755719
5,mean_vertically_integrated_moisture_divergence_std,-4.009853347226359,2.10237459901746,-1.0657031652848437,-0.1296675375987076,-0.743643643446798,0.22852906720446195,-0.22688598880479152,-0.39844419307445955,0.32235400679501447,0.19185089763152963,0.29636333688801064
6,mean_vertically_integrated_moisture_divergence_std,-4.171726169184098,1.6851906982924973,-0.501335718880268,0.0361099187619414,-0.6715806381762945,-0.038847701039821214,-0.21755378453234436,-0.2100933681765363,0.026515460369529304,0.1399106607465642,0.32663608157255863
7,mean_vertically_integrated_moisture_divergence_std,-4.13939429690551,1.2305124886783525,0.04845490239409965,0.13943723871471264,-0.6484204492845026,-0.3703106343265274,-0.07219098926164028,0.01826753021804596,-0.31289949653258387,0.019336558728335777,0.21939769920261662
8,mean_vertically_integrated_moisture_divergence_std,-4.06954899224933,0.6375993638707363,0.61447632091963,0.11850282506660242,-0.551507643643605,-0.5819736878934738,0.021582870892038534,0.11402137293007086,-0.5011176216354836,-0.016035294292017544,0.03168987620197543
9,mean_vertically_integrated_moisture_divergence_std,-3.9477444421711527,0.0957663226447131,1.2230220008244612,0.14430572124044647,-0.5199550911858157,-0.8230780399195642,0.1494476755311744,0.20732918379134913,-0.6012159196952592,0.04888788182016235,-0.22501091657489256
10,mean_vertically_integrated_moisture_divergence_std,-3.7709090291349954,-0.3011688783909935,1.5884436857966928,0.25768181336122803,-0.45715716435455794,-0.7958618854299295,0.11927557285755176,0.24694190131255794,-0.3147340312607701,-0.07981590964690467,-0.22983593562944044
11,mean_vertically_integrated_moisture_divergence_std,-3.430423006460074,-0.7496764813699786,1.688502933062901,0.5350543787573832,-0.2024592619820454,-0.5070398813624012,0.07394636601715217,0.3241099160263185,0.3289155417318745,-0.22008692941771693,-0.05419091033977757
12,mean_vertically_integrated_moisture_divergence_std,-3.0441262174787154,-1.0822214090752253,1.7167725361105224,0.5944167546808874,0.22744269382625712,-0.3883746835121926,0.03135397350321107,0.6261867609595394,0.9986391533015818,-0.24431753250074575,0.2214160115681671
13,mean_vertically_integrated_moisture_divergence_std,-1.6128547000972122,-1.610395222923609,1.4914816990457245,1.505863450732884,0.6299654808555513,0.48102414305895735,0.4602478604676024,-0.46777660128132975,0.05175508062502807,0.4974581305241294,0.1405213627576874
14,mean_vertically_integrated_moisture_divergence_std,-0.7420245803141351,-2.0983087852009596,0.8950804400818996,1.1168386756293438,0.6558850125397893,0.8237134768187343,0.2934157540734492,-0.37672353441377265,0.04093683889841302,0.22924484064965495,0.023577144611101157
15,mean_vertically_integrated_moisture_divergence_std,-0.17752568189656207,-2.3655585176054776,0.610099101906966,0.6010109303088974,0.4176160743415416,1.0099791514997902,0.11730905158013154,-0.3009372538694415,-0.06985581269704358,-0.01055175363576596,-0.12370157529845108
16,mean_vertically_integrated_moisture_divergence_std,0.14911185087207168,-2.4036915317828695,0.41045179285079963,0.07164370638561446,-0.4449985063809567,1.1789705487371456,-0.28961045066915875,-0.1526779058593649,-0.21169598077389815,-0.351882173750149,-0.14140011195822652
17,mean_vertically_integrated_moisture_divergence_std,0.5536618344076394,-2.665238404192106,0.3701558410824427,-0.3462756415269629,-0.5683758632461144,1.1724941709106222,-0.47526765890648587,0.15870389501014692,-0.15481747029987356,-0.37443767684351315,-0.079503397200415
18,mean_vertically_integrated_moisture_divergence_std,0.8232284850998329,-2.792961018584329,0.20352274549919272,-0.952601826778312,-0.3687959279467946,0.8853761751235731,-0.32114119895671084,0.41076180058163536,0.08532375476134241,-0.058090116808239355,0.00936844621023922
19,mean_vertically_integrated_moisture_divergence_std,0.604865844294617,-2.658560651352565,0.2805522101300057,-1.18422713817227,-0.25835576557338824,0.3350833956106557,-0.03248765980947043,0.20315980326466787,-0.015776398154841595,0.27050012288614195,-0.00392430113251628
