time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29
1,relative_humidity_850_max,1.543182998892322,-0.04947305911790343,0.5921578925333736,-2.512631427747452,1.6459660846932884,2.891199314211308,-2.7258624393977726,0.9054878799423204,2.7420103177596897,-2.8606369840619847,-0.665452306352111,-0.2530629442569028,1.202830718876434,0.6365991768470581,0.234295194906395,0.9723671468767006,0.9235809978421237,-0.27811585672198263,-0.34448086990356425,-0.10834250977681127,0.37044634335167076,-0.10044185409815697,-0.3779644313753758,0.013791349320289524,0.2682806265036679,0.36833925272041834,-0.059464517550135335,-0.03801291765530694,-0.19170250057224172
2,relative_humidity_850_max,3.8453069805373934,-2.4248026704512022,0.9495628484151902,-1.3797398472001547,2.407047028876662,0.5137527898390944,-1.408160149424175,0.09594763400444219,-1.9990180257900985,-0.6361610852640521,0.19855050243279324,-0.5075822676650059,-0.2732576802920351,-0.27687521880220484,-0.35302370341487577,-0.9182551395756144,0.057005814923459595,1.639462843439847,0.33494035898480123,1.3479349521531403,0.06169127875497718,0.40164016906720384,-0.5278115332376122,0.06671867346133102,-0.3516350438359181,-0.3884202486960903,0.35693623207627245,0.08863592135095516,-0.6561448633430602
3,relative_humidity_850_max,4.00384023035284,-3.299062100745996,0.457846081079903,0.5567717694481132,2.1815285763600767,-1.448487179356985,0.22762536930890112,-1.1598987600256558,-0.0691046082421014,-0.24685064101583576,-1.69728533030208,0.0306023088159831,-0.5981839315828928,-0.12360012065691064,-0.8851224402989804,-0.31901754594767817,1.092555605541176,0.8001510521293931,-0.7034416495338124,0.5995460278035684,-0.10497681457077897,-0.4606023733477981,0.8467865031460778,-0.37551415215903183,0.6914089374022984,0.2019764499248864,0.013330104115813568,-0.25002863179656704,0.7800826826604575
4,relative_humidity_850_max,3.5607599403573644,-1.5438042304296897,-1.3833890158399351,-0.3517347535083164,4.012876969511692,-2.588138955220187,0.13436376299902816,0.22187292579383866,1.2846509966921527,0.878279765563352,-0.5110215228505116,0.14101840998070264,1.8625746417504814,-0.07590278361025234,-0.1957869747641436,0.25061496806275896,-0.7196281878625591,0.14837224628369533,-0.5139050659516303,-0.7912375599769167,-0.09002345603521096,-0.044605635425363936,0.32336303173248726,0.3047955103489376,-0.006788427560925252,-0.7561354910138978,0.28255588263092146,0.253863393154645,0.06022451908037947
5,relative_humidity_850_max,4.067638703929551,-2.8732504826189773,-0.5578611529723101,0.28847045380969816,3.1569949727625644,-1.933119956327931,1.8052538446139073,0.9401248251828068,0.5603224205734646,1.0327606995184733,0.23841116463584439,-0.3479821943722425,-0.24876834981202178,-0.40606181817989445,1.0128816591590764,0.24392859722522978,-0.1667145760222235,-0.3737650036774546,-0.09084316321209265,-0.5674643625785267,0.15122937626657737,0.11727760579954903,-0.8322667280806146,0.5376993137951618,-0.7242402568416269,0.7473149929437671,-0.2062707982079432,-0.46946113197038786,-0.23809341026280764
6,relative_humidity_850_max,4.505896337605427,-3.223436970613363,0.626226719839279,-0.014381981880654857,0.10614805328838424,1.5643652075931012,1.0733668357630322,0.5711842048909651,0.17905038889048383,-0.013653208192409855,-0.8695071089718819,-0.6430183609026021,-0.6366328542422623,-0.24007588588619372,-0.20752940009426635,-1.0364533855327567,0.2142784387954992,-1.4024183277716682,0.939445693473398,-0.4424417821825562,-0.20287287415228317,-0.07628172863366951,0.4156455592447296,-0.878716307340002,-0.5306637762681157,0.011861026149938857,0.004679425033913616,0.06299362549293437,-0.358626760852694
7,relative_humidity_850_max,5.244505254626657,-3.5815640701974383,0.18070359800849273,0.28936391234245173,-1.0889248703109096,1.1071588481827412,0.8425215230759536,0.22172277219808872,-0.04376321499083337,-0.5030513716560885,-0.39202925143250505,0.3017763135101256,-1.4549091098290732,-0.5177315579178076,0.11441559319293908,0.4496560604310795,0.3379649108557791,-0.9235687367932027,0.7023687404414843,-0.10283222836965956,0.46055556689939325,0.1894113292789621,0.3104373625750058,0.06601956711562404,0.0641606022519397,-0.5870828424474026,-0.6543602921922205,0.2180726796298695,0.13598480281120234
8,relative_humidity_850_max,4.311531822620727,-2.767374367717694,-0.13915411734450997,-0.23974074559632533,-3.2403104598550807,1.390275996847281,0.7445566218346021,-0.7157632208283392,0.7223006049637076,-0.5572190194223378,-0.03408568520737702,1.3451495467848615,-1.4697646066859298,-0.36455784894688414,-0.35609490661099436,0.7443277923470163,-0.9749331082529479,0.334349934211697,-1.1892254670305737,-0.6269733438839529,-0.5005484655929289,0.009391090465973905,-0.44520694157322904,0.2184890202398008,0.4649860513367652,-0.5140349154996936,0.35071536155384475,-0.10911767375812771,-0.16103360315192453
9,relative_humidity_850_max,3.793763793429982,-3.626703716051234,0.23052347289788747,-0.009649438562317633,-3.2771725812013455,0.7438663655448121,0.02937779227711,-0.591506012841741,-0.8805526271822318,0.37545500694610123,-0.074433920131625,0.4366226535106572,0.6149616756943856,1.0216420751110236,0.5034361079765148,0.4453131096021941,-0.4710257907001629,0.4358316500627015,-0.012643749526298253,0.2845515285843188,-0.14955629633379447,0.30660648616556674,-0.07789948314609718,0.6981359815611043,-0.1835122618419716,0.549322525548118,0.630152883801692,0.003792968912877499,0.10264155934247195
10,relative_humidity_850_max,4.127493896086614,-3.1688539480142395,0.5213710761349951,-0.7442114490737599,-1.9579016275975345,-0.029057820247552768,-1.1896575219104675,-0.029844854029256313,-1.0673164284678995,1.049847775554413,2.1969128543388554,0.16482348035566385,1.2529389304667766,0.20906620709551266,0.398084442810589,0.034081419934476664,-0.18037218303808494,0.38351902069880234,0.1736244491324147,0.23622635705601983,0.6638385428965621,-0.21366721996130142,0.040764300364126774,0.030664609764954078,-0.07313870694625187,0.3168570503780484,-0.7460305167701958,0.13593803034779883,0.6152883533324548
