time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20
1,relative_humidity_300_max,4.6308601099176885,3.7203815600235073,-1.3276790156534835,-2.4112793605326743,0.6968505686828728,0.6941293622243863,1.7831749975492035,-0.5513422192459446,-0.006820388138911882,0.31867542274145116,-0.08600591856178032,-0.4230890353749516,-0.12309350329123588,0.2883059248845899,-0.17023306573930855,-0.02022483035351046,0.05560332689773501,0.02847984999133007,0.270643839785875,-0.1284957516951845
2,relative_humidity_300_max,4.619245118049425,4.048844850552308,-1.7826316012582577,-2.020101555006641,0.5182781982555168,0.5011511990666654,0.7075103104232279,-0.33669318740717785,0.05922786127657843,0.1682532740861324,0.21986094337083664,0.29332659584337883,0.07679643811720481,0.16675124046364534,-0.06220763258741007,0.09635953709405469,0.08295288006478982,-0.1384569992134225,-0.18841580178649664,0.08245732634638421
3,relative_humidity_300_max,4.406212823695111,4.171228078087917,-1.8325901773376276,-1.2268458211744202,0.0903859484137453,-0.05328155809800525,-0.7335586177366515,0.04962526664840879,0.12306422810095793,-0.17417494708072523,0.11625671872943005,0.7304935253248891,0.12244766681162979,-0.7429219450419464,0.316261921540338,-0.060921649836838135,-0.22171073229072075,-0.06710258803737677,-0.2957406501485243,0.12745158586506766
4,relative_humidity_300_max,4.391313068950007,3.9197258245247215,-1.437220986394705,-0.13240007339792031,-0.1399334733974057,-0.559128082542975,-1.5492032299181755,0.27842678349871874,0.3371843716126694,-0.12570951024194252,-0.14796001746927026,-0.27691995287307597,0.09242702742782768,-0.08069173837970588,0.28982034448515853,-0.026239612128411624,-0.1304414048922894,0.4195912172190765,0.17437378805059825,-0.12822290192420904
5,relative_humidity_300_max,4.492876330155522,3.001206387349534,-1.0678471486298453,1.120404656207921,-0.23806481833361978,-0.5137660358388733,-1.3265123067066904,0.3830299871976547,-0.21775653779805954,0.24166219359153868,-0.23922943725616969,-0.6499688809323498,0.07226544756689975,0.3322882629673182,-0.1746477931213629,0.03776834552960053,0.21088576371728604,-0.18839534515265025,0.3108069819007581,-0.06378177824036149
6,relative_humidity_300_max,4.247909462192966,1.7735326382598764,-0.7574762465135387,2.477202549907604,-0.5833880438208425,-0.021503846046235866,-0.6128667316805433,-0.29904499276914304,-0.27444956863217895,0.35641083773624377,-0.056675779229898894,0.0238691682651469,-0.16327369410295103,0.5984738312995975,-0.412024305457507,0.03385224515335584,0.026809748202634747,-0.2122980381481016,-0.2916580998975151,0.07023552434265802
7,relative_humidity_300_max,3.762588007882844,0.12735054990080896,0.05681653671494669,3.0248098842197244,-1.1153961178592786,-0.10079643779398595,0.7348505083642446,-0.7771036358845876,-0.1414065848500624,0.3563612973858229,0.7209380837797822,0.7045950054247907,0.29992788678781324,-0.1795057841910371,0.049335344009710756,-0.12614368989117655,0.0408554498138457,-0.017228984171579587,-0.055538674814924464,-0.19984932274961842
8,relative_humidity_300_max,3.6636467363198864,-0.1951852410705565,0.9245531504844311,2.4610831799610238,-0.5756106278561681,0.297166686328017,1.4420100212887024,-0.330744342775527,-0.2814793630377386,-0.12241615267211466,-0.23807032740978654,-0.17161146570312497,0.04779356062657495,-0.4341208400891702,0.1775059987669743,0.19588913538769903,-0.019993816779008338,0.03163306660927409,0.2748042837899674,0.10418999321318505
9,relative_humidity_300_max,3.8035097815810937,-0.4895320359594046,1.457857588320146,0.962174683705821,-0.08266565555924912,0.29617436788662427,0.5063960311113674,0.40204228379986545,0.27146293973206825,-0.7443787120533782,-0.9214140994850519,-0.4151996170270294,-0.20677393081017162,-0.40274335647757076,0.22003167614112032,0.07738410306019165,-0.28721370122778883,0.13210399248287952,-0.038350730069375984,0.261543741232997
10,relative_humidity_300_max,3.2992985809169113,-0.9035791890628666,1.8269169288675982,-0.08035558545620695,0.19283892957762416,0.28454527088474163,0.30169002679287293,0.7980193889720971,0.3419007403192423,-0.8060686083969564,-0.7149504859246523,-0.030739975171008613,-0.16192089304191487,0.35160373600779854,-0.16295159448817856,-0.15869519618127065,-0.19951282945176935,0.1135670493156217,-0.2264479834663997,-0.11409646133069043
