time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24
1,relative_humidity_1000_max,3.261280112671594,-2.642756442239519,1.9380480834539753,-0.5790575975775514,-1.0482918305348876,3.747368956428752,-1.5000495932582085,-1.2822657904106423,0.2952072088171041,-0.3199053024460776,0.7256626515527502,-0.30538609642104814,0.9714670655291201,-0.18503021156669228,0.17829962283783235,0.05149900895426558,-0.25008653923637036,-0.1467319906698111,-0.21465828134491513,0.11442796951494245,-0.14826411920802776,-0.1381088204701215,-0.04150551575148179,0.13925674786836664
2,relative_humidity_1000_max,4.285474391944111,-2.7956993366382346,2.2595124270031057,-0.2813805533092941,-1.9315293891237535,0.6490627185408113,0.5555456298673316,-1.3745684109614316,-0.6356909614987158,-0.4895292634125673,0.30057505758180464,0.5062897694525529,-0.7213540215235698,0.40681927319532063,-0.5037169127449698,-0.3359541817595003,0.5934939531795554,0.45650004714206965,-0.08106480174578129,-0.07144139378339137,0.6647876843890247,-0.08646506148488844,0.034326987573540566,-0.128645501385649
3,relative_humidity_1000_max,4.889054612061334,-2.305797495336072,1.6035616378724409,0.9750483875687451,-1.357625968111755,-0.926135236671035,1.4797161932104845,-0.7803562498675772,0.13414889310006295,-0.47861324877047184,0.7256545071880615,0.7030449920386395,-0.8194370032606161,0.9288251731658282,0.583789593019891,0.12883700700345066,-0.2401931909979325,-0.4729020955983635,0.1547957353067995,-0.6043889379601775,-0.18853316900995376,0.1756700718984719,-0.0411104756449105,0.1271090026125685
4,relative_humidity_1000_max,4.017866654984308,-2.8011250613078778,1.642449486475855,0.7075204198013012,0.19814896678201052,-2.161626983349653,1.45989621377792,0.3923511248388575,1.185564070709042,-0.41707729484093314,1.4585160243805388,-0.594351893640218,1.1953917102452982,-0.41731340255995397,-0.1150982408747185,-0.4437368300172333,0.2744412748042643,-0.14857353359176045,-0.24096932318396866,0.6023229162008423,-0.20474795701211784,-0.11050196619528187,-0.12797436250382618,0.07943994348593665
5,relative_humidity_1000_max,4.932289727565564,-1.6417694524065207,0.43498041243937996,1.1271720328887078,-0.7454430479502951,-0.5143165017585541,0.94486581779037,0.1003456474908708,-1.1757826663905129,0.4165095797882441,-0.5052542547884442,-0.4542032172680777,-0.0999503031591591,-0.7763231134083095,-0.8554630670379945,1.0590555305765863,-0.30508437384924136,-0.11881674816134664,0.27308726451415594,0.12026527135667071,0.1868192187129157,-0.4476096115319205,0.20995544041785025,-0.02832691937221173
6,relative_humidity_1000_max,5.134578753838901,-2.1709715098979814,0.7983607850405517,0.8711605532440063,-0.5858556229406007,0.27571749233872805,-0.6158347801132308,0.37371472217699997,-0.9921922509977552,0.40595903954538887,-0.8580640225432973,-0.19789250605559958,0.3912288879274127,-0.3843174410272125,-0.48677842422150824,0.32512865063659485,-0.3180901155734966,0.21625589117567506,0.287907942925374,-0.011262385829178588,-0.517876229082891,0.6352923394144641,-0.311119076126406,0.41910933717328647
7,relative_humidity_1000_max,5.021608241635422,-2.167807186119762,1.0583525390920567,1.7174266069480582,-0.29575996139376415,-0.10661827920156536,-0.580928808705263,1.307633086195298,-0.19794479612085342,0.6096694663543234,-0.6255418713190715,-0.35978163030044236,0.20987847358731046,-0.11862548685486063,0.8808164709260812,-0.14821641153680398,0.46701947452703324,0.11379210978154215,0.14826172349939903,-0.1983795201303699,0.1581416774737832,-0.2731904631179446,0.39839983757058656,-0.42953079086654183
8,relative_humidity_1000_max,4.796487514702371,-1.7348559773408467,0.5661885242921897,1.2456692951147996,0.40995780560470463,-0.1953409221521294,-0.5815435563610423,1.000488581044268,0.06940724006574965,0.10127494489465674,-0.7948348655171276,-0.3089977795962448,-0.693476281151713,0.09778948762249554,0.7863697649623113,-0.6887038847059743,-0.11016697025942915,0.4896844955166718,-0.3935342591959071,-0.10053249163632746,-0.2864556964653109,-0.05008972457175611,-0.12272207792928386,0.019032850364706276
9,relative_humidity_1000_max,4.8950292857721855,-1.3839179326679343,-0.08349800187934282,-0.5007810206418827,1.0805050693761205,-0.23887401027730257,-1.1878403690995158,0.5953158626629146,0.1366583182188735,-0.112709339748937,-0.5337230126667836,1.0608254737504337,-0.13546706740967618,-0.1143467920031776,-0.12420548957489494,-0.7120569388142853,-0.40693008204501246,-0.18145837993832037,-0.013497003053049395,0.6339214125298351,0.19433833816180118,0.2738141968088908,-0.1526130212433679,-0.3657730860161616
10,relative_humidity_1000_max,4.857465687022043,-0.07461596091867746,-0.8527539036566428,-1.681555193051593,0.8346334252091373,-0.7633245634986746,-0.8299211639035367,0.3122687013636151,1.6186136262414759,1.7054440155427835,0.31844605350799854,1.216110639991176,-0.06366196850556632,0.01722271405186961,-0.6332980929091684,0.6479305696934488,-0.33853955540411357,-0.31457169697088416,-0.4222511646015604,-0.3484255712580596,0.12558423308287964,-0.20438880617094496,0.20567268169606137,0.18579634267258396
11,relative_humidity_1000_max,4.5186331526902235,0.17440626560805292,-1.0361538543524251,-1.4495777884091006,2.070800888713411,0.38099707553801365,-0.635680906844694,0.27152023578421913,0.9190211708550425,-0.7985131832535505,-0.2636231767258879,-0.4333675647599959,-0.32522007181358104,0.2397350674838304,-0.4293346706109053,0.24527379054069545,1.0074098984138375,-0.03216126542515501,0.4920308514247479,-0.038346209543792246,0.358029435173204,0.5770030179614928,-0.11613458805341377,0.07042068555043607
12,relative_humidity_1000_max,4.075838732836567,1.3775855742658518,-1.1656321897702553,-1.7303775534747794,2.172426087354631,0.032082163950204974,-0.3077472309908658,0.08436595726628554,0.380876355459152,-0.9700639245258075,0.5056292249384436,-1.1648640384271367,0.01275395246403192,0.3423739418297928,0.15560879588936846,-0.1577575755228776,-0.3026415822531007,-0.3849632484375738,0.27610543255375913,-0.41817149591664554,0.005116762443461985,-0.20105535179814096,0.29677070263790745,0.061770020947313285
