time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24
13,relative_humidity_1000_max,3.2324619692045182,2.2981827741143013,-2.056778493372217,-1.304417522025701,2.2937619211983002,1.1490947796221869,0.974939290912848,0.05167054272608019,-1.225008282323421,-0.17954854899548983,0.48190870100729605,0.5797934919237772,-0.6169947394997025,-0.09093009524363117,1.104098972790956,0.7244418981898417,-0.2115053238355167,0.06566831811388692,-0.2830068031148348,0.5340172674780113,-0.19883966015277,-0.2733431824021866,-0.1232799381276123,-0.053019841459154705
14,relative_humidity_1000_max,2.64506358626836,3.023877918441756,-1.9986353515574027,-0.8011177132230927,1.1782732584414521,0.4521514052248019,2.0063976521579048,0.23696579008544194,-0.8160950748635397,-0.4266477274400248,0.43671145571003206,0.10168748216291637,0.5833919553289002,-0.3753981284838902,-0.5271351142296433,-0.11129954311985593,-0.11521917434458001,0.8545616778736688,-0.04444739091609341,-0.43216879021956883,-0.18990474883928463,0.24785112307909618,-0.17302284834386014,-0.22162854291369752
15,relative_humidity_1000_max,2.464782606426919,3.9950967257600754,-1.8885091109225562,-0.8427875010825289,-0.3501782400386064,-0.2845857909775647,0.588365827576829,-0.7964864995471646,-0.9229846605845453,1.013453938839422,-1.2275525535655103,0.033377807309535226,1.1535390608849687,1.33623509822612,-0.25364529624366766,-0.8196581516226118,0.39443429294496096,-0.2196893294004424,-0.22752113721949696,0.051391725345291454,-0.003339762897610579,-0.24455596838206597,-0.12146295358104181,0.13300916388340522
16,relative_humidity_1000_max,2.1591415640648504,4.537511318380932,-1.465780434640406,-0.6174247630672941,-2.0145243789561023,-0.5417322427662767,-0.6234362007076482,-1.008733516693865,-0.13741633638718628,0.5904596937447579,-0.02641705984253819,-0.48093060066569454,-0.08624621168563723,-0.48102255376415365,0.407010512478441,0.02274960215161782,0.2246671112045384,-0.47296732726042834,0.21673318657463717,0.10061406891004032,-0.2016983748394287,-0.2872298148823982,0.035232759487485846,-0.09598907899724334
17,relative_humidity_1000_max,0.9692492044591741,4.574396918269565,-1.4380667654775194,-0.1321280190274709,-2.128956924416605,-1.1984086779396743,-0.5055117380157016,-0.7177010326984101,0.0843450872315913,-0.03252707930155613,0.11548588914602956,-0.5447900757872561,-0.7171255671736689,-0.4954462692107166,0.35603608790599306,-0.08310454070452326,-0.4468087846872996,0.21427419564616312,-0.18620675716175236,0.16584837412978906,0.2249362335736102,0.7232507568542281,0.18574589526493954,0.27243562492820594
18,relative_humidity_1000_max,-0.18328547957102287,4.41555439613629,-1.5239674690441969,0.053762278101186646,-2.193429808975833,-0.4425157915120298,-0.7864917643273643,0.3451826442288673,0.5917971597174272,-0.8609990955056825,0.21980730395693418,-0.4259527125094106,-0.19395827174879002,-0.21670826519393319,-0.22533742487786268,0.0274344329826497,-0.06478510422469953,0.08641836282607263,0.12700393308872102,0.09824420612355733,0.16381908679566642,-0.37096102095804806,-0.2379508472708499,-0.24712917035980694
19,relative_humidity_1000_max,-1.5637171344312448,4.213075449189735,-0.5874469125555601,1.5183147607877108,-1.7136003032897251,0.4342582986374362,-0.8584655064397545,0.9150555859745676,0.3167866670766223,-0.5239214898142068,0.7181308256556971,1.364400613338781,0.42082103709169233,-0.03990369449626417,-0.20432650721885068,0.13106048180537996,0.592893305307729,0.19605650048331025,-0.09435561079325147,-0.1379900829994535,-0.5317642205801265,0.13643630636739165,0.09056218563898173,-0.19263982235625565
20,relative_humidity_1000_max,-2.6872235453650526,3.10508437004171,0.6959195204610092,2.2351939778933905,0.4569691055005435,0.7142300949845631,-0.2614637341432108,1.6066709884089654,-0.5048580881514698,-0.7506725109786608,0.4460201746685085,0.47361931427975434,-0.13198521276937722,0.18680198119714173,-0.36916898624951716,-0.5119626594659848,-0.517371570009653,-0.006734642974646994,0.37315829233520575,-0.026392055596065105,0.4604032741359948,-0.47316023817513986,0.06060931217449658,0.6800079731376559
21,relative_humidity_1000_max,-3.1195238779292915,3.4303033265773917,2.261771801220196,2.467931681811536,0.5510742026889215,0.8638351551742944,0.5009549840571939,0.7265773952854113,-0.14062111876835828,0.2107280243043763,0.0899548308193446,-0.508015091988155,0.4726902023284869,0.5117639062732297,0.1701299554407674,0.743733939172242,0.1650431198911758,-0.6597356607881066,-0.6158586398734704,-0.18811134759852063,0.4653105313055915,0.5120117352595579,0.07564973630487803,-0.28064032044174164
22,relative_humidity_1000_max,-2.416244212274164,2.9872603561543905,2.021465040314463,1.9139060341988843,1.3095300482425358,1.4739844221832406,1.1077073550039123,-0.832655969402092,1.5147767033681103,1.6977091481013558,0.21503754327698002,-0.5053943222052246,-0.7954553378393546,0.22566649190289015,-0.38622680040226076,-0.37732568526488014,-0.3681786572034306,0.3369882621698187,0.39783553703084573,0.42902866447096144,-0.22715734370885426,0.1020631147658666,0.1089158357562281,-0.22871547052819288
23,relative_humidity_1000_max,-2.9833678497868057,2.0652923263833434,2.92847432380626,1.0657944186616186,1.9658032616903642,-0.584221747608217,0.026355007611872757,-1.199030266790103,0.48392211614430347,-0.21112655251182044,-1.0416846489726057,0.3553740761506,-0.06666519010900926,-0.7946850866995603,0.4331744319611261,0.28024813824187145,0.9566626603043257,0.017567454296230182,-0.16487040558894964,-0.06966394288250934,0.006706450451016009,-0.23927521006859925,-0.3451627917476776,0.594523994382326
24,relative_humidity_1000_max,-3.2983917579581967,1.1360474002923187,3.2029777432969286,-0.40265768416481473,1.1329612837030518,-0.778287444839095,-0.253768416061476,-1.1614785010504414,0.43714955003342093,-1.1112617275753263,-1.1282569983085882,0.3020372652214855,0.2849963913779148,-0.42440803545541234,-0.2015587313785206,-0.17817688433552073,-0.9010127633651936,0.12634991313917224,0.048134872233384945,-0.4004038283680669,0.0995619384869939,-0.2114896363272957,-0.0934414005229182,-0.4873427330650264
25,relative_humidity_1000_max,-4.284996259227257,0.0627338589633888,3.0637892395587683,-1.189167495579608,0.31024477260624495,-1.1464908871124284,-0.44914218864430216,-0.30157396933576147,-0.6985714801928349,-0.840308115147113,-0.30741460237240187,0.24493876259587258,0.33658285690332584,0.36280356037737044,-0.0038188019035264396,0.348340842982469,-0.19190869229543664,-0.2567913088411192,-0.12586934198346209,0.3042187219975089,-0.5049736441748334,0.2395758224467923,0.5770134695674565,-0.09273757684511742
26,relative_humidity_1000_max,-4.285514817429601,-0.26971726941624424,2.4577877370514596,-1.7578089892385997,0.18097907358239715,-0.5522617799441654,-0.31872827893012573,0.16643456194365694,-0.5620044834105258,0.6893531864465363,0.5247871085489957,0.2602224800645732,0.23477389625533243,0.3908573568619985,0.2420474166358447,0.070168557923237,0.33800290666452304,0.699230219180127,0.8533252053044361,0.18392091130184654,-0.16594222724978708,-0.012559940541558642,0.4657579549568097,0.035252948484102674
27,relative_humidity_1000_max,-4.731019983704257,-0.9627616643122845,1.8967315042917343,-1.9874732907879262,-0.47743634593009304,-0.6832509128049099,-0.6714135442667574,0.6630887101945823,-0.4191422195126241,0.6997772955735702,0.7043856743683471,-0.2651418858543126,0.05706009061953663,0.22378810441940306,0.2910466110431745,0.5370315919980098,0.13956496766432017,0.328882423885387,0.1301611801226111,0.19124741298135636,0.56829656074495,-0.04722022362370643,-0.656195352906639,-0.1447616221008208
28,relative_humidity_1000_max,-4.726517037578618,-0.8394508496907308,1.8476261104862113,-1.6616302648576338,-0.4373461577747503,-0.37145422927034766,-0.30777683988633736,0.6476937642452836,-0.38466489605806153,0.5678413594466238,0.4990298110603027,-0.6027265706414078,-0.3238473060384369,0.35114078262277676,-0.032170641666553826,-0.35813822223116226,-0.4936145207863033,0.0752217134207532,-0.45030228516999754,-0.30013985609228305,-0.2167343687796064,-0.009666083712830096,-0.37830665093993426,0.2930656240461477
29,relative_humidity_1000_max,-4.447249708093089,-1.5633747816936991,0.4610867376358227,-1.510952130963234,-0.46045154176247344,0.7348964651290006,0.48125659765603307,0.9585966932733322,-0.38306150235440767,0.3031906363026087,-0.2770821317268773,-0.3121357028812565,-0.5962883230211601,-0.47945470218736386,-0.4529628961455039,-0.30887935412752643,0.34258365207716474,-0.7334506200232275,-0.0702798892884793,-0.5531745995168165,-0.35205198594671705,-0.030164072240180237,-0.27908014465365677,-0.306023608215585
30,relative_humidity_1000_max,-4.308763238764796,-1.7024204089727657,-0.6030888146317307,-1.612708707108196,-0.33904331173765345,0.8072426601147947,0.8010470657853762,0.4858306770451864,-0.21570165161727894,-0.12033439398928533,-0.220278092063024,-0.040403031302888553,-0.5754293744929161,-0.7622130995101142,-0.2606477768515823,-0.6070692986354509,0.444843643493064,-0.3045803085644181,-0.37807450822093747,0.18039335603535708,0.04694252782122481,0.046881272000565084,0.7699195077083894,0.24935901024628587
31,relative_humidity_1000_max,-4.022682746178493,-2.1752116214249537,-1.4915340021891301,-0.7566807144515793,-1.4491968557509025,0.590050294809514,1.4830703255298372,0.4005056792779271,0.8294825058049349,-0.36069386459839525,-0.7687046158245581,0.4384412056117653,-0.024388052631644314,-0.12475581824503021,0.1614285765755793,0.052054992709926334,-0.13944700930891016,-0.14103648344890765,-0.20917746947691968,0.6108726425876199,0.19325865961011476,0.051326369494991836,-0.2566022266954634,-0.014888161371861237
32,relative_humidity_1000_max,-3.7395194384896286,-2.480811569364231,-2.6521343604898635,-0.23883335052909246,-1.3165498238805873,0.6067345595924176,1.0374241217511169,0.37599021536890803,1.1545243952747435,-0.1785117866332427,-0.9129196728146143,0.22364681211570206,0.5818428338758614,0.31186927773333945,0.6255290067672352,0.2789738840239669,-0.3078877186153864,-0.2862779416843035,0.9337582760801175,-0.1109420957700437,-0.026509758571703415,0.06436796251768792,-0.07042403777553406,0.13436840084452648
33,relative_humidity_1000_max,-3.7206062340615618,-2.8891550533425523,-3.118450284541373,0.18585368075760117,-0.16165914435301706,-0.026769771010511208,0.029718467368652714,-0.35058042104576437,0.8138597230366102,0.20353253515441827,-0.1376416002716339,-0.17422073923178663,0.538403073651414,-0.23063323611678474,0.3466911555369307,0.2241618250854134,-0.058831276275621125,1.0629726774827057,-0.5132152302614822,-0.5695420743154926,0.210609501174418,-0.038442846604759946,0.30685049440592,0.04714633490720623
34,relative_humidity_1000_max,-3.423679535052874,-3.2420440007550235,-3.0154829891512365,1.5368364965363368,0.4817880170220431,-0.48743239383297127,-0.8236890196330111,-0.3156733355673795,-0.1238921217907343,-0.6907555089873062,-0.39059759180668413,-0.5979476399110585,-0.3481363703112371,1.216760003534768,-0.6205402794553251,0.5368531763833152,-0.09060634929079399,0.19058156180743163,-0.41052368565688657,0.46971727661676743,-0.10536118298527561,-0.1535418002534128,0.1000999769199369,0.004522278223543108
35,relative_humidity_1000_max,-3.952498513972559,-2.775122985916388,-3.082192586149987,1.741765036218415,0.8628258182366373,-0.33170042737104843,-0.8236261610379624,-0.7935013850029273,-0.16473663619251724,-0.008832789452821626,0.6413039164459363,0.03451304346258595,-0.6421585482896356,-0.04563567073370485,-0.310054953472915,-0.008098360826942005,0.4704222432280332,-0.11575514986941512,0.18260614863518684,-0.09568192503467783,-0.5996508661545906,-0.20878637747873044,-0.27804675467619366,-0.16218441507000012
36,relative_humidity_1000_max,-4.26150442827994,-2.7770224188167973,-3.078978129410562,1.6751621920386832,1.5161956509688947,-0.5763579483706005,-0.5542007486876784,-1.1036618185079894,-1.265771563938922,0.667649883890204,0.8925440173156504,0.3781798699770693,0.5324237343638436,-0.5933011177374028,0.27341213329835223,-0.5848393983638455,-0.23257314984300442,-0.5338080922924469,0.2447784062218176,-0.11529359312895424,0.5371432021222393,0.32626213212242117,0.004672286412601522,-0.06564962239353556
