time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22
1,relative_humidity_900_min,4.338697770633681,-0.2560388353748421,2.983534776532168,-1.219501043839406,0.08657795687714553,-2.61910585296966,-0.3033284136857431,-0.04380268160989069,-0.27043425860557907,0.09845383862176033,0.32209179724718584,0.36153858122975396,1.7355932005901358,-0.204120685907635,0.884979091812991,-0.6315255592031601,-0.3784510529679552,0.3124901870472258,-0.09114634936694119,0.15157115463037726,-0.17925937172396542,-0.07442386307754649
2,relative_humidity_900_min,5.326080922500935,0.45556352850339754,4.172787301069854,-1.7188295069183739,-0.2089718002281747,-2.2082807284714288,0.16640515879558154,-0.26018891895711493,-0.1643100134948652,0.4334943910169835,0.8952615427504,-0.030649177671553743,-0.18689835841755165,0.14462435763801085,-0.7406351679487709,0.5635634979240766,0.5887502668164656,-0.37936458331284834,-0.1387272748418337,-0.2806359243883605,0.20646347691281194,0.4385413122614421
3,relative_humidity_900_min,5.424411257901631,0.48252416927994335,3.9046956281461442,-1.0730247493070328,-0.29114753492700013,-1.2538995596265825,0.1763768682971908,0.4734536036578593,0.39417837951452234,-0.0029716605256675122,0.14452293923083726,-0.5173872415934673,-0.8330863006208589,0.06375480857247291,-0.41133119649174976,0.2882233773145774,-0.31396023001875045,-0.0758886234151559,0.34366601488113585,0.36540679538740783,0.03508752039533395,-0.4959911576766961
4,relative_humidity_900_min,4.853456543000135,0.8308564259218996,1.7412939060148314,0.07112834239774846,-0.23402123043224132,0.8745673776901207,0.15510467919414614,1.3623112396569836,0.35169796934961084,-0.23622746241145487,-1.098067041190036,-0.21431956126271137,-1.0235353119224075,-0.10561218729172962,0.5893640675896304,-0.2584472848238755,-0.6364417631047694,0.28518134565019265,0.1323290634061584,-0.13690934461373575,-0.4231064321202817,0.04214046850175237
5,relative_humidity_900_min,4.828501385082647,1.3996749108868287,0.586762582062543,0.4784863603940296,-0.020288847409774723,1.5217745475821858,0.04465657194876428,0.9234843811519334,0.06749663592402214,-0.5218404487011289,-1.293525407872887,-0.04281490172493993,0.21748665765431596,-0.19901104202406464,0.4069182413194348,0.14515383068810936,0.23297615478025754,-0.04871054865934158,-0.4197597890062918,-0.27669082095409775,0.29185346045660804,0.23288745540411243
6,relative_humidity_900_min,4.644991669081485,1.3289850022422194,0.3667512486077638,0.8305838097722605,-0.04814553164289531,1.9350530988016919,-0.2027121655706913,-0.07182388949990857,-0.37365120847521827,-0.20424017153607021,-0.8725410508503801,0.2534234620920665,0.5186364743797462,-0.6578481060707412,-0.5114881475373465,0.1361926867857798,0.5952913025293194,0.20361371582086052,-0.2182078432654414,-0.2519985750929206,0.12640330490879964,-0.009214356452804148
7,relative_humidity_900_min,4.254578576880698,1.1982670883638498,0.13878167001443553,1.340615890245749,-0.31788951085099937,2.6208886903895485,-0.05960552651776382,-0.48136415762119106,-0.633418120934159,-0.0857316272548785,-0.11939562922731284,0.7121438120335201,0.42376175859424936,0.8200852996550788,-0.4605766224721271,0.06912010702253348,0.09127630549527488,-0.2392180205819158,0.3216370277305451,0.29660773972010357,-0.36383262700749663,-0.2769121838803619
8,relative_humidity_900_min,4.003004580988599,1.409538363078323,-1.0459476674194002,1.6934925668031824,-0.004815283429704044,1.9802280396447651,-0.2961051447610149,-0.7227802657736215,-0.8554476768324001,-0.06546599720297731,0.7720335333889203,-0.33127157925998274,0.2546903075472093,0.022525502140796138,-0.24272398854198202,-0.2228644168675488,-0.21838928668165214,-0.06049097353870396,0.3197190008381475,0.2872335801613575,0.27939591078790343,0.08634592282530344
9,relative_humidity_900_min,3.2985635335937546,1.4097810282405803,-2.147109545494276,1.9714108707034177,0.7383567211081998,0.4921709395757084,-0.7147350715007511,-0.5292068248072762,-0.32926989423171843,0.2896593947209991,1.323018380518306,-0.8290001237556323,-0.22531944327904432,-0.3260384348324151,0.16035202454453537,-0.14161429222225036,-0.2805496197879127,0.08707778120536644,-0.3255942347569577,0.12092403982347516,-0.10781172916106592,-0.06329386967586118
10,relative_humidity_900_min,3.103734906402134,0.9593367830768622,-2.6140250330739083,1.5114858095182184,1.0102056239492743,-0.5317318528431025,-0.7004032328677898,-0.7340469304855332,0.23253838750224606,0.6598384172421254,0.999960047021547,-0.36414737088393884,-0.4825191006652346,-0.34179708264123393,0.3529254805592803,-0.14909063735119543,-0.15759344504106906,0.0692706442782572,-0.25619162079686464,-0.4114745766663244,0.07085755516285175,0.02942409339954221
