time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17
1,100m_magnitude_of_wind_max,5.8690243067286625,2.5402517312691915,2.9775274656634525,-1.4288594952325822,-1.1659808059296286,0.1285633814995001,-1.2373052292812308,0.1302893107686627,-0.11096277662964696,-0.4126646987090908,-0.43117551589923625,0.299399297060568,0.168053647137,-0.11040713815170418,0.04519262184873029,0.38589644280300867,-0.201145522931848
2,100m_magnitude_of_wind_max,5.793115127304997,2.8242578190680843,2.3415813639208176,-0.83292732731573,-0.6368797442677205,0.21699631031719277,-0.4126186766254962,0.15266008140483317,-0.12913596806288455,0.12182855369736603,0.1599205001892041,-0.12706526305068996,0.009114029209846436,0.1774333307813447,-0.060193008344018896,-0.3753401059196041,0.21286950114941033
3,100m_magnitude_of_wind_max,5.780645815669481,2.478619324133413,1.827165516374945,-0.5145059084341269,-0.2531929088206452,0.3414026213298318,0.44668592419746234,-0.011301039366913563,0.21562567116083567,0.48833502471342355,0.5660880590127144,-0.4487566728853147,-0.287547141156114,0.042990474703327244,-0.06565255823238492,-0.24592334038768998,0.04427772265700399
4,100m_magnitude_of_wind_max,5.528937131991196,2.0106810207375148,0.5029173060310217,0.27528725874195664,0.6887892106962629,0.029756259987128206,1.7229773868460323,-0.3101953684421904,0.08513559566898682,0.22955763070528631,-0.30515150930642987,-0.2703411566469199,-0.06937577398701157,-0.2620009243104377,0.09213167750929468,0.14185142076379637,-0.004810328760831987
5,100m_magnitude_of_wind_max,5.253016331528047,1.30218986905462,-0.43247640927435455,0.3846105595560234,0.9315189505950934,-0.2397327655027724,0.9970674021832183,-0.28347093702475695,0.03431422078963601,-0.09791816882079388,-0.3650179600865646,0.22065123627431085,0.04810262166368304,-0.18615611618709946,0.111143232661082,0.36432136656034664,-0.14663295889428857
6,100m_magnitude_of_wind_max,5.142031193181222,0.7581982174109512,-0.7462275949848387,0.8150757449264561,0.8527013845716874,-0.47908975447739105,0.4235247161890646,-0.16855609476936703,-0.16000537189299438,-0.5001553397283964,0.1996285013698272,0.570583972881567,0.2074397254253515,0.6047680901698153,-0.19050858564961068,-0.04012735285524557,0.11827856193781104
7,100m_magnitude_of_wind_max,4.590461834010196,0.5111491373884263,-1.5466911908093879,1.0049585291525247,0.8476660860289057,-0.6408421150112756,-0.6082015821728254,-0.045001885103858566,-0.14839973227543996,-0.5110872703099176,0.21154718752860358,0.1250261707438962,0.15372476598455892,0.18156445387828435,0.035276361299940044,-0.27762574832525705,-0.030643887394079288
8,100m_magnitude_of_wind_max,3.9845249164446166,-0.09315550375845506,-1.7094420673449202,1.2239262832344715,0.6752672825259585,-0.40465895172043614,-0.9404716316175843,0.23591064062952802,-0.032515331786241546,-0.2892773628983342,0.11813079756640994,-0.1795871490018978,-0.023643506455106215,-0.5197600092189294,0.19316382731392315,-0.2161678802396435,-0.1064393481659061
9,100m_magnitude_of_wind_max,3.8043829290969877,-0.8384973909906772,-1.87191411520155,0.8440456180148086,0.3696722277412266,-0.06305663589037852,-0.9950538655948642,0.10631232583895349,-0.2544660980115115,0.3061119845331047,0.21204430959558487,-0.4267990454704559,-0.3234871163951264,-0.28049234067998197,-0.07583017875823266,0.23595910644820817,0.15585763627029123
10,100m_magnitude_of_wind_max,2.7550143253913806,-1.398564228456248,-1.8372977058124547,0.6284946660348454,-0.34909546038679756,0.23573125417598514,-0.5185163226169393,0.09106395034852509,0.10845824153789012,1.0054172573664097,-0.34479325832483637,-0.21864586225828167,-0.11196766139474092,0.5942203309185309,0.02817021681002129,0.23058094836654092,-0.011182251490383613
