time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28
1,relative_humidity_900_max,2.1821447969996495,-1.497037222924515,4.674560376670696,0.72311266735874,1.9578849409562658,-0.8715920790883127,3.288539899245965,0.4203585041046501,-0.051692221757194665,-0.4942270341879765,-0.44222681076556597,-1.3950977573234353,-0.16601884198308572,-0.47167680784923294,-1.2244187601941376,0.35404528812099445,-0.13621270926757492,0.06594390223570351,1.1730805565097315,-0.04053898981444704,-0.3760194663419959,-0.1268433945983715,-0.10410655749043272,0.09549657588669266,-0.1236899758744752,-0.06012615374753603,0.052568786579242494,0.07686983417782763
2,relative_humidity_900_max,5.405359182887318,-1.7302737071603038,2.3168934240615853,-0.27383951531625605,-1.0522304900798565,-0.12633058281806356,1.1707157849216074,0.5625235973250745,-0.7726369369412036,-0.10323167125535009,-1.672044978177901,-0.9568787430617977,0.30011969161766844,-0.5588694921135435,0.9556035116783751,0.001547957112643525,-0.12916517966068808,-0.019209210913355045,-0.9296496284076678,0.49155025391264956,0.5441659936331424,-0.09274507310087692,-0.22797300205067697,-0.47510696041974587,0.642235112843034,0.14428676265285933,-0.22541144908108443,-0.4298927202523144
3,relative_humidity_900_max,5.789180781202139,-0.7764785117426921,0.9733563069620061,0.371169790427762,-0.8237923472163492,0.07316688895668329,-0.32185611403069186,1.3578761925762082,1.0224757998901395,0.8005962485633974,-0.7050173273676108,0.7035917819744671,1.4483745610546723,0.5835193680938733,0.3273915127733886,0.3171032354551077,0.31964566816017176,1.3820159875785694,-0.4940676790100691,-0.03476164223546216,-0.05521252453661092,-0.44471788628006775,0.6167851433342455,0.30052840926346186,-0.6255023531227064,-0.6279063367694661,-0.2339602341007655,0.034272577834083044
4,relative_humidity_900_max,5.999485076693369,0.22007869779085087,0.26090044970177095,-0.5691922516432445,0.1243301982771983,-1.8254003635719225,-2.4985024422889692,0.07787410714171016,2.0876939034869784,-0.2729081636355558,-1.200740422691696,-0.19800467543650271,0.06410491101861962,-1.3149146463679109,-0.27161713365572926,0.1242947617537157,-0.2589737774646814,-0.07482238067092528,0.5347854733792947,-0.7846658065412904,0.2484496778295644,0.19011482273332805,0.2077948303747622,0.18424339480974156,-0.3401454765310769,0.4058699753306994,0.11149929458227971,0.4623130510104156
5,relative_humidity_900_max,5.5324392357625545,-0.09985251913574303,0.4043994333545801,0.804713320470748,1.0228392994401119,-2.1146952574078464,-2.401165753380305,-0.18328056212171356,1.608958331662261,-0.04203044747506055,1.2501515605133326,-0.7313479119170424,0.10324867705941632,1.0430042019668921,0.36575693521482205,0.7401428881944379,0.241247949100328,-0.47631642965125043,-0.110011584063651,0.5613509455133168,-0.9868073525313851,-0.07483728764008413,-0.7411129794893577,-0.3862444495386193,0.41229948038223213,0.04467219077623392,-0.060323282416506044,-0.33044517931397216
6,relative_humidity_900_max,3.993652122736209,1.325190057492142,-1.7963885142566123,2.7061199659180843,3.728043162500661,-1.0677846171550105,-0.5458811119242988,-0.6037964529831757,-0.8044666504311612,-1.0719827960972008,-0.6519006275206801,0.9306760222676431,-0.8818827819084367,-0.06300399972437722,0.023163734732945637,-0.6262758443758247,-1.076823496326146,-0.5069106892850311,-0.19410262487198593,0.4557691402923966,0.7980647175313589,-0.6721075328923607,0.3325314505553583,-0.17045184036297134,0.0464890780667256,-0.15454852619875487,0.07542758570245398,0.0280054826836491
7,relative_humidity_900_max,4.8982106243264525,-0.07636988823464803,0.3134289851229397,1.1903447287370112,1.889975072479548,0.8135624617361523,0.2894244634192901,1.0821377963879948,-1.2012604381293726,0.461892318269122,1.4799239886386804,1.1853760915155396,-0.37755638879297876,0.5569846851176684,0.1621659891237669,-1.2489549736236267,0.12859906075917515,0.1813770576333419,0.01180989496062213,-1.1597956149148148,-0.6323040341539832,-0.14349376122970395,-0.47993681120646586,0.4810540326386732,0.13409930341988602,0.10964402424298553,-0.025771527876925687,0.14557119359835344
8,relative_humidity_900_max,5.135748483712592,-0.8307558846749092,-0.22081484577795796,1.00239150948052,0.24267613715327058,-0.6108330456027793,2.130306735673738,0.36125281936209425,0.08515603372217952,0.19907912550315554,0.3535566003720233,0.7266609129534041,0.4627193738174946,1.1412754714751179,-0.391270416828036,-0.3640562003578543,0.2941288136609582,-0.31648204888238163,-0.6843033015483143,0.29946739881806966,0.3152153834471321,1.4475928530390703,0.3314679465811332,0.2378675708623467,-0.1311370374904125,0.2896810800668624,0.0693252019474543,-0.0997010525089085
9,relative_humidity_900_max,5.428650982306942,0.27994287306069027,-2.2398685465939256,-0.8826689383535251,-2.194211870583061,0.3677360615416252,0.17929764376999052,-0.9986556894581428,-1.34954962646664,0.29506289688366494,-0.18020800745072696,0.17381840940077994,0.07078869798455278,-0.2123708419426697,-0.7608797463175564,0.58679167727382,-0.0347689462979314,-0.9736381160218771,-0.4497312279030857,-0.7467057612120059,-0.27706026818068485,0.11171927331207145,0.43175867453003763,-0.724528456282207,-0.07223837377341356,-0.054286657734234224,-0.07735734690816078,0.32444054936561534
10,relative_humidity_900_max,3.9455070237172847,-0.733966654647054,-1.319048826265004,-0.865765558470938,-1.8692653363393408,0.030651922387752016,1.4497321776567096,-0.6954804004884141,0.19817586387890504,0.1536063587542873,1.9780007564810256,-0.7198263226087009,-1.405573454143873,-0.35450814518408597,0.022317510727577212,0.5094538245202073,0.8781312184427784,0.22972836902827837,0.07861503610680119,-0.1580750155559387,0.07655935392287103,-0.4691034791856791,0.22649094820235866,-0.48230519945086947,-0.268759342037554,0.06626775110664146,0.2940489561957086,0.057989150967582885
