time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,relative_humidity_400_min,6.180448624842507,2.3755645248986377,3.465705784253657,2.0432809356522377,0.666946039127368,1.7967725151539224,0.3675207875834863,-0.14662852330964282,0.21211244190639653,-1.3978837376693924
2,relative_humidity_400_min,6.252999613971415,2.5243316955595505,2.718962882999903,1.590730458078533,0.010974675492379762,1.2090367499750891,0.10423006645708507,-0.5031322707243203,0.07176089099646107,-0.6457511656607933
3,relative_humidity_400_min,6.340547231977919,2.735383019559754,1.4636903787156714,0.6093156771648921,-0.33650695719986845,0.2095320676761087,-0.30160227248461446,-0.14352489823407547,-0.5221977935480732,0.269893927120527
4,relative_humidity_400_min,6.15902418512386,1.997093252783692,1.541683076947686,-0.6153920319790814,-0.2776555734986115,0.007435875320325849,0.0026980751017830463,0.1507961506802619,-0.38953475723571934,1.2671150288865447
5,relative_humidity_400_min,6.400932395756626,1.5035518030777706,1.5318570372904112,-0.607100224918294,-0.3827964416708216,-0.739844588988077,-0.20168044559336054,0.863910214075196,-0.29812721692440575,1.4354195247638966
6,relative_humidity_400_min,6.297215835681336,0.7180763486675047,1.178303906261955,-0.7234723546378681,-0.3273949866656055,-0.954962913970425,0.18710680092120652,0.8458752560891801,0.10978644615663885,0.26309097433332107
7,relative_humidity_400_min,5.751285464142027,-0.5347795076518757,-0.8327579584035046,-1.1706205829178,-0.23268012812530772,-1.6150404338952358,-0.04284750167571589,-0.165764141907446,0.5168281545359314,-0.1556527339501509
8,relative_humidity_400_min,5.270301269093059,-0.678663971291039,-1.602811652819921,-1.2491879885704418,0.03952698175420048,-1.760974407882028,-0.05765243168158508,-0.7338079193388507,0.6134444152955575,-0.5406262340022666
9,relative_humidity_400_min,5.107298743607788,-1.2025262983132825,-1.9843955368336708,-1.126443734044971,0.17932138425283334,-1.3377630647529135,-0.002122368830169614,-0.8985851185293812,0.42451202475476685,-0.6700463416175846
10,relative_humidity_400_min,4.782334832702415,-2.0114002481843185,-2.6313584047622824,-1.1038282227075389,0.028156481001330204,-0.3031844565699927,-0.06631126766153433,-0.2747453425074032,-0.25039612820030627,-0.5332998433580073
11,relative_humidity_400_min,3.4167795901741984,-2.787938867614873,-3.0374630156273237,-0.621429455052812,-0.0828114014138776,1.4845811035065823,-0.24113273414638917,0.4023039810634368,-0.8005490626583078,-0.2915305879949532
12,relative_humidity_400_min,2.790217239606051,-3.221633805334752,-2.8338092173776004,-0.2979075839590339,0.06907871863959868,1.7356897219031002,0.012919917266008309,0.4377041293100608,-0.25667965726069136,0.03611078214760538
13,relative_humidity_400_min,1.754849787989392,-3.8838549522279493,-1.9317505608651653,0.19048914736235514,0.4513018618111681,1.7471752193523589,-0.014792680781231301,0.25883569638214016,0.31547315561681827,0.5015249614152791
14,relative_humidity_400_min,0.0854561279903125,-3.8080794758495116,-0.9570824275695855,1.0475683350207718,0.09348790891932049,0.8828835626755603,0.005089469934439604,0.07637261807734794,0.29385926254110767,0.504867640791167
15,relative_humidity_400_min,-1.7780472196489423,-3.0433034007617183,-0.1316249469904623,2.184374072737275,-0.5934367758212951,-0.6024867100990485,0.43558966393361254,0.4926186852104047,-0.6711490315336777,0.11508293552762014
16,relative_humidity_400_min,-2.18967927692663,-2.5646137623448593,0.6774227263196261,2.6807282252786218,-0.721041462113929,-1.1107954093055625,0.473483919675803,0.16166444678851363,-0.6853024954143189,-0.19898439461107859
17,relative_humidity_400_min,-2.3085202642376825,-2.6932736185273387,0.8479877260668309,2.536832190070749,-0.6244527928508069,-0.6719614171369267,0.37338272699877145,-0.09554086815702748,-0.3845971375606663,-0.04915975254419502
18,relative_humidity_400_min,-2.246381083255362,-2.941523700319832,0.7150712479892836,2.137964999093435,-0.3118441033653073,-0.07306324786769501,0.09783809579646718,-0.3773117964782841,0.32141139753593895,0.3277566939410602
19,relative_humidity_400_min,-2.732904554368097,-2.5012761626502034,1.0996780769565582,1.9847661278691988,-0.2318196591202056,-0.4728574191450626,0.16166403411310545,-0.38830832569959617,0.4454530722016025,0.26946873043111524
20,relative_humidity_400_min,-3.084676968422117,-2.205750071982884,1.4276159643226969,1.4723539881332013,0.09103763517602757,-0.49171897357896455,-0.10158068053928888,-0.35679004979957946,0.5949043437361438,0.08038731163552952
21,relative_humidity_400_min,-3.23969824989984,-1.9264885552000477,1.6401651277006506,-0.2842938649818813,1.1201836137047418,-0.1237455547832201,-0.9343445474722744,-0.2752465346821709,0.6784759815563964,0.14314641523377153
22,relative_humidity_400_min,-3.2636761189812953,-1.7109803458316515,1.831684565526737,-0.8560127287881988,1.569022964494145,-0.17519580620028935,-1.1483556797395882,-0.09791421281078092,0.43550680402825015,0.01776107591449275
23,relative_humidity_400_min,-3.3708570989833544,-0.8745608526251109,1.833683879954693,-2.1065323699667706,1.9069802487676075,-0.3194495250277225,-1.432589723390724,0.6586580065397617,-0.5231335534248904,-0.39000777394406805
24,relative_humidity_400_min,-3.6530977394969835,-0.5157818994000869,1.449532433913017,-1.8748690485446775,1.3851933834596002,-0.18297299370191986,-1.1124125242569596,0.541497293057146,-0.7015366071202636,-0.3553210409632556
25,relative_humidity_400_min,-3.2610681663625645,-0.39620857457957837,0.775381442337609,-2.6203780041883262,0.7875080032861597,0.7302807616730891,0.10165198874492974,-0.17739138233519086,-0.10047683410333422,-0.0502105655865385
26,relative_humidity_400_min,-3.2598356270205504,-0.003146887209379365,1.1055778694399339,-2.6777415490939047,0.25058708345085906,0.9896782987542361,1.89010632791713,-0.8076866404865214,0.6557474521496566,0.4999359843772574
27,relative_humidity_400_min,-3.5278084058036114,0.6239451419461179,0.8235792421578594,-2.5944921212311263,-0.2971809372977845,0.31482767773755,1.9970928225403797,-0.3226053992422369,0.13748544207406263,0.40990952466492936
28,relative_humidity_400_min,-3.8332858863602888,0.8650668349268891,0.441480458614488,-1.5720370821394396,-0.7698499957704121,-0.3986480887395905,1.1068218683960498,0.28400465541677067,-0.8088636279618044,-0.5101114762019949
29,relative_humidity_400_min,-3.9595207795725,1.2215220260742259,0.07269487015796203,-0.9337240056881553,-1.4822647938925069,-0.4648101549535137,1.0229169549476707,0.3481310613856871,-0.7612130498638462,-0.6589458701166674
30,relative_humidity_400_min,-3.7869658940991218,2.125296205860243,-0.5222356484621105,-0.2692589956921701,-2.0839343191509094,0.10313327303826476,-0.29299650083596673,0.5671354309857274,0.07263477491105057,-0.6020556674110618
31,relative_humidity_400_min,-3.3690837243240312,2.7835864203491183,-0.8487608347554949,-0.04914081310476962,-2.2312730865900083,0.30945696855485405,-1.000150120887506,0.6954805076351099,0.564447950054029,-0.23540505901146852
32,relative_humidity_400_min,-2.9688716936818356,2.6545576361252254,-0.8240728503434226,-0.1275221765779221,-2.4073095327910012,0.548221745501187,-1.1815408778935645,0.27121857832666446,1.2050809989431666,0.25841491768874886
33,relative_humidity_400_min,-3.1713733058047664,3.590230293973371,-1.331560725380376,0.15204657954376172,-0.9230859853103388,0.433642528242274,-0.8835774072137803,-0.9053516238914147,0.07113497587146952,0.17066758902044646
34,relative_humidity_400_min,-2.8367390304733004,4.232552938353577,-1.9542305589791054,0.8853881740050504,0.7151363176698105,0.20246109088228575,-0.5432365587362231,-1.3660418142008188,-0.9628027970640634,0.43246428372232043
35,relative_humidity_400_min,-2.7362769917696457,4.644413776482379,-2.418845899113204,1.8730606567488817,1.8380384171899489,-0.41116778359071976,-0.11477370064393547,-0.6488020057611182,-0.740044353998342,0.45756475010104786
36,relative_humidity_400_min,-2.0113228631663995,4.91061303926223,-2.798998459643993,2.0924853720262293,3.114857214451501,-0.4941662097578878,1.33358650413648,1.6289721570724427,1.1165441190072676,-0.17559080707320335
