time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16
1,surface_latent_heat_flux_min,-4.241886538580119,4.187237966708761,-1.2877338885453649,2.691680672664951,-0.04284600288839946,1.038969345415595,1.1902837929134433,-0.0030913103845650425,-0.2706700092070807,-0.21724918470193377,0.1942099601955704,0.1445255431014024,-0.13532519499651147,-0.5181333273853347,0.06696441180479647,-0.10213734165523904
2,surface_latent_heat_flux_min,-4.444015744869848,3.8153919413715878,-1.1690694525827903,2.115576598377808,-0.10166737332455152,0.9012140419004702,0.8842986879149306,0.2990994501610557,-0.03592721766002526,-0.12331851605825027,0.1742523149054593,0.17219333699644093,0.11105169014078412,0.11094227537183142,0.11362707368295195,0.20655279632828816
3,surface_latent_heat_flux_min,-4.558108273896736,2.9926433932355287,-1.0862373899725053,1.331044658083847,-0.01832539872609556,0.1611529514327736,-0.19787049604219792,0.2222375886708306,0.040699709914629685,0.07738351461100991,-0.2569082646289328,-0.3780165477633766,0.17010572730301274,0.5192750495466506,-0.15272483915255403,0.03753422651971087
4,surface_latent_heat_flux_min,-4.654845595859171,2.5287356737868896,-1.166606885807826,0.3809966628017243,0.10095538546612105,-0.03403573880964976,-0.9972447905232797,-0.171484826234157,-0.0094189900219035,0.26574012726750784,-0.38771907624474394,-0.18905918658609983,0.2895221180980107,0.475139807698811,-0.3301546397400969,-0.03345750434483954
5,surface_latent_heat_flux_min,-4.516092472787198,2.03696764761514,-0.8320020521472642,-0.3911740865188462,0.1473130905077518,-0.42319858049625625,-1.0574752754996042,-0.1459150222809992,0.45879964946138924,0.44731486691480504,-0.23888998450786375,-0.13855704850275805,-0.020377357874909068,-0.2043568969366078,0.07745550264397726,-0.23492400544891176
6,surface_latent_heat_flux_min,-4.327081600327398,1.5477203504650452,-0.5160224128244376,-0.8795843564603933,0.15071493297137512,-0.4429522206616206,-0.8406573293300825,-0.31099945718369,0.5597861102357982,0.053118115926129285,-0.17944672507418974,-0.12257781203942096,-0.43421558439491403,-0.31215631030796787,0.4098644963263859,-0.0028185295751010603
7,surface_latent_heat_flux_min,-4.270531994266436,0.978802718069582,-0.43719085043078293,-1.335574165940561,-0.10857141018615252,-0.5038041316403284,-0.8876695231373309,-0.5662409137301128,-0.03914279721222839,-0.2597755725547617,0.2783644488244795,0.15882519738629425,-0.15904538289833153,-0.18522122654351011,0.2416409101133937,-0.11342091545459881
8,surface_latent_heat_flux_min,-4.173053386158429,0.6641166087482095,0.012436762084960373,-1.6085577972203262,-0.3338572347293283,-0.5750168511171726,-0.45820804499503437,-0.5572243393751962,-0.3673945725969499,-0.45571448867510367,0.33200046578691766,0.48235947433487314,0.018743952468368515,-0.017313891877164787,-0.24151011482546816,0.19019841473401042
9,surface_latent_heat_flux_min,-4.011721940021925,0.271848806388171,0.3755562455079454,-1.8258891204761158,-0.09392973860035378,-0.762344681863103,0.03050850634594286,0.04781727422401036,-0.5584355219653854,-0.28706121911419086,0.2988659262088315,0.4044938360785755,-0.08728404247169694,0.05962877723206125,-0.2547477899000269,0.037399946178409985
10,surface_latent_heat_flux_min,-3.687275509425056,-0.07762353878194674,0.8398263184745365,-1.9696854004140334,0.17782198985202646,-0.7050410903455769,0.44298286189818004,0.5501388365531014,-0.47322104886428884,-0.08865179676612965,0.17987312314423715,-0.2231446697659057,0.029493644651484185,-0.06953466728158154,-0.2731384111275359,0.1016355857226608
11,surface_latent_heat_flux_min,-3.287859272369606,-0.406588359111123,0.9973399439104361,-1.8521509175715662,0.263738944187316,-0.7386823473006932,0.6105925561880595,0.8473367535167197,-0.25218961807278506,0.1435852185975133,-0.16887729434587212,-0.4873080011475449,0.18041306113274233,-0.03531580574733443,0.14039051564445446,0.15773488860336196
12,surface_latent_heat_flux_min,-2.980013103456372,-0.5840961390974253,1.2032890203866868,-1.510187770394468,0.08971088493844852,-0.4329745866602046,1.0881847215249674,0.5967797086569173,0.030868725932356893,0.2118275369882609,-0.07814835540512202,-0.18559243043537166,0.2119780142668265,-0.08371960990627605,0.38289943741943977,-0.145247739250967
13,surface_latent_heat_flux_min,-2.4967735444288692,-0.888773994575431,1.797034897474829,-1.2273282292382406,-0.10773008356157009,0.6300157910331998,0.9303824460988847,0.05742324603530678,0.8609936005333214,0.5466657554002753,0.5025982533248134,0.43774286361986314,0.14510684935932414,0.38824850061798327,0.1857257369031058,-0.12448455080704492
