time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20
1,relative_humidity_850_min,-3.3913890583452226,-2.727731952727108,1.277215188597039,-2.5715156986993852,0.45217399727439184,-1.2869800378500038,0.14721008833881416,0.08736485857556175,0.4699479557226822,-1.2746098131764678,-0.04180689978066785,0.3076905206751588,0.9078462775295129,-0.2222581183245438,0.8681975080168677,-0.06411559671027624,-0.2284678715444946,-0.15694892550977077,-0.03968518212814252,-0.37103504305147145
2,relative_humidity_850_min,-3.846351658321127,-2.3816015868315676,1.784188816921866,-1.6866746147710927,-0.13759606591843665,-1.006099233979412,0.9172926703016592,0.6791296611652261,-0.07317823157030565,-0.6259733135183159,0.0827381974682339,0.12872310398678377,0.33945479132063455,0.8012492163913173,-0.1076620924772388,-0.22403300936698303,0.032722304267464586,0.15104330496235352,0.10519462020968885,0.6563752208086361
3,relative_humidity_850_min,-3.4446002784347076,-2.4390029123180565,1.5526361519284806,-1.875470451903351,-0.2865075629313036,-0.3907626764434744,1.8310947972700138,0.8841703276639395,-0.48129499413358595,0.059813145658897525,-0.10702197998091006,-0.18099479527966528,-0.5416981733238507,-0.160794165869272,-0.41944541791338646,0.3967951917141889,0.04616432071069704,0.020678573065760514,-0.2790773945653236,0.0044587828124835905
4,relative_humidity_850_min,-3.2902001573368747,-2.256267635723771,1.4868838958398336,-1.768484993576172,-0.11816914511918149,0.03997178119161871,1.0030262524769145,0.1440435389315268,-0.47011091215289547,0.9335426178850201,-0.07794238187823703,0.09768429338936889,-0.6556195182402773,-0.2427148126921565,-0.2557495635507544,0.10607555695696033,0.21808659352571602,-0.23516277283670567,-0.035944618388783746,-0.3474288680793839
5,relative_humidity_850_min,-3.5040722249262357,-2.5862055989518757,1.0283546589081944,-1.0172103184757457,0.24366035567142458,0.24495387162867913,-0.7663477602422082,-0.46907428141077795,-0.26341218673967803,1.3241687753044304,0.22309688853703136,0.31980934894597973,-0.22968720882003155,-0.03356720818093559,-0.13907513546013392,-0.4241629844649828,-0.05273783241683589,0.1187296855323863,0.3601956207073366,-0.054332504425516355
6,relative_humidity_850_min,-3.3955798712980054,-2.3538313700525224,0.8796483330331776,-0.7794366904759041,0.558247326481636,0.6829823452367236,-1.1817810653676466,-0.7850447793075467,0.07331759584329554,0.7857607822327697,0.2939713534797001,0.0680180239900532,0.25654057824899723,0.04122609886484795,0.028177524920404515,-0.4053032006720787,-0.0482431458959069,0.08719038675032419,0.07930109509724509,0.14839948584764176
7,relative_humidity_850_min,-3.3538667791122774,-2.2504286204257893,0.4044168309241506,-0.21694299274677797,0.3869532179406983,0.8277537705143863,-1.353927070603447,-1.0669597165208689,0.40717805486180736,0.19890111020435391,0.257306961070125,-0.20802458669308355,0.2638807536561122,0.16639761319805196,-0.16374933111422152,0.21737469362911782,-0.09640750966891315,0.14841918946905835,0.15764417282310164,-0.1463891379123083
8,relative_humidity_850_min,-3.4965742097528776,-2.1572017487183603,0.26034602626283093,0.5473385793013578,0.8718341531059441,0.8450985407420154,-1.2800341290854373,-0.7553255643560843,0.19213691653769926,-0.5039249128716884,0.19248517598618933,-0.20037061575738205,-0.1293122335012032,-0.24882183253701742,0.1197817110486833,0.6898699675326706,0.46635187249620247,-0.016297930148945886,-0.1850869160159465,0.06842005384459127
9,relative_humidity_850_min,-3.6730766346131762,-1.7814545062627944,0.2736593052757358,1.3407236875894604,0.7851934176590156,0.7862444042812488,-1.2052825668346236,-0.03077585869253002,-0.3363034252379113,-0.7544024869641106,-0.23365356558780098,-0.2547706437136518,-0.19056779265535936,-0.2959620689001362,-0.19405181450866096,0.23229705987467375,-0.07476226267234687,-0.3292194033111278,-0.2726042954328297,0.1958683115096377
10,relative_humidity_850_min,-3.9041267764084653,-1.0538814676309036,0.17265519541173885,2.2002479503652146,0.31259708254833957,0.4107533220063656,-0.6052309983295386,0.7626855534568051,-0.4848758180255011,-0.5494625312252118,-0.4156661462691552,-0.17439833701067348,-0.24530116983773836,0.040734011755722756,-0.20112073006495051,-0.3617651319028834,-0.5249897479702389,-0.03717357110311047,-0.28651732111510164,-0.00615920709644332
11,relative_humidity_850_min,-3.746588032702,-0.6568129728695788,0.03126746188200639,2.670351045470895,-0.3393053284337196,0.3024851578540178,0.04260617787279471,0.672996754489997,-0.42883205916670775,-0.3157420668762495,-0.5571099781928821,0.01376662826734455,-0.13542372450105924,0.15021671127022335,0.15868581055971415,-0.3593921374949879,-0.12946692126419884,0.12218336426664098,0.23824684645901253,-0.22440216284112902
12,relative_humidity_850_min,-3.4951903849380774,-0.11372384759655756,-0.0711232156420288,2.751587293244412,-0.705738666249978,0.3753955221089457,0.6776573831065643,0.6227571869166348,-0.028711498496844467,-0.30324501421942207,-0.5848489433426262,0.32358608094625857,-0.10534949046252444,0.09739226609445442,0.2587263055657266,0.030752674405867448,0.4492740822987047,0.32930671193792216,0.3416552810980223,-0.21817236392149278
13,relative_humidity_850_min,-3.5883743760970517,0.9722920338857548,-0.4979807967038539,1.9461511156294482,-1.1719771486331447,-0.20272604880437714,1.2716038001794687,0.4535948104594369,0.5925177344212007,0.43137843607002363,0.4599162236579882,0.3130086689475784,0.7298420054677824,-0.3874672217460712,-0.3803370498716383,0.3666282886432115,-0.04173358304089395,-0.18470991022755748,0.32597476430707434,0.04229158799523295
14,relative_humidity_850_min,-3.369033728142159,1.73200522697178,-0.8179235692918624,1.5851823841695383,-0.6839892883648205,-0.3193967299854805,0.9571822458815126,-0.2300490744733914,0.9937698956072721,0.6798584383316734,0.7847295537840765,-0.006787487712053642,0.4857786947482402,-0.17889094382501197,0.031020406919778473,0.05058148400020644,0.05477589988321934,0.12341292897870258,-0.3698951970524453,0.274550768891
15,relative_humidity_850_min,-3.228343913778338,2.2903443087129016,-1.1142337649691116,0.8955932367996515,-0.2622916470216179,-0.5139868267460814,0.5577195813466526,-0.5146388815842756,0.8581778163913125,0.4703194353100186,0.40094882266327353,-0.3590338389205129,-0.05550364591948486,0.14475301723460726,0.40046401506164725,-0.2526731320380428,-0.2021664758872663,-0.3115276796358596,-0.29123930174811036,-0.03395236907770058
16,relative_humidity_850_min,-2.688813248312665,2.8172755423487628,-2.1571643169390136,-0.14943987436545392,-0.36720223646191336,-1.3503818459467725,0.16698705339846964,-1.01495234516096,0.20207770667509695,-0.2873391837485449,0.29609905994808106,-0.4365410520264573,-0.8459274360028138,0.526479355700517,0.26237707824270323,-0.25714444932747554,0.4953905876757153,-0.1789583619372042,-0.17765207037477154,-0.049795451991610375
17,relative_humidity_850_min,-2.215269970038034,3.0991294774815215,-2.790653745805418,-0.9408227486625189,-0.47097345004123486,-1.6897860045054218,-0.35412800567023683,-0.9216679115749054,-0.503020180343388,-0.33447678275902276,-0.24176291505555564,-0.38520760312052776,-0.08927277370224139,0.15928581323726596,-0.28155238433986235,0.40333895352919336,-0.05392273510984452,0.5445059811778081,0.4910719623602205,-0.18956020171463342
18,relative_humidity_850_min,-1.2005897172655122,3.533603867514314,-2.75782632312493,-1.0050260090555647,-0.2737367297076018,-1.033385092486444,-0.8195233314731273,-0.17913642258782467,-0.880378279257379,0.007532100966175345,-0.8100766910160666,0.14704318649509404,-0.03710910312183264,-0.07972393437101379,-0.02050242984512702,0.19715461059466174,-0.23320238315501216,-0.20657259136985104,-0.07375400029136486,0.42627733024857256
19,relative_humidity_850_min,-0.6710426152943462,3.6164606392788903,-2.283994549403538,-1.1569190958958437,-0.46351892673467543,-0.17102661273245112,-0.6357374627484135,0.7113857162422428,-0.5727488694347753,0.48377749707875534,-0.3888025768782771,0.5575824085913486,0.36128151864400115,-0.5865043617534065,-0.26363287937865215,-0.026056331392202793,-0.19712483774787318,-0.29473945794458756,-0.18365627883224026,-0.222696854008563
