time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
1,relative_humidity_200_max,-2.6136263572388456,3.4813740246152625,1.922550665170209,-0.37808053450701207,-0.8236269699820079,0.9962768633393404,0.17625062797676605,-0.586517931911691,0.7959321998642186,-0.027840024558255322,0.1646808541866177,-0.06987799810364961,-0.3540608860671434,0.21009694272640833
2,relative_humidity_200_max,-2.766074769914964,3.303430925781483,1.9418283733917097,-0.2766221878968687,-0.7616552744159082,0.4986571874724359,-0.007277295857699179,-0.23996279364554882,0.12417091685844653,-0.025328204471491172,0.03804034960980766,-0.04694810371078308,0.08954733935310655,-0.0759670373003132
3,relative_humidity_200_max,-2.9917287107713233,3.0461121515751324,1.5345280895626414,-0.049368405882683195,-0.34426596636494455,0.10846423369930006,-0.06353132354456491,0.040249476336413806,-0.4864437015175971,-0.033448160488344,-0.0693805594932638,0.08660513878366093,0.3771330903371198,-0.3004366984292919
4,relative_humidity_200_max,-3.0318425575294436,2.715831107383277,1.148558273751194,0.05711091840398186,-0.056276599866072696,-0.3048716527496243,-0.06706437710793431,0.4593043615152296,-0.5830604920856431,-0.009555649851440733,-0.10860636797062949,0.23416205830254094,0.2315694656659641,0.0002896953724133203
5,relative_humidity_200_max,-3.1452558245140807,2.3213432325635153,0.622679520167224,0.21211285773766064,0.3834956241343009,-0.7225839858204353,-0.0019320359727184565,0.5513829711524483,-0.46416333170300866,0.06368433652684773,-0.32062206837893653,-0.005917700488350779,-0.18230277164824296,0.1375951541509192
6,relative_humidity_200_max,-3.24228715294219,1.8830299749690091,-0.3192805470204206,0.33383670543696564,0.7791752817535873,-0.9632089751112324,0.2469677165001458,0.3276354101932312,0.16578863556868398,0.2593151625266183,-0.04365716114925134,-0.09424242999525992,-0.31255646669034626,-0.013962992321914247
7,relative_humidity_200_max,-3.2754961118109747,1.5055268727567037,-0.620195676202403,0.3499293521697291,0.9532190642465753,-0.9666469972865569,-0.02198297523518363,0.21393117318983831,0.28111042674044345,0.10053726896448029,0.2285701220097686,-0.22743180538308164,-0.18890104512704944,0.038559616463715314
8,relative_humidity_200_max,-3.354051150344132,0.9675495914654856,-1.0077395336158774,0.3722884803764362,0.9784651773213539,-0.6349848352965273,-0.1477422350577632,-0.39794447017272133,0.3709967367448327,-0.14287981730578664,0.2947771096814822,-0.012165360425263923,0.1725619396526503,0.054920534853820084
9,relative_humidity_200_max,-3.230722929584385,0.4201263498606295,-1.5066935132504324,0.1852969902401789,0.9037068000843864,-0.014171730895001386,-0.08070383737457637,-0.7273553657652464,0.21750464195931365,-0.24196251637859884,0.11869824678393223,0.09589810541442262,0.328546732047897,-0.03585590211887944
10,relative_humidity_200_max,-3.0293238204801325,0.11117307003337269,-1.59978273453999,-0.1728168247002872,0.6593566796295408,0.4860858174382794,-0.07927767973924141,-0.5216392675096397,-0.01972320817095378,-0.04371131624717245,0.02837524083240262,0.12090215964609739,0.081770846488912,-0.0035373851945105115
11,relative_humidity_200_max,-2.8351681628249294,-0.20138382754731987,-1.7195963440628497,-0.33875118042799796,0.5095428186602585,0.7826016823645402,0.07967360230360554,-0.25477367560470193,-0.2542824596935466,-0.019891828473788748,-0.23172295730442496,0.16285471231985338,-0.01265020573157021,-0.0883862817006932
