time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19
1,mean_large_scale_precipitation_rate_max,-2.1100417176525927,4.542214925023055,2.9909955422036645,0.33938725535097564,0.5832903259226806,0.9275562777571894,-0.7255158458979662,0.5364909744939844,-0.9867493846788135,0.7111651616571787,0.0921850179347544,-0.2796335653170495,-0.3460258128857726,0.421281248390254,0.05647274744795291,-0.15817485517347624,0.04822726976976527,-0.2939151190624417,-0.1639472816927456
2,mean_large_scale_precipitation_rate_max,-2.19718632097642,4.5139888337761835,3.123412973885186,0.2102695100509455,0.4290881583478662,0.5099942960070128,-0.14060685261244965,0.31303158531083164,-0.42297507613815044,0.44670858020379195,-0.00969034451677916,-0.4541318872681404,-0.07345577014035863,0.05619938072405783,0.08290278216709858,0.03287766533121225,-0.06884031944010971,0.2367530236324415,0.027478096182578755
3,mean_large_scale_precipitation_rate_max,-2.7118371130220087,3.7433187925065847,2.1098054501247097,0.7144982323672631,0.616726473838008,-0.7623246702436489,1.0136509938909222,0.21014329067252863,0.29522451478303563,-0.39394125123067,-0.5923208080198206,0.5898746751379604,0.7931955275113255,0.05431528367347834,-0.2795813946108782,0.16752230288875974,-0.15675450613315126,0.1589002971100989,0.329474342481917
4,mean_large_scale_precipitation_rate_max,-2.620701116569634,2.9621795560013258,1.4195549578757949,0.4611011386159164,-0.09957060227190317,-0.6146438015653017,0.8003226218641549,-0.891080233337578,0.5768505198238703,-0.6633335556656537,-0.28812030017406287,0.19579625154896813,-0.03803292808247731,-0.7721311929465846,-0.006401019969301187,0.3056618579271338,0.12730998251954068,-0.15619596736786973,-0.11101665741383097
5,mean_large_scale_precipitation_rate_max,-3.0899151653473576,2.441762334431983,0.08131124169970373,-0.42831121196392824,-0.8786651188806454,-0.16897623712884596,0.0919984334116865,-1.2616346219943384,0.4690118589533686,-0.9856650136078563,0.6207842584798304,-0.12853560187579288,-0.5960861408616147,-0.2979785173001045,0.29072744362779984,-0.3909551642168933,-0.11656084805583677,0.045374801439419486,-0.17071187310383507
6,mean_large_scale_precipitation_rate_max,-3.3587981926849206,1.442574339416,-1.4739116587028587,-0.7559841097684826,-0.7441942734008494,-0.21407777476268836,-0.25925463210742483,-0.0486920138370574,0.9033543113798026,-0.3360462542957303,0.9275915405103216,-0.48934709289236494,0.3919945217132393,0.9503198087789866,0.09563560248323205,-0.03877222721018137,0.3895283155978298,0.3639630676193681,0.09198856949037318
7,mean_large_scale_precipitation_rate_max,-3.407812343290059,0.675445489324901,-2.226392120568706,-0.6687960453876636,-0.6208301523722904,-0.4943700615772055,-0.5542948606317031,0.3556142665003617,0.5934652330265223,-0.06521854742637677,0.42070926528756547,-0.06758955694616875,-0.040494751183024286,0.2904655966291958,-0.028587080592086415,0.14742292314015965,-0.22815510334022043,-0.19203540242958567,-0.11863353583759399
8,mean_large_scale_precipitation_rate_max,-3.6499319129817587,0.5762155416551044,-2.1070926996023314,-0.09365616920678602,-0.8270736992581186,-0.8673939324660251,-0.6020639314222355,1.0204539085790771,0.21706687298729277,0.2936447035279174,-0.14407425389143072,0.5220634629371871,0.045791483616253306,0.012711402734039564,-0.04809777988417122,0.020145937895627193,-0.1923342196099428,-0.43737195180660915,-0.18911828147036794
9,mean_large_scale_precipitation_rate_max,-3.5988143245032633,0.5747860804821563,-2.092494350412996,-0.09642321940085673,-1.1558673544247091,-0.4883872162580497,-0.5113931234016282,0.5858746039434443,-0.38228053097176307,0.28046038098255066,-0.40748460699646666,0.414150980821526,0.12273252275217823,-0.2833086212329864,0.12069746532892428,-0.22997444764844507,0.10852985392599215,-0.28137263330983453,0.02760226212516525
10,mean_large_scale_precipitation_rate_max,-3.303132122839744,0.3045900094550263,-2.1747501029076144,-0.8828870333817238,-1.1547191547242304,0.1935554212347161,-0.16584890183956905,0.17839154566898915,-0.534692392829777,0.41314479996519,-0.5283771596738388,-0.007986043033877451,0.04485127673547508,-0.4602903895811573,-0.2698655519695637,0.009873346034636356,0.3979301797108689,0.3269360975636387,0.16373893019617566
