time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27
1,100m_magnitude_of_wind_min,5.165679684422988,-3.7089557218627496,-1.5684500841814482,3.535287367718982,0.9649004681297525,-0.7647630316920074,-2.3409124388630094,0.8481662269039573,0.6033403986657524,-0.6936463122427423,-0.17170027177625397,-0.8332788482261371,-0.4671690824687881,-1.0724210950890174,0.802312489311891,-0.7933815811789632,-0.44086805237731636,0.06672074896600982,0.6874121841762973,-0.2084020584713996,0.05459269154446633,0.18583568309558837,0.18787921967627186,-0.17873188988609928,-0.1770611941349974,0.0790932950141653,0.18530474335844943
2,100m_magnitude_of_wind_min,5.01356337046826,-3.3865737170641923,-1.9035151902877807,3.5899766772920083,0.8175547673088045,0.28399771478750385,-1.7686316003094296,-0.3434868063402722,0.7439444875456046,-0.14400505977346217,0.23437404637811704,0.9072945294124142,0.7507625936543093,1.0102188765220328,-1.0087942572688222,0.0924259374466029,-0.006380221117905946,-0.4614986658360649,-0.06377447028104286,0.4733193707024727,-0.03912156111608438,-0.14528473957367324,-0.43582143138333224,0.3638220777535506,0.1930278967162443,0.17246106963128266,-0.22851209982417942
3,100m_magnitude_of_wind_min,5.151052446899287,-4.181617835497345,-1.3544020226233462,1.7731512306867026,-0.30209678903809023,0.09321638752554426,0.626490510655314,-1.089614277853327,-0.44605691992823876,0.4913438677735782,-0.5426252364381239,-0.02117095270781613,0.19469184611930213,0.2050807091464456,-0.4674891252713292,0.9014234336200888,-0.0061155708805030315,1.0861818640075553,-0.8416599173551511,-0.004513121082290551,0.06800865961555035,-0.5165240835035761,0.49679424904213765,-0.4789095782459265,-0.09197844350451552,-0.46337625499893575,0.13955464957945865
4,100m_magnitude_of_wind_min,4.831915247441606,-3.909969487901312,-1.2148536888418138,0.8932627240271765,-0.48685125437606025,0.22020049531286592,1.7894434081609383,1.2452567781540758,-1.1481113764579192,1.4517601002749831,0.021452952303752257,-0.48476815923884975,-0.4276801058236651,0.1013347549190812,0.5421742833903761,0.32781022168775087,0.7747150672264237,-0.2924313780857268,0.03053628791574034,-0.9177693239744293,0.05538398566946309,0.7473676138259047,-0.10687772638560473,0.2720012537142262,-0.07589807239686404,-0.2168198097342805,-0.2492435375888334
5,100m_magnitude_of_wind_min,4.301077004493769,-3.369660380704198,0.02140510213517494,-1.4464480595949831,-0.4636047344269876,-0.5573354777351185,2.472205655865134,0.8204112643329539,-0.07178246582790603,0.07042281975919934,1.183819860550509,-0.09233523253709074,-0.8679236055730686,0.31434885973199655,0.1075037852980719,-0.30387593630522225,0.44429882688588623,-0.5119890896878638,-0.06678547256753468,1.320222910056309,0.028238592228075485,-0.21442457034675846,-0.15952759403436123,-0.22265554566330864,0.15038762507779882,0.5731979294161975,0.0667496346196205
6,100m_magnitude_of_wind_min,3.1224752475957582,-2.9787590531091577,0.43915651349846563,-2.653830007753456,-0.38159519233037,0.749722391625596,1.9359200980183322,-0.4234591722341093,1.0561018151228247,-1.280636660204029,-0.1411872273513315,0.2884516468575884,0.9272678496664088,-0.6045661970460697,0.36357816054236813,-0.20916984615439724,-1.1024050979126374,0.03410871111142329,0.2639799265335836,0.6204657898114586,-0.3805822455228552,0.4067439798879321,-0.34600994920457856,0.044488063271946945,-0.294479172771671,-0.5785539619738982,0.1287265556308235
7,100m_magnitude_of_wind_min,2.2376323603168875,-3.090303346601103,-0.11197613011858926,-3.2533621087419315,-1.3771961467298794,0.7367834424873412,0.17895636650521346,0.1485003163924151,-0.2747335281317814,-0.8019874288768444,-0.6595327729840652,0.577495899919238,0.4016338294677842,-0.5646310461226279,-0.5215113513133207,-0.240306696747885,-0.25518560527302264,0.6795451072604254,0.05017483609242812,-1.0969416770659592,-0.40265893400084574,-0.5132820990653635,0.11635651935767975,0.05070638202639746,0.11291700817849858,0.8106218370544076,0.001600230906120442
8,100m_magnitude_of_wind_min,0.5505319925981849,-2.783815830444241,0.04080576572894896,-3.31831071910202,-0.9849382085813626,0.7571781851897117,-1.079279557663294,-0.02565150273946491,-0.3488885221543886,-0.8050063467510938,-0.13203131721926323,0.3250704241107557,-0.4079123308681483,0.3791000774189665,-0.6311904886513231,-0.20799198145661493,-0.046320296184987814,-0.6875214579295172,-0.047550736080312524,-0.4828301909804582,1.2856352342282493,0.09919851748569487,0.15463778816050378,-0.18451724560187413,0.2667366558964428,-0.2854799082567285,-0.0564376819541075
9,100m_magnitude_of_wind_min,-0.3737632622661223,-2.087662946860443,0.4726609130221725,-3.0723690441251192,-0.5617882020142301,0.6356141762160796,-2.265302197598589,-0.03349147673856564,-0.2104460401572374,-0.15374874776461495,1.0751688786473335,-0.3687459035150332,-0.7388538870905257,0.8416698701372073,0.46845560881248843,0.10852357151846169,0.06907875269405096,-0.19528729986990712,-0.05557158154949824,-0.16466910249915478,-0.6144041116691288,-0.3923920482110869,0.0316239350289438,0.8424851839120404,-0.523664747727294,-0.3021416080242369,-0.21880350723021033
10,100m_magnitude_of_wind_min,-1.411097503992513,-2.2860870315299455,2.560011528885196,-1.9637300198735446,0.261542971024459,0.8538266842717791,-1.8320124837245595,-0.1571425509455021,0.7016732016200606,0.8055482408177077,-0.8854358380104896,-0.88260658495011,-0.1479761944259044,-0.12055977431942687,1.2546253496031885,0.5772847034975888,-0.15333650619558545,-0.15607822217084333,-0.3515945637077544,0.6649296848186464,0.3625597949808121,-0.015424601239383677,0.21891769286741086,-0.2944284573409181,0.6836365655990848,0.11218701428453133,0.013823028424780056
11,100m_magnitude_of_wind_min,-2.2221781143244104,-2.1925577251272546,2.5745135862382966,-1.411117232165047,1.252918042588806,0.3868767195565421,-0.9873788265317115,-0.5298048768175424,0.04025147916431872,1.703482076872598,0.074013571939006,0.0983362549408534,0.38080013001428903,0.0811325267426479,-0.1153347092052909,0.16471503009904484,0.20641167452493034,0.6780194388260405,0.16473016206975558,0.000561663205880877,-0.4415311139680404,0.6263605554015428,-0.48828836667116526,-0.1351845628833329,-0.23786660187826583,0.12125357901781283,0.10173104410297325
12,100m_magnitude_of_wind_min,-2.9805455289611165,-2.681401030247585,3.3075281465460318,0.04709715073139026,1.637238966885425,0.32158563617564734,-0.023353547005277794,-0.1595877018294715,-0.050248338077915115,1.387426764059452,-0.18770208406519145,0.45762014639582743,-0.13590380259049845,-0.5789080754418121,-0.8253834627409686,-0.33841882138982093,0.4164618211747326,0.11403034007965904,0.7026522880943331,0.3144804012196577,0.012669884551425207,-0.02067510399758449,0.4078673521857854,0.09150278797951439,-0.395272582018473,0.39612744628736457,0.29024255883911515
13,100m_magnitude_of_wind_min,-3.195727822495695,-2.29301626848172,3.7515691796423525,0.4458146197880556,1.0511870654037472,-0.6033053770817012,0.5549295765857092,-0.380063631777967,0.31223283852991474,0.8599089464243216,0.11815043741970556,0.5366985556444063,0.7725415061015842,0.16783669741261809,-0.16990767130669834,-1.012153527401787,0.18104471470922712,-0.4927037425779962,0.036655872680066086,-0.3270094370896352,0.2918078980279768,-0.4393583134961038,-0.1977995537255217,-0.2906065830734855,0.07265146996939169,-0.6877107312007227,0.039722916282128276
