time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26
18,relative_humidity_975_max,1.7933793082905063,-1.706874438678355,-2.646988800216893,2.203536151232665,3.0741479901711575,0.5408775765395456,2.7730364496151907,0.8880622774561817,0.8051228058982893,0.6702502284893243,-0.6570329854199256,-1.621875744945819,-1.2902365281629555,0.5095591368401006,0.1712808070370636,-1.675272370228323,0.3178832478393723,-0.27292471011466746,0.0524732733363097,0.7902908747204188,-0.5194927110137024,-0.18437887176037696,-0.5426567592046839,0.10982036157012297,0.12026653539263932,0.2148498475006487
19,relative_humidity_975_max,2.2808520968246246,-2.8503911903817083,-2.714032385262665,0.7537782819082806,-0.3500139451333908,-0.7740180402453767,2.156726110448898,-0.6307273457598993,-0.02778277280715578,0.017578071513068304,-1.3271074025055194,-0.9952979449060151,-0.07100435158352382,2.7224150292212586,-0.9541862595001065,0.8455866678630435,-0.27431205511959145,-0.7286827991796906,0.14762704912313182,-0.5165029599439833,0.6722139751530052,0.37160635106451595,0.17449859870290507,-0.0023529246250111407,-0.2819643293666515,-0.2532235276730324
20,relative_humidity_975_max,1.6813000767441617,-2.084152265890571,-2.2080503651034977,1.285541412719189,0.014313837916565401,-2.297812428400718,-1.321498793604754,-2.9930751758957244,2.675915900554985,2.294034994769292,0.1807771077613884,1.1687913975937176,-0.2747611515895318,-0.1314431766897773,0.34712215857647766,-0.41553232468871154,-0.44786891595895467,-0.16406051231317653,-0.07931755228615567,-0.04785867489662444,0.27989710632856085,0.4501899666961551,0.5569603258657718,-0.31283571637383295,-0.4278149433213211,0.07287514994673532
21,relative_humidity_975_max,3.0417517931730162,-2.4203664448171303,-2.1945929683828953,1.2425010477256848,-0.6996622483451935,-1.5408418926107739,-1.262958514985723,-1.5327997531386652,-1.9350714234342246,0.9979690429538628,0.9940512683448542,-1.7530332046660189,2.2293526205753174,-0.5746501162691792,0.9160985983166463,-1.1756386703452069,-0.16153320565256055,0.3351932955554171,0.33628247823648294,0.014365955288603103,0.5136389106473781,-0.8088321951594919,0.006195454539620304,-0.18083150155132782,0.03727068797658884,-0.08524192667146611
22,relative_humidity_975_max,3.1661536722242696,-2.076646623124244,-1.9142718944629982,2.856100812294237,-0.6787642375089388,-1.8350452140201383,-1.6842176056689198,-1.4049368604584105,-1.4808321913377616,-1.3998500479458869,0.7040927018698386,-0.4935360413832169,0.031918654914804175,-0.33861327454358947,-0.4445625564451612,0.09181536887800659,-0.010178173931088058,-0.3436407964772335,-0.5318359972029617,-0.670794063618689,-0.9404375650865373,0.9333347960550885,-0.27993559195636486,0.7404388565213027,0.33504867169782215,0.4083283255077783
23,relative_humidity_975_max,2.9579849343182865,-1.2310334887716203,-2.263371956289457,2.1306090949818395,-0.00778045442070044,0.21919634943195646,-1.364263419966514,-1.0846966587395601,-1.500456430477371,-2.542296978741933,-1.0037808778804147,1.5777022733425865,-0.8138682813282178,0.02920778411239568,0.3595262864574483,0.41379524717043686,0.4958876505446615,0.28679537706852554,-0.09301805569275068,0.5711957349668855,0.2619630854248324,-0.10551688245187876,-0.42364076247851096,-0.38995775197378374,-0.5986622025219255,-0.26501670077832534
24,relative_humidity_975_max,4.458665897645324,-0.03194575244306955,-2.4044096197234417,1.6126664048795745,0.4939918809281441,1.3814579285999713,-1.3432216670257533,1.3498892815207693,0.868973567508736,-1.9064171719458052,-1.1483800116017044,-0.07649254620455956,-0.36520391912701033,-0.3049520679235008,-0.3171337443662287,0.3962354292564784,-0.05143123274596371,0.44856508587844324,1.1211992900389476,-0.5511094597250976,-0.13306233469007483,-0.23868560886892656,0.28538142402688105,-0.6188272967151119,0.5435282572619008,-0.10976803942461809
25,relative_humidity_975_max,4.938780215469948,0.6072804197720241,-1.025805248715835,0.24630350890450653,1.5902911158536017,0.44718179545782943,-2.645704658918461,3.2046830862976674,0.9402931031848716,0.46740633273218524,-0.5504748342193185,-0.22111234241559538,0.4545938618748725,-0.4609027291708844,-0.12639869259754202,0.2921602204533466,-1.056372240441761,0.3102512614122973,-1.2196928642528206,0.08932226755147411,0.6306858364459004,-0.02239744634270004,-0.03318179183479701,-0.05733113035457863,0.4500369401713765,-0.04030413629983805
26,relative_humidity_975_max,5.501138143753609,1.6229836473510795,-0.8302151364178939,-1.018997915626023,-0.47124924000882207,-0.3270960211679953,-1.0921658326384436,1.8601442363141478,0.08391840601478721,-0.13975742293194987,0.47373815759056864,0.9107366288317127,-0.20915938520459132,-0.5742980833893397,-0.4707725384930848,-0.2504986466062591,0.6155293849117348,-0.48716147904668544,0.9087345378254491,1.5069239562948997,0.05898503309667901,0.05038552473117787,0.43363684514989276,0.7565157511828292,-0.5657035078374021,0.05277959666688271
27,relative_humidity_975_max,3.9700786772430865,2.8152547871235694,2.780521350798027,-2.272297166617703,-2.66598989597042,-2.7626055072572044,-0.22802491954029802,1.1513281747722761,1.0949552117560126,0.3542635392307624,1.1595854224904594,-1.2908322636674097,-0.18956915859554369,-0.04942127597436832,-1.6113754357215104,0.38893837628408334,0.3063502951393936,-0.6689677731143824,0.372553449571927,-0.3671254418143181,-0.825773383295862,-0.41588966608190964,-0.11099002706667588,-0.6141453262720414,-0.17377317035591802,0.2384387415535569
28,relative_humidity_975_max,4.404149431616326,2.505154836096741,1.9194883435402301,-3.322276623629785,-0.38635812200313285,-1.792417418054449,0.3452459935143803,0.8466571242252169,-0.6093349555666219,0.992910812806635,-0.1340803027008042,-0.21556170951839115,-0.1675625802171295,0.5234812982349587,1.132899773352853,0.45394115795384,-0.09691245493877303,0.6258362726339683,-0.4751165799522073,0.028543434300659955,0.01747480868881762,0.38982616797025454,-0.39761388592317015,0.6222747477051632,0.1779458243409855,-0.40573731237511845
29,relative_humidity_975_max,3.963670908003242,2.369335034367526,1.6183837816680111,-2.453221768006182,0.03558071669652515,-0.7575527821635698,1.6922480671836977,-0.88164624923662,-1.2587391022013759,0.22519093385203065,-0.3927072258977282,-0.4135632035012728,-1.4010375614944035,0.12831483480911837,2.375933094340422,0.9294096784538464,-0.23889750247975228,0.6853896084547387,0.3824686453439256,-0.19251352217584464,-0.38205946519255046,-0.09040515461449665,0.46473589386099007,-0.23335261050212636,-0.06387041391680508,0.19701044182138935
30,relative_humidity_975_max,4.427610441316833,1.8928714899817451,1.5250499399984987,-1.6047537311351743,0.9355246967710104,0.31337198599109034,2.2094965297168154,-0.9716551109352064,-0.9734474223186215,0.5188685160266225,0.7775616724352555,1.2107325386919385,-0.694797983922784,-1.0211806861250214,-1.3015591916333582,-0.8169559635001518,1.333732197439467,0.16362745639551943,-0.9017351260335013,-0.7797610239040629,1.0655504529325077,0.2662799500781545,-0.2683765914226914,-0.33416532299726553,0.21794273757111327,-0.2233919268264729
31,relative_humidity_975_max,3.0920744919729444,0.5709599726269597,3.4885114331252964,-0.03206542688922519,0.8247694273655651,-0.22560544484272724,3.245297702934028,-0.5939488328114665,0.5558068778936567,-1.0160421712124035,-1.7669825198318008,2.1006837787788433,2.1335011532110513,-0.6995003914720168,0.11218034550980863,-0.543387880379927,-1.302067176773362,-0.9071489665257959,0.14761141040911985,-0.21431291406440894,-0.4944116114432401,-0.2851998706577116,0.015822551416112638,0.24171068238235519,0.05914674172508852,0.11572748466448426
32,relative_humidity_975_max,2.419698769689793,0.19337227097503845,3.07374304931075,0.12977950670050956,1.1234725167603619,2.641374548122526,0.4323734041214883,-2.0785349603655106,0.5043335758045746,-0.6520087943863715,1.5923594516598056,-0.10293139346463367,1.3874440002947095,1.875905831594824,-0.9741593885999591,0.15827541393027053,0.37483616688986704,1.4075593995818148,-0.0832606111114596,0.8874514508239572,-0.39702523803358264,-0.20429478897851536,0.20292826345000434,0.0771477181662317,0.28564127644424475,-0.03242423922938501
33,relative_humidity_975_max,0.5052264409874633,-0.32065331684466714,3.981933251417161,-0.5180204946782195,0.47040092809529105,3.4098825959910015,-2.0917795111104556,0.3982220191951769,0.04701058262439772,-0.2767616572920773,2.5215337466928176,0.41577105187415025,-0.9850385025595152,1.1960162133955747,0.9283185782644863,-1.1140173416817005,-1.1454760411397922,-1.1084781601297937,0.40560491505171486,-0.46152795612201736,0.21906323417737317,0.323063011058263,-0.3503886179331226,-0.17491292796966784,-0.19105391621485937,-0.11216907518538104
34,relative_humidity_975_max,-0.3585570650700031,-0.9080762900296174,4.8542144329500205,1.822325434259903,1.7964583924386524,3.1566856668652483,-2.0012491300913946,-1.4125344593556701,-2.1364083935659948,2.735550738817348,-2.0827916735142717,-0.7966495147548959,-0.33350562564550457,-0.7956452989136874,-0.7162299131143095,1.036885764441561,0.3031536016995626,-0.6238826386518362,0.038261408094490815,0.045519968495245235,-0.3037769454093279,-0.15111987055769383,0.031127151705815155,0.08544299436772738,-0.19707063564557875,0.1774588458927285
35,relative_humidity_975_max,-2.7045015617211154,-0.39835131702631676,5.407606520247581,4.707631208933303,-0.608543054425476,-0.8431438873820675,-0.1351105000475809,0.8647268016977465,1.1932666676859243,-0.9292045441592346,-0.09399600236755033,-0.2719239309659417,0.14564189821691984,-0.10004228193645223,0.5781378049826894,-0.39018454648628975,0.974393685377256,0.3480658280989554,-0.2188225957320396,-0.1485808405742517,0.06519758721501835,0.7314587798252069,1.0966857680266497,0.004742082121950941,0.09035100372324484,0.1387507828874626
36,relative_humidity_975_max,-3.2315669394443254,-0.3884207080777969,5.420794210017867,4.8310385794839705,-0.6639160274919942,-2.7172986941977113,0.21826823841740375,1.0200969453351256,1.1774160465690087,-0.42186883759276284,-0.4235850858687648,-0.479807900723414,-0.03690730885684089,0.0425061630267833,0.49807967514441537,0.325950751353995,0.2857181690887731,0.04680156718652235,-0.016986070054441013,0.18407136326667767,0.6227210960750664,-0.5668148480078171,-0.9732057084568122,-0.024576964550663678,-0.2104238856544752,-0.3522279741010684
