time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28
1,relative_humidity_700_max,-2.299018861225363,1.296190866312169,-2.214338939135659,-2.0634230099131123,-1.273393285796309,-0.5149219150686776,2.9326396707080935,-0.3019441820255147,-0.8963170192024122,2.5368045940697095,-0.38106494830808396,0.47921643719650536,0.037465580572533914,0.36088593580334893,-0.7029721937230455,-0.5024999042295762,0.004910979717474354,-1.267932075198598,-1.2158871635368214,-0.005155620619372547,0.08994164826155293,-0.3969039631084275,-0.017589215837995404,-0.09148264417132186,0.30017453688421347,-0.017530702210993825,-0.4226092011150835,-0.21501660668996397
2,relative_humidity_700_max,-2.2548398323628622,2.309680995781695,-2.5093958433248464,-2.767395475490035,-0.7525087517854353,-0.14245984886468982,2.245695187512309,-0.4017841525837756,-1.746919656787787,0.10007690527351462,-0.9794510976649182,-1.2066354438322056,0.2307009226622166,-0.8927427032760816,0.05989137163018732,-0.5919322841963166,0.2843302289061441,1.1634955453536235,0.34023476195208174,0.9719406192033924,0.13254864585912365,0.2305668238316522,0.028355389894255095,-0.4597184013361852,0.029271554529536677,-0.014688986474196237,0.2540111891797383,-0.0679748212053735
3,relative_humidity_700_max,-3.2887515219127708,2.247633639951384,-3.4820950561238173,-2.1614410126881745,-1.1877683398685677,-0.6670637678843208,1.0468546299116155,-2.0993928560651,0.4482789214645923,-0.9100673899582031,1.3675252937304145,0.015713140460408524,0.10369790612305974,-0.6318991513436779,-0.5921243781250602,0.8609075175392643,-0.7422138797773434,0.632017301197976,0.9960045874559164,-1.2196855463391145,0.12140757769913746,-0.08770406337560832,0.4231901673167492,0.46158102324560824,-0.5263668843165666,-0.0033051450318255294,-0.21165808336225647,0.53688341935539
4,relative_humidity_700_max,-4.229527925902246,2.124619056180959,-1.0658012700576318,-1.3069950742393,-0.4359956011178603,-0.1931024988133718,0.6299506540703416,-1.3943212546104782,1.6968582745188667,-0.7135986513612371,0.3674183006036169,-0.1702424585281227,0.11376404474773093,1.702035076874168,1.0358257573307308,0.674935410280049,0.5708031752506093,-0.3548652199516977,-0.15831461026694596,-0.24534809497612595,0.21955591349886028,-0.34942287500849983,-0.5730072957307207,0.35394267151375364,0.11235230472905988,0.006289891109421597,0.5945867386010147,-0.7777978970381766
5,relative_humidity_700_max,-2.9074057338946475,2.7969774121714273,-1.1226722640811446,-1.7205031694560946,1.1995742133114013,2.48996184427635,-2.077402064581314,-0.6098954741542323,-0.04609332904128287,-2.1262928831526406,-0.08364837160231925,1.0438777302650124,-0.9115424400289439,-0.3304851421063956,0.46442459369493955,-0.3358587671653199,0.17407709574266705,0.8558397477816059,-1.2725060216892456,0.47084018917862624,-0.45012817230781227,0.12265666926528887,0.9340347746145492,-0.20454647349833244,0.6034627145636962,-0.03484882603899962,-0.0006310261328103285,-0.20360320361751957
6,relative_humidity_700_max,-3.5175146065230387,1.4137194164882758,-0.14824329088165344,-1.7297922385575264,0.4208179081382608,-1.8316953277072572,-1.7813856189886446,-0.03749544293140276,1.2662765138935095,0.9341820565959132,0.5288407761390439,1.750252700089197,-0.005459843002836808,-0.1396650209325187,0.796414474961043,-0.4609101650375562,0.31199243519959674,-0.46311765382898357,0.45327439725804186,1.3809392206526876,-0.7724195190613872,-0.739794500551202,-0.5360770528576229,-0.25631645420494575,-0.6166794123298172,0.26774160782285417,0.024539416871981225,0.8227347724031148
7,relative_humidity_700_max,-3.7371381900283525,0.09622202758711774,-0.0930503545527221,-0.7416200287293832,0.9781587521635808,-2.327160354767105,-2.353058731634807,-0.17356157317414322,1.0411897910267327,0.8284603757605762,-0.6756677743964232,-1.1651590001372816,0.5015149688761884,0.13908110743786808,0.7567333124677955,-1.1198373287245906,0.8738863464642688,-0.1467481407635856,0.34194473721338037,-0.2589923023508385,1.0885835127356451,0.7768340115090465,0.02154047185507092,0.31820146920547915,0.3873037835345767,-0.6398725466890537,-0.8432104812677987,-0.06944637550780404
8,relative_humidity_700_max,-4.8827877339006,0.651941501093951,0.5540358487105701,0.42330328749085927,0.22261307679352538,-1.32420303627227,-1.7621876745054519,1.3110526734154067,-0.13281023544849754,0.21132312959194602,-1.264676899490472,-0.6310522447626475,-0.36473246949315574,1.4710062775278079,-1.5775528627942568,-0.11002170870958954,-0.3087610426448358,0.060053146437926114,0.41858452715817646,-0.6221242560152621,-0.739440881939406,-0.6839847099246439,1.0970516184310968,0.3600994159786194,0.2500527946764244,-0.15532462946633857,0.19845171111611598,0.11976965166081947
9,relative_humidity_700_max,-4.558589783936738,0.764944276157749,-0.36813048435778983,-0.35463012296673646,0.6858226426162007,-0.29327089676166024,-2.220238184471128,1.780446781637816,-0.40205818876784755,0.8230168108668734,-0.18459205419863942,-1.8821792057576192,-0.31593923347435976,-0.8846067903544883,-0.544480278994654,1.6987376529084903,0.059607736589890395,0.04637838415168366,-0.6877807275640676,0.19774890131410508,0.5166717227285331,-0.02505872519741642,-0.3954909214552738,-0.41927238241590853,-0.47350421760615624,0.8626484494086178,0.19327069146812292,-0.27148887566573215
10,relative_humidity_700_max,-4.8928190159708915,0.2769976553466723,-0.03899002526767835,2.2323289334553325,0.22694295106655785,1.3317650269809649,-0.7621402559413868,-0.9981107325298894,-0.33532644270871226,0.5736042646787546,-1.0638958933165765,0.5755444788103645,0.8720541427495181,-1.502882637609912,0.11198380275627791,-0.05227233187376536,-1.2063695183123895,-1.2024133570194717,0.22694978853678358,-0.0878492025713484,0.48509419284130034,0.5701571968364824,-0.15692997000994838,0.1529358086702233,0.49214388507272244,-0.4693060540000671,1.1701815702727831,0.2666906807086957
11,relative_humidity_700_max,-4.295536209526856,0.8184870205551894,-0.14269109515038028,4.90747204668586,0.9193817429958017,0.5073938054760584,-0.18768801459359397,-0.40234960031598727,-1.7166615462983725,-0.009321857085268162,0.8666171624603822,-0.23048902738677743,0.5048066116579737,-0.35366920509137484,-0.4594604385920641,0.11736210111128142,0.40213998890666725,0.688011222710045,0.43817193170556523,0.18591064502698235,-0.015873660695386975,-0.618863544800681,-0.5651292783851639,0.043693551538726484,-0.3558511925569255,-0.35730317399838096,-0.45847830751629787,-0.485107503944898
12,relative_humidity_700_max,-4.486221467559631,1.0735429957435545,0.08941158805785679,4.805773926196303,0.6281681682652392,0.526960088410914,1.3972587271235168,-0.45628900749979895,-0.3342786667415235,-0.46787729536326206,-0.1433606627931919,0.7084586354100542,-0.15233215629019853,0.475889933570664,-0.40585072517270704,-0.6560347964649396,0.02209731373310358,-0.011656064338395677,-0.5095506812276539,-0.1146115650635827,-0.3151966517644662,-0.304416597170397,-0.33350036876153755,0.15287744132091244,0.48876240531452714,0.686552500944326,-0.43147473938281533,0.4136410900304391
13,relative_humidity_700_max,-4.577226387535363,0.24667487316666004,-0.2395120419699718,2.3730299424096333,0.624376449379389,0.08969085749324997,2.0058147381190974,1.6281898299556556,0.103160230689803,-0.8195800444775229,1.4135387642781032,-0.4657847863375536,-0.42826441252694675,1.049118452765966,1.2639478546487304,0.4204755483878683,-0.13405380173683373,-0.40962397567724484,0.003173243637728767,0.22538784092019445,-0.329290842127564,1.3283178709896757,0.4077296166008702,-0.5584599712064884,-0.7160498757094775,-0.46169061812696477,-0.07703986705238108,0.12342026145912584
14,relative_humidity_700_max,-1.8021004477602822,-1.045815516991748,1.6407077073414928,-1.6297056858763999,1.1369886394414663,-1.1897160125496895,1.8695355614447442,3.3253720851300224,1.0552820646872354,-1.1878277340194086,0.37545690622512823,-0.48836115422062876,-1.1942596359430366,-0.8391909705340479,0.24996663168432823,-0.7378705220440649,-0.5708004615505063,-0.19047478961854558,0.08449476211341223,-0.8323761209377528,0.08234438211592206,-0.023109309634402112,-0.4488247072703905,0.15333793878814758,0.4879354418946077,0.5045896573882019,0.14422702637388254,0.20051097054452247
15,relative_humidity_700_max,-1.7976117169641066,-1.681600034230148,1.8077580318530064,-1.0168906051884279,-0.19526160096806444,1.7259851251344636,0.9887860610646368,2.0970846857069825,1.235571432542201,-0.1823805289869056,0.29942944124365095,2.462480767152484,0.40251967313494275,-0.6594430445560872,-0.8400259215678381,-0.3341279134736459,0.4898799707461962,0.5098202721767294,0.010242447178042761,-0.1276624206693329,0.6786669405807549,-0.43838670523538925,-0.079470039588304,-0.1813762414077549,-0.2929011838527551,-0.8540244872595262,0.020620919834547006,-0.28162389082769923
16,relative_humidity_700_max,-0.9930650573488783,-1.9311959177312146,3.3697772802858004,-0.38420708093540434,0.4406165530348101,1.9774766753681854,1.3934847151158511,-0.4110381588868053,0.20374838086073424,-0.20540474198092715,-1.4094376873267724,0.3206000189261914,0.8508589465815369,0.13288404862030231,0.28937059606511,0.8928086487533163,1.394784095703702,-0.11714845707359313,1.6631625486465278,0.34543330913991893,0.31042596985755017,-0.1923406485356921,0.5378795754706349,-0.07887767783434887,0.3837538048414139,0.7211899669742242,-0.048324595582108484,0.0025253483618151223
17,relative_humidity_700_max,-1.1863573644280898,-2.6789135727027666,2.9830030935486653,-2.389584789568519,1.205534620837118,0.5765751312001638,-0.4373297963618052,-0.6491975290379046,-0.7296147866958187,-0.1756214079161251,-1.1837215287248957,0.6609635241937629,0.8298629885777137,-0.2039726466247004,0.13834318759469055,0.9349650419889776,-0.9353240835143447,0.26703149465543846,-0.7362978545152096,-0.6192600696663124,-0.42605885152478296,0.17714627602652402,-0.3015314269562941,-0.2594737169892767,-0.3678170893262136,-0.30270714019425743,-0.803262750815236,0.08793539564382105
18,relative_humidity_700_max,-0.21999688194435948,-3.2326364818643185,2.694847820250602,-2.2741874474658235,0.6448813683292112,1.126212752661449,0.21638013268845233,-0.6765950176815918,-1.1567149536609393,1.266685658362533,-0.09482166338355942,-0.5159634384524688,-0.08807339524507952,1.451191287972131,0.09717170491691411,0.5797984971859165,-0.17579861423037826,0.2608491173779971,0.05831549813572097,-0.09317619392257237,-1.0264235070431253,0.4406173270537225,-0.5893595964056221,0.05365641056029704,0.1811206692073088,-0.33690231938915227,0.38604051930965977,0.1662510543353781
19,relative_humidity_700_max,-0.19976381938139384,-3.4615814768629147,3.638365313344135,-1.0806134792454511,0.5573263278285134,0.6398582209187034,0.07835921448316695,-0.9208693647294856,-1.4742714194455082,0.04654037474549716,1.4341806597916726,-1.09241890474919,-0.5015770230535491,-0.324563128431491,0.5613053044929913,-1.0897376430032946,-0.6239922306001049,0.27603969708351694,-0.21280695112902,0.6180694814677967,0.5787182203069866,-0.3813728606375487,0.2186968971426022,1.1513281825594717,-0.35751063631498303,0.26264712196658957,-0.09520996497933555,0.014013254074432132
