time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
1,k_index_std,5.243872199162956,-3.2598880055160846,3.1579364298532546,1.310533590122191,1.3128838917621595,1.2751841726100908,-0.3392715223285685,-0.5621015155564995,0.134953633341656
2,k_index_std,5.456246015658563,-3.046903565797797,2.9353624945768124,0.7993846133866952,0.9816178441164093,0.5993242434875447,0.07213352082708661,0.0026019524376523495,0.019536969296060153
3,k_index_std,5.556988730187665,-3.056226646209985,2.617743911584078,0.27159433335168903,0.24615485419137254,-0.050864797874285404,0.24973359799721553,0.3013822930042443,-0.23858582576128928
4,k_index_std,5.769100734742411,-2.631253686319689,2.0292855311687874,-0.25460491735414065,-0.37291940358417297,-0.6311202800225549,0.38004517235184265,0.5685346015018686,-0.2687751070256209
5,k_index_std,5.930924801277861,-2.375017139934526,1.153518676128156,-0.6856608342830135,-0.7897608343478415,-0.9099876943996268,0.17373053333844107,0.3661602866780357,-0.015675034352965977
6,k_index_std,5.961194256061273,-2.0578708215313686,0.23846930277555203,-0.8817500265358346,-0.9408572693692114,-0.950808730858267,-0.13191726261918701,0.07974885357642544,0.2202306072906512
7,k_index_std,5.984764119265977,-1.4941286734648032,-0.9051092625083756,-0.9814375106172464,-0.6736640636751747,-0.44876541458858965,-0.3117180880637164,-0.47878045335413144,0.5025369954424922
8,k_index_std,5.666261030332755,-0.8880583475452258,-1.8796259553490184,-0.9298376186985831,-0.6834659719993155,-0.06579135592757397,-0.46180184185923806,-0.5524325766490615,0.2919271512914244
9,k_index_std,5.14880466386145,-0.32773913963887763,-2.667968322555321,-0.841292521731797,-0.4257760699971984,0.6054578219899655,-0.28740863308927317,-0.4843999588413549,-0.3068374199275839
10,k_index_std,4.649812141488613,0.30087258475637435,-2.9816964565872492,-0.7639553391894299,-0.22564598590088594,0.7552151429870502,-0.1048628355178588,-0.12626708856164914,-0.3864043239887917
11,k_index_std,4.26286075655816,0.9708004038901665,-2.9278728898800175,-0.44676415979450124,0.13115976007382407,0.6956526080059977,0.3215053659865068,0.23764805309425827,-0.33447200424143647
12,k_index_std,3.7397247906054383,1.8548679097783278,-2.3267160930540283,0.0958098663539599,0.48623705457753447,0.4231626027632086,0.43515014900572074,0.5104245176009016,-0.2493814688180573
13,k_index_std,3.1619752222605064,2.6332858914257096,-1.8146543591124307,0.5497942583202486,0.669306092189543,0.10560922795134521,0.4137008245432036,0.6744232294668355,0.24976736189745513
14,k_index_std,2.4902178281511587,3.0573695990207423,-1.3339258721044516,1.1332568117179345,1.1137473117245527,-0.4479936065386639,0.08987712588452801,0.12124987326033358,0.37157952747823725
15,k_index_std,1.795705854628955,3.4637537845292536,-0.7777290377341602,1.3711169605441893,1.0702511262558523,-0.6846432820883037,0.05459013798639359,-0.06826435416027078,0.4358630241802642
16,k_index_std,1.044641738112466,3.680531839059568,0.023582558079426857,1.5838478559592366,0.591083837360451,-0.6460748635160956,-0.08653913370108383,-0.2889132685130827,0.188753213103987
17,k_index_std,0.12137213892872031,3.8072716995484273,0.7505307620497373,1.5557753369569673,-0.1762707374281053,-0.29566234346435727,-0.15572075886166573,-0.3603513177007257,-0.15641481925877998
18,k_index_std,-0.5191744005284323,3.745237327645427,1.3335133074846803,1.2674061273678914,-0.5810779032483201,-0.17684582144331118,-0.30543319219059784,-0.09752402203107581,-0.5048096596752105
19,k_index_std,-1.0646634844119003,3.6694963217869088,1.56132679006694,0.8512254610414711,-0.7811805377581374,-0.029235361451098455,-0.3971102646221411,-0.02232033356869047,-0.46504976394837283
20,k_index_std,-1.6217453405163056,3.379205629591613,1.5939505804541045,0.32199082186422956,-0.80627784095402,0.1558708379286417,-0.41449454126739127,0.16992008114336912,-0.2508931839487254
21,k_index_std,-2.1622290335040804,3.056772256656465,1.473464425776165,-0.3743010123572649,-0.8837204840793249,0.30118789683501795,-0.3771247754876456,0.2086495691540815,0.06323303621103374
22,k_index_std,-2.8105962027925115,2.538668693330598,1.5900278579701295,-1.1664993002708497,-0.617696746032883,0.6748417181805294,0.05700734550922105,0.018706374453325823,0.5252442613515084
23,k_index_std,-3.1906310517225016,2.0441727782124186,1.4223713188159786,-1.430814736908104,-0.6131364778074174,0.7377494251342623,0.366898391474174,0.06536271770192845,0.4749528995776107
