time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30
1,relative_humidity_800_max,3.546443557209609,0.6479192120728219,3.5310002374961864,1.5818445668187822,3.6215095036035057,-0.9631177987361377,2.3677608458247694,2.550044317517745,1.686681017159558,0.549775781857812,-1.2805118077004853,-0.7999781860891692,-0.9016343135181074,-0.14111010302836735,0.5412864063001528,-0.3202667961872358,0.660440633700259,-0.5156096286917133,-0.3606167385161909,-0.6316468144263672,-0.20932985649693572,-0.6751388827302748,0.35571443288697263,0.8589951013233358,-0.32783208839617717,-0.1258189527889003,-0.3716985386103707,0.4432897685185059,-0.05531027044116204,0.11776118281854271
2,relative_humidity_800_max,5.309559316781339,1.5309938441033077,4.048331959352586,0.8642840726316079,1.4377673458302138,0.7418293948232972,1.4944473289148932,-0.43759903949344564,1.274165828164404,-1.0857042751143544,0.5231828656592906,0.8094624710441222,0.7012493340475321,-1.2395629280869565,-0.42451359365492974,-0.16702896356852473,-0.12358524385322152,0.6897406490461648,0.90227362003504,0.030379534517530556,0.3323048890557705,0.47674392079317357,-0.7146081345036697,-0.5767184550383023,0.15722575791033835,0.46869111747162234,-0.01499726956799478,-0.6805770758656069,-0.45285357528516307,0.21226779753936198
3,relative_humidity_800_max,4.64641525025969,2.5750326680473443,4.260326647456341,0.5265050356750909,1.4075870599267577,1.2835384306174022,-0.4806456315013146,-1.3053819854703628,-1.6118958981971223,-0.5061208809667098,0.09477110424596945,0.08766789400596675,1.0144651046566762,1.6246074251367626,-0.3403521730706547,-0.6435996388838187,0.7703400953689553,-0.212978623448772,0.13644788813271555,-0.09304483773806765,-0.9182307571479449,0.4864846126205265,0.6555017316420391,-0.43705139039010316,0.12208011363785543,-0.338303791914773,0.7574400254061247,0.05859613285377061,0.5746142432942707,-0.48351180918987086
4,relative_humidity_800_max,5.208336352731639,2.149013493449038,1.162414745717874,0.9481177153552561,-0.45180616157909603,0.5692261155894037,-1.6379793581960829,-1.7500603850688057,-1.4052263698973793,-1.1245066484673334,2.081087100051724,0.2633949917123436,-1.1152776144531915,0.10292347125387788,0.4596084357773438,0.6577266112089609,-0.6736210875086731,-1.0118902178690017,0.05094563190515868,0.40876197886529797,0.0687450252879755,0.03999559973941513,-0.5407028373469238,0.6784146530264242,0.2393466522189267,-0.13837712061038349,-0.23110201213712614,0.3987865819274194,-0.6304720034038449,0.17373057218090585
5,relative_humidity_800_max,5.335049672574956,2.2374740337093035,-0.22588419472807203,0.5573742166576809,-1.585139314204155,1.373007873858221,-1.8136165221816447,0.3535279280345693,0.6473458607950968,-0.8915800694134164,-0.5665757569087724,1.510176159466569,-0.22972893413886633,-0.5820299168170063,0.03811396442881612,1.291120289292368,-1.2294014112805909,0.9217379023485144,-0.9760946349370946,-0.8449430240276391,0.4286192217548304,-1.0526046496249017,0.14205436805396077,-0.14945740954167766,-0.057276426235601516,0.045617237058307475,-0.30992445616282444,0.21346455658444877,0.3539324317968649,-0.37928286824569707
6,relative_humidity_800_max,3.6763590387332434,0.793505383191669,-1.5324937274955304,0.19933928660465583,-2.226788359125022,2.511966906876478,-0.9203578038498534,1.1757653958117564,-0.406414224235293,1.2146041068758828,-1.5733630040428463,-0.4698800261073879,0.021577068521489506,0.6838185243103693,-0.13006282359539417,0.3540011586854299,0.9007345301088467,0.7611267408348474,0.8471184416239589,1.1183072205156845,-0.5675324816807426,-0.771319678330753,-0.9274750546280587,-0.016176943476684205,-0.37061211002061484,-0.9611253023754672,0.10811115937425811,0.2736440168746647,-0.02822724338327519,0.261682035300042
7,relative_humidity_800_max,3.6952922183966614,0.7734327005378647,-2.6997611636137013,1.6140036495652028,-2.478344148200598,1.1000896517421246,-0.9559085352792659,3.719406974998752,-0.21997036593006117,-0.15248882520815837,0.012325197652228888,-0.09724245625950458,0.5817298159408818,-0.9322666940317171,0.5403955698129145,-0.29472732995447487,1.4353127813866051,0.3407934364627141,-0.10559719439711104,-0.42308495508703065,0.13263454696462912,1.332582087984311,0.49956080370513606,-0.11714144219558137,0.5811369125668975,0.32181086666274233,-0.2047142148854696,-0.18141387618259483,-0.1528246511378471,0.31732846296030354
8,relative_humidity_800_max,5.214851115914158,1.0099608662556236,-1.2085024443199337,1.597084911443008,-2.471838338555034,-0.06444113652341182,-0.10320353677191622,-0.39698117738035427,0.18663037270265137,1.752919326821265,-0.8220729932423106,-1.4106846329087486,0.3770565972278822,0.9700394049208971,0.17068781572231276,-0.6988697699939512,-1.230298927300278,-1.3807962480900406,-0.7195618394495523,0.14848254295204613,0.8972390219693045,0.075708631322004,0.43080314379642737,0.20771796798156944,-0.14646646308778533,0.6579368836186062,0.5829255203191488,-0.38728404951475354,0.27571206682570903,0.2189657037885866
9,relative_humidity_800_max,4.092591464427306,-0.30587150014843933,-2.343368929520653,-0.17794669695933654,-1.4868283992427564,-0.060820417391866256,3.223475947390527,-2.531814312762776,1.2644760089422862,1.4128803531749594,1.3705116769658265,0.5300290075450625,-0.8653392031344896,-1.1593786218813877,-1.2299823318117717,-0.4096067127112733,0.7005287147036692,0.2788229776987035,-0.23879038147185525,0.3499946718567665,-0.26273666068015067,0.2814441523792349,0.1569263339281711,-0.13384708535777468,-0.8446085229353715,0.4305276880564642,-0.04960010249065363,0.6134081480245331,0.2225467602267191,-0.24684130857769043
10,relative_humidity_800_max,2.739507855232244,-1.5776450345498074,-3.177848806102864,-0.6934501971814263,-0.3696032437451652,-1.3122870328403904,3.1326098270517955,-0.5788996701224233,-0.05069806370256253,0.09691436916739524,1.260869499775324,-1.2737312868065562,0.09836319381983019,1.036149652092122,0.4840447391715955,-0.1510084043735591,-0.06567256340291197,0.16948058059269763,-0.5112821578561471,-0.0310133995574382,-0.4841387867784925,-0.1956308807613127,-0.08077671990328661,-0.3649102705619914,1.1120407634287415,-0.6592195154529819,-0.4773328193196493,0.08568338591938557,-0.49107525509304584,-0.12536409558700845
