time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12
1,relative_humidity_250_std,-2.815878853450563,-2.9745547220562223,-0.8759420693608191,1.6049582373275717,0.9852107377247027,1.200916425388682,-0.37506760280218926,0.16729218547671676,-0.31825436933182005,-0.003029248672703774,0.07694985697155976,-0.15382375204984938
2,relative_humidity_250_std,-2.880722664218161,-2.9541199495224424,-0.9059100062084593,1.4803961408383959,1.156630682533349,0.8990335216804932,-0.4975546133972871,-0.06356141740330877,0.06240546809713571,0.07183768413801145,0.13020678756724896,0.09651773936726679
3,relative_humidity_250_std,-2.938061641065231,-2.5554612311515177,-1.1165515753146935,0.8072607268120195,0.47658716979554283,-0.2948283570896188,0.49775530746336727,-0.1841695136928863,0.16963329933495924,0.16676883726275948,-0.11238719835531392,0.151653290387468
4,relative_humidity_250_std,-2.7783503257432125,-2.7034486306991563,-1.0579199347914496,0.4854277212728288,0.2905459490510252,-0.7336351646951915,0.6794400984328256,0.052380057379335695,0.4258439410509638,0.058458194930407964,-0.09539481047167718,0.07400491049433762
5,relative_humidity_250_std,-2.8490789521096627,-2.617245913345742,-0.9902839713711719,-0.06491861824979309,0.11203899030275864,-0.9239795294055443,0.47042724877338143,0.09559568106181131,0.19317892641645404,-0.07626673429478685,-0.08719869802076596,-0.15471832555214485
6,relative_humidity_250_std,-2.9747559944936444,-2.297175348660381,-0.8183758026376764,-0.4860180990337979,-0.3629559550868722,-0.9901906336547913,0.2593504472798818,0.22043579869405025,-0.10308922544595202,-0.12603250256532733,0.06522292935790117,-0.176002288716344
7,relative_humidity_250_std,-3.1973532579887936,-1.7109228290767606,-0.4634253678061578,-0.6632513062335655,-0.6790736560937918,-0.7241209138458363,-0.24324492763258126,-0.046603472633505054,-0.32890205805514366,0.019809716398021735,0.10117594538566041,-0.03634192276902378
8,relative_humidity_250_std,-3.379083243709732,-1.2145000482942934,-0.21550020673622636,-0.8320447852632772,-0.9495206268785492,-0.21394195245638006,-0.5300250835397697,-0.16900328169644047,-0.43755305241520226,0.049305831420689214,0.10722043459168572,0.16733572014014095
9,relative_humidity_250_std,-3.532860263004885,-0.6887550314381311,0.13838936891064404,-0.8264244982226687,-0.9316149937049262,0.32295128611524,-0.62487838425436,-0.2800959989823183,-0.38257598357243716,0.05911039853708517,-0.011226800799796705,0.1575582382434627
10,relative_humidity_250_std,-3.4563347390970276,-0.20042524532753847,0.6944269056085038,-0.8532594058861168,-0.8288503379703369,0.6282411249813962,-0.3910541960389805,-0.12401746603384008,0.14918765617689184,-0.0967039733398323,-0.08184709517800455,0.14074220430084583
11,relative_humidity_250_std,-3.1612112018560334,0.12683405893640895,1.0979381416084697,-0.8788465677387233,-0.589161622551261,0.8509065129271336,-0.001549551270466152,0.12418677505671803,0.5534709759642829,-0.21581024582883646,-0.12915884677651884,-0.06045293512225483
12,relative_humidity_250_std,-2.850461849336203,0.7123552755761923,1.2687469388458745,-0.7171833750862117,-0.6042071464898646,0.8993176449881366,0.5723051855323273,0.1310856587898468,0.5472611742618493,-0.23649496158552816,-0.05824338932471283,-0.3259925640249629
13,relative_humidity_250_std,-1.780770413180659,1.5781382727913893,2.1465202448949245,-0.6248665833748265,0.35535612749855,0.34638778371383716,0.823899930739785,0.09834506085563718,-0.49300012895068734,0.4786661141757866,-0.01391663344904972,0.06822037478997081
14,relative_humidity_250_std,-1.5462085083387451,1.9227464757593808,1.8870478864558216,-0.4520581260509941,0.6251625591758375,0.09736823157098105,0.746217569349777,0.045528733835703154,-0.32859777635683207,0.3203435701743854,0.13470882391402453,-0.010011108547408432
15,relative_humidity_250_std,-1.4764942039433329,2.3160338203807784,1.6019798311712978,-0.16213169270205888,0.9283117182025691,-0.10045770233440302,0.4194869252926511,-0.032061941305065435,-0.25729761835009296,-0.10988604585804378,-0.0343060523661886,0.026652182796143536
16,relative_humidity_250_std,-1.2787444490818973,2.7116477428465493,1.0920963359100213,0.183762278127201,0.8951827508431269,-0.32779902857893506,-0.014935297936491147,-0.06848075169331347,-0.11018558905827645,-0.5261076736119468,-0.004839697289336667,-0.015159297501967714
17,relative_humidity_250_std,-1.1143532039708661,2.9581983758135872,0.7080116713353101,0.23832728323548896,0.726213810967026,-0.4898106792194358,-0.3821256955020475,-0.2751455741986195,-0.04120865535522537,-0.4231899549469382,0.13288221393373037,0.013853214392250979
18,relative_humidity_250_std,-0.9372274920166644,3.0371216474751344,0.4210259519245457,0.3176943841448209,0.5142605352707895,-0.5507830605697144,-0.7128103934170209,-0.23949746756857299,0.1455025049088549,-0.07079176189631625,-0.08113004582902046,0.034756278188222335
19,relative_humidity_250_std,-0.8437125668674841,2.998694209815037,0.08779766878919353,0.46057947195507487,0.323943887786418,-0.5793460168945938,-0.8173220101261975,-0.12420805537268376,0.2264447011115195,0.21903926669987894,-0.17888668770049018,-0.1513704658252418
