time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,relative_humidity_950_mean,-4.767697902596007,-2.37412962774031,-0.41567220051381104,2.792562248180604,-0.2231024941244958,-0.5087501630788802,-0.31825877209892817,1.1477373585381656,0.4939215766299734,-0.06453003376257992
2,relative_humidity_950_mean,-4.887787469057955,-2.3099691969019007,-0.49700500927179203,2.4230067813804705,-0.30228905172943205,-0.31376748471352534,-0.25489740226564106,0.4175801855603798,-0.01850036519197771,0.10147473769538007
3,relative_humidity_950_mean,-4.8850221789984625,-2.058863386610416,-0.8847741595519681,1.8962872742232093,-0.40858261802002355,-0.17301931921051816,-0.07403566729538492,-0.23761824809810325,-0.37847572355750164,0.07412156203702351
4,relative_humidity_950_mean,-4.98650648728267,-2.193735216759706,-1.2370387577614772,1.168072452514005,-0.31983648890703414,0.05323949283765967,-0.05911139858188795,-0.7383688009258985,-0.21520354439734266,0.08470763115776242
5,relative_humidity_950_mean,-4.934770590073136,-2.1176829331539477,-1.1306771465476393,0.5551949474866799,-0.01169101529108942,0.13811881904530487,-0.04220280325521152,-0.8222997182110542,-0.10243654708496897,-0.1323935921446349
6,relative_humidity_950_mean,-4.7219166110476545,-2.15493354443639,-1.261814365271166,-0.42451181861311005,0.42499353463385137,0.6566355986904255,0.27501379572931683,-0.6002534931032139,0.05693314712872223,-0.11044097525760666
7,relative_humidity_950_mean,-4.510165014951004,-2.0522352684620877,-1.1690146315763694,-1.0648483128989699,0.7207133229886801,0.6767280993623803,0.29302607210395015,-0.284302040125387,0.16554784507764597,-0.1824892347920371
8,relative_humidity_950_mean,-4.3014557508662445,-1.8600201471655775,-0.9614514974012955,-1.6526915480272224,0.7919587848736949,0.6343947104893566,0.3321071925074871,0.23752480856186275,0.06056909499011873,-0.07930962162134463
9,relative_humidity_950_mean,-4.1622927370616924,-1.2722143819023586,-0.6769956663138669,-2.0922636741330782,0.5126199060169566,0.3032638474438385,0.15335429423000846,0.3758369322683918,0.06972518921255297,0.09575911132837998
10,relative_humidity_950_mean,-4.186990317600533,-0.5830098716094462,-0.4366423699048643,-2.060567556798406,0.39025760575217966,0.06525515446410411,-0.1753552786296109,0.5486819120481953,-0.03462324686080441,0.06418820579666391
11,relative_humidity_950_mean,-4.008963647095955,0.14516501143879262,0.24973530239502303,-1.7528566232075717,0.04270273729863298,-0.11613001132076711,-0.3074690796580974,0.4285362391286709,0.006948668130136871,0.12495859327166102
12,relative_humidity_950_mean,-3.91885282002766,0.4711166980812159,0.671153517084272,-1.2442992478917556,-0.4764103108509849,-0.679368594624303,-0.5133767860875702,0.1262496216079679,-0.13516175055247834,0.2292320559290129
13,relative_humidity_950_mean,-3.655293751680575,0.8502387896188303,1.1769397326605615,-1.0401474856681816,-0.6778388328317968,-0.9233403096524938,-0.48348999140711907,0.12709568992567455,-0.23668309383326394,0.07131152873260527
14,relative_humidity_950_mean,-3.2985081274377213,1.2849818959756854,1.7989165715208644,-0.5950588635882261,-0.6640749590483319,-1.0134276356803065,-0.26104359959543316,-0.03889741631925782,-0.18144956649449953,3.167478166025164e-05
15,relative_humidity_950_mean,-2.8388092555463067,1.5774175415634994,2.2061376706291487,-0.2649600749236666,-0.7305651453291027,-0.9478217324076761,0.06068577725016206,-0.2758226455016435,-0.16118174575495103,-0.2055612675183628
16,relative_humidity_950_mean,-2.8616853834414546,1.8512882177098473,2.373606800929446,0.03375718120538502,-0.6594490336226985,-0.3584367176303999,0.3763672217534231,-0.3492329469458539,0.259307352606821,-0.19130171017638556
17,relative_humidity_950_mean,-2.60901640138844,2.051062714071958,2.3847393683443547,0.4136429334238234,-0.39246885958611677,0.22174891533022148,0.6602062715933137,-0.43128736401673323,0.48824508693712726,-0.15437079349691327
18,relative_humidity_950_mean,-1.8805351240467567,2.4301082905534885,1.9400001669934637,0.7087411373724989,0.05751797307994875,0.9862051472160697,0.7047076220484179,0.01161437383605855,0.3923496792885051,0.11725764828302049
19,relative_humidity_950_mean,-0.943030102907078,2.825065913663143,1.2476414543925611,0.8068341013663364,0.3130518309590395,1.3625904378761908,0.5443211992429315,0.3577733552797984,-0.018092467495100184,0.2011879111420867
20,relative_humidity_950_mean,-0.0031184762731223466,3.2620587082903847,0.31741716205907455,0.8759691121727897,0.5307244596684991,1.3589537469509445,0.09776528538050729,0.38483403897599977,-0.3470795368301613,0.2479894816428657
21,relative_humidity_950_mean,1.128516010777888,3.5601847549981986,-0.26928014579805926,0.7355240935865104,0.5377107555171442,0.8579579189914409,-0.6242640811892657,-0.13361762374639582,-0.4889199597841269,0.09344321645389381
22,relative_humidity_950_mean,1.7573472975286502,3.4414700003751473,-0.6095121109345037,0.5395134331735937,0.9442098189437955,0.08218107416332107,-0.9276403319299009,-0.12444561240477206,-0.5898531421369333,-0.26172814315484205
23,relative_humidity_950_mean,2.2239022483451683,3.1881215686556303,-1.051376773865159,0.13740933936144517,1.2191521114832415,-0.5382372348231482,-0.7256323190172457,-0.06481178270694878,0.05090228009428634,-0.40651387665169386
24,relative_humidity_950_mean,2.7033536697399927,2.8441724215538198,-1.483434349176304,0.14535649756337993,1.0838790385315393,-0.737115348747098,-0.3310227613027481,-0.12597579296119826,0.5271012395210698,-0.15311458842247938
25,relative_humidity_950_mean,3.2372404808881647,2.2431162774178426,-2.007432893772525,0.17910405665740595,0.5976148349267851,-0.8727759352148087,0.10541855228056195,-0.269271658301038,0.9995264928238606,0.3096579267467383
26,relative_humidity_950_mean,3.6680700760657174,1.769564999167844,-2.1611641817216007,0.014125189480188437,-0.2903387595171621,-0.8834857455258723,0.7328387982126223,0.08852601085814012,-0.08203910083711655,0.37040106622689634
27,relative_humidity_950_mean,4.241245171876434,1.3130758702256085,-2.0130041653796216,-0.2967860299774844,-0.8757450776674337,-0.5485115307082452,1.0148956272915786,-0.04737404040141634,-0.34650537430768275,0.26972929666481904
28,relative_humidity_950_mean,4.765327376972888,0.6330167002659406,-1.7263364757654496,-0.2336759364888327,-1.281145265911878,-0.10871432473931689,0.8058604252673401,0.21048890967669664,-0.39681551236631696,-0.19851973493620648
29,relative_humidity_950_mean,5.25075942407478,-0.07476866243692569,-1.1620412408602285,-0.243733259568555,-1.503311591769729,0.44838466780041536,0.26199263478912566,0.29664826965987573,-0.07565510232557746,-0.40627278343549555
30,relative_humidity_950_mean,5.77938791533995,-0.9191984783969962,-0.3652719977123086,-0.32386610078607586,-1.3022339444753859,0.7833554826967565,-0.4091256557210993,0.24557285951574617,0.2427928602398443,-0.5090039331682426
31,relative_humidity_950_mean,6.251576697930211,-1.8187454884862053,0.37875778841541985,-0.4141317839503615,-0.9976460277585254,0.7685224437824538,-0.8375188147776652,-0.052271607972632264,0.38792410831521795,-0.1375062658441125
32,relative_humidity_950_mean,6.342035371327386,-2.186962392133198,0.7066583635271986,-0.28870613302332265,-0.6854968815111485,0.6393706775174816,-0.8467732040523337,-0.41101550678756066,0.196615110748577,0.3898001037401539
33,relative_humidity_950_mean,6.438722213077348,-2.4299388008456684,1.0847216558231514,-0.09576206934958073,-0.004768063237266795,0.13386667110809367,-0.3262615372121578,-0.24891540737358198,0.044808078209267764,0.5514675609107091
34,relative_humidity_950_mean,6.390905152282305,-2.721041796104103,1.435952246849025,0.05756617361685686,0.7610940292266781,-0.26040283461920866,-0.11166144467106179,0.03134471997245698,-0.2002336063324053,0.2707605351995654
35,relative_humidity_950_mean,6.172877003540123,-3.2462398762917704,1.649900763135582,0.15275071480280686,1.2726521191944526,-0.5771901430651711,0.3974552459326961,0.11301073482683976,-0.18192658089351332,-0.09294184772655185
36,relative_humidity_950_mean,6.011152039613426,-3.3675373041898577,1.8976615743408716,0.4534488513264124,1.6061415580945126,-0.6102778400047194,0.8131249131349229,0.10672568566176385,-0.25238184291700266,-0.38148144563140496
