time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30
1,relative_humidity_500_max,0.09336419584876363,-0.37716618952364833,1.7508716308641066,-2.2372577251916836,1.539847699889993,2.386986859607181,-1.000322504704857,0.879497589517508,-0.41018382276143034,0.8269981361260953,0.7730873424162324,2.022208379810056,-0.7761192931375078,-2.0424334873201833,-0.17313188277285593,0.9016477571316902,1.0235744162119416,-0.2210364483500971,-0.13427043160040594,0.25921364491791,-0.2161761144966516,-0.20925335060606798,0.8715252843315118,0.17969295339014163,-0.9437561182576336,0.2285160986148589,-0.4819684256830717,0.07135554059122207,0.03126001352499603,0.6469235667487455
2,relative_humidity_500_max,0.643296842988858,0.5084630650235139,1.5324062692956189,-3.029187437543886,0.676181233507635,1.5032084489594932,-2.52015009202946,-0.5643758392024334,-1.883107457128764,0.6481698625129598,0.20452278713832664,0.21056172712874296,-0.7871252916399197,-0.6588793054963588,-0.3884480052886877,-0.18441341947512857,1.2364503280418526,-0.5164498099982912,0.8925228688438027,-0.024697435613684027,0.9372248005920354,-1.314269605897171,-0.24368871239011558,-0.27111045337297873,1.1450937195169573,-0.0985047791288417,0.11377474717136339,0.2884299183492082,-0.14066858769954313,-0.3922123050901123
3,relative_humidity_500_max,2.394129960316427,1.4184082693847135,1.37309681161933,-1.7875582920667012,0.9458318057006829,2.88676543751095,-2.7611740929635094,0.004322225259562557,-1.720274738365226,-0.03439941616692578,-1.2796511523058731,-0.8690200003799801,0.8453183612542402,0.5453675454959276,-0.09803371834548537,-0.6014883402918207,0.2746691307013556,-0.27761036006814527,-0.04379486930155282,-1.1568567982949167,-0.7916368362837761,1.484236898240186,-0.04629356121113859,0.3046049712254306,-0.5805772449615779,0.217536705353538,0.9486360790228481,0.03358214748216854,0.13329837941574857,-0.3793879979099876
4,relative_humidity_500_max,3.5279114651445025,-1.3002771888856999,3.2514350744392844,-0.6054851693848685,0.8519780158699414,0.9567327806017984,-0.6791945990420968,1.751942621172138,0.14613890938200166,-0.6492110764309474,0.39538417983428936,-0.005766922780693634,-0.8661385710666784,0.42378871058241485,0.6945145720870347,-0.8732562967479395,-0.5552730751554312,0.2134911190212876,-0.3580912195550426,1.318139387800634,-0.5144632178199957,0.2729785186069288,0.1789761148529031,0.1304570666302975,0.1936476652904133,0.047780197196463634,-0.30610303776492803,-0.22507925941460344,0.07924218429191704,-0.16798474262269153
5,relative_humidity_500_max,2.2401565266313885,-0.7951264402602521,4.111683819718022,-0.29051743524850526,0.6907506567938209,0.19658663052587136,0.47463459823734866,1.4288738457183392,0.788247415579532,-2.364273594691224,1.925024464319431,-0.5823373527137448,-0.7218127753527036,1.1913450388641151,-0.18516746438554946,-0.9964639609580772,-0.5617034125868512,-0.4976893291614244,0.09803444896776169,0.07038549836882561,0.5320390010511558,-0.1897435187991488,-0.3065865983458783,-0.8724816023671867,-0.5087485764446027,0.17549382969286728,-0.21329901493603365,-0.5545127849331,-0.527702172333135,-0.2277264607205783
6,relative_humidity_500_max,2.1477366657016344,-0.5860377064956969,4.440903778571258,-0.9838852876216582,1.209600200536165,-1.824107387221161,1.1729495371587544,-0.2976769225496662,1.4365871266431176,0.4645347029273832,0.7011245905644764,-1.6403577330561387,0.6636263522697301,0.1566245953928996,0.46978045952072384,-0.3883795217317489,-0.4246115982167736,-0.35480594914365804,0.9386193213624874,0.24363868902363567,-0.026211988271261567,-0.12871434275367521,0.7618062547039065,1.0664758815624165,0.16976185683015332,-0.07284077919870889,0.5349039692401237,0.6543163193511461,-0.10738613519782633,0.692153819229219
7,relative_humidity_500_max,1.9060506735010792,0.6416358348735786,3.5197259362755475,-1.5715295870804746,0.2824078486274561,-2.0790639140464466,2.9475361423924995,-1.1306515033794216,0.6382220999156162,0.6430305923878517,-0.46263892409670393,-0.9066493002049582,1.0147747165631862,-0.3691371099421991,-1.6455301572316339,0.4646132142750895,1.0217968621397362,0.9866384687662444,0.6072314650491344,-0.6943535647860544,0.31654461518270294,0.07407907092566585,-0.9590733924565038,-0.11767299489189913,-0.6021926968061434,0.03983186799182751,-0.47381913788657437,0.213963315950836,0.2503706354848492,-0.16045700176393551
8,relative_humidity_500_max,2.074019159117499,0.7574918335582816,1.7405584761279167,-2.808732171305907,0.5073928736068706,-1.9017798252860716,2.0346882465367315,-1.3747966477651727,-1.0934841403317657,0.13865605890280377,-0.7542610319007698,2.0930968855458727,-0.03789864951473887,-0.5393092164292365,-1.4259552243018947,0.2538388863244255,-0.915048240949708,0.40862603972686634,-1.4619240042476376,-0.0770932018496638,0.09737262734813389,0.20382731505488502,-0.34138297092155,-0.34500036616814855,0.6323255952610817,0.5290555236828234,0.426318562253681,-0.37466041945753376,-0.09818125915883352,0.029937627317579492
9,relative_humidity_500_max,4.18584765446958,1.3401380127620806,-1.5006436085985126,0.7917199980092149,1.7366957534183574,0.08124230774043249,2.5963734932211113,-1.2886502460786118,0.931854479622341,-0.5168762821978584,-0.6193479843387922,0.8196112540198423,-0.5678802546112492,0.3387170273957018,1.0257770474548509,0.6015602763110823,-0.3100323311809198,0.2051466295069491,-0.17588010361418677,0.1740895024894578,-0.5962234846744049,-0.47156749095144795,1.1358463494041242,0.12351838841752259,0.29845966990327416,0.025050561728565193,0.6463795542711895,-0.034054270758810366,0.3726678443640141,-0.44469260041303793
10,relative_humidity_500_max,4.337883959712873,1.5357564698299373,-3.0139144323094116,0.34063187305574405,2.0188892756122696,1.0768297751955247,1.4863682479981288,-0.4284876937371246,-0.19554937805864067,-0.8415808409148882,-0.6496714831020977,0.4718514760936591,-0.46109538174097275,-1.0090946236316427,1.8793738236827746,0.7649268129016311,-0.45957565149021645,0.3493789772054414,0.8403427413753128,0.0334130490330443,0.6359227401613196,0.5585446666712734,-0.2852976930522532,-0.2671573980839396,0.16526337639028726,-0.48661270512255234,-0.42382790114023766,0.42076090270009636,-0.39723529757648,-0.35266855859508234
