time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11
1,k_index_mean,3.2774791311805123,2.450756744899007,2.688989838780404,1.7795545410875984,1.1872979205828047,0.40268623085164185,-0.2602117161400009,-0.08227289439586549,0.012292242589366209,-0.12369341697131452,-0.06557534232766367
2,k_index_mean,3.2741462781533657,2.204102298514468,2.4363064980762807,1.6271182074761141,1.2691219550138375,0.3987432794972076,-0.19020150485066964,0.037837013165350236,0.157050404528804,-0.19623378472441186,0.11790888458272569
3,k_index_mean,3.588291258654584,1.8726006356646323,1.3746393087975108,0.4252668216113279,-0.5829985165563529,0.036489177872940315,0.41673228737941403,-0.0235815117878687,-0.3586832647459937,0.6213683389800717,0.03370663781981726
4,k_index_mean,3.5733563408126634,1.4311224781132257,1.0809695202271792,-0.024567749879649842,-0.9577103385869521,-0.16536368996686224,0.400482558324096,-0.10484400678868118,-0.19280001151717874,0.23099161778541968,-0.0049779072089091506
5,k_index_mean,3.5006375022790697,1.1248039595065524,0.7262576746126236,-0.3308174023935207,-1.0831263342640516,-0.3183904924887806,0.2689212881391998,0.026599196948111498,-0.009315515411998794,-0.1003697099623867,0.007599855510862747
6,k_index_mean,3.509674765751669,0.806409388814951,0.5002383848886289,-0.577143677705726,-1.0113584416865782,-0.4025710410853347,0.17780677344813123,-0.02743867691912145,0.11740741033755668,-0.16795260638672008,-0.04231937911284747
7,k_index_mean,3.3596197457036863,0.6607383284109478,0.09190994910931656,-0.7245320053918906,-0.930162937800458,-0.38938423930574845,-0.05828214222214145,-0.061045328750852154,0.228218112132554,-0.31001748013053965,-0.05866589277422731
8,k_index_mean,3.2186846114329213,0.37898030871786215,-0.28712856533449305,-0.8350562362160088,-0.629864117885256,-0.28082016549459066,-0.21500176293590273,-0.043099983940634405,0.18839303334266108,-0.21322238643897573,-0.13332969972878525
9,k_index_mean,3.0465172565132685,0.14660910779395328,-0.548304169154945,-0.9732729255912862,-0.1987571032675939,-0.18889709940145083,-0.4298372213423844,-0.04869517089531965,0.1253475216971416,-0.12430893417514562,-0.12009492023661099
10,k_index_mean,2.822315910681872,-0.1762597837604419,-0.8032356804454545,-1.0769798241439732,0.25753075271012493,0.026270206480088834,-0.5634232391315063,-0.03275983150825033,0.0026955760452981657,0.09095330380919905,0.020382094603772348
11,k_index_mean,2.5616203835965274,-0.460276083056766,-0.9635125600351063,-1.2478486233305994,0.5390547421318921,0.16859891651713266,-0.5566754981681367,-0.05737957157424293,-0.1103501904031579,0.36449661133945704,0.003146296350949156
12,k_index_mean,2.4403371555660467,-0.7099160870893217,-0.9833124753740801,-1.139000097320569,0.9094678769392425,0.2005216154894691,-0.43906845642899334,-0.009336625708467638,-0.09603354016661764,0.20543667517430003,0.08674795707426587
13,k_index_mean,2.5383975875759934,-0.8261491784289784,-1.3031707749328314,-0.5501985725847858,0.8432054799960229,0.19510754412128734,0.07478718149038507,0.20319604329641325,-0.11090004426312837,-0.040073035438368404,0.17565842841960327
14,k_index_mean,2.2561779930611334,-1.0845429356388099,-1.3367605540874457,-0.3657742833328444,0.8035842529435961,0.20722625723621782,0.3704356922975477,0.14123181129108087,-0.058850759245298305,-0.11958051513057927,0.13511877315505258
15,k_index_mean,1.9980526675610808,-1.342735900910105,-1.338627679957916,-0.0465357187684708,0.6322859008912446,0.17841984124159999,0.4784994051437642,0.11599074701719227,-0.03960932501911619,-0.15961189559133418,0.11146463892544471
16,k_index_mean,1.498971764339253,-1.6456195651000656,-1.2829576246549292,0.5220832019417655,0.381744154698534,0.22598408447598095,0.6117035875678116,0.24070984921662542,0.07299671401327479,-0.14603714455341213,-0.057749395896184164
17,k_index_mean,0.9056810596675112,-1.8828197520171912,-1.1329936836077892,0.8899207643373068,0.2453177292713769,0.1741488033216253,0.5055957671437725,0.11996121111492536,0.20814596541373329,0.03645129265997711,-0.12708196897949164
18,k_index_mean,0.13576894157337174,-2.187253610939395,-1.0300591752122363,1.2978652390690852,0.10700871065144167,-0.030686764656127696,0.11089112510931277,-0.027119219388571484,0.084499298760455,0.26997693021961644,-0.37412557354841736
19,k_index_mean,-0.34889741931207446,-2.2794923864103334,-0.8609738984993497,1.5275769024146801,-0.28670373412578837,-0.16244867733200963,0.02737340973707166,-0.2398024193872868,-0.025777744480806223,0.03805152033309616,-0.13705021300983358
20,k_index_mean,-0.7851423239642051,-2.3810234694198025,-0.6706382130980235,1.46268911144276,-0.4140330223895575,-0.30054284564577183,-0.2226009886414852,-0.5948285104191509,-0.07613814638867009,-0.03270970000484539,0.08049982121941475
21,k_index_mean,-1.174022500246037,-2.30941375180909,-0.3950023937265193,1.4826227591322778,-0.4752962213537714,-0.32513270216002815,-0.40962989637463865,-0.7182831034676157,-0.014078351874495612,-0.06059050317600437,0.3045660463558363
22,k_index_mean,-1.7308674238055355,-2.248059056055536,0.675017066821378,0.77417894858746,-0.721107634174038,-0.19792825116989732,-0.30916558624555085,0.697264836541799,-0.20661884379851125,-0.02719324125879691,0.21530392301257728
23,k_index_mean,-2.0533046140588906,-2.134233016042398,1.1694816623023268,0.3712255088843999,-0.7535498587342755,-0.08773158748982154,-0.3015452939822724,0.7305141455425856,-0.2481141005862345,-0.012409361472166569,0.23479992475892505
24,k_index_mean,-2.507296937090526,-2.0878411712087916,1.4093104729342516,-0.18683006677176447,-0.46318124245629766,0.6432747628834362,-0.18515932495631937,0.40117691220379836,0.2839335822710955,-0.04550567349618912,-0.15336596754257587
25,k_index_mean,-2.955091366080714,-1.84979302662296,1.5747530863675254,-0.7248793035470257,-0.11501648391787686,0.6091978200810527,-0.07773189769909476,0.05934067273411796,0.16551846504433929,0.12172196094641093,-0.21124229660298005
26,k_index_mean,-3.093401108477354,-1.568216227177784,1.7051731389479927,-1.1052593233627026,0.10792773097889465,0.522730407726062,0.1781976821184605,-0.24449110420269352,0.099852695456513,0.014593805915199326,-0.13055452207560547
27,k_index_mean,-3.3152718275835573,-1.202774427329222,1.5011633515490403,-1.221728545982058,0.2033302034777764,0.3007383646958209,0.23025323902505215,-0.36619742054326465,-0.013764268044927029,0.012114374971432291,-0.11254254755923054
28,k_index_mean,-3.4375560124131903,-0.5903804004463655,1.2606380963763015,-1.1382011021773577,0.41765816387869614,-0.17937471982642267,0.1945890649403483,-0.380991129635474,-0.16967183553113488,-0.12710604931554398,0.01948316212871609
29,k_index_mean,-3.3648390007631956,0.20983323218231703,0.8957916983617412,-0.8344103358772755,0.6265488203182074,-0.5911969830070075,0.2568925992709713,-0.14324772011836268,-0.2581795095213739,-0.1222048334890948,0.2125253826481702
