time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13
1,mean_total_precipitation_rate_mean,-3.6900428034405306,1.8924531297368303,3.292400118717365,-0.8972187681811279,-0.35773698797284414,1.4574293150549584,-0.9158016765376777,0.5219889482048891,-0.17535101923555563,0.4528702861467469,-0.12057605941480155,0.0071610342616192785,0.22793434970263562
2,mean_total_precipitation_rate_mean,-3.6056969574744375,1.6993915210854846,2.911734111324166,-0.9952225461995536,-0.01738139276415074,1.0696205618724406,-0.30666320802843416,0.06294619132723045,-0.0002082632417359668,-0.033263375236082575,0.028851943443836053,0.06695305381021394,-0.19934275764542256
3,mean_total_precipitation_rate_mean,-3.618914752219419,1.6863302657491341,1.6527557153922416,-0.38310733617576687,0.18797158969606276,0.1570907778786215,0.6989637352263303,-0.47552883298838217,0.23052352168900214,-0.35176898977657994,0.6452304214723085,0.15387952805288063,-0.05002810262904332
4,mean_total_precipitation_rate_mean,-3.4686449557034895,1.6354351976441837,1.0822139715197168,0.17837801112300108,0.24932786960033615,-0.3143842333222393,0.9267499539198544,-0.5588064620041583,-0.06268721714478663,-0.37824581412744146,0.03881291710931489,0.09584927575990429,0.08132582419948799
5,mean_total_precipitation_rate_mean,-3.5247434388744336,1.6060258441900888,0.7461686804616029,0.4808341143887217,0.16016927158999011,-0.7870879197390129,0.8185940923133929,-0.2274427919923015,0.05050648661753042,-0.22738634995228876,-0.4664766189480843,0.09014546467612311,0.016784720329652017
6,mean_total_precipitation_rate_mean,-3.5750961464982542,1.6540223359044524,0.1781447449864222,0.481027645315851,0.17480507794084812,-1.0895450463503997,0.40080645635472173,0.26922405699987123,0.2495401697605573,0.11991897180184728,-0.468820869889737,-0.22434544262212822,-0.17540085569221842
7,mean_total_precipitation_rate_mean,-3.5551028424732785,1.5264230829379142,-0.4395538871364526,0.37498267940902746,0.21688913047217312,-1.4036876500719833,-0.024050759503667845,0.31713628116777604,0.10717760281522919,0.31606626315610964,-0.17445033285690065,-0.27153377602892154,-0.031625316339627875
8,mean_total_precipitation_rate_mean,-3.410997328079824,1.3788286354598553,-1.0376511101742865,0.2211646280317032,0.14991785818998749,-1.35313281509394,-0.4292432824191734,0.28499947376562196,-0.2829093928561608,0.13862604613165924,0.09193764567822928,-0.148195226518983,0.1305309086446592
9,mean_total_precipitation_rate_mean,-3.275174624934658,1.0685248572696695,-1.4369758521127085,0.324483953555539,0.019112370208236633,-0.9505028029983873,-0.7968722667989134,0.012046614285805293,-0.3149970290986139,0.07035606143473003,0.3748708643561592,0.060599175305075886,0.16125030427348502
10,mean_total_precipitation_rate_mean,-2.8926697315889562,0.5638808146393786,-1.838327806106766,0.664474939415061,-0.11433639148618921,-0.215210378576188,-0.917764832947929,-0.34584601077449534,-0.18843499141409847,-0.06850935401449103,0.29735990981173743,0.18051829333189104,0.08161657203782774
