time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13
1,surface_latent_heat_flux_std,-3.408706158003701,-2.281775869660794,-1.288305537319506,1.6926623648487242,1.8410261477163865,-0.77773073259635,0.9121136300646745,0.6388189509694925,0.2729575729197615,0.2046161118845198,-0.2182872581936239,-0.41493921521149285,0.12806031427490136
2,surface_latent_heat_flux_std,-3.456556396425584,-2.248885369579709,-1.1501284525002302,1.5365291788596795,1.7025705473772308,-0.5248671519807803,0.6190603302402516,0.4925309342360825,0.09096043683736721,0.23737149004579988,0.02094078216844376,0.41295408874765455,-0.3432058319343141
3,surface_latent_heat_flux_std,-3.600978739745094,-2.190334962482743,-0.689900523101553,1.308216061566676,0.8036571681541732,-0.0755256126723169,-0.06418550254843686,-0.29837081867840787,-0.044119276222098984,-0.18791174422273843,0.08375194752775743,0.07821379571946072,0.22289828063909706
4,surface_latent_heat_flux_std,-3.5887722305448575,-1.84242313212864,-0.3452286890606808,0.8955548586662052,0.04219135182117523,0.4958375534725821,-0.41893474493863603,-0.476032176681343,-0.22347382470074761,-0.25069871320790604,0.13140010507251748,0.02249527446482387,0.18353303271665242
5,surface_latent_heat_flux_std,-3.6016934801439215,-1.7504608510475839,-0.16413483300605866,0.6360555537989252,-0.3982920065072649,0.7271805876466784,-0.6129138684368384,-0.554709187364553,-0.2102567785367902,-0.17400834133859974,0.07418542564485756,-0.08748513851064631,0.059142483195072135
6,surface_latent_heat_flux_std,-3.511904470156773,-1.5959936161999166,-0.1246982292656638,0.3667712408790054,-0.9583597155041234,0.8236011233444898,-0.6563530106887364,-0.44486510106987187,-0.20409473722357385,-0.1817367759849022,-0.03947373376744197,-0.17235023652120163,-0.1907574240451116
7,surface_latent_heat_flux_std,-3.24961231265622,-1.2927937338857405,0.08411770738491639,-0.0905544434311754,-1.5088978962673845,0.5787633428891829,-0.5892355472652152,-0.18202495892586093,0.014710915482041316,0.04561868497264474,-0.09842152770078894,0.0839543259265054,-0.28653375855694846
8,surface_latent_heat_flux_std,-2.961432216647979,-0.7474972430666322,0.525620992197348,-1.0602294673481332,-1.7560821684722752,0.14353614747391208,-0.35353017950601295,0.19659921340823894,0.32298231568044783,0.37096183378082465,0.03949053047640556,0.11376495384403724,0.07678274112608777
9,surface_latent_heat_flux_std,-2.6465056956101543,-0.17853733695499976,0.6163525687916248,-1.4280366612750464,-1.4740634937258978,-0.15583068831920352,-0.03935346330828289,0.5344077928401869,0.38336774678596386,0.38302335523423253,0.011960136336002502,0.1520413536301424,0.24363597952570817
10,surface_latent_heat_flux_std,-2.353830978424787,0.3576581445419734,0.7756304961413453,-1.8210469920302716,-1.000175939142772,-0.4865853316750788,0.3398538413168067,0.739180230463636,0.23621544251982066,0.2293949873405687,-0.06789596454560116,-0.022655630996099678,0.17678597346557237
11,surface_latent_heat_flux_std,-2.1279018600173254,0.5970805932959096,0.6909196736589371,-1.9260050147879173,-0.46117536373459883,-0.6739913221574999,0.5451132426425487,0.37387388190939375,-0.08702424917573101,-0.29187006100280055,-0.04772935517955525,-0.1848435790770803,-0.14709298012679486
12,surface_latent_heat_flux_std,-1.9342289327773787,0.7822245655453176,0.6087248276240245,-2.1156723040647387,0.1404100530107368,-0.788506015259669,0.591204604077402,0.09811270818740546,-0.34719188754275854,-0.43249324805702777,-0.026157258081815786,-0.15240436994887308,-0.2326999861184398
13,surface_latent_heat_flux_std,-1.56132893808465,1.4054954421025705,0.5702381018558029,-1.939904299374961,0.7508453904299228,-0.7022496948129888,0.5368544109792294,-0.3317133294169884,-0.38674798860484555,-0.43029464820731955,0.12855790904465988,-0.036262518534167176,-0.1534442361991714
14,surface_latent_heat_flux_std,-1.2480884824442406,1.8508980843624774,0.6864204310362301,-1.43715120252371,1.1759537479074944,-0.405688114175315,0.3107446372099476,-0.5453873265857091,-0.3007903575846133,-0.07696072796101858,0.1448651616901023,0.11932134942418063,0.07719035525235536
15,surface_latent_heat_flux_std,-0.9244359938537944,2.1998525922845937,0.8165296219314584,-0.94421818694428,1.381400786681189,0.05085328366879961,0.03113901892553826,-0.5678411136436053,-0.09263142252071262,0.179914665579733,0.008193556536238092,0.06531318969082156,0.30785086278889395
16,surface_latent_heat_flux_std,-0.7736872199829367,2.412480823614633,0.9873427531968911,-0.4167098134442802,1.2968601059482425,0.5927187497652294,-0.2885600495764387,-0.4369347968029626,0.24093100960587863,0.4342999993247404,-0.05378291636769936,0.15259194080750013,0.17271053856445254
17,surface_latent_heat_flux_std,-0.4637885693426047,2.5985461500510962,1.0980286517123825,0.11994760673170532,1.0765679972579902,0.9307805845558974,-0.49104062801682413,-0.10038689643282413,0.5320066310570976,0.5430201019297571,-0.07272631827405326,-0.004147143528887843,-0.1595853054787312
18,surface_latent_heat_flux_std,0.003755824914133374,2.5690937894520753,1.1129103953087307,0.8650905730571697,0.6447075845389141,1.0435807064652107,-0.5442658218667729,0.28312891462279416,0.4104901656739598,0.042576686593926355,-0.12126573709546458,-0.1455046040638618,-0.2842580258504364
