time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15
1,high_cloud_cover_std,5.303630919275245,-1.8734342290013462,3.0791727783633425,2.574008518431185,0.0067294108771651555,0.7810902160079092,0.4261394758875629,-0.8535862809568736,0.009632569083016625,-1.0227370324681082,-0.6016356257381371,0.16810221896202326,-0.026612858976563375,0.09846304505387646,0.139747817160782
2,high_cloud_cover_std,5.569609879353958,-1.8434628248026577,3.0288308903068284,1.9113613544441796,0.17210874508060792,0.8847235822132967,0.14557202008896372,-0.46497047996466995,-0.10004482982006123,-0.3567412795268301,-0.27455888399739264,0.039750069651544144,0.07834902895779537,0.07219151493993337,0.10147705301243964
3,high_cloud_cover_std,6.068243346424675,-1.8366200831258408,2.2674828250635883,1.2434571754604442,-0.4655781199951407,0.15164856423156395,-0.16897424633769015,-0.16584847672789538,0.47005913658530624,0.5717436422031542,0.8334267303809774,-0.24860202866418368,0.16304851995591257,-0.48019170139316797,-0.2981481930051838
4,high_cloud_cover_std,6.354069888285939,-1.924319971591817,1.5569135638277656,0.482801829817284,-0.8099728228970926,-0.8029810893647906,-0.08129372638731582,0.4014774934714694,0.07074655769849734,0.5502106196882426,0.6241340310125543,-0.4498447770151677,-0.13964528354498837,0.1398681109159483,0.01625084176632623
5,high_cloud_cover_std,6.359699756063882,-1.7762341033731983,0.8672287446911829,-0.21660014420445847,-0.8112798205836848,-1.34435257391488,-0.30571165581932247,0.8356137907327619,-0.14296660599114408,0.5699336196864061,0.22714485760734715,-0.19126546897258329,-0.0630555602637835,0.2733919072736232,0.045396622785262755
6,high_cloud_cover_std,6.3504898337451925,-1.8548963192153496,0.142600285029889,-1.0840483153753437,-0.7557650481643635,-1.4228636563125867,-0.26900823251551637,0.6856881073426814,0.022232148672983773,0.23224407456722423,0.013721669441115,0.05342138983358446,0.01264280705056506,0.29556678777048845,0.11891633162658173
7,high_cloud_cover_std,6.123337676678158,-1.663027118482418,-0.558651373047983,-1.6060173764981704,-0.6885943143822341,-1.1831454165589885,-0.16339174002652707,0.3544914917031215,-0.015457787532942559,-0.23289482450853954,-0.536600175233142,0.5259975347267203,0.23763071550693998,0.0935586881202245,0.005468056872335149
8,high_cloud_cover_std,5.900000623984233,-1.4207205141322046,-0.6353228343117053,-1.8972982524745858,-0.6117575412773559,-0.4079958793338456,-0.0420660908837655,-0.22305198655968336,-0.1400112233424773,-0.5847589520620171,-0.695753876822501,0.5858666912636177,0.03515633015667397,-0.2766230546488515,-0.07438561170562853
9,high_cloud_cover_std,5.629068760242156,-0.8798476732870916,-0.7685836749789181,-2.039306984524276,-0.23759321496969868,0.1780755801139258,0.05154110023292652,-0.31902066102926285,-0.20385335284750147,-0.24860198786845022,-0.2264973205963463,0.15111743366730104,-0.06194968437538894,-0.31846889821902935,-0.24211365712724112
10,high_cloud_cover_std,5.015645704080326,-0.5512669923756439,-1.2482604267278947,-2.182670172682562,0.4425077777746845,1.016191241430002,0.20824071917454828,-0.5127560201433037,0.043769079790830355,-0.417212221586107,0.06423617711246597,-0.38872028886403664,-0.11230629007910556,-0.26856652489922983,-0.09345351056798959
