time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11
1,total_totals_index_max,-1.4198811449427697,-2.3736037864976995,3.456101143557203,-1.1370023025171807,1.1254197301766204,-0.3210466456533206,0.264307840714179,-0.6287711349212933,0.12577681408513847,0.2150065159435114,-0.022121264425588167
2,total_totals_index_max,-1.70628530400991,-2.4164600397831144,3.024145702937484,-0.7881350024966672,0.5832512210645135,-0.2441076782902107,0.22784441616941511,-0.2554207003469269,0.05980392693653454,-0.09296173812984157,-0.07460978325900477
3,total_totals_index_max,-2.4822303131367454,-2.9679675727354824,1.616981152723115,-0.02170140522054757,-0.7138843744458745,-0.11459907006640425,-0.30796573154854073,0.3813003900445243,-0.46201624912737016,-0.31775396941131573,0.1254045027260192
4,total_totals_index_max,-2.969684503809475,-3.0164380620513684,1.092331669056911,0.39406695581638995,-0.7916299807690188,0.3445120398560217,-0.39171146837347015,0.6140985698343456,-0.3331101316828878,-0.037231441817968,0.07646815164525379
5,total_totals_index_max,-2.988980297911159,-2.733510629196259,0.48359633891707593,0.5041113479194246,-0.7501844083350022,0.41423990120011656,-0.2139764227973628,0.4963648494206091,-0.08111041621503609,-0.0530102215041101,0.05418873717903537
6,total_totals_index_max,-3.0121247269677265,-2.449810621374422,-0.03221699511841454,0.6588071034938703,-0.4528746990377936,0.35327090837203645,-0.03565031221833725,0.24378550616639558,0.19610688634253648,0.11754126649181504,-0.04763849248122014
7,total_totals_index_max,-3.003763659306778,-2.1561345015514117,-0.49170274999082947,0.7890650139014582,-0.1464436346661682,0.4004509707268529,0.12024753133047798,-0.033767675473327395,0.4116712581935532,0.1910639573892776,-0.1146755329376349
8,total_totals_index_max,-2.9375494743528696,-1.9611448155613536,-0.7000966132922468,0.8379890635141543,-0.05314805099460367,0.3464922472185119,0.21476479063524348,-0.11749263027375996,0.45056923868073073,0.18189818404105232,-0.12441845732474124
9,total_totals_index_max,-2.873443252152585,-1.7718956099922847,-0.9362248181003707,0.8136844236478898,0.04904633153529786,0.21663117212508085,0.27169078339298686,-0.34687091327241265,0.4248586023429524,0.017893459160159195,-0.1990869361809285
10,total_totals_index_max,-3.14221634224861,-1.1857818653337484,-1.30710647779307,0.6629454728274544,0.13935200278931598,-0.305054876231627,0.10019816810600572,-0.5601361672153183,-0.015711444851347223,-0.060404952801645276,0.19916105979106435
11,total_totals_index_max,-3.2008227154678477,-0.8098022525812537,-1.6364740586318591,0.4097436103426244,0.46441383933738645,-0.4012275249833815,0.07804637992470681,-0.5467249386591608,-0.38682440930607204,-0.19113698890707242,0.11480788300542298
12,total_totals_index_max,-3.005910359824694,-0.49997387891368716,-1.527727037648828,0.21788055343629106,0.7678640520515025,-0.3784807382296938,0.2008481681368834,-0.4339512273597789,-0.40881910409793293,-0.14440088134911583,0.17577036999538076
13,total_totals_index_max,-2.6817818731383865,0.4742537108146282,-1.321272511515044,-0.5371522769998768,1.314373401314676,-0.5317133189951377,0.04072180818293211,0.5460599048930197,-0.22822550694891194,-0.2263729957149588,-0.09089582089882185
14,total_totals_index_max,-2.8430044518723383,1.1031281395844506,-1.027987944507042,-0.9587727828009244,1.2309271239396093,-0.580861766557766,0.13859427247898534,0.9491306890018056,-0.028437195480164795,0.40156658062454015,0.03090359319728626
15,total_totals_index_max,-2.0811161525248827,2.3867699779602445,-0.5076884483239885,-1.0386377130330033,0.49430797911443036,0.6522550775822963,-0.6944342878430831,-0.14643818926368427,-0.20159383480905424,0.47653148309141113,-0.046145660392495326
16,total_totals_index_max,-1.9329103314407636,2.621842601814671,-0.40977700576029974,-0.8406424524531338,0.010499150268055799,0.49628493192366835,-0.7357705521576803,-0.09094584344910774,0.19219117291962579,0.04060124875022615,-0.20283212191399894
17,total_totals_index_max,-1.8084114724546279,2.838110707768844,-0.2505398751881386,-0.9517722943720026,-0.3697728950310714,0.3349897755745896,-0.49974184992233867,-0.054593876454763976,0.27635441969960445,-0.17528936688945174,-0.14276129788953146
18,total_totals_index_max,-1.6124131673478992,3.0062506499771575,-0.12610916135404204,-0.9581249951916573,-0.553393215833502,0.19685969877004714,-0.29797841322974544,-0.11595354780451726,0.21074365425138172,-0.4328507582377284,-0.02132021444417452
19,total_totals_index_max,-1.3019707996137133,3.130500335162047,0.024708447751435818,-0.6580153648594967,-0.7487235609657998,0.09682158874458459,0.02607419897210459,-0.11834020977934075,0.18979029960941063,-0.2813118718492666,0.20327061734685883
