time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19
1,large_scale_precipitation_max,-2.112037502308621,4.5411097503025815,2.990440580755304,0.3394387756637908,0.5813292814398019,0.9296658905547099,-0.7254010697473531,0.5386706464490655,-0.9855247143748458,0.7124345614288091,0.09111401620782938,-0.2798019138541077,-0.34483305757154015,0.4211564264207752,0.055928108109502085,-0.1595636011943648,0.05040456924922042,-0.2972315125817844,-0.16762265212912575
2,large_scale_precipitation_max,-2.197958863226822,4.513329963674419,3.1225066036447804,0.20920794589673364,0.4310480361678336,0.5090904066146443,-0.14065432461006294,0.3140146406149617,-0.42167202346195676,0.4465971552268681,-0.009790048735284154,-0.45584552335689343,-0.0736046546453427,0.05622487144816453,0.08261979281575935,0.033274579460243606,-0.06835620193661777,0.2414092811917751,0.031837091922981946
3,large_scale_precipitation_max,-2.7094498359165433,3.7433524720241937,2.1116477877828532,0.713749353534594,0.6167212437635391,-0.7645567099583475,1.0123088559950368,0.20946860750023946,0.2952386051038074,-0.3956920588946747,-0.5922421998595399,0.5899741030181356,0.793417852911707,0.05566416036116559,-0.27768612368133405,0.16919893092807262,-0.1605768863518226,0.15945035490174214,0.32993167273442214
4,large_scale_precipitation_max,-2.6202934736038186,2.9634243822060813,1.4193678785630213,0.4604734193023562,-0.10012728432288684,-0.614287785634488,0.8015411849648332,-0.8939846130716995,0.5743930158276594,-0.6629806144157753,-0.2869642083516374,0.1963538534982716,-0.0392789569852876,-0.7731345759878183,-0.0030513660195383607,0.3058317397278663,0.12550258207125878,-0.15861185052220042,-0.11202515168486102
5,large_scale_precipitation_max,-3.0899786084066823,2.4407158175440267,0.0824837757912792,-0.4274759303613435,-0.8787608050539306,-0.16859870819410822,0.09282880193246798,-1.262010580482644,0.4664333395628481,-0.9833528520465599,0.6225483696694161,-0.12712552252988846,-0.5970124080988162,-0.2982944678319977,0.2851820243375933,-0.3958356759992778,-0.11357059754139158,0.04486212263473123,-0.17156923431958854
6,large_scale_precipitation_max,-3.359263398956101,1.4422761423975632,-1.474434222260817,-0.7546738105614599,-0.7424338631122938,-0.2150279742017764,-0.26066437975664164,-0.04903727650215295,0.9031137557969777,-0.3384987446103103,0.929189434540721,-0.48794194549507314,0.39293078859187097,0.9498260134502875,0.09600409254838795,-0.03467260326253148,0.39056122747697125,0.36320618968951335,0.09038923417887418
7,large_scale_precipitation_max,-3.4078503330280228,0.6755862878970774,-2.2267910320429856,-0.6678992603094249,-0.6213041018933798,-0.4937645771805117,-0.5545383796113884,0.35492896160407306,0.5928561370794462,-0.06524586320746921,0.42113754724476965,-0.06746712085074336,-0.04229751394827154,0.29013905025596676,-0.024605464195576812,0.14506596640677824,-0.22972678273600514,-0.19241668648283286,-0.11831503689717282
8,large_scale_precipitation_max,-3.6480722485444312,0.5762701029578629,-2.106837901105623,-0.09212814273728837,-0.8278929282636441,-0.8670259294133958,-0.602966855247571,1.0203837199521193,0.2176661843871234,0.2933392602142165,-0.14549168317429817,0.5223561564560156,0.04580388270187242,0.013872510542181112,-0.04614317278367788,0.01873643488241144,-0.19106903421046426,-0.43590995796200166,-0.1876666322729062
9,large_scale_precipitation_max,-3.598908370628965,0.5747303962571709,-2.092018469036643,-0.09611101523868203,-1.1562088239267554,-0.48845321435567324,-0.5115288519172603,0.5868700144129859,-0.38176809029542164,0.279742957751559,-0.41048529725750377,0.414541436743865,0.12297762349952189,-0.2838269374051443,0.11667137588492302,-0.22864052318200312,0.11054970140829276,-0.28010477589699234,0.029606102176606024
10,large_scale_precipitation_max,-3.3035853904391907,0.30497650209046684,-2.175003554034637,-0.8814863741763596,-1.1562354234735048,0.19392152040159205,-0.16545349019695232,0.17775902004250907,-0.5322699791791436,0.4120880696438235,-0.5282760658408555,-0.009744233262283295,0.045545979679295155,-0.46009374382409435,-0.2722170876309789,0.015813791791619337,0.39649746146972653,0.32558914646197995,0.16107116082139653
