time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
1,surface_pressure_max,-2.9031090135241833,1.8521343920085038,1.412559130428969,1.686566880694352,0.07718571471428123,-0.2130275198724057,0.37279681480911137,-0.20515770149656673,0.07753019435238774,0.14175039759597857,-0.03030189758117881,0.072523933786809,0.17910236967018947,-0.29080711603348264
2,surface_pressure_max,-3.0509816943433794,1.9562816937654357,1.3830366476925728,1.6014995576182691,0.15436077021867708,-0.21853343183301902,0.23705241875891808,-0.24415420523879666,0.05876270760766361,0.038718632990599286,0.019110806726203706,-0.018558096946237074,-0.1686389610955214,0.3488358590631931
3,surface_pressure_max,-3.393625341714573,1.2814674531201473,0.5202032273497623,0.014093793882783237,0.2893202507373276,0.4690434734903702,-0.21774744451489197,0.5075397894406287,0.21281498224825027,-0.2443857132479531,0.09580162698319358,-0.20423123648481448,-0.023837421003168498,-0.20716892707568332
4,surface_pressure_max,-3.3441179108403576,1.0627565307122526,0.47197825527179127,-0.3688379624590436,0.3219939662382308,0.33706848186631666,-0.29800026662120804,0.36462933453604357,0.038952660548972104,-0.14838025351269396,-0.003089448777155553,-0.10493582969570867,-0.07207891162208788,-0.006130595824821572
5,surface_pressure_max,-3.218597043970931,0.907265264726233,0.34232316611877983,-0.5799444453578652,0.33396864566230117,0.20513448860017,-0.31180497683636116,0.28890755625444003,-0.19194852915851837,-0.06745251230710944,-0.18076405638968232,0.04915200869082596,-0.0708451608596806,0.1653173656006711
6,surface_pressure_max,-3.0241945464203193,0.8605475092763694,0.2038074778810882,-0.8539893289911711,0.14458492411383536,0.051703785101072396,-0.2507958402227127,0.03046034598198707,-0.32609878682264065,-0.035049967588635836,-0.08339363248671705,0.18771400814829597,0.08810166261474582,0.15280084658373932
7,surface_pressure_max,-2.837077403204935,0.6497050001485816,0.07027877273386006,-0.9983881746294628,0.06946231889233041,-0.10868378519023646,-0.0016106438324015005,-0.25486739195235836,-0.24719023562427853,0.12934965328980058,0.09753206470568933,0.20694008942035536,0.16715192837606713,-0.13160823127832297
8,surface_pressure_max,-2.608060992629603,0.5556501464838755,-0.11830334970500164,-1.084002204621775,-0.0717513278175538,-0.20832056371461583,0.05147467488395573,-0.3948029959489033,-0.10698244523774281,0.06798508856937471,0.07101598148327971,0.13349531711856463,0.1231795229775829,-0.026524784154306234
9,surface_pressure_max,-2.277063058344743,0.29018830162938086,-0.45085652001814025,-1.027747047870811,-0.24542031629756814,-0.2535169759049847,0.11465166514825906,-0.2665574074462675,-0.03712168136405705,0.25375295587479374,-0.027900475653475785,-0.2250898815868226,-0.060599190919158476,-0.0332331921309642
10,surface_pressure_max,-2.015981441798423,0.009074024132135742,-0.6610385874794884,-0.6909618818974032,-0.5018504602368701,-0.42881468902987124,0.20083120085570877,-0.28149018617507116,0.2575997016902802,-0.07733150461202697,0.044459719138815613,-0.25677642815778073,-0.20013607986014248,-0.054482109516311245
