time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15
1,k_index_max,-4.471089693944063,2.2723848060460266,1.9699373331159034,0.2418614017226319,-1.4448112171130802,0.5303237330743957,-0.01670859173107004,0.0006591935259082318,-0.26623418501830043,0.157804514039471,0.9727090686464269,0.09445929276378975,0.281223029433497,0.2766702922432418,-0.14054183377274285
2,k_index_max,-4.375212613704414,2.4842661554362615,1.8226119034238235,0.17729844001131334,-1.5650742804698268,0.3437717733534077,0.30551001721294985,-0.07284434915478899,0.12345582313359107,0.30635881612614646,0.014855742865831531,0.32977594345111894,-0.3193835582375569,-0.2872083196798605,0.087335924570467
3,k_index_max,-4.527984484699771,2.201802689254539,1.7448392088131448,-0.03180465384204583,-0.9077617769510914,0.058154992594973684,0.1648148452340992,-0.1527720338741725,0.1688865163351056,0.12042118944313698,-0.6255812889835053,-0.18935015002102204,-0.2058884679051564,0.007985534446128133,-0.08818817285194494
4,k_index_max,-4.566688527789586,2.010548901402302,1.4490321034997211,-0.725236578513537,-0.14593859254036012,-0.1805106757398716,0.006993896596423547,-0.010869823462000458,0.2716313778232115,-0.32322021078584123,-0.5636581827676086,-0.22393350754800337,0.3455146106867357,-0.19230600922055524,-0.10348144442175762
5,k_index_max,-4.3432921619652625,1.7130669448351727,0.9188029287976889,-0.7781201415622524,0.6625615757357038,-0.3061445383852593,-0.345512598187274,0.1412196749208845,0.09768441161864483,-0.5660019465032796,-0.16715583695789274,-0.054816521256010935,0.3241077920335513,0.20491591714596571,0.11760756266861337
6,k_index_max,-4.082992075668523,1.5512120126787514,0.5598937342717242,-0.5786566187464609,1.1697369575143588,-0.48160517159825217,-0.33694417729989107,0.3906740759808249,0.001845393507768081,-0.34466696391027246,0.11291186327449983,0.11846800527191628,-0.2634257612742313,0.3218966686645564,0.22408368573318244
7,k_index_max,-3.978755490816044,1.1075621064638508,0.13517152286977838,-0.2858595284654658,1.6367856216247272,-0.4125771780917003,-0.3767323448320615,0.18354270990585297,-0.04805594379849887,0.05442128285812407,0.16605474887143415,0.04731342572341391,-0.362955136570173,-0.013742848130007116,-0.10679749889586139
8,k_index_max,-3.8558028609068398,0.6436490471933524,-0.14455307466339673,0.03476381888063663,1.5130487837169198,-0.4529133436737393,-0.06559884097549085,0.07761399225096238,-0.17380196087435246,0.4182574216933061,0.23016449071495268,0.18917270600980224,-0.07639842955831302,-0.28404297710077114,-0.0033779344357357326
9,k_index_max,-3.511374710415344,0.1836325508265382,-0.7974204460393691,0.5538923984061657,1.4418985772697461,-0.11435393942095134,0.5478124662206518,-0.29429689259093345,-0.368287155480919,0.7142253242053525,0.12147921232914546,-0.051858272834721206,0.34684637311617095,-0.20108665206609205,-0.011268449785330538
10,k_index_max,-3.1725863168094506,-0.25133877916494185,-1.0999462373461792,1.1251696684997108,0.5567688860740673,0.6372953273672535,0.6346806592919534,-0.46038223594135236,-0.2533100389772742,0.13633930565460825,-0.2166109930965683,-0.37676789886232975,0.16037954841203758,0.15630917838794076,0.04482738086103321
11,k_index_max,-2.8782080059843143,-0.48482880209874574,-1.3846014389671764,1.1471328171567539,0.10761506614637173,0.6918119578647873,0.3632330436720403,-0.4951797531144991,0.16398208865394684,-0.4132091598050771,0.03417152753842416,-0.3567597679887626,-0.16392948718773867,-0.04594601052676158,0.1342784656342669
12,k_index_max,-2.5049230534990405,-0.7863807752268621,-1.9242025220302779,1.1938240257738983,-0.03724397149034119,0.6750850907942887,0.20858257487961146,-0.09204415852323578,0.2795443282062138,-0.377648661506392,0.11044460975152962,-0.05384888335957609,-0.23229751763994297,0.013988094258413956,0.07724888311163357
13,k_index_max,-2.365242038003084,-1.2796730630302042,-1.9868761789848355,1.1262710151016329,-0.2547191615259222,0.17655232622329767,-0.16437996531243793,0.03739826822115159,0.08978133408635403,-0.3394310932069278,0.02221611098059649,0.36945848570246514,-0.1237382354773918,0.001200075451281342,-0.15664495337959972
14,k_index_max,-2.2394801826416644,-1.4100508892771073,-1.8064127707486515,0.7897119681213136,-0.35334807155002984,0.012857255972193928,-0.49296790808684154,0.21657860079227714,0.19838511259940358,-0.01887423292164897,-0.07869189592544766,0.4736329831321514,0.004425152155804905,0.22224848671872402,-0.32396297016937925
15,k_index_max,-2.0311611228870157,-1.580627047778224,-1.775172837560574,0.26510569939337725,-0.6079217175814094,-0.21023339115161166,-0.45650379367782373,0.39706051899224193,0.24082401034511658,0.12490482507026181,-0.22085887654663247,0.12672420068889287,0.3949528473994331,-0.06391464443066942,-0.23159623090066386
16,k_index_max,-1.6027710653534575,-1.7411746328040134,-1.3048995241606303,0.09577454110441543,-1.0250634733765587,-0.38273961339550655,-0.7428804618124232,0.32458710440832156,0.0001286817871740941,0.34155000994846324,-0.11082374073150736,-0.10934372690732291,0.1829387066083466,-0.2625031978931245,0.3422242154100527
