time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,relative_humidity_100_std,-3.934787900926423,2.0459481647846594,0.18318395990333983,0.8012788004320033,0.23860908903041775,-0.28578487516346635,0.11893278458479643
2,relative_humidity_100_std,-3.8472957139424695,1.9901944740320676,0.08328035596697964,0.8461356098832187,-0.011583596018804734,-0.060841150345527374,0.06088769593580449
3,relative_humidity_100_std,-3.4708207155413104,1.797644859823688,0.16913568324199568,0.7095933408045784,-0.15463431992314752,-0.11692724546104322,0.0487384541424277
4,relative_humidity_100_std,-3.322000454521484,1.3805157368316743,-0.049597972149575294,0.35205270589517385,-0.05550189306517511,-0.009183897956062018,-0.11089508075350737
5,relative_humidity_100_std,-3.3119217266000427,1.040226345399765,0.08661633482808555,0.24275384972836841,0.16011750567803107,-0.03334701889609855,-0.20225782316394403
6,relative_humidity_100_std,-3.0968473610238836,1.0497483528368787,-0.08130584077509163,0.10637406717440406,0.005072792112608251,0.09611706231529765,-0.24854507742675555
7,relative_humidity_100_std,-3.187136867835556,0.7992430267166549,-0.31012721013880484,-0.02833893963813594,0.21695103277999758,0.18926476647917664,-0.15830634990091172
8,relative_humidity_100_std,-3.1482706739858473,0.2773062489104113,-0.6031760025481917,-0.469241675339515,0.41759829842038176,0.1992528916070084,0.16126856138137355
9,relative_humidity_100_std,-2.9098650726203363,0.03880502610294012,-0.5881040374544692,-0.6986749863016763,0.381831470803456,0.1388121219724455,0.2563977229997322
10,relative_humidity_100_std,-2.617373822908194,-0.21390192089130258,-0.5325583052163673,-0.759140675741611,0.1556910902057785,0.20231969721547993,0.38726656637634377
11,relative_humidity_100_std,-2.4292957588132924,-0.4299352613951798,-0.24378081300967144,-0.7169847227268595,-0.23323652122674934,0.23169312830655453,0.148176236785568
12,relative_humidity_100_std,-2.0497022636798223,-0.3595175003191245,0.11167232698486886,-0.6315735019101887,-0.4924513883350144,0.08083203505070258,-0.15632022630228626
13,relative_humidity_100_std,-1.7901504028211934,-0.5778312348365625,0.17693874136084234,-0.46434736834992824,-0.4892316781651591,-0.15588129646624363,-0.19357977626405282
14,relative_humidity_100_std,-1.5378188542171585,-0.761295323788146,0.10512122228965234,-0.4764963800410997,-0.6209285425951998,-0.1915508219297409,-0.06874248740566875
15,relative_humidity_100_std,-1.4150860470050572,-1.0092309253451053,0.01788727376028319,-0.5187216663292765,-0.5662252627836046,-0.05663682609145853,-0.08801541242341109
16,relative_humidity_100_std,-0.9504283796780068,-1.6458146639459574,0.6390418350174204,-0.1589667363577966,-0.2680564266220318,-0.16922550681956663,-0.16299172152704758
17,relative_humidity_100_std,-0.819480351310292,-1.9342630606056679,1.1279859512064787,-0.05739373843775486,0.4132365596147135,-0.297499209047913,-0.08320154676356757
18,relative_humidity_100_std,-0.23639072281503873,-2.1772261274228355,0.5676633419208665,0.2200835712747665,-0.3571118969143736,-0.2181398000693353,0.3001965362174942
19,relative_humidity_100_std,0.3904780839992473,-2.170160481061474,0.7684238520640703,0.4991515687447841,-0.3783713311124119,-0.09762734591504768,0.3121031187069084
20,relative_humidity_100_std,0.6249469331159592,-1.905817944333856,0.9310182453041506,0.37334980523619316,0.5783571568082686,0.10033088326733718,-0.01566330363814378
21,relative_humidity_100_std,0.5407203347504336,-1.938561033389869,0.6696887774799415,0.13282264094400517,0.8320753198334978,0.20838699612432557,0.022245415239006288
22,relative_humidity_100_std,0.8471907413814799,-1.8136312024030126,0.3507286579989207,0.1539792416327624,0.748005150972813,0.1117541190323873,-0.06471105603891486
23,relative_humidity_100_std,1.5541807818604776,-1.0788403185489759,-0.8647038727698245,-0.037681877492936354,-0.229111852478462,0.1696172516076748,-0.048775784982665285
24,relative_humidity_100_std,1.8391580379935428,-0.8837282881927137,-0.8538675797921235,0.054780304838578715,0.1386764858705227,0.21245393929908854,-0.3014354703034586
25,relative_humidity_100_std,2.233876318324004,-0.7090063848282157,-0.5479799461611696,0.26109421421706036,0.11748584873226436,0.07029859677144483,-0.32457645576609356
