time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23
1,mean_top_net_long_wave_radiation_flux_min,-2.5121215843311346,0.6740464111876282,3.099540207955043,2.1990330400681986,-0.3751290874286632,-0.3688286987371915,0.1987427221340009,-0.018504009520508576,-0.09408652561760122,-0.5386106381703996,0.027165715034731246,-0.5698991270332281,-0.19079667084433222,0.03447848999938184,-0.3321841855917379,0.4413208489886038,0.14638749801025713,0.3097399246561858,0.0221550377328054,0.01090214692250727,-0.05142844834692924,-0.055060838261238934,0.015485450054017857
2,mean_top_net_long_wave_radiation_flux_min,-2.353861812959634,1.0441658449243565,3.0575812169240644,1.8005173245808426,-0.3502626894849096,-0.5544934513594032,0.1245196683511043,0.3520310791454839,-0.22511743489991887,-0.3931857197373223,0.06453672032798105,-0.11821990313445968,0.17119854499324708,-0.011969513834911572,0.11521686896859532,-0.04113349930017563,0.3298004229389857,-0.16448758814921352,-0.10951085941716918,0.13007185597284524,0.07785594885632939,-0.002491440728958516,-0.026444659679573476
3,mean_top_net_long_wave_radiation_flux_min,-3.27311257124083,1.2425798129264791,2.116793957309039,0.9856165329953455,-0.3704795214860642,-0.15988057132538747,-0.6798455507035387,-0.04488510976036684,-0.048617058050757916,0.16303987512774,0.1428296897274326,0.23161678520468174,-0.26242129912467205,-0.02978843394618291,-0.02956164517811434,-0.3917867659485815,-0.49278545183526906,-0.20113268046889582,-0.10422784953801799,-0.4430218918640658,-0.1316634326514537,0.05418811584176372,-0.23673626923480542
4,mean_top_net_long_wave_radiation_flux_min,-3.79360319602944,1.0982265040021597,1.4374695606662782,-0.40121037688527417,0.011260843497856193,-0.09653532806224241,-0.6212735333934101,0.20060915516446517,0.17213223479941214,0.4838730342756539,-0.1675737426646151,0.4820036591861812,-0.24401672071364047,0.29665134728654163,0.39203518814808275,-0.33332968612720915,0.047518366339764154,0.014910186007121422,0.005169758648785636,0.06511819748939486,0.07011407157199506,0.20757492076108297,0.3851323737332601
5,mean_top_net_long_wave_radiation_flux_min,-4.05640889523128,1.3739640390090737,0.9542195677906419,-1.0306892320208223,-0.14446223810242073,0.07125612449273892,-0.7154851926856369,0.2587813104196329,0.04304076811498441,0.37980064153498133,-0.2668416699837455,0.6430586118135765,0.04387892535368636,-0.1790488896257514,0.11822060358049205,0.08183282340230853,0.016780490136004335,-0.2148770590846087,0.38221554375040684,0.15094856766521517,-0.05376123701093012,0.09979952623872666,0.06293554751258522
6,mean_top_net_long_wave_radiation_flux_min,-4.117153995460449,1.4526787083291555,0.060796825961194206,-1.4246662222670912,-0.10903565288400448,0.5522168756244631,-0.6875028750201886,-0.12276859932724421,0.14501066079590286,0.24224106210874363,-0.09670422545332008,0.22961777337161224,0.1586032729813351,-0.09033282431583757,-0.08088925744444016,0.06882854419247678,0.05381426577526631,0.5724520347086884,0.0243460668289673,0.4937832820620016,0.17353735606660464,-0.3657745379376373,-0.1378524070848814
7,mean_top_net_long_wave_radiation_flux_min,-4.169336279874854,1.09989075052929,-0.2908720582015467,-1.5397052786145429,-0.03027435256113865,0.3337804559543182,-0.44415059995689626,-0.3267221189449086,0.1410986305856516,0.12271576487622082,-0.15806142242892485,-0.3148834917990285,0.1666016214959115,0.11704378030706344,-0.3133450466071525,0.27483349739163243,0.09454858461096728,-0.035588590518852645,-0.43080670451863956,-0.37099424753068466,0.23085427467421651,-0.2393099949665277,-0.09120300856790915
8,mean_top_net_long_wave_radiation_flux_min,-3.87260259260798,0.98493130478151,-0.5498697636050318,-1.327682284373833,-0.2578846558089389,0.046283196562078056,0.2559923027613919,-0.23451957022289394,-0.10682573367543753,-0.13376331255879714,0.12121009833923248,-0.43963624839790694,0.36498711554948476,-0.07657973680910647,-0.13846080504794264,-0.016729501692248627,-0.18142506318411883,-0.282327233067589,-0.013077556386350431,-0.012270202341167281,-0.1737624179941854,0.32505230089234893,-0.09844163891993893
9,mean_top_net_long_wave_radiation_flux_min,-3.8001311377555727,0.9320162094925043,-1.0494505224792838,-1.3110963793442334,0.15792803578600678,0.1467961981403616,0.3533563397077348,-0.2904489275406196,-0.09767682768964753,-0.22160703823828742,0.4614432355965661,-0.5370188735276916,0.14451508938202007,0.21164808052748055,-0.031073756828534447,0.1379134941717906,0.059251245095491956,-0.1749801342355621,0.06562391066388594,0.051212763213731846,-0.24582681052598748,-0.04751783709733707,0.03263992473293144
10,mean_top_net_long_wave_radiation_flux_min,-3.4567693382012883,0.4548899422121251,-1.371987209650775,-0.8690904604950886,0.45694756587402285,0.1916712036968042,1.066937235420378,-0.060593795926943986,0.030232442833957644,-0.539257972573064,0.3839338606555199,-0.21701143232659129,-0.34452186710627203,-0.08329995610678734,0.12105579627133872,0.12000193317933379,0.05934777101489871,-0.06596344027531229,0.13045235410118716,0.038679331853228395,0.05248595172415577,0.19730323584388396,0.13179712784710299
11,mean_top_net_long_wave_radiation_flux_min,-2.6717721947609614,-0.2732839682071734,-1.2183598941428657,-0.16474054694322737,0.36955810879486856,0.14197149031082526,1.262062297047527,0.16883429147438886,0.012211382760528706,-0.5633582182352814,0.011563579347973165,0.040114509112719784,-0.31776575291865244,-0.05265012852075768,0.2951155128336201,-0.49951156964892307,-0.18438305170464928,0.121823905363886,-0.02645950370496732,-0.21187203381672695,0.03490649709117473,-0.10863000244689207,-0.25027361900694256
12,mean_top_net_long_wave_radiation_flux_min,-2.4163343296364075,-0.8261847694003905,-0.9819405743188979,0.6106398148141146,0.6626009373266436,-0.29956384425706917,1.639393025213136,0.29934799693744435,-0.3680085786721808,0.08746917539602092,-0.3049520645443165,0.31044149561066275,-0.07531195861226701,0.032635414620053566,-0.40929469230496884,-0.513391984901673,0.21216250937510442,0.19790717454324463,0.06137474120000335,0.2684432956125892,-0.0009015488382978443,0.018973947241676573,0.012142120544531154
13,mean_top_net_long_wave_radiation_flux_min,-1.7637457542579518,-1.4292660558893642,-0.6380828847426692,0.9100359243798609,0.1832277311992069,-0.6206866515072903,1.00444722839933,0.1776725930127992,-0.6052827884666905,0.4832581368926036,0.020290986624281408,0.5221197928466874,0.17686393036147138,-0.4523074557284031,-0.11412047752498669,0.3216934291215003,-0.2949429104110403,-0.054554690512328634,0.3022039756818003,-0.20659206575583944,-0.06473407286666706,-0.2938437654670575,0.19088820342110488
