time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15
1,total_totals_index_min,5.257174156496757,2.2161914388872277,-2.3368371713853957,-0.2798318976441037,1.3317550772106306,-0.765753530117006,1.5630502289814832,0.02164757781399769,-0.14706324150671116,0.6744129096079693,-0.025293837971474466,0.8745887257733221,0.08951659923376153,-0.010506914311170519,0.24863705272719433
2,total_totals_index_min,5.354335524777185,2.457342874186244,-2.126035725404207,-0.6322740091602056,1.3611631849715622,-0.5617079244416782,0.9992378599694851,0.08827126007659243,0.06298770445841965,0.42560293027128737,-0.31130159097093935,0.06996181501727874,-0.11102643576730994,0.01890081967984918,0.07556354832708381
3,total_totals_index_min,5.6010772463080905,2.4310296559435693,-2.091420226796351,-0.9828404902591455,0.7559853987996158,-0.11468864329931874,0.35684152275757897,0.004838171375527582,0.0464429527432026,-0.12633393800753653,-0.09836961029464224,-0.32222884719046413,0.10984123486831199,0.1645768681312936,-0.21236023319538946
4,total_totals_index_min,5.5286982903838355,2.4396116092589866,-2.2149795334206073,-1.0721964290536614,0.3585313829283296,0.17842597113315053,-0.06644707490534645,0.07817708269793171,0.02062690416832935,-0.5406648570587289,0.27160280547411797,-0.588548942035179,0.2131884184135636,0.1128889066076504,-0.38829377626918965
5,total_totals_index_min,5.450974177682368,2.4733538401130404,-1.9719305639378135,-1.0113110945601396,-0.048359925801646116,0.23017531894704588,-0.6010692814372358,0.04256387932592134,0.015856680204876076,-0.3716367100674729,0.5263925944763863,-0.5461920478514636,-0.16526618210617616,-0.16486176038511088,-0.2817004807028564
6,total_totals_index_min,5.563811011141126,2.004595506185448,-0.8791405828157277,-0.620748133591321,-0.7340318755231798,0.594164237371496,-1.3153771723558636,-0.0101935902111204,-0.4037660789748816,-0.10543889745726243,0.28370996932625725,0.11179548910114916,-0.24387123711495923,-0.06752980314385734,0.41385586480603803
7,total_totals_index_min,5.354274485353298,1.371530437195916,-0.15622549474813044,-0.16041860397554628,-1.169712567442587,0.8401039287887735,-1.4272564771662941,0.033582960457627986,-0.49031080197824123,-0.14344093594759202,-0.3478494158117512,0.6556404246934331,-0.09150218246172594,-0.15976827695555168,0.36872424612205906
8,total_totals_index_min,4.838847588990753,0.056302988805077954,1.2432871532943586,1.0971976343446483,-1.8605579861986359,0.8545857169443374,-0.6411699477704553,-0.19278743613429186,0.6797263817702519,0.23609525508257792,-0.731006760307905,0.23525975847220829,0.4285284020590269,0.23815143801308192,-0.18969510384962385
9,total_totals_index_min,4.294069738799525,-1.2712695005568322,2.161361006357241,1.8205756897359164,-1.6734830580224265,0.24505981056989276,0.9507380595445697,-0.08322746719367216,0.9208981441022384,0.48359088814764745,-0.14796846777443579,-0.2922315344211134,-0.043307352923191746,0.1362041306160541,-0.23588336421795097
10,total_totals_index_min,3.4975310011617227,-2.0667977584258814,2.678599793158437,2.105155594026445,-1.1275153638102393,-0.1935974070725177,1.1950415010252031,-0.015038386799670999,0.12424557330432401,0.10469360555887253,0.5021852674636768,-0.27093398360397447,-0.22225012862501972,-0.31238398642391313,0.08545125958681558
11,total_totals_index_min,2.615910369348016,-2.9549645902109996,2.4292145432075705,2.031711640382785,-0.3758257605878015,-0.5039926904303965,0.33013767759792445,0.012404284139745127,-0.6798554852699602,-0.3272728397083317,0.5823264726377063,0.02293606803227737,-0.19875637827250842,-0.3384413775618647,0.3386388142824889
12,total_totals_index_min,2.0818314353469285,-3.6057299965699423,2.735130406435652,1.2444091061939562,0.8390972104942314,-0.9752879902618519,-0.2087258220374298,-0.13963649229004546,-0.8905599063219901,-0.19343288731481834,-0.17294419052645071,-0.1143618280430947,0.20573504288861388,0.31011276528221354,0.02120376920025179
13,total_totals_index_min,1.3892460731965453,-3.950029123896152,2.752923507180917,0.686216957872286,1.342600068971285,-1.1618364213447612,-0.5185972939591957,-0.2327896499813308,-0.6611090534425588,-0.306609360251574,-0.4618204964767287,-0.19154964241597644,0.14085791066714287,0.6303808386723564,-0.04204644236064672
14,total_totals_index_min,0.8198581536796323,-3.9144962325648565,2.596918346987548,-0.20587835769926244,1.9918334616721904,-0.2556742436563629,-0.8110680744762325,-0.07896729245179106,0.5606120691569625,-0.027347863897883767,0.12298654225117728,0.16930176782361134,-0.11709724239865192,-0.29656613480307537,-0.5090876172166909
15,total_totals_index_min,0.23938507276536308,-3.9151620939297125,2.189875317058037,-0.7381979132213632,1.7338580812430417,0.4269402017225951,-0.779131770956713,-0.022877159928752985,1.1193320488764635,-0.21614648054373675,0.06350639886713698,0.5327449285469738,-0.13874110817752774,-0.4101318354841681,-0.09604970265611694
16,total_totals_index_min,-1.36369427093541,-3.301785139897847,1.896990126156138,-1.5700802611847346,1.151125060169251,1.937195872546941,0.5489941708506806,0.6215217038871023,0.08296268473347014,0.46540117460618474,-0.12499325454422891,-0.4924958199278858,-0.2958696077613998,-0.026274736126092407,0.5648431240959578
17,total_totals_index_min,-1.8345037850442945,-3.2802731770493807,1.0487659312025164,-1.8228283607149685,0.02166619929167491,2.156762112871637,0.3397068426991043,0.4312880135150819,-0.2668647838538411,0.31788781063647864,-0.012017183754740902,-0.23337112151086986,0.40880772901003604,0.21511822575537018,0.2213720212248295
18,total_totals_index_min,-2.305838758179405,-3.4822168386653582,-0.2529201133292802,-1.5198830755572497,-0.7888804329034415,0.8641498416004662,0.23886254419742464,-0.4726514702988304,-0.4267920799777827,0.21774304698940722,0.7422765361293744,0.3929609256744933,0.33013448539297374,0.24505154071124807,-0.3021446994617007
19,total_totals_index_min,-2.4549480243488513,-3.5256283311226944,-1.0182882586454762,-1.4050391749840383,-0.9672691005008213,0.2479839217303876,0.6054315346751231,-0.5713698688797395,-0.4710254542839914,-0.12537537661149276,0.11928982377215389,0.3966230206547214,-0.051738402669143035,0.19531119382728904,-0.5230414147332895
20,total_totals_index_min,-2.4585819476629895,-3.632684262764973,-1.6562859728759278,-1.4884005748140425,-1.1243249935394442,-0.5854044909057473,0.5949534528340266,-0.5089245775253337,-0.1388050839390783,-0.24467742604057566,-0.23963099034946433,0.22503583130828458,-0.5001322066279364,0.009923291815216903,-0.15360952239636633
21,total_totals_index_min,-2.2483483812902163,-3.4768901835460104,-2.2843788922440638,-1.3153957929225968,-0.8209593958037341,-0.7651173750751157,0.06128705597984655,-0.6031512790488376,0.16380451864718348,-0.26490191953509695,-0.5629057340366795,-0.35683876764219213,-0.4497239091107214,-0.0423799603543656,0.19610687901218474
