time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25
1,total_precipitation_max,2.189721104236463,-2.519794020616951,-2.6088713148956155,0.3434657047754218,2.139169891003603,0.9395666511611087,-1.5320970423041078,0.9515013325759067,-0.4307703859397746,1.0415111402055048,-0.517772128817251,0.023913371390050564,-0.07066305720857033,0.3444150700684761,0.5960621662133653,0.6013145992439008,0.22129574156158377,-0.16143783734073008,-0.052425817962122596,-0.5478922343540105,-0.011078699586194082,0.06686945717857606,0.16553731189904153,-0.1144166655613582,0.16608008706300037
2,total_precipitation_max,2.6386331989891634,-3.2107424097469806,-3.091879815944363,0.2182499931804769,2.112373834494985,-0.4788664651394486,-0.3865862005267157,0.9235907767815204,0.22911282435917704,0.10183990067787976,-0.5911101382108106,0.27372038064799314,-0.4383949696196553,-0.4605000227776,-0.7152701241336732,-0.6246201608686412,-0.40640825251387225,-0.01768955640642163,-0.08902762193187556,0.61230199334056,0.05793388086529695,0.025055038522207917,0.04875519367037098,0.16301204180097922,-0.2028486515055414
3,total_precipitation_max,2.977503739032002,-2.9172137978950663,-2.0555161396961283,-0.6401910614942424,1.431820013323864,0.05644710177315236,0.5067947872399944,-0.8006251993521055,-0.3904130173746132,-1.0143740647165422,1.5509934952299307,-0.8913769989962744,0.46982072627364485,-0.3819936304428845,0.39141633499723993,-0.28169847437351575,0.3588003489196407,0.3465827672094579,0.2174456876773768,0.15892811536445792,0.21222868775018672,0.04313671780607573,-0.18121981275407292,-0.06913910452434911,0.023287696516589924
4,total_precipitation_max,3.3275287175278776,-1.9843131764010509,-1.274631603194314,-0.8990573418488773,0.023949861103683377,-0.6634816736688064,0.9500894464509724,-1.3384327817676667,0.37303616182356464,-0.5847122221705807,0.05942106184210269,-0.4707591273327203,-0.08744177336676459,0.42185919299469343,-0.3365068175190424,0.4204095146583321,-0.21609645425799243,0.1253781540755016,-0.4804899688939073,-0.3753350925607123,-0.17025928767184953,-0.046668898899929714,0.14679319799976714,0.07729202534039245,0.04029133814543643
5,total_precipitation_max,3.6165058152182064,-2.2227339020245642,-0.18713444818778688,-0.5552701824342472,-0.8551180532556822,-0.32476274410576256,0.32714787882782065,-1.4769589337067832,0.22458322798613575,0.33998870242088747,-0.6605170108420573,0.5061233759140061,0.4700591668214172,0.07942101647033714,0.4026834133606915,0.35192523076868704,-0.5140124561387652,-0.5946481842573459,0.052114922122946813,0.10008248901613621,-0.47037446528537674,-0.22097630868895526,-0.06638052213403675,-0.13191981513308731,-0.10140948956143506
6,total_precipitation_max,3.9046053205537623,-1.4796512453809652,0.6683578034259652,-0.503652197911729,-1.422376152997509,-0.7035941031646236,0.7508194749072434,-0.4422719675033014,0.017340164766415422,0.533017039578673,0.18302133618518895,1.3926998047131793,-0.8550131401889325,0.07550850431095311,0.18935847330507966,-0.12151598828995734,0.7279854593397489,-0.13279599238662557,0.15029021800075162,0.23274384745325213,0.2859091085591488,0.05103005864144087,0.17060039636486385,0.10847465987015578,0.25084461108328227
7,total_precipitation_max,3.257554121436108,-1.1622678401401974,0.9767904109601369,-0.753334798732189,-1.8849933858507262,-0.05352231782381521,0.409478029871572,0.5588774066688776,0.47629152799338775,0.42042770041923627,-0.7180173169697959,0.39984771701775895,0.2875663404813299,-0.5217317300783602,-0.2800952759877905,0.14225896859544312,-0.055251702973226596,0.6945656868873786,0.2808479978583928,0.019971732562812712,0.07963708014340712,0.1514392886433881,-0.4096180823181017,-0.36763336147327624,0.028752821686442442
8,total_precipitation_max,3.0612121287691214,-0.36064247231969077,1.2106960545190284,-0.5877897948495575,-1.4238873227423994,0.2193321561067011,0.8562901932967637,2.018528979064154,-0.6354754053298776,0.2751263708112706,-0.12689685195975797,-0.6007903882080174,0.03476198403831081,-0.3172810997052017,0.11983741583140531,0.01842773505936684,0.0722068438672344,0.2786196929798138,-0.4310795851220976,-0.36510374749378327,0.0705285408913527,-0.1660256379575398,-0.015435784145840702,0.11064717673665798,0.02676587040949738
9,total_precipitation_max,3.2685567158212074,-0.00802936569890587,1.0345188108018575,-0.8958651621735895,-0.6757066820087548,-0.17209329839583917,-0.012920857566916777,1.0486985732392202,-0.31520294034517077,-0.18851642462409096,0.275513504052666,-0.720342274251394,0.4199994996396775,0.6933911571281217,-0.6703972553903228,0.12348224360593177,0.48059997272640453,-0.5790999447903777,0.27949138135151436,-0.1600914521718415,-0.1039936565211154,-0.07489103874813507,-0.3102393028919239,0.21382369537584972,-0.19266700018445615
10,total_precipitation_max,2.792034313118889,-0.40411601166238337,1.6694789834060264,0.4561698590953829,-1.439357775774313,-0.03135832541632279,-1.158992956316163,0.551601119388986,0.19843294692920355,-0.41021974387351057,0.49737706499796225,-0.3281956026694448,-0.12335013907331491,0.9584434764583002,0.07303576391820879,-0.5950607480301573,-0.4233198793546907,-0.02297997905792999,0.39840115401094406,0.16683348346355975,-0.23305665136864923,0.6234469627882563,0.479873443392934,-0.20644761062618117,-0.0817677876909171
