time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21
1,total_precipitation_min,-3.8364853029000954,0.4207730858841636,-1.8742989102542458,-0.49390807396812186,2.10503557729801,0.5181553760795479,3.0038900139856737,2.1697514127937354,-0.02138851050747898,-0.1265948103890522,1.0039312397408484,-0.18490056070928218,0.8916635025192837,-0.7885164738661299,-0.5467491491301542,-1.0294380676984232,-0.01200852719910807,-0.60468581011598,-0.4512244797715005,0.2729890369011852,-0.26531467528456665
2,total_precipitation_min,-3.328806281621353,1.4626384240872066,-0.804561483511518,-0.35137475106737154,2.026647485975182,0.3495987740465351,4.5214494548585,2.8232814976428973,0.44279847520285454,0.2302192881456224,0.7950614864409831,-0.5666059981000691,0.3931533298687976,-0.20015125348008952,-0.4968800594317012,0.9112618803971925,-0.6948466752177906,-0.18817864513657662,0.11131836276299661,-0.4819620691665007,0.16466735813710986
3,total_precipitation_min,-4.3750976545421425,1.6873632001334038,-0.3069768691330264,-0.5602273751818913,0.6928141321878929,-0.1677235023407677,2.555339071073574,0.06657490052435248,0.7093877022942349,0.18126199375085758,-0.8125311385566939,-0.4152344282926074,-1.1396642121496912,1.427425051321329,1.4726628115011229,0.8900715292399101,0.8983756101990074,1.0667123312133222,0.3543527922897213,0.7907941867295866,-0.2013647110587895
4,total_precipitation_min,-3.2762960070259317,3.9522690037945,1.3523359308059615,0.11354556498867578,-1.2246631963750427,-1.5147080953145027,1.11430847540552,-0.7994656948375136,0.38241296831522226,-1.10193062732932,-0.37703975911547,-0.5811502555695434,-1.2941218573830073,-0.1880019068076342,1.3982271572781826,-0.3743412914033002,-0.027266985885941033,0.2195808378447889,0.22732950607915678,-0.4812924597469879,0.39456572452315225
5,total_precipitation_min,-2.7067894129680137,2.9001209342971888,2.80244205797068,0.1290667020538618,-2.967271418749102,-0.2813836123173959,0.2172597940833531,-1.032281482592356,-0.02863659519765489,1.0436450830527135,0.436334735093385,-0.08446946865112154,1.3375941004650056,-0.028209934147867422,1.342707666576213,-0.3796306422378881,0.4017297405708575,-1.043722177816034,-0.3905942048982737,-0.7563058317231186,0.34711578632563517
6,total_precipitation_min,-4.135438893212011,1.6555731726184713,0.831901832248856,0.21977778736308506,0.47542893007269177,0.35549449218992907,-0.6436946378243777,-0.7529275712514644,-0.23082739170840186,1.8205162166298414,0.14862006583165321,1.066243773322805,1.7634361035098591,2.47424762189524,-0.9665131473257228,0.606948326418175,-0.0736109229699131,0.13125420369365112,-0.026758144244995563,-0.4116990410132326,0.4627608960451137
7,total_precipitation_min,-3.103104277818468,4.9001953281301915,2.9050883933349776,1.1988313197679952,-0.3080650636004001,0.34797423162214364,-1.5344408302763017,-0.00022429029241440742,-0.7667217849276657,-0.30966614476012033,0.11894538885639344,0.4327184790715917,0.6698806114742706,0.5568930818222875,-1.0808870963258075,0.3561912385937449,-0.27474808710229887,0.4763415507362452,-0.11148728746197123,0.39436999256421884,-0.6857757726953699
8,total_precipitation_min,-2.8448998702527577,5.07739694300893,2.947198325700867,1.3091434275095344,-0.43415727123422976,0.3282582589655866,-1.5308275878225488,0.6584740264155035,-0.7124008320880519,-1.2149125790593562,0.36090471601984675,-0.24043328512349268,-0.2076348593424432,-1.1717573907906027,-0.47948696543749914,0.2522098870953627,0.03848030617734133,0.12752189629315944,0.09904547960849139,0.5181403752538886,-0.023032503591856976
9,total_precipitation_min,-4.081413449605277,3.235227793172592,1.7292289226065118,0.5767945569248518,0.21171940288446864,-0.28372882031793834,-1.4726575715234267,0.42666884082491524,-0.23983400555966175,-1.0859181233786035,-0.5331263465382354,-0.3433292653748998,-1.1850398007821747,-0.7600080945722862,-0.37900271431790683,-0.5581162978628466,-0.5103751802596337,-0.1617582674972875,-0.09646933269981316,-0.03494600799559934,-0.08095341916032078
10,total_precipitation_min,-4.705119205311441,-0.09719587629362465,-0.6730271718376639,-0.40504616985097147,0.816864210876323,-0.33810780658689366,-0.8353617204139108,-0.3153718263569371,0.2899848005151401,0.10647365870819889,-0.7916450272627036,0.19245181108093998,-0.889432203446011,-0.14784834829281013,-0.12507184705088661,-1.051401671662459,-0.08912601291997681,-0.4253476192554091,0.014426887047913162,-0.29957898079318107,0.03343463291210507
11,total_precipitation_min,-3.944938434025365,-1.432290544754957,-0.8150622138013278,-0.8592191435970423,-0.05444918088178368,0.22320619931278243,-1.192195284824447,-0.015810006394398717,1.2349234010209333,-0.43124412236357695,-0.19652651619399022,-0.26025272676465006,-1.0336193648053886,-0.09801192275659362,-0.5617558525730943,0.2776204960653231,0.31272129144854405,-0.6863414632196961,-0.07801837498663396,0.2687158335570262,0.2428969456716804
12,total_precipitation_min,-3.442614482090039,-2.340432773898113,-1.3589563236011883,-1.0314319575347153,-0.6954352911512082,0.48403805788282145,-1.0643036630303804,-0.13974260451857975,1.4483334417964195,0.07599562209738998,0.15817903242792963,0.11652395653162713,-1.0276431540217101,-0.2739442549473236,-0.6307919738287582,1.0154644883906982,0.24183217527865486,-0.381629907575999,-0.12638635144484317,0.3154852078261161,0.11612218754785068
13,total_precipitation_min,-2.56285056116444,-2.650450131430089,-1.170222989437414,-1.18486890349208,-2.339099805033728,0.914465966906816,-0.5433285858288187,-0.21929583207832265,1.4297344297003098,0.0055669254011018994,0.6627382021059343,0.2452102431225208,-0.7596558564712934,-0.6203856283598715,-0.12653832007852733,1.1173753653996379,0.25704967633102765,-0.06286490587444142,-0.3603623292072391,-0.06111914066675873,0.09227660151672763
14,total_precipitation_min,-3.37280261550698,-2.190290389896757,-1.2915827601594327,-1.2559143826844374,-0.7722703619791769,0.5640187812856203,-0.623848416637206,-0.6982764548912009,1.2204701295052847,0.3042974353335417,-0.12147603233758907,0.4410637893427018,-0.5195674646932693,0.7110108008670358,-0.08265258520672109,-0.08908263176575053,0.20382511373740503,0.028426884118892704,-0.2921402383549631,-0.22451353620977402,-0.25954520527012487
15,total_precipitation_min,-3.670918933808013,-2.0150167948491693,-1.5135662351272126,-0.9974405293698435,-0.09540913967575888,-0.10281817961915257,0.07628865736641258,-1.6176345358045945,-0.3532826374281909,0.10579391431397826,-0.05764013240647303,0.43705900529741787,0.479452346940667,-0.00031276189600643734,-0.03203944395362424,-0.6729454550430543,-0.3314871569154063,0.1643079953875583,0.17451248834356817,-0.010014583139429363,-0.23130943760588077
16,total_precipitation_min,-2.5010447938990508,-2.832411855686262,-0.19232394114072615,-1.10016398244262,0.4270298846173285,-0.9102553072311257,0.5342015578009969,-1.7738817172921466,-0.9930573484280646,-0.6344455217319056,-0.05018423219891609,-0.28556936407184663,0.8305897452120575,-0.358963915620471,-0.23648564680319004,-0.8138416087891099,-0.07684251727214098,0.19299783540135299,0.30574984664044635,0.4707460031739847,0.18511405589625882
17,total_precipitation_min,-3.6620124727159187,-1.8567575106555385,-1.416828607765064,-0.6745949012768161,-0.2666362480772542,-0.6813803306377857,0.3935627785853288,-1.6960827343233826,-0.9608794362399755,-0.05008885798676924,-0.6311212314599668,0.4756341983922343,0.9140682272062353,-0.2270954994208653,-0.5096466490217881,-0.3528722766477854,-0.023089184794311695,0.3036537366793932,0.2634192297149909,0.18123665323071028,0.10942827972131887
18,total_precipitation_min,-1.6061693686928948,-1.9632942616501479,-1.4376913161143337,2.2940085455565153,1.1333114405656872,0.49503345867825,-1.9860023600112555,2.4054115814456454,-1.4503171478326886,-0.39881176520302075,1.7634105889398122,0.46076534213127085,1.2601481895014084,-0.6080976251285714,0.7235197905415706,-0.39355550541255446,1.7572681652192657,0.44461433664338024,0.29834026124860924,0.22528722945081925,0.6361056763593258
