,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,2,0.027819583,0.027657887,0.026482454,0.03408048,0.04532112,0.051564004,0.05989744,0.06402037,0.052762948,0.058924,0.05490142,0.05600036,0.051459465,0.036147542,0.04066242
2,3,0.043635286,0.04467024,0.04352451,0.039849892,0.032822575,0.032566786,0.033638176,0.031026421,0.030221844,0.03426267,0.035996433,0.03729606,0.036558665,0.033126175,0.037211277
4,5,0.015249793,0.017089212,0.023296436,0.032664966,0.03711281,0.043277763,0.044593044,0.044537105,0.042807147,0.04116566,0.03246074,0.031603336,0.027785115,0.028388495,0.026577106
5,6,0.018613497,0.023946747,0.02678497,0.030357573,0.029012192,0.03344143,0.048948273,0.054415345,0.058478054,0.055346765,0.049733337,0.0453765,0.039789878,0.040966243,0.040802334
6,7,0.028077528,0.03291749,0.04049575,0.043562405,0.042952858,0.04607507,0.053571302,0.06525342,0.070274144,0.07062394,0.07214368,0.07852861,0.077936254,0.08031646,0.072241984
7,8,0.024416424,0.024459701,0.021622786,0.022716807,0.027241318,0.026003096,0.033385374,0.04603941,0.04743655,0.05159959,0.061132044,0.067652725,0.07334918,0.07995705,0.08181283
12,13,0.041558877,0.045240775,0.046015374,0.041991945,0.038534116,0.03464835,0.03698315,0.037535083,0.03121628,0.036543336,0.034065597,0.033748206,0.035992227,0.038583834,0.05089036
15,16,0.024904728,0.02580901,0.033624873,0.041288074,0.040625982,0.051570598,0.0627835,0.08224795,0.10249075,0.104939796,0.096375026,0.066047415,0.04406697,0.041053046,0.050010536
18,19,0.02265808,0.024035862,0.025681721,0.026094355,0.030230805,0.03504133,0.042180724,0.05343467,0.064670436,0.071027085,0.06802484,0.06341935,0.056916587,0.05377531,0.048770968
20,21,0.030089417,0.03650998,0.041127473,0.053055305,0.06468656,0.06820565,0.07724555,0.07639536,0.083357655,0.08511186,0.07462206,0.058757,0.045479167,0.040108524,0.039063826
26,27,0.009506212,0.009883785,0.009743123,0.007668755,0.007171808,0.008021303,0.007470771,0.006853192,0.0057527274,0.0060506454,0.006963858,0.009306363,0.012254678,0.013101614,0.017214231
28,29,0.030743446,0.032536928,0.039400328,0.049422346,0.05291492,0.048146293,0.060458805,0.06762828,0.0733679,0.08906015,0.07927572,0.07205811,0.067494035,0.09789574,0.08170139
30,31,0.017187769,0.016139772,0.03155065,0.02882408,0.018000655,0.023116581,0.022451472,0.030227922,0.028627997,0.028400915,0.026770532,0.026695592,0.02873026,0.029887585,0.03159722
31,32,0.013553285,0.013513502,0.014962566,0.01823222,0.01750835,0.016984006,0.024397274,0.028231373,0.034962848,0.031331256,0.03067724,0.026692798,0.02551956,0.02375255,0.020764027
32,33,0.022750141,0.020494243,0.02081108,0.022875383,0.025242599,0.02687939,0.03062019,0.035316862,0.039251152,0.043272983,0.043716095,0.045285575,0.04460339,0.041387983,0.034427326
33,34,0.019130722,0.015775219,0.016664354,0.015446747,0.017371014,0.024069548,0.027592834,0.028350875,0.033847403,0.041018926,0.04775211,0.04995449,0.049662318,0.041785613,0.041168474
37,38,0.03302345,0.033113465,0.039021697,0.04286153,0.049661405,0.05452753,0.05204782,0.056567747,0.057489578,0.054557767,0.057233058,0.06782551,0.10862192,0.12815551,0.14544725
38,39,0.022939596,0.026348451,0.025176838,0.030022904,0.036326155,0.047470585,0.06664121,0.085343935,0.09178272,0.09164506,0.08406844,0.07470795,0.05955005,0.049502406,0.04146516
42,43,0.028003335,0.020109408,0.023478506,0.030881707,0.03628038,0.049658302,0.05136193,0.050671715,0.06704906,0.0805389,0.085707165,0.086694956,0.083061926,0.075257376,0.066230334
43,44,0.015909035,0.017900756,0.02223548,0.01753939,0.018330947,0.016201798,0.01919641,0.02389983,0.027579477,0.028854946,0.03280526,0.036891993,0.042537645,0.038521487,0.036769275
44,45,0.008207486,0.015834883,0.012659116,0.008164247,0.0157973,0.024841554,0.02419403,0.029658262,0.027785227,0.02286155,0.019354202,0.014770182,0.014101942,0.01744431,0.012173053
45,46,0.012573682,0.014249743,0.011645951,0.015718019,0.01793664,0.015953973,0.018781357,0.024547376,0.02562407,0.02561608,0.027683351,0.03190769,0.030356754,0.031699292,0.030377842
46,47,0.039907146,0.038276702,0.041340716,0.0418686,0.043137006,0.04247942,0.05563222,0.07093789,0.08300371,0.08973346,0.085246146,0.071587764,0.075398594,0.060117304,0.057103433
