selected_pc, val_rmse, seed
2m_dewpoint_temperature_std_PC8, 5.757122480670293, 0
2m_temperature_std_PC5, 5.703715983469871, 0
geopotential_500_mean_PC5, 5.656716742190315, 0
mean_sea_level_pressure_max_PC9, 5.62183763765109, 0
10m_v_component_of_wind_max_PC4, 5.5768876324398695, 0
10m_u_component_of_wind_std_PC11, 5.558304034273311, 0
mean_sea_level_pressure_min_PC8, 5.5231495212697395, 0
surface_pressure_min_PC9, 5.495642316238501, 0
geopotential_1000_min_PC5, 5.49564231623813, 0
