storm_number,storm_name,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
82,C3S_STORM_TRACKS_ERA5,2.2710939584429415,1.450096999313224,1.460404158847686,1.7282771854285803,1.4917972642052768,2.2756901509444254,4.9505576784601795,1.622609859512673,3.072214731499853,0.55280642299011,1.626697865365569,2.954546315590806,3.894469494527478,0.8541729738628254,0.390529148584972
1,C3S_STORM_TRACKS_ERA5,2.5844368664126343,0.634349326881764,1.4986895548035017,3.1131941902268685,0.4040173982675132,0.3131932397842812,4.122211642655202,0.12236380050245638,0.08125111988750093,0.006042222028751246,1.825516533780089,1.4122978814648781,1.360851791374977,0.2475615840521197,0.7603304285970408
13,C3S_STORM_TRACKS_ERA5,0.39088711355273636,0.11181215837156891,2.3530669899836694,0.08180277683886412,0.4640126119402063,0.28901553785620543,1.3505233801017265,0.09738839440286821,0.1723012087786357,0.22739137079612412,1.6220547811983637,3.037240032472136,4.5903155145080055,0.1738165890184895,0.23730675393613782
95,AIDEN ,0.09158801912490239,0.7924040188194899,0.37825742814196944,2.4411202252127797,0.6379067658261605,0.13570886884703134,4.0132494464028445,0.22673411858576417,0.5059419164493892,0.007702051001222806,0.22941230577092614,0.9150917081080389,0.7378873183328923,0.023617405237994837,1.0205407551758487
7,HERTA,1.187609026267882,2.1668324496513627,0.844297455919561,5.077379401921935,0.2402595690762154,0.3372252373071015,2.4667203559893216,0.9818901938997989,0.8339511469241947,0.506066332370998,0.673407602145018,2.0855872039549874,1.3247308834339864,1.4578996112408722,4.855307969889354
79,C3S_STORM_TRACKS_ERA5,1.2595061518806592,1.32051161570372,0.2234838916812594,4.373135718798974,0.4271184751227024,1.7840536537793694,6.488909203256927,1.0425114520673104,0.940226091557544,0.27583371135065093,0.08662413218200447,1.04762631163264,0.5806875501550326,0.9896614462591936,1.4007362074420153
50,C3S_STORM_TRACKS_ERA5,0.7780136158143807,0.13037124548396437,1.0163246000715538,1.2949347973723238,0.3245829457380992,0.1722105666155167,5.273720438680379,0.06106993558780906,0.5820727719522302,0.2622864494365073,0.29499650649506365,1.1183319552371953,1.0061413692499497,0.01590585089454052,0.7782079750186799
90,C3S_STORM_TRACKS_ERA5,0.4458442573827701,0.07181125288859717,2.0780684912485086,1.3818431071337938,0.6259649838603858,0.24445480117058394,4.163398823168242,0.06492741053030603,0.3648477195610115,0.601138178317285,1.2293467638205247,2.796253200716029,2.2781835464115714,0.1454382895271457,0.7438550993721599
27,C3S_STORM_TRACKS_ERA5,0.8167834810924134,0.871168488505691,0.04344512593382001,1.8076960074000643,0.9657234965531566,0.215773192464179,3.7264369999595983,0.20821648645428223,0.0678586147869611,0.029037097184600458,0.5244949497979272,0.13940849950059953,0.018237715771440347,0.14294832701689753,0.5602346272342451
58,C3S_STORM_TRACKS_ERA5,3.8184497148911096,0.7087083700063438,2.335627667155263,1.9144631005822126,3.394829506154434,1.535708338735867,4.323304724059537,0.7536404478943416,1.6567421658533277,1.2379863005316036,1.968996592885354,4.8490710947846445,4.933420208776486,0.628556289508067,0.4313734400170704
76,C3S_STORM_TRACKS_ERA5,0.4985763285400318,0.8495301766228132,0.3377807405598316,3.8250116505214597,0.12070824774841797,0.18364144307121222,6.268703039125968,0.8369288371914019,0.2180502345895928,0.2787311763480992,0.24014088866401376,1.5933360203353466,0.9719193995748426,0.7012304945097664,2.013612759932855
71,CHRISTIAN,3.003900843136959,2.858262246379742,0.36421710016988273,4.3887626670037925,1.320086861687882,0.09485659981338958,0.9562169928776733,1.056548616971451,0.3508685784091473,0.47193191299261866,0.8059880868877833,0.6474896606458651,0.1202484432773012,0.5080343939326593,2.353082745778347
63,C3S_STORM_TRACKS_ERA5,0.8565422344561963,0.6117947951249321,0.9659999445215124,2.6948380794677362,0.06434784628790384,0.040424295454380095,5.9491794795849735,0.30613505736715474,0.014717709126624089,0.02132369362793564,0.21859027446062992,1.696248795446682,1.0199129312234718,0.1637004500818499,0.8142071510104116
48,GERO,1.24992697138435,0.39187098548880794,2.9850346893939874,1.868767167198933,0.5570840069602442,0.011252556430711895,9.698790319159974,0.007610703566228821,0.018015016308446714,0.0067983767455364165,1.2578696441464032,2.2776396797855556,2.2625282406332134,0.0011034583655010145,0.5530025574710153
45,C3S_STORM_TRACKS_ERA5,3.771135573590052,2.7254616711137043,0.10458036915559984,3.8883219730715664,1.2249946219847931,0.7272739668108049,2.67146044061268,1.055190681635676,1.3417697802563235,0.21126854118775887,1.0007678145492749,0.7485028438180196,0.2801808962076294,0.5797464105584899,2.0492482501160527
85,C3S_STORM_TRACKS_ERA5,4.062872284285354,0.6610093531177006,2.8789171838583854,2.428290423954305,1.7424444002763781,0.10890725607288843,9.538471145437697,0.4411500552082061,0.027913090339503895,0.12416433083066451,3.0118144103257882,9.926072342095106,10.920899758803714,0.030674219294282004,0.19901089841228095
6,WIEBKE,4.422242670903294,4.374903731958099,0.8819708940630809,6.462874634465316,3.9532137266597633,8.055598832385556,3.2333957008348384,2.4173248011185366,3.9965599866590575,0.4961228672444766,1.3724556844340376,0.30965369279152494,0.4167589871036234,3.0747318352606885,0.6928432686107974
65,XYNTHIA,0.6835560313374371,3.019337547175833,0.44677343285669074,4.7525139055204155,0.8075365540201261,1.7475723575271203,2.2402935113055267,2.2106498758593585,0.8765666475476463,9.307340504412954,0.455188634470434,0.043069427744266475,0.08969771741928674,2.8837994005156857,8.036563030638018
19,C3S_STORM_TRACKS_ERA5,3.6495120904384617,3.4590509936798934,0.7862880677007427,4.022892201609778,0.91335316254727,0.46053227797669627,5.1649366079693575,2.3357448929024707,0.4254785541801393,0.21645369263155204,0.7643647292708754,0.6022686623513237,0.4067163753604426,1.5259454148551796,0.590713238720087
61,EMMA,3.229562213523046,2.386821152228124,0.29918723476660625,4.010032739430895,0.6429645123217561,0.18068981677568396,3.6706501149717488,1.5901130639317842,0.20812893443077407,0.012643676755893552,0.4879126015437616,0.8221288772838321,0.9636299181508242,0.4623736753253703,0.06887920517750598
80,C3S_STORM_TRACKS_ERA5,3.70024591132377,4.604970101906211,1.2314684433526768,3.165620040619404,3.342801940783363,1.7293987311101382,5.162279381285517,4.336500984737444,1.873872059370658,0.24767481168257938,1.651731224231404,2.943243733668498,2.440429555841434,1.293995072337595,0.0677795959453379
11,C3S_STORM_TRACKS_ERA5,0.04522632763165351,0.1742484848716481,0.6872451145390578,0.8326863555034415,0.07835366830755079,0.054107148960133626,2.8021757720053446,0.40508424237710233,0.027598199499333773,0.03853470420654311,0.2479422321426503,1.244365584263944,1.5281111077642116,0.2823689850282441,0.41055480942838846
46,JEANETTE,2.8733976635098992,2.841198125127871,0.6743651052734735,4.145132375115459,1.2213852534830956,0.2798092132483122,3.9960050151598048,0.9120671437169087,0.2680692278695549,0.060098667354900395,0.6676008761156051,1.4774884475199102,0.4885255791712139,0.3603431659540392,0.5027490998150124
66,C3S_STORM_TRACKS_ERA5,2.7343118878634796,0.7968178906592239,1.0458054818156972,2.546965477073362,1.05285751486396,1.5984383554128767,5.58553174716432,0.5681493850152031,1.9576703207947093,0.8353977690885761,1.0867500710852762,2.6940373218694273,1.7883662340929032,0.2920821307419089,0.5490205897904119
3,C3S_STORM_TRACKS_ERA5,0.528929277615648,1.1611684875064512,1.4983987187540588,3.5076286058667394,0.34997194945225774,0.12931460685724364,3.868623869638467,0.7138906571669938,0.4508733433749457,1.0403025981577592,1.0152161510128932,2.260075175061011,1.7528304300597202,0.35642205074625416,4.2659803713898485
64,KLAUS,1.0506853198325823,2.754102000903085,0.8274373558806108,8.694988116924499,1.3478225798586478,1.1621745306200375,7.094755860997105,3.3742774981380244,0.23487371250185154,4.779346558248005,1.2768008645859394,1.2630391847826918,0.7476509972793215,2.756352447538804,10.730300427627677
93,DENNIS,2.542764518620601,2.093453526242423,1.855261587693595,1.6362210751461976,2.633587601798348,0.5936683089986655,2.8824432058194858,0.5151124346540434,0.7306120109189378,0.15176118742938136,2.338430548328498,3.7289532066840136,2.211102168388354,0.4692147681285863,1.0226556257567172
16,C3S_STORM_TRACKS_ERA5,3.197759138768794,0.5063539473207106,3.187361470327555,2.0872349823509855,2.1392747221854833,0.04440381767629075,6.58766392851778,0.17957534578082185,0.10162682618757264,0.2726034275369447,2.3662272441621797,7.006057397082238,5.8721217323464385,0.20419775941935098,0.8211885491813875
5,VIVIAN,5.575884301792412,4.304375555784265,0.8361228024523003,7.116224826278195,2.8226143537020874,1.2758351026952504,5.720932545790802,1.6397752937752619,1.2376323805036729,0.19875819470063497,0.7928139557942656,1.2379051321296686,0.4469834696102773,1.4609369602196323,0.6929671192358585
